ea_id,com_ch0b,com_ch0b_os,com_ch01,com_ch02,com_ch03,com_ch04,com_ch05,com_ch05a,com_ch06,com_ch07a,com_ch07b,com_ch07c,com_ch07d,com_ch07e,com_ch07f,com_ch07g,com_ch07h,com_ch07i,com_ch07i_os,com_ch08,com_ch09,com_ch10,com_ch11,com_ch12,com_ch12_os,com_ch13a,com_ch13b,com_ch13c,com_ch13d,com_ch13d_os,com_ch14,com_ch14_os,com_ch15,com_ch16a,com_ch16a_os,com_ch16b,com_ch16b_os,com_ch16c,com_ch16c_os
10101016,Maize Mill: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101016,Public Transportation: Initiation/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101016,Agricultural/Fishery/ Livestock Extension Services,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101016,Law Enforcement: Initiation/ Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101016,Other (Specify),,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Road: Construction,,YES,YES,YES,NO,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,NO,,,,,,
10101204,Road: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Bridge: Construction,,YES,NO,YES,NO,,,,NO,NO,YES,YES,YES,NO,NO,NO,NO,,YES,Promised but not addressed,,,,,,,,,,,,,,,,,,
10101204,Bridge: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Primary School: Construction,,YES,YES,YES,NO,,,,NO,NO,NO,NO,YES,NO,NO,NO,NO,,YES,Promised but not addressed,,,,,,,,,,,,,,,,,,
10101204,Primary School: Maintenance/Improvement,,NO,YES,YES,NO,,,,NO,NO,NO,NO,YES,YES,NO,NO,NO,,YES,Promised but not addressed,,,,,,,,,,,,,,,,,,
10101204,Secondary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Secondary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Health Center/Clinic/Dispensary: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Health Center/Clinic/Dispensary: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Piped Water/Boreholes/Wells: Construction,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,,YES,Not addressed; response pending,,,,,,,,,,,,,,,,,,
10101204,Piped Water/Boreholes/Wells: Maintenance/Improvement,,NO,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,,YES,Promised but not addressed,,,,,,,,,,,,,,,,,,
10101204,Orphanage: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Maize Mill: Construction/ Maintenance/Improvement,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,,YES,Not addressed; attempts failed,,,,,,,,,,,,,,,,,,
10101204,Public Transportation: Initiation/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Agricultural/Fishery/ Livestock Extension Services,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Law Enforcement: Initiation/ Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Other (Specify),,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Road: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Road: Maintenance,,YES,YES,YES,NO,,,,YES,NO,NO,NO,NO,YES,NO,NO,NO,,YES,Promised but not addressed,,,,,,,,,,,,,,,,,,
10101215,Bridge: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Bridge: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Primary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Primary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Secondary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Secondary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Health Center/Clinic/Dispensary: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Health Center/Clinic/Dispensary: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Piped Water/Boreholes/Wells: Construction,,YES,YES,YES,NO,,,,YES,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,YES,NGO,,,,,
10101215,Piped Water/Boreholes/Wells: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Orphanage: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Maize Mill: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Public Transportation: Initiation/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Agricultural/Fishery/ Livestock Extension Services,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Law Enforcement: Initiation/ Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Other (Specify),,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Road: Construction,,YES,YES,YES,YES,VILLAGE HEADMAN,,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,,YES,Promised but not addressed,,,,,,,,,,,,,,,,,,
10101562,Road: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Bridge: Construction,,YES,YES,YES,YES,VILLAGE HEADMAN,,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,,YES,Addressed being adressed,100000,0,,0,YES,YES,YES,NO,,VILLAGE RESIDENTS,,,NGO,,,,,
10101562,Bridge: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Primary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Primary School: Maintenance/Improvement,,YES,YES,YES,YES,VILLAGE HEADMAN,,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,YES,NGO,,,,,
10101562,Secondary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Secondary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Health Center/Clinic/Dispensary: Construction,,YES,YES,YES,YES,VILLAGE HEADMAN,,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,NO,,,,,,
10101562,Health Center/Clinic/Dispensary: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Piped Water/Boreholes/Wells: Construction,,YES,YES,YES,YES,VILLAGE HEADMAN,,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,,YES,Addressed being adressed,6000,0,,0,YES,YES,YES,NO,,VILLAGE RESIDENTS,,,NGO,,,,,
10101562,Piped Water/Boreholes/Wells: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Orphanage: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Maize Mill: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Public Transportation: Initiation/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Agricultural/Fishery/ Livestock Extension Services,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Law Enforcement: Initiation/ Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Other (Specify),,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102004,Road: Construction,,NO,YES,YES,YES,VILLAGE HEADMAN,,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,,YES,Not addressed; response pending,,,,,,,,,,,,,,,,,,
10102004,Road: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102004,Bridge: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102004,Bridge: Maintenance,,NO,YES,YES,YES,VILLAGE HEADMAN,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,NO,,,,,,
10102004,Primary School: Construction,,NO,YES,YES,YES,VILLAGE HEADMAN,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,NO,,,,,,
10102004,Primary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102004,Secondary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102004,Secondary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102004,Health Center/Clinic/Dispensary: Construction,,YES,YES,YES,YES,VILLAGE HEADMAN,,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,,YES,Promised but not addressed,,,,,,,,,,,,,,,,,,
10102004,Health Center/Clinic/Dispensary: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102004,Piped Water/Boreholes/Wells: Construction,,YES,YES,YES,YES,VILLAGE HEADMAN,,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,,YES,Addressed being adressed,15000,0,,0,YES,YES,YES,NO,,NO PROJECT COMMITTEE,,,NGO,,,,,
10102004,Piped Water/Boreholes/Wells: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102004,Orphanage: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102004,Maize Mill: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102004,Public Transportation: Initiation/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102004,Agricultural/Fishery/ Livestock Extension Services,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102004,Law Enforcement: Initiation/ Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102004,Other (Specify),NURSERY SCHOOL,YES,NO,YES,YES,VILLAGE HEADMAN,,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,,YES,Addressed being adressed,5000,0,,0,YES,YES,YES,NO,,VILLAGE RESIDENTS,,,DISTRICT/CITY ASSEMBLY,,,,,
10103414,Road: Construction,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,,YES,Not addressed; response pending,,,,,,,,,,,,,,,,,,
10103414,Road: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103414,Bridge: Construction,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,,YES,Not addressed; response pending,,,,,,,,,,,,,,,,,,
10103414,Bridge: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103414,Primary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103414,Primary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103414,Secondary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103414,Secondary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103414,Health Center/Clinic/Dispensary: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103414,Health Center/Clinic/Dispensary: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103414,Piped Water/Boreholes/Wells: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103414,Piped Water/Boreholes/Wells: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103414,Orphanage: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103414,Maize Mill: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103414,Public Transportation: Initiation/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103414,Agricultural/Fishery/ Livestock Extension Services,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103414,Law Enforcement: Initiation/ Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103414,Other (Specify),,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104150,Road: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104150,Road: Maintenance,,YES,NO,YES,NO,,,,NO,NO,NO,YES,NO,NO,NO,NO,NO,,YES,Promised but not addressed,,,,,,,,,,,,,,,,,,
10104150,Bridge: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104150,Bridge: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104150,Primary School: Construction,,YES,NO,YES,NO,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,NO,,,,,,
10104150,Primary School: Maintenance/Improvement,,NO,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,YES,NO,NO,YES,YES,YES,YES,YES,NO,,YES,Addressed being adressed,300000,0,,0,YES,YES,YES,NO,,VILLAGE RESIDENTS,,,MASAF,,DISTRICT/CITY ASSEMBLY,,,
10104150,Secondary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104150,Secondary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104150,Health Center/Clinic/Dispensary: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104150,Health Center/Clinic/Dispensary: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104150,Piped Water/Boreholes/Wells: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104150,Piped Water/Boreholes/Wells: Maintenance/Improvement,,YES,NO,YES,NO,,,,NO,NO,NO,YES,YES,YES,YES,YES,NO,,YES,Not addressed; attempts failed,,,,,,,,,,,,,,,,,,
10104150,Orphanage: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104150,Maize Mill: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104150,Public Transportation: Initiation/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104150,Agricultural/Fishery/ Livestock Extension Services,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104150,Law Enforcement: Initiation/ Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104150,Other (Specify),,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201688,Road: Construction,,YES,YES,YES,YES,VILLAGE HEADMAN,,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,,YES,Promised but not addressed,,,,,,,,,,,,,,,,,,
10201688,Road: Maintenance,,YES,YES,YES,YES,VILLAGE HEADMAN,,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,,YES,Promised but not addressed,,,,,,,,,,,,,,,,,,
10201688,Bridge: Construction,,YES,YES,YES,YES,VILLAGE HEADMAN,,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,,YES,Addressed being adressed,,13000,0,01,YES,YES,YES,NO,COMMUNITY MEMBERS,VILLAGE RESIDENTS,,,OTHER (SPECIFY),COMMUNITY MEMBERS,,,,
10201688,Bridge: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201688,Primary School: Construction,,YES,YES,YES,YES,VILLAGE HEADMAN,,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,,YES,Not addressed; attempts failed,,,,,,,,,,,,,,,,,,
10201688,Primary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201688,Secondary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201688,Secondary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201688,Health Center/Clinic/Dispensary: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201688,Health Center/Clinic/Dispensary: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201688,Piped Water/Boreholes/Wells: Construction,,YES,YES,YES,YES,VILLAGE HEADMAN,,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,,YES,Not addressed; attempts failed,,,,,,,,,,,,,,,,,,
10201688,Piped Water/Boreholes/Wells: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201688,Orphanage: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201688,Maize Mill: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201688,Public Transportation: Initiation/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201688,Agricultural/Fishery/ Livestock Extension Services,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201688,Law Enforcement: Initiation/ Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201688,Other (Specify),,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10202514,Road: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10202514,Road: Maintenance,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,,YES,Addressed being adressed,30000,0,,0,NO,NO,NO,NO,,NO PROJECT COMMITTEE,,,MASAF,,,,,
10202514,Bridge: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10202514,Bridge: Maintenance,,YES,YES,YES,NO,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,NO,,,,,,
10202514,Primary School: Construction,,YES,NO,YES,NO,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,YES,MASAF,,,,,
10202514,Primary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10202514,Secondary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10202514,Secondary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10202514,Health Center/Clinic/Dispensary: Construction,,YES,NO,YES,NO,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,NO,,,,,,
10202514,Health Center/Clinic/Dispensary: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10202514,Piped Water/Boreholes/Wells: Construction,,YES,NO,YES,YES,GROUP VILLAGE HEADMAN,,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,,YES,Promised but not addressed,,,,,,,,,,,,,,,,,,
10202514,Piped Water/Boreholes/Wells: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10202514,Orphanage: Construction/ Maintenance/Improvement,,YES,NO,YES,NO,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,NO,,,,,,
10202514,Maize Mill: Construction/ Maintenance/Improvement,,YES,NO,YES,NO,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,NO,,,,,,
10202514,Public Transportation: Initiation/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10202514,Agricultural/Fishery/ Livestock Extension Services,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10202514,Law Enforcement: Initiation/ Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10202514,Other (Specify),,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203176,Road: Construction,,YES,YES,YES,NO,,,,NO,NO,NO,YES,YES,NO,NO,NO,NO,,YES,Not addressed; attempts failed,,,,,,,,,,,,,,,,,,
10203176,Road: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203176,Bridge: Construction,,YES,YES,YES,NO,,,,NO,NO,NO,YES,YES,NO,NO,NO,NO,,YES,Not addressed; attempts failed,,,,,,,,,,,,,,,,,,
10203176,Bridge: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203176,Primary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203176,Primary School: Maintenance/Improvement,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,NO,YES,NO,YES,YES,YES,NO,YES,NO,,YES,To be addressed; response positive,250000,0,,0,YES,YES,YES,NO,,VILLAGE RESIDENTS,,,DISTRICT/CITY ASSEMBLY,,,,,
10203176,Secondary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203176,Secondary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203176,Health Center/Clinic/Dispensary: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203176,Health Center/Clinic/Dispensary: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203176,Piped Water/Boreholes/Wells: Construction,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,NO,NO,NO,YES,YES,YES,NO,YES,NO,,YES,To be addressed; response positive,100000,0,,0,YES,YES,YES,NO,,VILLAGE RESIDENTS,,,NGO,,,,,
10203176,Piped Water/Boreholes/Wells: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
