round,y2_hhid,case_id,HHID,ea_id,region,urban,district,strata,hhweight,hhweightR1,hhsize,adulteq,intmonth,intyear,panel,interview_status,price_indexL,rexpagg,pcrexpagg,absolute_povline,extreme_povline,poor,epoor,rexp_cat01,rexp_cat02,rexp_cat03,rexp_cat04,rexp_cat05,rexp_cat06,rexp_cat07,rexp_cat08,rexp_cat09,rexp_cat10,rexp_cat11,rexp_cat12,pcrexp_cat01,pcrexp_cat02,pcrexp_cat03,pcrexp_cat04,pcrexp_cat05,pcrexp_cat06,pcrexp_cat07,pcrexp_cat08,pcrexp_cat09,pcrexp_cat10,pcrexp_cat11,pcrexp_cat12,rexp_cat011,rexp_cat012,rexp_cat021,rexp_cat022,rexp_cat031,rexp_cat032,rexp_cat041,rexp_cat042,rexp_cat044,rexp_cat045,rexp_cat051,rexp_cat052,rexp_cat053,rexp_cat054,rexp_cat055,rexp_cat056,rexp_cat061,rexp_cat062,rexp_cat063,rexp_cat071,rexp_cat072,rexp_cat073,rexp_cat081,rexp_cat083,rexp_cat091,rexp_cat092,rexp_cat093,rexp_cat094,rexp_cat095,rexp_cat101,rexp_cat111,rexp_cat112,rexp_cat121,rexp_cat123,pcrexp_cat011,pcrexp_cat012,pcrexp_cat021,pcrexp_cat022,pcrexp_cat031,pcrexp_cat032,pcrexp_cat041,pcrexp_cat042,pcrexp_cat044,pcrexp_cat045,pcrexp_cat051,pcrexp_cat052,pcrexp_cat053,pcrexp_cat054,pcrexp_cat055,pcrexp_cat056,pcrexp_cat061,pcrexp_cat062,pcrexp_cat063,pcrexp_cat071,pcrexp_cat072,pcrexp_cat073,pcrexp_cat081,pcrexp_cat083,pcrexp_cat091,pcrexp_cat092,pcrexp_cat093,pcrexp_cat094,pcrexp_cat095,pcrexp_cat101,pcrexp_cat111,pcrexp_cat112,pcrexp_cat121,pcrexp_cat123
2,0009-001,101012150038,9,10101215,North,Rural,Chitipa,North - Rural,328.07681,444.56241,2,1.910000026226044,5,2013,PANEL A,Panel A - 2 Visits,100.27349,292615.63,146307.81,85852,53262,0,0,189617.34,0,0,91988.422,5983.6353,0,0,0,0,1795.0906,0,3231.1631,94808.672,0,0,45994.211,2991.8176,0,0,0,0,897.54529,0,1615.5815,189617.36,0,0,0,0,0,0,59836.352,0,32152.066,0,0,0,0,0,5983.6353,0,0,0,0,0,0,0,0,0,0,0,0,0,1795.0906,0,0,3231.1631,0,94808.68,0,0,0,0,0,0,29918.176,0,16076.033,0,0,0,0,0,2991.8176,0,0,0,0,0,0,0,0,0,0,0,0,0,897.54529,0,0,1615.5815,0
2,0010-001,101015620031,10,10101562,North,Rural,Chitipa,North - Rural,252.99306,345.05539,9,8.420000076293945,10,2013,PANEL B,Panel B - 2 Visits,101.07241,343661.34,38184.594,85852,53262,1,1,231442.17,0,12862.065,39179.832,3752.3909,10833.817,0,0,0,38467.473,0,7123.6055,25715.797,0,1429.1184,4353.3145,416.93231,1203.7574,0,0,0,4274.1636,0,791.51172,231442.17,0,0,0,1978.7794,10883.286,0,11872.676,11872.676,15434.479,0,0,0,0,3752.3909,0,1929.3099,0,8904.5068,0,0,0,0,0,0,0,0,0,0,38467.473,0,0,7123.6055,0,25715.797,0,0,0,219.86438,1209.254,0,1319.1862,1319.1862,1714.9421,0,0,0,0,416.93231,0,214.36777,0,989.38965,0,0,0,0,0,0,0,0,0,0,4274.1636,0,0,791.51172,0
2,0010-002,101015620031,10,10101562,Central,Urban,Dowa,North - Rural,251.37112,345.05539,1,1,11,2013,PANEL B,Panel B - Combined Visit,127.01743,359938.69,359938.69,85852,53262,0,0,205961.38,1023.4816,21571.842,62889.004,7052.5962,0,40939.262,5668.5132,0,0,4912.7114,9919.8984,205961.38,1023.4816,21571.842,62889.004,7052.5962,0,40939.262,5668.5132,0,0,4912.7114,9919.8984,203505,2456.3557,1023.4816,0,16375.705,5196.1372,0,18895.045,7558.0176,36435.941,551.10547,1732.0457,0,0,45.683647,4723.7612,0,0,0,0,0,40939.262,0,5668.5132,0,0,0,0,0,0,4912.7114,0,9919.8984,0,203505,2456.3557,1023.4816,0,16375.705,5196.1372,0,18895.045,7558.0176,36435.941,551.10547,1732.0457,0,0,45.683647,4723.7612,0,0,0,0,0,40939.262,0,5668.5132,0,0,0,0,0,0,4912.7114,0,9919.8984,0
2,0011-001,101012150021,11,10101215,North,Rural,Chitipa,North - Rural,328.07681,444.56241,9,7.230000048875809,5,2013,PANEL A,Panel A - 2 Visits,100.27349,262593.97,29177.107,85852,53262,1,1,197511.97,0,7579.2715,26367.887,15836.688,0,0,0,0,3091.5449,0,12206.616,21945.773,0,842.1413,2929.7651,1759.6321,0,0,0,0,343.505,0,1356.2906,197511.97,0,0,0,3989.0901,3590.1812,0,7180.3623,0,19187.523,997.27252,0,0,0,2872.145,11967.271,0,0,0,0,0,0,0,0,0,0,0,0,0,3091.5449,0,0,12206.616,0,21945.773,0,0,0,443.23224,398.90903,0,797.81805,0,2131.947,110.80806,0,0,0,319.12723,1329.6968,0,0,0,0,0,0,0,0,0,0,0,0,0,343.505,0,0,1356.2906,0
2,0011-004,101012150021,11,10101215,North,Urban,Karonga,North - Rural,343.72354,444.56241,1,1,9,2013,PANEL A,Panel A - Combined Visit,119.70619,331097.44,331097.44,85852,53262,0,0,138509.25,0,43439.691,68868.617,6348.8779,1085.9923,21719.846,30073.633,0,0,0,21051.543,138509.25,0,43439.691,68868.617,6348.8779,1085.9923,21719.846,30073.633,0,0,0,21051.543,138509.27,0,0,0,16707.574,26732.117,30073.633,0,7518.4082,31276.578,835.37866,0,0,0,2506.136,3007.3633,1085.9923,0,0,0,0,21719.846,0,30073.633,0,0,0,0,0,0,0,0,21051.543,0,138509.27,0,0,0,16707.574,26732.117,30073.633,0,7518.4082,31276.578,835.37866,0,0,0,2506.136,3007.3633,1085.9923,0,0,0,0,21719.846,0,30073.633,0,0,0,0,0,0,0,0,21051.543,0
2,0012-001,101015620162,12,10101562,North,Rural,Chitipa,North - Rural,262.09882,345.05539,7,6.760000050067902,10,2013,PANEL B,Panel B - 2 Visits,101.07241,909746.25,129963.75,85852,53262,0,0,666412.44,51448.262,10289.652,68070.008,42308.246,0,4440.7959,17809.014,388.87457,26020.949,0,22558.084,95201.773,7349.7515,1469.9503,9724.2871,6044.0352,0,634.39941,2544.1448,55.553509,3717.2786,0,3222.5835,664869,1543.4479,51448.262,0,10289.652,0,0,35618.027,11872.676,20579.305,4498.9863,0,0,11872.676,8127.5703,17809.014,0,0,0,4440.7959,0,0,0,17809.014,388.87457,0,0,0,0,26020.949,0,0,22558.084,0,94981.289,220.49255,7349.7515,0,1469.9503,0,0,5088.2896,1696.0966,2939.9006,642.71234,0,0,1696.0966,1161.0814,2544.1448,0,0,0,634.39941,0,0,0,2544.1448,55.553509,0,0,0,0,3717.2786,0,0,3222.5835,0
2,0012-003,101015620162,12,10101562,North,Rural,Chitipa,North - Rural,133.39371,345.05539,4,3.200000017881393,10,2013,PANEL B,Panel B - 2 Visits,101.07241,888141.31,222035.33,85852,53262,0,0,473812.56,0,26911.398,104717,17593.34,1414.8273,208583.23,35618.027,0,1681.9624,0,17809.014,118453.14,0,6727.8496,26179.25,4398.335,353.70682,52145.809,8904.5068,0,420.4906,0,4452.2534,470725.66,3086.8958,0,0,26911.398,0,0,83108.734,0,21608.271,3108.6731,0,0,0,10685.408,3799.2563,1414.8273,0,0,2790.1831,0,205793.05,0,35618.027,0,0,0,0,0,1681.9624,0,0,17809.014,0,117681.41,771.72394,0,0,6727.8496,0,0,20777.184,0,5402.0679,777.16827,0,0,0,2671.3521,949.81409,353.70682,0,0,697.54578,0,51448.262,0,8904.5068,0,0,0,0,0,420.4906,0,0,4452.2534,0
2,0012-010,101015620162,12,10101562,North,Rural,Chitipa,North - Rural,129.38884,345.05539,2,2,10,2013,PANEL B,Panel B - 2 Visits,101.07241,700478.94,350239.47,85852,53262,0,0,378633.28,0,17413.258,42266.727,15741.542,1414.8273,180068.92,35618.027,9495.082,0,0,19827.369,189316.64,0,8706.6289,21133.363,7870.771,707.41364,90034.461,17809.014,4747.541,0,0,9913.6846,375031.91,3601.3784,0,0,17413.258,0,0,23745.352,0,18521.375,1791.1479,2077.7183,0,0,7123.6055,4749.0703,1414.8273,0,0,0,0,180068.92,0,35618.027,9495.082,0,0,0,0,0,0,0,19827.369,0,187515.95,1800.6892,0,0,8706.6289,0,0,11872.676,0,9260.6875,895.57397,1038.8591,0,0,3561.8027,2374.5352,707.41364,0,0,0,0,90034.461,0,17809.014,4747.541,0,0,0,0,0,0,0,9913.6846,0
2,0013-001,101012150026,13,10101215,North,Urban,Chitipa,North - Rural,328.07681,444.56241,6,4.800000041723251,5,2013,PANEL A,Panel A - 2 Visits,116.90445,715742.75,119290.46,85852,53262,0,0,303251.09,0,27030.623,189043.28,41864.773,11120.192,49027.285,20529.586,3391.0413,29083.58,0,41401.332,50541.848,0,4505.104,31507.213,6977.4624,1853.3654,8171.2144,3421.5977,565.17352,4847.2632,0,6900.2222,303251.09,0,0,0,20187.426,6843.1953,0,92383.141,9238.3135,87421.82,16202.791,1710.7988,0,3421.5977,0,20529.586,0,11120.192,0,1809.2373,20529.586,26688.463,0,20529.586,3391.0413,0,0,0,0,29083.58,0,0,39006.215,2395.1184,50541.848,0,0,0,3364.571,1140.5326,0,15397.19,1539.7189,14570.304,2700.4651,285.13315,0,570.2663,0,3421.5977,0,1853.3654,0,301.53955,3421.5977,4448.0771,0,3421.5977,565.17352,0,0,0,0,4847.2632,0,0,6501.0356,399.1864
2,0014-001,101015620205,14,10101562,North,Rural,Chitipa,North - Rural,249.01636,345.05539,1,1,10,2013,PANEL B,Panel B - 2 Visits,101.07241,98004.828,98004.828,85852,53262,0,0,67829.023,0,0,17017.502,1187.2676,0,0,0,0,0,8765.4141,3205.6226,67829.023,0,0,17017.502,1187.2676,0,0,0,0,0,8765.4141,3205.6226,67829.023,0,0,0,0,0,0,4155.4365,0,12862.065,0,0,0,0,0,1187.2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8765.4141,0,3205.6226,0,67829.023,0,0,0,0,0,0,4155.4365,0,12862.065,0,0,0,0,0,1187.2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8765.4141,0,3205.6226,0
2,0015-001,101012150045,15,10101215,North,Rural,Chitipa,North - Rural,330.40186,444.56241,3,2.790000021457672,5,2013,PANEL A,Panel A - 2 Visits,100.27349,226992.64,75664.211,85852,53262,1,0,188084.03,0,0,21381.523,4961.4312,0,0,0,0,4188.5449,0,8377.0898,62694.676,0,0,7127.1743,1653.8104,0,0,0,0,1396.1816,0,2792.3633,188084.03,0,0,0,0,0,0,4786.9082,0,16594.615,0,0,0,0,174.52269,4786.9082,0,0,0,0,0,0,0,0,0,0,0,0,0,4188.5449,0,0,8377.0898,0,62694.676,0,0,0,0,0,0,1595.6361,0,5531.5386,0,0,0,0,58.174229,1595.6361,0,0,0,0,0,0,0,0,0,0,0,0,0,1396.1816,0,0,2792.3633,0
2,0016-001,101015620086,16,10101562,North,Rural,Chitipa,North - Rural,254.64293,345.05539,4,3.629999995231628,10,2013,PANEL B,Panel B - 2 Visits,101.07241,575939.5,143984.88,85852,53262,0,0,239671.8,20579.305,24536.863,65141.418,15171.11,49469.484,7717.2397,41554.367,0,87956.742,5144.8262,18996.281,59917.949,5144.8262,6134.2158,16285.354,3792.7776,12367.371,1929.3099,10388.592,0,21989.186,1286.2065,4749.0703,236584.91,3086.8958,20579.305,0,8706.6289,15830.235,0,17809.014,0,47332.402,9597.0801,0,0,0,5574.0298,0,6431.0327,38586.199,4452.2534,0,0,7717.2397,0,41554.367,0,0,0,0,0,87956.742,5144.8262,0,18996.281,0,59146.227,771.72394,5144.8262,0,2176.6572,3957.5588,0,4452.2534,0,11833.101,2399.27,0,0,0,1393.5074,0,1607.7582,9646.5498,1113.0634,0,0,1929.3099,0,10388.592,0,0,0,0,0,21989.186,1286.2065,0,4749.0703,0
2,0016-002,101015620086,16,10101562,Central,Urban,Lilongwe City,North - Rural,125.68556,345.05539,7,5.900000065565109,8,2013,PANEL B,Panel B - Combined Visit,114.92385,2034143.4,290591.91,85852,53262,0,0,853817.56,158365.73,0,520901.44,81366.547,3915.6362,113118.38,68915.195,54145.637,145139.58,0,34457.598,121973.94,22623.676,0,74414.492,11623.792,559.37659,16159.769,9845.0283,7735.0908,20734.225,0,4922.5142,813094.94,40722.617,158365.73,0,0,0,0,365459.38,0,155442.06,24889.043,0,43947.465,0,0,12530.036,0,0,3915.6362,0,0,113118.38,0,68915.195,29712.066,0,0,0,24433.57,145139.58,0,0,34457.598,0,116156.42,5817.5166,22623.676,0,0,0,0,52208.48,0,22206.01,3555.5776,0,6278.2095,0,0,1790.0051,0,0,559.37659,0,0,16159.769,0,9845.0283,4244.5811,0,0,0,3490.51,20734.225,0,0,4922.5142,0
2,0017-001,101012150004,17,10101215,North,Rural,Chitipa,North - Rural,171.86177,444.56241,6,4.900000065565109,5,2013,PANEL A,Panel A - 2 Visits,100.27349,260924.34,43487.391,85852,53262,1,1,201693.09,0,0,40529.156,6243.4785,0,0,0,351.72311,5524.8901,0,6581.999,33615.516,0,0,6754.8594,1040.5797,0,0,0,58.620518,920.815,0,1096.9999,201693.09,0,0,0,0,0,0,23934.541,0,16594.615,3850.0239,0,0,0,0,2393.4541,0,0,0,0,0,0,0,0,351.72311,0,0,0,0,5524.8901,0,0,6581.999,0,33615.516,0,0,0,0,0,0,3989.0901,0,2765.7693,641.67065,0,0,0,0,398.90903,0,0,0,0,0,0,0,0,58.620518,0,0,0,0,920.815,0,0,1096.9999,0
2,0018-001,101015620075,18,10101562,North,Rural,Chitipa,North - Rural,254.64293,345.05539,6,5.250000059604645,10,2013,PANEL B,Panel B - 2 Visits,101.07241,177721.34,29620.225,85852,53262,1,1,107537.24,0,0,29919.145,10187.514,4749.0703,0,0,0,18798.404,0,6529.9717,17922.873,0,0,4986.5239,1697.9189,791.51172,0,0,0,3133.0674,0,1088.3286,107537.24,0,0,0,0,0,0,8310.873,0,21608.271,1579.8236,1484.0845,0,0,0,7123.6055,1286.2065,0,3462.8638,0,0,0,0,0,0,0,0,0,0,18798.404,0,0,6529.9717,0,17922.873,0,0,0,0,0,0,1385.1455,0,3601.3787,263.30392,247.34741,0,0,0,1187.2676,214.36775,0,577.14398,0,0,0,0,0,0,0,0,0,0,3133.0674,0,0,1088.3286,0
2,0019-001,101012150059,19,10101215,North,Rural,Chitipa,North - Rural,333.40396,444.56241,4,2.880000025033951,5,2013,PANEL A,Panel A - 2 Visits,100.27349,396015.34,99003.836,85852,53262,0,0,207750.22,0,5983.6353,158047.75,8377.0898,12266.452,0,0,0,0,0,3590.1812,51937.555,0,1495.9088,39511.938,2094.2725,3066.613,0,0,0,0,0,897.54529,207750.2,0,0,0,5983.6353,0,0,119672.7,0,38375.047,0,0,0,0,0,8377.0898,1296.4543,6482.2715,4487.7266,0,0,0,0,0,0,0,0,0,0,0,0,0,3590.1812,0,51937.551,0,0,0,1495.9088,0,0,29918.176,0,9593.7617,0,0,0,0,0,2094.2725,324.11359,1620.5679,1121.9316,0,0,0,0,0,0,0,0,0,0,0,0,0,897.54529,0
2,0020-001,101015620009,20,10101562,North,Rural,Chitipa,North - Rural,258.77768,345.05539,4,4,10,2013,PANEL B,Panel B - 2 Visits,101.07241,534716.63,133679.16,85852,53262,0,0,275246.69,25724.131,5936.3379,28692.301,18580.688,5441.6431,1558.8074,0,1184.3435,162259.91,0,10091.774,68811.672,6431.0327,1484.0845,7173.0752,4645.1719,1360.4108,389.70184,0,296.08588,40564.977,0,2522.9436,275246.72,0,25724.131,0,5936.3379,0,0,9498.1406,1187.2676,18006.893,1958.9403,0,0,0,4749.0703,11872.676,0,0,5441.6431,1558.8074,0,0,0,0,1184.3435,0,0,0,0,162259.91,0,0,10091.774,0,68811.68,0,6431.0327,0,1484.0845,0,0,2374.5352,296.81689,4501.7231,489.73508,0,0,0,1187.2676,2968.1689,0,0,1360.4108,389.70184,0,0,0,0,296.08588,0,0,0,0,40564.977,0,0,2522.9436,0
2,0021-001,101012150001,21,10101215,North,Rural,Chitipa,North - Rural,320.82767,444.56241,1,1,5,2013,PANEL A,Panel A - 2 Visits,100.27349,141402.94,141402.94,85852,53262,0,0,105062.34,0,4786.9082,23376.068,5185.8174,0,0,0,0,0,0,2991.8176,105062.34,0,4786.9082,23376.068,5185.8174,0,0,0,0,0,0,2991.8176,105062.34,0,0,0,4786.9082,0,0,11967.271,0,11408.798,997.27252,0,0,0,0,4188.5449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2991.8176,0,105062.34,0,0,0,4786.9082,0,0,11967.271,0,11408.798,997.27252,0,0,0,0,4188.5449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2991.8176,0
2,0022-001,101015620195,22,10101562,North,Rural,Chitipa,North - Rural,258.77768,345.05539,3,2.629999995231628,10,2013,PANEL B,Panel B - 2 Visits,101.07241,249875.97,83291.992,85852,53262,1,0,192649.67,0,0,39417.285,4749.0703,0,0,0,0,0,0,13059.943,64216.559,0,0,13139.095,1583.0234,0,0,0,0,0,0,4353.3145,191620.72,1028.9652,0,0,0,0,0,17809.014,0,21608.271,0,0,0,0,0,4749.0703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13059.943,0,63873.574,342.9884,0,0,0,0,0,5936.3379,0,7202.7573,0,0,0,0,0,1583.0234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4353.3145,0
