HHID,case_id,qx_type,visit,ea_id,hh_p0a,hh_p0a_os,hh_p01,hh_p02,hh_p03a,hh_p03b,hh_p03c,hh_p04a,hh_p04b
59,101010160159,Panel A,1,10101016,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
59,101010160159,Panel A,1,10101016,Inheritance,,No,,,,,,
59,101010160159,Panel A,1,10101016,Lottery/Gambling Winnings,,No,,,,,,
59,101010160159,Panel A,1,10101016,Other Income (Specify),,No,,,,,,
33,101010160180,Panel A,1,10101016,Cash Transfers/Gifts from individuals,,No,,,,,,
33,101010160180,Panel A,1,10101016,Food Transfers/Gifts from Individuals,,No,,,,,,
33,101010160180,Panel A,1,10101016,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
33,101010160180,Panel A,1,10101016,"Savings, Interest or Other Investment Income",,No,,,,,,
33,101010160180,Panel A,1,10101016,Pension Income,,No,,,,,,
33,101010160180,Panel A,1,10101016,Income from Non-Agricultural Land Rental,,No,,,,,,
33,101010160180,Panel A,1,10101016,"Income form Apartment, House Rental",,No,,,,,,
33,101010160180,Panel A,1,10101016,"Income from Sho, Store Rental",,No,,,,,,
33,101010160180,Panel A,1,10101016,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
33,101010160180,Panel A,1,10101016,Income from Real Estate Sales,,No,,,,,,
33,101010160180,Panel A,1,10101016,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
33,101010160180,Panel A,1,10101016,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
33,101010160180,Panel A,1,10101016,Inheritance,,No,,,,,,
33,101010160180,Panel A,1,10101016,Lottery/Gambling Winnings,,No,,,,,,
33,101010160180,Panel A,1,10101016,Other Income (Specify),,No,,,,,,
49,101010160207,Panel A,1,10101016,Cash Transfers/Gifts from individuals,,No,,,,,,
49,101010160207,Panel A,1,10101016,Food Transfers/Gifts from Individuals,,No,,,,,,
49,101010160207,Panel A,1,10101016,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
49,101010160207,Panel A,1,10101016,"Savings, Interest or Other Investment Income",,No,,,,,,
49,101010160207,Panel A,1,10101016,Pension Income,,No,,,,,,
49,101010160207,Panel A,1,10101016,Income from Non-Agricultural Land Rental,,No,,,,,,
49,101010160207,Panel A,1,10101016,"Income form Apartment, House Rental",,No,,,,,,
49,101010160207,Panel A,1,10101016,"Income from Sho, Store Rental",,No,,,,,,
49,101010160207,Panel A,1,10101016,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
49,101010160207,Panel A,1,10101016,Income from Real Estate Sales,,No,,,,,,
49,101010160207,Panel A,1,10101016,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
49,101010160207,Panel A,1,10101016,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
49,101010160207,Panel A,1,10101016,Inheritance,,No,,,,,,
49,101010160207,Panel A,1,10101016,Lottery/Gambling Winnings,,No,,,,,,
49,101010160207,Panel A,1,10101016,Other Income (Specify),,No,,,,,,
53,101010160235,Panel A,1,10101016,Cash Transfers/Gifts from individuals,,No,,,,,,
53,101010160235,Panel A,1,10101016,Food Transfers/Gifts from Individuals,,Yes,,1500,0,0,1,2
53,101010160235,Panel A,1,10101016,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
53,101010160235,Panel A,1,10101016,"Savings, Interest or Other Investment Income",,No,,,,,,
53,101010160235,Panel A,1,10101016,Pension Income,,No,,,,,,
53,101010160235,Panel A,1,10101016,Income from Non-Agricultural Land Rental,,No,,,,,,
53,101010160235,Panel A,1,10101016,"Income form Apartment, House Rental",,No,,,,,,
53,101010160235,Panel A,1,10101016,"Income from Sho, Store Rental",,No,,,,,,
53,101010160235,Panel A,1,10101016,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
53,101010160235,Panel A,1,10101016,Income from Real Estate Sales,,No,,,,,,
53,101010160235,Panel A,1,10101016,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
53,101010160235,Panel A,1,10101016,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
53,101010160235,Panel A,1,10101016,Inheritance,,No,,,,,,
53,101010160235,Panel A,1,10101016,Lottery/Gambling Winnings,,No,,,,,,
53,101010160235,Panel A,1,10101016,Other Income (Specify),,No,,,,,,
43,101010160254,Panel A,1,10101016,Cash Transfers/Gifts from individuals,,No,,,,,,
43,101010160254,Panel A,1,10101016,Food Transfers/Gifts from Individuals,,Yes,,800,0,0,1,2
43,101010160254,Panel A,1,10101016,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
43,101010160254,Panel A,1,10101016,"Savings, Interest or Other Investment Income",,No,,,,,,
43,101010160254,Panel A,1,10101016,Pension Income,,No,,,,,,
43,101010160254,Panel A,1,10101016,Income from Non-Agricultural Land Rental,,No,,,,,,
43,101010160254,Panel A,1,10101016,"Income form Apartment, House Rental",,No,,,,,,
43,101010160254,Panel A,1,10101016,"Income from Sho, Store Rental",,No,,,,,,
43,101010160254,Panel A,1,10101016,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
43,101010160254,Panel A,1,10101016,Income from Real Estate Sales,,No,,,,,,
43,101010160254,Panel A,1,10101016,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
43,101010160254,Panel A,1,10101016,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
43,101010160254,Panel A,1,10101016,Inheritance,,No,,,,,,
43,101010160254,Panel A,1,10101016,Lottery/Gambling Winnings,,No,,,,,,
43,101010160254,Panel A,1,10101016,Other Income (Specify),,No,,,,,,
39,101010160265,Panel A,1,10101016,Cash Transfers/Gifts from individuals,,No,,,,,,
39,101010160265,Panel A,1,10101016,Food Transfers/Gifts from Individuals,,No,,,,,,
39,101010160265,Panel A,1,10101016,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
39,101010160265,Panel A,1,10101016,"Savings, Interest or Other Investment Income",,No,,,,,,
39,101010160265,Panel A,1,10101016,Pension Income,,No,,,,,,
39,101010160265,Panel A,1,10101016,Income from Non-Agricultural Land Rental,,No,,,,,,
39,101010160265,Panel A,1,10101016,"Income form Apartment, House Rental",,No,,,,,,
39,101010160265,Panel A,1,10101016,"Income from Sho, Store Rental",,No,,,,,,
39,101010160265,Panel A,1,10101016,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
39,101010160265,Panel A,1,10101016,Income from Real Estate Sales,,No,,,,,,
39,101010160265,Panel A,1,10101016,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
39,101010160265,Panel A,1,10101016,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
39,101010160265,Panel A,1,10101016,Inheritance,,No,,,,,,
39,101010160265,Panel A,1,10101016,Lottery/Gambling Winnings,,No,,,,,,
39,101010160265,Panel A,1,10101016,Other Income (Specify),,No,,,,,,
40,101012040003,Panel B,2,10101204,Cash Transfers/Gifts from individuals,,No,,,,,,
40,101012040003,Panel B,2,10101204,Food Transfers/Gifts from Individuals,,No,,,,,,
40,101012040003,Panel B,2,10101204,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
40,101012040003,Panel B,2,10101204,"Savings, Interest or Other Investment Income",,No,,,,,,
40,101012040003,Panel B,2,10101204,Pension Income,,No,,,,,,
40,101012040003,Panel B,2,10101204,Income from Non-Agricultural Land Rental,,No,,,,,,
40,101012040003,Panel B,2,10101204,"Income form Apartment, House Rental",,No,,,,,,
40,101012040003,Panel B,2,10101204,"Income from Sho, Store Rental",,No,,,,,,
40,101012040003,Panel B,2,10101204,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
40,101012040003,Panel B,2,10101204,Income from Real Estate Sales,,No,,,,,,
40,101012040003,Panel B,2,10101204,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
40,101012040003,Panel B,2,10101204,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
40,101012040003,Panel B,2,10101204,Inheritance,,No,,,,,,
40,101012040003,Panel B,2,10101204,Lottery/Gambling Winnings,,No,,,,,,
40,101012040003,Panel B,2,10101204,Other Income (Specify),,No,,,,,,
62,101012040007,Panel B,2,10101204,Cash Transfers/Gifts from individuals,,Yes,,2350,0,0,1,2
62,101012040007,Panel B,2,10101204,Food Transfers/Gifts from Individuals,,Yes,,1600,0,0,1,2
62,101012040007,Panel B,2,10101204,Non-Food In-Kind Transfers/Gifts form Individuals,,Yes,,2000,0,0,1,2
62,101012040007,Panel B,2,10101204,"Savings, Interest or Other Investment Income",,No,,,,,,
62,101012040007,Panel B,2,10101204,Pension Income,,No,,,,,,
62,101012040007,Panel B,2,10101204,Income from Non-Agricultural Land Rental,,No,,,,,,
62,101012040007,Panel B,2,10101204,"Income form Apartment, House Rental",,No,,,,,,
62,101012040007,Panel B,2,10101204,"Income from Sho, Store Rental",,No,,,,,,
62,101012040007,Panel B,2,10101204,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
62,101012040007,Panel B,2,10101204,Income from Real Estate Sales,,No,,,,,,
62,101012040007,Panel B,2,10101204,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
62,101012040007,Panel B,2,10101204,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
62,101012040007,Panel B,2,10101204,Inheritance,,No,,,,,,
62,101012040007,Panel B,2,10101204,Lottery/Gambling Winnings,,No,,,,,,
62,101012040007,Panel B,2,10101204,Other Income (Specify),,No,,,,,,
42,101012040011,Panel B,2,10101204,Cash Transfers/Gifts from individuals,,No,,,,,,
42,101012040011,Panel B,2,10101204,Food Transfers/Gifts from Individuals,,No,,,,,,
42,101012040011,Panel B,2,10101204,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
42,101012040011,Panel B,2,10101204,"Savings, Interest or Other Investment Income",,No,,,,,,
42,101012040011,Panel B,2,10101204,Pension Income,,No,,,,,,
42,101012040011,Panel B,2,10101204,Income from Non-Agricultural Land Rental,,No,,,,,,
42,101012040011,Panel B,2,10101204,"Income form Apartment, House Rental",,No,,,,,,
42,101012040011,Panel B,2,10101204,"Income from Sho, Store Rental",,No,,,,,,
42,101012040011,Panel B,2,10101204,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
42,101012040011,Panel B,2,10101204,Income from Real Estate Sales,,No,,,,,,
42,101012040011,Panel B,2,10101204,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
42,101012040011,Panel B,2,10101204,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
42,101012040011,Panel B,2,10101204,Inheritance,,No,,,,,,
42,101012040011,Panel B,2,10101204,Lottery/Gambling Winnings,,No,,,,,,
42,101012040011,Panel B,2,10101204,Other Income (Specify),,No,,,,,,
44,101012040020,Panel B,2,10101204,Cash Transfers/Gifts from individuals,,No,,,,,,
44,101012040020,Panel B,2,10101204,Food Transfers/Gifts from Individuals,,Yes,,700,0,0,1,2
44,101012040020,Panel B,2,10101204,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
44,101012040020,Panel B,2,10101204,"Savings, Interest or Other Investment Income",,No,,,,,,
44,101012040020,Panel B,2,10101204,Pension Income,,No,,,,,,
44,101012040020,Panel B,2,10101204,Income from Non-Agricultural Land Rental,,No,,,,,,
44,101012040020,Panel B,2,10101204,"Income form Apartment, House Rental",,No,,,,,,
44,101012040020,Panel B,2,10101204,"Income from Sho, Store Rental",,No,,,,,,
44,101012040020,Panel B,2,10101204,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
44,101012040020,Panel B,2,10101204,Income from Real Estate Sales,,No,,,,,,
44,101012040020,Panel B,2,10101204,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
44,101012040020,Panel B,2,10101204,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
44,101012040020,Panel B,2,10101204,Inheritance,,No,,,,,,
44,101012040020,Panel B,2,10101204,Lottery/Gambling Winnings,,No,,,,,,
44,101012040020,Panel B,2,10101204,Other Income (Specify),,No,,,,,,
38,101012040024,Panel B,2,10101204,Cash Transfers/Gifts from individuals,,No,,,,,,
38,101012040024,Panel B,2,10101204,Food Transfers/Gifts from Individuals,,Yes,,1200,0,0,1,2
38,101012040024,Panel B,2,10101204,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
38,101012040024,Panel B,2,10101204,"Savings, Interest or Other Investment Income",,No,,,,,,
38,101012040024,Panel B,2,10101204,Pension Income,,No,,,,,,
38,101012040024,Panel B,2,10101204,Income from Non-Agricultural Land Rental,,No,,,,,,
38,101012040024,Panel B,2,10101204,"Income form Apartment, House Rental",,No,,,,,,
38,101012040024,Panel B,2,10101204,"Income from Sho, Store Rental",,No,,,,,,
38,101012040024,Panel B,2,10101204,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
38,101012040024,Panel B,2,10101204,Income from Real Estate Sales,,No,,,,,,
38,101012040024,Panel B,2,10101204,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
38,101012040024,Panel B,2,10101204,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
38,101012040024,Panel B,2,10101204,Inheritance,,No,,,,,,
38,101012040024,Panel B,2,10101204,Lottery/Gambling Winnings,,No,,,,,,
38,101012040024,Panel B,2,10101204,Other Income (Specify),,No,,,,,,
52,101012040028,Panel B,2,10101204,Cash Transfers/Gifts from individuals,,No,,,,,,
52,101012040028,Panel B,2,10101204,Food Transfers/Gifts from Individuals,,No,,,,,,
52,101012040028,Panel B,2,10101204,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
52,101012040028,Panel B,2,10101204,"Savings, Interest or Other Investment Income",,No,,,,,,
52,101012040028,Panel B,2,10101204,Pension Income,,No,,,,,,
52,101012040028,Panel B,2,10101204,Income from Non-Agricultural Land Rental,,No,,,,,,
52,101012040028,Panel B,2,10101204,"Income form Apartment, House Rental",,No,,,,,,
52,101012040028,Panel B,2,10101204,"Income from Sho, Store Rental",,No,,,,,,
