HHID,case_id,qx_type,visit,ea_id,hh_r0a,hh_r0a_os,hh_r01,hh_r02a,hh_r02b,hh_r02c,hh_r03,hh_r04a,hh_r04b,hh_r04c,hh_r04d,hh_r04e,hh_r05a,hh_r05b,hh_r06,hh_r07a,hh_r07b
55,101010160086,Panel A,1,10101016,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
55,101010160086,Panel A,1,10101016,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
55,101010160086,Panel A,1,10101016,School Feeding Programme,,No,,,,,,,,,,,,,,
55,101010160086,Panel A,1,10101016,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
55,101010160086,Panel A,1,10101016,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
55,101010160086,Panel A,1,10101016,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
55,101010160086,Panel A,1,10101016,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
55,101010160086,Panel A,1,10101016,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
55,101010160086,Panel A,1,10101016,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
55,101010160086,Panel A,1,10101016,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
55,101010160086,Panel A,1,10101016,Other (Specify),,No,,,,,,,,,,,,,,
47,101010160096,Panel A,1,10101016,Free Maize,,No,,,,,,,,,,,,,,
47,101010160096,Panel A,1,10101016,Free Food (other than Maize),,No,,,,,,,,,,,,,,
47,101010160096,Panel A,1,10101016,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
47,101010160096,Panel A,1,10101016,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
47,101010160096,Panel A,1,10101016,School Feeding Programme,,No,,,,,,,,,,,,,,
47,101010160096,Panel A,1,10101016,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
47,101010160096,Panel A,1,10101016,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
47,101010160096,Panel A,1,10101016,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
47,101010160096,Panel A,1,10101016,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
47,101010160096,Panel A,1,10101016,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
47,101010160096,Panel A,1,10101016,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
47,101010160096,Panel A,1,10101016,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
47,101010160096,Panel A,1,10101016,Other (Specify),,No,,,,,,,,,,,,,,
63,101010160143,Panel A,1,10101016,Free Maize,,No,,,,,,,,,,,,,,
63,101010160143,Panel A,1,10101016,Free Food (other than Maize),,No,,,,,,,,,,,,,,
63,101010160143,Panel A,1,10101016,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
63,101010160143,Panel A,1,10101016,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
63,101010160143,Panel A,1,10101016,School Feeding Programme,,No,,,,,,,,,,,,,,
63,101010160143,Panel A,1,10101016,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
63,101010160143,Panel A,1,10101016,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
63,101010160143,Panel A,1,10101016,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
63,101010160143,Panel A,1,10101016,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
63,101010160143,Panel A,1,10101016,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
63,101010160143,Panel A,1,10101016,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
63,101010160143,Panel A,1,10101016,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
63,101010160143,Panel A,1,10101016,Other (Specify),,No,,,,,,,,,,,,,,
59,101010160159,Panel A,1,10101016,Free Maize,,No,,,,,,,,,,,,,,
59,101010160159,Panel A,1,10101016,Free Food (other than Maize),,No,,,,,,,,,,,,,,
59,101010160159,Panel A,1,10101016,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
59,101010160159,Panel A,1,10101016,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
59,101010160159,Panel A,1,10101016,School Feeding Programme,,No,,,,,,,,,,,,,,
59,101010160159,Panel A,1,10101016,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
59,101010160159,Panel A,1,10101016,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
59,101010160159,Panel A,1,10101016,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
59,101010160159,Panel A,1,10101016,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
59,101010160159,Panel A,1,10101016,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
59,101010160159,Panel A,1,10101016,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
59,101010160159,Panel A,1,10101016,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
59,101010160159,Panel A,1,10101016,Other (Specify),,No,,,,,,,,,,,,,,
33,101010160180,Panel A,1,10101016,Free Maize,,No,,,,,,,,,,,,,,
33,101010160180,Panel A,1,10101016,Free Food (other than Maize),,No,,,,,,,,,,,,,,
33,101010160180,Panel A,1,10101016,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
33,101010160180,Panel A,1,10101016,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
33,101010160180,Panel A,1,10101016,School Feeding Programme,,No,,,,,,,,,,,,,,
33,101010160180,Panel A,1,10101016,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
33,101010160180,Panel A,1,10101016,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
33,101010160180,Panel A,1,10101016,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
33,101010160180,Panel A,1,10101016,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
33,101010160180,Panel A,1,10101016,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
33,101010160180,Panel A,1,10101016,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
33,101010160180,Panel A,1,10101016,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
33,101010160180,Panel A,1,10101016,Other (Specify),,No,,,,,,,,,,,,,,
49,101010160207,Panel A,1,10101016,Free Maize,,No,,,,,,,,,,,,,,
49,101010160207,Panel A,1,10101016,Free Food (other than Maize),,Yes,5400,0,,Specific household members,1,,,,,1,2,3,8,2009
49,101010160207,Panel A,1,10101016,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
49,101010160207,Panel A,1,10101016,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
49,101010160207,Panel A,1,10101016,School Feeding Programme,,No,,,,,,,,,,,,,,
49,101010160207,Panel A,1,10101016,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
49,101010160207,Panel A,1,10101016,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
49,101010160207,Panel A,1,10101016,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
49,101010160207,Panel A,1,10101016,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
49,101010160207,Panel A,1,10101016,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
49,101010160207,Panel A,1,10101016,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
49,101010160207,Panel A,1,10101016,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
49,101010160207,Panel A,1,10101016,Other (Specify),,No,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Free Maize,,No,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Free Food (other than Maize),,No,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,School Feeding Programme,,No,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
53,101010160235,Panel A,1,10101016,Other (Specify),,No,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Free Maize,,No,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Free Food (other than Maize),,No,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,School Feeding Programme,,No,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
43,101010160254,Panel A,1,10101016,Other (Specify),,No,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Free Maize,,No,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Free Food (other than Maize),,No,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,School Feeding Programme,,No,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
39,101010160265,Panel A,1,10101016,Other (Specify),,No,,,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Free Maize,,No,,,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Free Food (other than Maize),,No,,,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,School Feeding Programme,,No,,,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Other (Specify),,No,,,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Free Maize,,No,,,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Free Food (other than Maize),,No,,,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,School Feeding Programme,,No,,,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Other (Specify),,No,,,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Free Maize,,No,,,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Free Food (other than Maize),,No,,,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,School Feeding Programme,,No,,,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Other (Specify),,No,,,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Free Maize,,No,,,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Free Food (other than Maize),,No,,,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,School Feeding Programme,,No,,,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Other (Specify),,No,,,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Free Maize,,No,,,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Free Food (other than Maize),,No,,,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,School Feeding Programme,,No,,,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Other (Specify),,No,,,,,,,,,,,,,,
