ea_id,com_cj0b,com_cj0b_os,com_cj01,com_cj02,com_cj03,com_cj03_os,com_cj04,com_cj05,com_cj06
10304012,Women's Group,,Yes,1,Weekly,,21,21,9
10304012,Business Assoc.,,Yes,1,Weekly,,10,5,0
10304012,Health Committee,,No,,,,,,
10304012,Village Development Committee,,Yes,1,Monthly,,10,4,4
10304012,Farmers' Group,,Yes,1,Monthly,,10,6,3
10304012,Political Group,,Yes,2,Monthly,,10,3,4
10304012,School Committee,,Yes,7,Quartery,,9,4,3
10304012,Youth Group,,Yes,1,Weekly,,9,4,0
10305446,Sports Group,,No,,,,,,
10305446,Women's Group,,No,,,,,,
10305446,NGO,,No,,,,,,
10305446,Parent-Teacher Assoc.,,Yes,1,Quartery,,9,4,3
10305446,Youth Group,,No,,,,,,
10305446,Disabled Assoc.,,No,,,,,,
10305446,School Committee,,Yes,1,Quartery,,9,5,3
10305446,Farmers' Group,,Yes,7,Weekly,,20,12,8
10305446,Business Assoc.,,No,,,,,,
10305446,Religious Group,,Yes,15,Weekly,,20,10,4
10305446,Village Development Committee,,Yes,1,Monthly,,16,8,0
10305446,Health Committee,,Yes,4,Weekly,,16,7,4
10305446,Savings & Credit Coop,,No,,,,,,
10305446,Cultural Group,,No,,,,,,
10305446,Political Group,,Yes,2,Quartery,,12,8,4
10305446,Community Police/Watch Group,,Yes,1,Weekly,,14,5,3
10305446,Other (Specify),,No,,,,,,
10305446,Agricultural Coop,,No,,,,,,
10307413,NGO,,No,,,,,,
10307413,Sports Group,,Yes,1,Monthly,,24,11,19
10307413,Parent-Teacher Assoc.,,Yes,1,Monthly,,10,4,0
10307413,Women's Group,,No,,,,,,
10307413,Other (Specify),,No,,,,,,
10307413,Savings & Credit Coop,,No,,,,,,
10307413,Disabled Assoc.,,No,,,,,,
10307413,Political Group,,Yes,1,Monthly,,84,61,32
10307413,Youth Group,,Yes,1,Monthly,,18,7,12
10307413,Religious Group,,Yes,6,Weekly,,26,16,14
10307413,Farmers' Group,,Yes,12,Other (Specify),FORTNIGHT,15,5,6
10307413,Health Committee,,Yes,1,Monthly,,10,5,0
10307413,School Committee,,Yes,2,Weekly,,18,8,1
10307413,Community Police/Watch Group,,Yes,1,Monthly,,6,0,2
10307413,Village Development Committee,,Yes,1,Monthly,,16,4,0
10307413,Agricultural Coop,,No,,,,,,
10307413,Cultural Group,,No,,,,,,
10307413,Business Assoc.,,No,,,,,,
10308636,NGO,,No,,,,,,
10308636,Religious Group,,Yes,10,Weekly,,80,46,27
10308636,School Committee,,Yes,1,Weekly,,10,4,3
10308636,Cultural Group,,No,,,,,,
10308636,Parent-Teacher Assoc.,,Yes,1,Weekly,,10,3,4
10308636,Village Development Committee,,Yes,1,Weekly,,25,8,10
10308636,Farmers' Group,,Yes,10,Quartery,,10,6,3
10308636,Agricultural Coop,,No,,,,,,
10308636,Savings & Credit Coop,,No,,,,,,
10308636,Political Group,,Yes,4,Other (Specify),DURING CAMPAIGN,30,20,10
10308636,Community Police/Watch Group,,Yes,1,Weekly,,10,2,6
10308636,Business Assoc.,,No,,,,,,
10308636,Women's Group,,No,,,,,,
10308636,Health Committee,,Yes,1,Weekly,,10,6,0
10308636,Other (Specify),,No,,,,,,
10308636,Youth Group,,No,,,,,,
10308636,Sports Group,,No,,,,,,
10308636,Disabled Assoc.,,No,,,,,,
10401140,Health Committee,,Yes,1,Monthly,,10,4,0
10401140,Disabled Assoc.,,No,,,,,,
10401140,School Committee,,Yes,2,Other (Specify),FORTNIGHT,10,6,1
10401140,Parent-Teacher Assoc.,,Yes,1,Other (Specify),FORTNIGHT,10,4,0
10401140,Religious Group,,Yes,15,Weekly,,80,45,20
10401140,Business Assoc.,,No,,,,,,
10401140,Village Development Committee,,Yes,1,Weekly,,16,7,4
10401140,NGO,,No,,,,,,
10401140,Agricultural Coop,,No,,,,,,
10401140,Youth Group,,No,,,,,,
10401140,Community Police/Watch Group,,Yes,1,Weekly,,20,9,7
10401140,Women's Group,,Yes,1,Monthly,,15,15,5
10401140,Sports Group,,Yes,1,Weekly,,50,25,29
10401140,Political Group,,Yes,4,Monthly,,100,60,20
10401140,Savings & Credit Coop,,No,,,,,,
10401140,Other (Specify),,No,,,,,,
10401140,Farmers' Group,,Yes,10,Weekly,,15,10,2
10401140,Cultural Group,,No,,,,,,
10401502,Other (Specify),,No,,,,,,
10401502,Health Committee,,Yes,1,Monthly,,8,4,0
10401502,Savings & Credit Coop,,No,,,,,,
10401502,Women's Group,,No,,,,,,
10401502,Community Police/Watch Group,,Yes,1,Weekly,,7,0,2
10401502,Farmers' Group,,Yes,1,Semi-Annually,,12,2,2
10401502,Religious Group,,Yes,1,Weekly,,21,10,7
10401502,Cultural Group,,No,,,,,,
10401502,Agricultural Coop,,No,,,,,,
10401502,Political Group,,Yes,1,Monthly,,17,8,6
10401502,Disabled Assoc.,,No,,,,,,
10401502,Village Development Committee,,Yes,2,Monthly,,16,9,4
10401502,Youth Group,,Yes,2,Weekly,,20,7,16
10401502,Sports Group,,Yes,1,Weekly,,14,6,9
10401502,School Committee,,Yes,1,Quartery,,12,6,2
10401502,Business Assoc.,,No,,,,,,
10401502,Parent-Teacher Assoc.,,Yes,1,Monthly,,8,4,0
10401502,NGO,,No,,,,,,
10401522,Youth Group,,No,,,,,,
10401522,Parent-Teacher Assoc.,,Yes,1,Weekly,,10,3,0
10401522,Sports Group,,No,,,,,,
10401522,NGO,,No,,,,,,
10401522,Religious Group,,Yes,8,Weekly,,80,41,20
10401522,Community Police/Watch Group,,Yes,1,Weekly,,10,1,9
10401522,Women's Group,,No,,,,,,
10401522,Other (Specify),,No,,,,,,
10401522,Political Group,,Yes,5,Weekly,,20,6,4
10401522,Farmers' Group,,No,,,,,,
10401522,Disabled Assoc.,,No,,,,,,
10401522,Savings & Credit Coop,,No,,,,,,
10401522,School Committee,,Yes,1,Weekly,,10,4,3
10401522,Health Committee,,Yes,1,Weekly,,10,10,7
10401522,Agricultural Coop,,No,,,,,,
10401522,Cultural Group,,No,,,,,,
10401522,Business Assoc.,,No,,,,,,
10401522,Village Development Committee,,Yes,1,Weekly,,10,4,2
10404186,NGO,,No,,,,,,
10404186,Sports Group,,No,,,,,,
10404186,Savings & Credit Coop,,No,,,,,,
10404186,Women's Group,,No,,,,,,
10404186,Disabled Assoc.,,No,,,,,,
10404186,Health Committee,,No,,,,,,
10404186,Religious Group,,Yes,8,Weekly,,60,31,20
10404186,School Committee,,Yes,1,Monthly,,10,3,3
10404186,Agricultural Coop,,No,,,,,,
10404186,Cultural Group,,No,,,,,,
10404186,Other (Specify),,No,,,,,,
10404186,Business Assoc.,,No,,,,,,
10404186,Political Group,,Yes,4,Annually,,20,15,6
10404186,Farmers' Group,,No,,,,,,
10404186,Parent-Teacher Assoc.,,Yes,1,Monthly,,10,4,0
10404186,Village Development Committee,,Yes,1,Monthly,,12,6,3
10404186,Community Police/Watch Group,,No,,,,,,
10404186,Youth Group,,No,,,,,,
10405213,Women's Group,,No,,,,,,
10405213,Agricultural Coop,,No,,,,,,
10405213,Other (Specify),,No,,,,,,
10405213,Community Police/Watch Group,,Yes,1,Weekly,,10,4,6
10405213,School Committee,,Yes,2,Monthly,,10,6,4
10405213,Health Committee,,Yes,1,Other (Specify),FORTNIGHT,20,12,8
10405213,NGO,,No,,,,,,
10405213,Parent-Teacher Assoc.,,Yes,2,Monthly,,10,5,0
10405213,Farmers' Group,,Yes,3,Weekly,,10,6,4
10405213,Political Group,,Yes,4,Weekly,,10,7,1
10405213,Savings & Credit Coop,,No,,,,,,
10405213,Village Development Committee,,Yes,3,Weekly,,12,6,0
10405213,Youth Group,,Yes,1,Other (Specify),FORTNIGHT,20,12,8
10405213,Disabled Assoc.,,No,,,,,,
10405213,Sports Group,,Yes,5,Weekly,,25,10,7
10405213,Cultural Group,,No,,,,,,
10405213,Business Assoc.,,Yes,2,Weekly,,10,6,2
10405213,Religious Group,,Yes,9,Weekly,,10,5,3
10501505,Farmers' Group,,No,,,,,,
10501505,Women's Group,,No,,,,,,
10501505,Other (Specify),,No,,,,,,
10501505,NGO,,No,,,,,,
10501505,Parent-Teacher Assoc.,,No,,,,,,
10501505,School Committee,,Yes,1,Monthly,,10,1,0
10501505,Youth Group,,No,,,,,,
10501505,Community Police/Watch Group,,No,,,,,,
10501505,Disabled Assoc.,,No,,,,,,
10501505,Village Development Committee,,No,,,,,,
10501505,Business Assoc.,,No,,,,,,
10501505,Political Group,,No,,,,,,
10501505,Cultural Group,,No,,,,,,
10501505,Agricultural Coop,,No,,,,,,
10501505,Religious Group,,No,,,,,,
10501505,Sports Group,,Yes,1,Weekly,,20,0,0
10501505,Savings & Credit Coop,,No,,,,,,
10501505,Health Committee,,No,,,,,,
10501709,Savings & Credit Coop,,No,,,,,,
10501709,Other (Specify),,No,,,,,,
10501709,NGO,,No,,,,,,
10501709,Youth Group,,No,,,,,,
10501709,Women's Group,,No,,,,,,
10501709,Political Group,,No,,,,,,
10501709,Agricultural Coop,,No,,,,,,
10501709,Religious Group,,Yes,1,Weekly,,10,6,0
10501709,Farmers' Group,,No,,,,,,
10501709,School Committee,,Yes,1,Monthly,,10,3,0
10501709,Business Assoc.,,No,,,,,,
10501709,Sports Group,,No,,,,,,
10501709,Cultural Group,,No,,,,,,
10501709,Parent-Teacher Assoc.,,Yes,1,Monthly,,10,4,0
10501709,Health Committee,,Yes,1,Monthly,,10,7,0
10501709,Village Development Committee,,No,,,,,,
10501709,Disabled Assoc.,,No,,,,,,
10501709,Community Police/Watch Group,,No,,,,,,
10502268,School Committee,,Yes,1,Monthly,,10,5,0
10502268,Farmers' Group,,No,,,,,,
10502268,Sports Group,,No,,,,,,
10502268,Health Committee,,No,,,,,,
10502268,Women's Group,,No,,,,,,
10502268,Political Group,,No,,,,,,
10502268,NGO,,No,,,,,,
10502268,Parent-Teacher Assoc.,,Yes,1,Monthly,,10,4,0
10502268,Community Police/Watch Group,,No,,,,,,
10502268,Business Assoc.,,No,,,,,,
10502268,Religious Group,,No,,,,,,
10502268,Disabled Assoc.,,No,,,,,,
10502268,Other (Specify),,No,,,,,,
10502268,Savings & Credit Coop,,No,,,,,,
10502268,Cultural Group,,No,,,,,,
10502268,Youth Group,,No,,,,,,
10502268,Agricultural Coop,,No,,,,,,
10502268,Village Development Committee,,Yes,1,Monthly,,10,4,0
10502593,Farmers' Group,,No,,,,,,
10502593,Health Committee,,Yes,1,Monthly,,10,6,6
10502593,Agricultural Coop,,No,,,,,,
10502593,Parent-Teacher Assoc.,,No,,,,,,
10502593,Other (Specify),,No,,,,,,
10502593,Community Police/Watch Group,,Yes,1,Monthly,,2,0,1
10502593,Disabled Assoc.,,No,,,,,,
10502593,Religious Group,,No,,,,,,
10502593,Village Development Committee,,No,,,,,,
10502593,Youth Group,,No,,,,,,
10502593,Cultural Group,,No,,,,,,
10502593,Political Group,,No,,,,,,
10502593,Business Assoc.,,No,,,,,,
10502593,Savings & Credit Coop,,No,,,,,,
10502593,Women's Group,,No,,,,,,
10502593,NGO,,No,,,,,,
10502593,Sports Group,,No,,,,,,
10502593,School Committee,,Yes,1,Monthly,,10,6,3
10503367,Agricultural Coop,,No,,,,,,
10503367,Religious Group,,Yes,1,Weekly,,10,5,9
10503367,Sports Group,,No,,,,,,
10503367,Health Committee,,Yes,1,Monthly,,10,7,3
10503367,School Committee,,Yes,1,Weekly,,10,4,4
10503367,NGO,,No,,,,,,
10503367,Village Development Committee,,Yes,3,Weekly,,10,4,3
10503367,Women's Group,,No,,,,,,
10503367,Community Police/Watch Group,,Yes,1,Monthly,,10,2,5
10503367,Parent-Teacher Assoc.,,Yes,1,Weekly,,10,5,2
10503367,Savings & Credit Coop,,No,,,,,,
10503367,Youth Group,,Yes,1,Monthly,,10,5,10
10503367,Political Group,,No,,,,,,
10503367,Other (Specify),,No,,,,,,
10503367,Disabled Assoc.,,No,,,,,,
10503367,Cultural Group,,Yes,1,Monthly,,10,8,0
10503367,Business Assoc.,,No,,,,,,
10503367,Farmers' Group,,No,,,,,,
10505136,Community Police/Watch Group,,No,,,,,,
10505136,Cultural Group,,No,,,,,,
10505136,Political Group,,Yes,1,Monthly,,10,5,0
