HHID,case_id,qx_type,visit,ea_id,hh_i01,hh_i02,hh_i03
61,101010160069,Panel A,1,10101016,No,Cigarettes or other tobacco,
61,101010160069,Panel A,1,10101016,No,Candles,
61,101010160069,Panel A,1,10101016,Yes,Matches,10
61,101010160069,Panel A,1,10101016,No,Newspapers or magazines,
61,101010160069,Panel A,1,10101016,No,Public transport - Bicycle Taxi,
61,101010160069,Panel A,1,10101016,No,Public transport - Bus/Minibus,
61,101010160069,Panel A,1,10101016,No,"Public transport - Other (Truck, Oxcart, Etc..)",
51,101010160070,Panel A,1,10101016,No,Charcoal,
51,101010160070,Panel A,1,10101016,Yes,Paraffin or kerosene,300
51,101010160070,Panel A,1,10101016,No,Cigarettes or other tobacco,
51,101010160070,Panel A,1,10101016,No,Candles,
51,101010160070,Panel A,1,10101016,Yes,Matches,10
51,101010160070,Panel A,1,10101016,No,Newspapers or magazines,
51,101010160070,Panel A,1,10101016,No,Public transport - Bicycle Taxi,
51,101010160070,Panel A,1,10101016,No,Public transport - Bus/Minibus,
51,101010160070,Panel A,1,10101016,No,"Public transport - Other (Truck, Oxcart, Etc..)",
57,101010160074,Panel A,1,10101016,No,Charcoal,
57,101010160074,Panel A,1,10101016,Yes,Paraffin or kerosene,80
57,101010160074,Panel A,1,10101016,No,Cigarettes or other tobacco,
57,101010160074,Panel A,1,10101016,No,Candles,
57,101010160074,Panel A,1,10101016,Yes,Matches,50
57,101010160074,Panel A,1,10101016,No,Newspapers or magazines,
57,101010160074,Panel A,1,10101016,No,Public transport - Bicycle Taxi,
57,101010160074,Panel A,1,10101016,No,Public transport - Bus/Minibus,
57,101010160074,Panel A,1,10101016,Yes,"Public transport - Other (Truck, Oxcart, Etc..)",250
55,101010160086,Panel A,1,10101016,No,Charcoal,
55,101010160086,Panel A,1,10101016,No,Paraffin or kerosene,
55,101010160086,Panel A,1,10101016,No,Cigarettes or other tobacco,
55,101010160086,Panel A,1,10101016,No,Candles,
55,101010160086,Panel A,1,10101016,Yes,Matches,10
55,101010160086,Panel A,1,10101016,No,Newspapers or magazines,
55,101010160086,Panel A,1,10101016,No,Public transport - Bicycle Taxi,
55,101010160086,Panel A,1,10101016,No,Public transport - Bus/Minibus,
55,101010160086,Panel A,1,10101016,No,"Public transport - Other (Truck, Oxcart, Etc..)",
47,101010160096,Panel A,1,10101016,No,Charcoal,
47,101010160096,Panel A,1,10101016,No,Paraffin or kerosene,
47,101010160096,Panel A,1,10101016,No,Cigarettes or other tobacco,
47,101010160096,Panel A,1,10101016,No,Candles,
47,101010160096,Panel A,1,10101016,Yes,Matches,10
47,101010160096,Panel A,1,10101016,No,Newspapers or magazines,
47,101010160096,Panel A,1,10101016,No,Public transport - Bicycle Taxi,
47,101010160096,Panel A,1,10101016,No,Public transport - Bus/Minibus,
47,101010160096,Panel A,1,10101016,No,"Public transport - Other (Truck, Oxcart, Etc..)",
63,101010160143,Panel A,1,10101016,No,Charcoal,
63,101010160143,Panel A,1,10101016,Yes,Paraffin or kerosene,20
63,101010160143,Panel A,1,10101016,No,Cigarettes or other tobacco,
63,101010160143,Panel A,1,10101016,No,Candles,
63,101010160143,Panel A,1,10101016,Yes,Matches,10
63,101010160143,Panel A,1,10101016,No,Newspapers or magazines,
63,101010160143,Panel A,1,10101016,No,Public transport - Bicycle Taxi,
63,101010160143,Panel A,1,10101016,No,Public transport - Bus/Minibus,
63,101010160143,Panel A,1,10101016,No,"Public transport - Other (Truck, Oxcart, Etc..)",
59,101010160159,Panel A,1,10101016,No,Charcoal,
59,101010160159,Panel A,1,10101016,Yes,Paraffin or kerosene,20
59,101010160159,Panel A,1,10101016,No,Cigarettes or other tobacco,
59,101010160159,Panel A,1,10101016,No,Candles,
59,101010160159,Panel A,1,10101016,Yes,Matches,10
59,101010160159,Panel A,1,10101016,No,Newspapers or magazines,
59,101010160159,Panel A,1,10101016,No,Public transport - Bicycle Taxi,
59,101010160159,Panel A,1,10101016,No,Public transport - Bus/Minibus,
59,101010160159,Panel A,1,10101016,No,"Public transport - Other (Truck, Oxcart, Etc..)",
33,101010160180,Panel A,1,10101016,No,Charcoal,
33,101010160180,Panel A,1,10101016,Yes,Paraffin or kerosene,80
33,101010160180,Panel A,1,10101016,No,Cigarettes or other tobacco,
33,101010160180,Panel A,1,10101016,No,Candles,
33,101010160180,Panel A,1,10101016,Yes,Matches,10
33,101010160180,Panel A,1,10101016,No,Newspapers or magazines,
33,101010160180,Panel A,1,10101016,No,Public transport - Bicycle Taxi,
33,101010160180,Panel A,1,10101016,No,Public transport - Bus/Minibus,
33,101010160180,Panel A,1,10101016,No,"Public transport - Other (Truck, Oxcart, Etc..)",
49,101010160207,Panel A,1,10101016,No,Charcoal,
49,101010160207,Panel A,1,10101016,Yes,Paraffin or kerosene,100
49,101010160207,Panel A,1,10101016,No,Cigarettes or other tobacco,
49,101010160207,Panel A,1,10101016,No,Candles,
49,101010160207,Panel A,1,10101016,Yes,Matches,10
49,101010160207,Panel A,1,10101016,No,Newspapers or magazines,
49,101010160207,Panel A,1,10101016,No,Public transport - Bicycle Taxi,
49,101010160207,Panel A,1,10101016,No,Public transport - Bus/Minibus,
49,101010160207,Panel A,1,10101016,No,"Public transport - Other (Truck, Oxcart, Etc..)",
53,101010160235,Panel A,1,10101016,No,Charcoal,
53,101010160235,Panel A,1,10101016,Yes,Paraffin or kerosene,150
53,101010160235,Panel A,1,10101016,No,Cigarettes or other tobacco,
53,101010160235,Panel A,1,10101016,No,Candles,
53,101010160235,Panel A,1,10101016,Yes,Matches,10
53,101010160235,Panel A,1,10101016,No,Newspapers or magazines,
53,101010160235,Panel A,1,10101016,No,Public transport - Bicycle Taxi,
53,101010160235,Panel A,1,10101016,No,Public transport - Bus/Minibus,
53,101010160235,Panel A,1,10101016,No,"Public transport - Other (Truck, Oxcart, Etc..)",
43,101010160254,Panel A,1,10101016,No,Charcoal,
43,101010160254,Panel A,1,10101016,No,Paraffin or kerosene,
43,101010160254,Panel A,1,10101016,No,Cigarettes or other tobacco,
43,101010160254,Panel A,1,10101016,No,Candles,
43,101010160254,Panel A,1,10101016,Yes,Matches,10
43,101010160254,Panel A,1,10101016,No,Newspapers or magazines,
43,101010160254,Panel A,1,10101016,No,Public transport - Bicycle Taxi,
43,101010160254,Panel A,1,10101016,No,Public transport - Bus/Minibus,
43,101010160254,Panel A,1,10101016,No,"Public transport - Other (Truck, Oxcart, Etc..)",
39,101010160265,Panel A,1,10101016,No,Charcoal,
39,101010160265,Panel A,1,10101016,Yes,Paraffin or kerosene,20
39,101010160265,Panel A,1,10101016,No,Cigarettes or other tobacco,
39,101010160265,Panel A,1,10101016,No,Candles,
39,101010160265,Panel A,1,10101016,No,Matches,
39,101010160265,Panel A,1,10101016,No,Newspapers or magazines,
39,101010160265,Panel A,1,10101016,No,Public transport - Bicycle Taxi,
39,101010160265,Panel A,1,10101016,No,Public transport - Bus/Minibus,
39,101010160265,Panel A,1,10101016,No,"Public transport - Other (Truck, Oxcart, Etc..)",
40,101012040003,Panel B,2,10101204,No,Charcoal,
40,101012040003,Panel B,2,10101204,No,Paraffin or kerosene,
40,101012040003,Panel B,2,10101204,No,Cigarettes or other tobacco,
40,101012040003,Panel B,2,10101204,No,Candles,
40,101012040003,Panel B,2,10101204,Yes,Matches,20
40,101012040003,Panel B,2,10101204,No,Newspapers or magazines,
40,101012040003,Panel B,2,10101204,No,Public transport - Bicycle Taxi,
40,101012040003,Panel B,2,10101204,No,Public transport - Bus/Minibus,
40,101012040003,Panel B,2,10101204,No,"Public transport - Other (Truck, Oxcart, Etc..)",
62,101012040007,Panel B,2,10101204,No,Charcoal,
62,101012040007,Panel B,2,10101204,Yes,Paraffin or kerosene,50
62,101012040007,Panel B,2,10101204,No,Cigarettes or other tobacco,
62,101012040007,Panel B,2,10101204,No,Candles,
62,101012040007,Panel B,2,10101204,Yes,Matches,10
62,101012040007,Panel B,2,10101204,No,Newspapers or magazines,
62,101012040007,Panel B,2,10101204,No,Public transport - Bicycle Taxi,
62,101012040007,Panel B,2,10101204,No,Public transport - Bus/Minibus,
62,101012040007,Panel B,2,10101204,No,"Public transport - Other (Truck, Oxcart, Etc..)",
42,101012040011,Panel B,2,10101204,No,Charcoal,
42,101012040011,Panel B,2,10101204,No,Paraffin or kerosene,
42,101012040011,Panel B,2,10101204,No,Cigarettes or other tobacco,
42,101012040011,Panel B,2,10101204,No,Candles,
42,101012040011,Panel B,2,10101204,Yes,Matches,20
42,101012040011,Panel B,2,10101204,No,Newspapers or magazines,
42,101012040011,Panel B,2,10101204,No,Public transport - Bicycle Taxi,
42,101012040011,Panel B,2,10101204,No,Public transport - Bus/Minibus,
42,101012040011,Panel B,2,10101204,No,"Public transport - Other (Truck, Oxcart, Etc..)",
44,101012040020,Panel B,2,10101204,No,Charcoal,
44,101012040020,Panel B,2,10101204,Yes,Paraffin or kerosene,100
44,101012040020,Panel B,2,10101204,No,Cigarettes or other tobacco,
44,101012040020,Panel B,2,10101204,No,Candles,
44,101012040020,Panel B,2,10101204,Yes,Matches,10
44,101012040020,Panel B,2,10101204,No,Newspapers or magazines,
44,101012040020,Panel B,2,10101204,No,Public transport - Bicycle Taxi,
44,101012040020,Panel B,2,10101204,No,Public transport - Bus/Minibus,
44,101012040020,Panel B,2,10101204,No,"Public transport - Other (Truck, Oxcart, Etc..)",
38,101012040024,Panel B,2,10101204,No,Charcoal,
38,101012040024,Panel B,2,10101204,Yes,Paraffin or kerosene,100
38,101012040024,Panel B,2,10101204,No,Cigarettes or other tobacco,
38,101012040024,Panel B,2,10101204,No,Candles,
38,101012040024,Panel B,2,10101204,Yes,Matches,10
38,101012040024,Panel B,2,10101204,No,Newspapers or magazines,
38,101012040024,Panel B,2,10101204,No,Public transport - Bicycle Taxi,
38,101012040024,Panel B,2,10101204,No,Public transport - Bus/Minibus,
38,101012040024,Panel B,2,10101204,No,"Public transport - Other (Truck, Oxcart, Etc..)",
52,101012040028,Panel B,2,10101204,No,Charcoal,
52,101012040028,Panel B,2,10101204,No,Paraffin or kerosene,
52,101012040028,Panel B,2,10101204,No,Cigarettes or other tobacco,
52,101012040028,Panel B,2,10101204,No,Candles,
52,101012040028,Panel B,2,10101204,No,Matches,
52,101012040028,Panel B,2,10101204,No,Newspapers or magazines,
52,101012040028,Panel B,2,10101204,No,Public transport - Bicycle Taxi,
52,101012040028,Panel B,2,10101204,No,Public transport - Bus/Minibus,
52,101012040028,Panel B,2,10101204,No,"Public transport - Other (Truck, Oxcart, Etc..)",
50,101012040037,Panel B,2,10101204,No,Charcoal,
50,101012040037,Panel B,2,10101204,No,Paraffin or kerosene,
50,101012040037,Panel B,2,10101204,No,Cigarettes or other tobacco,
50,101012040037,Panel B,2,10101204,No,Candles,
50,101012040037,Panel B,2,10101204,Yes,Matches,40
50,101012040037,Panel B,2,10101204,No,Newspapers or magazines,
50,101012040037,Panel B,2,10101204,No,Public transport - Bicycle Taxi,
50,101012040037,Panel B,2,10101204,Yes,Public transport - Bus/Minibus,1000
50,101012040037,Panel B,2,10101204,No,"Public transport - Other (Truck, Oxcart, Etc..)",
54,101012040041,Panel B,2,10101204,No,Charcoal,
54,101012040041,Panel B,2,10101204,No,Paraffin or kerosene,
54,101012040041,Panel B,2,10101204,No,Cigarettes or other tobacco,
54,101012040041,Panel B,2,10101204,No,Candles,
54,101012040041,Panel B,2,10101204,Yes,Matches,10
54,101012040041,Panel B,2,10101204,No,Newspapers or magazines,
54,101012040041,Panel B,2,10101204,No,Public transport - Bicycle Taxi,
54,101012040041,Panel B,2,10101204,No,Public transport - Bus/Minibus,
54,101012040041,Panel B,2,10101204,No,"Public transport - Other (Truck, Oxcart, Etc..)",
48,101012040045,Panel B,2,10101204,No,Charcoal,
48,101012040045,Panel B,2,10101204,Yes,Paraffin or kerosene,70
48,101012040045,Panel B,2,10101204,No,Cigarettes or other tobacco,
48,101012040045,Panel B,2,10101204,No,Candles,
48,101012040045,Panel B,2,10101204,Yes,Matches,10
48,101012040045,Panel B,2,10101204,No,Newspapers or magazines,
48,101012040045,Panel B,2,10101204,No,Public transport - Bicycle Taxi,
48,101012040045,Panel B,2,10101204,No,Public transport - Bus/Minibus,
48,101012040045,Panel B,2,10101204,Yes,"Public transport - Other (Truck, Oxcart, Etc..)",1600
36,101012040054,Panel B,2,10101204,No,Charcoal,
36,101012040054,Panel B,2,10101204,Yes,Paraffin or kerosene,100
36,101012040054,Panel B,2,10101204,No,Cigarettes or other tobacco,
36,101012040054,Panel B,2,10101204,No,Candles,
36,101012040054,Panel B,2,10101204,Yes,Matches,5
36,101012040054,Panel B,2,10101204,No,Newspapers or magazines,
36,101012040054,Panel B,2,10101204,No,Public transport - Bicycle Taxi,
36,101012040054,Panel B,2,10101204,No,Public transport - Bus/Minibus,
36,101012040054,Panel B,2,10101204,Yes,"Public transport - Other (Truck, Oxcart, Etc..)",800
56,101012040058,Panel B,2,10101204,No,Charcoal,
56,101012040058,Panel B,2,10101204,No,Paraffin or kerosene,
56,101012040058,Panel B,2,10101204,No,Cigarettes or other tobacco,
56,101012040058,Panel B,2,10101204,No,Candles,
56,101012040058,Panel B,2,10101204,Yes,Matches,10
56,101012040058,Panel B,2,10101204,No,Newspapers or magazines,
56,101012040058,Panel B,2,10101204,No,Public transport - Bicycle Taxi,
56,101012040058,Panel B,2,10101204,No,Public transport - Bus/Minibus,
56,101012040058,Panel B,2,10101204,No,"Public transport - Other (Truck, Oxcart, Etc..)",
64,101012040062,Panel B,2,10101204,No,Charcoal,
64,101012040062,Panel B,2,10101204,Yes,Paraffin or kerosene,75
64,101012040062,Panel B,2,10101204,No,Cigarettes or other tobacco,
64,101012040062,Panel B,2,10101204,No,Candles,
64,101012040062,Panel B,2,10101204,Yes,Matches,10
64,101012040062,Panel B,2,10101204,No,Newspapers or magazines,
64,101012040062,Panel B,2,10101204,No,Public transport - Bicycle Taxi,
64,101012040062,Panel B,2,10101204,No,Public transport - Bus/Minibus,
64,101012040062,Panel B,2,10101204,No,"Public transport - Other (Truck, Oxcart, Etc..)",
34,101012040071,Panel B,2,10101204,No,Charcoal,
34,101012040071,Panel B,2,10101204,Yes,Paraffin or kerosene,800
34,101012040071,Panel B,2,10101204,No,Cigarettes or other tobacco,
34,101012040071,Panel B,2,10101204,No,Candles,
34,101012040071,Panel B,2,10101204,Yes,Matches,70
34,101012040071,Panel B,2,10101204,No,Newspapers or magazines,
34,101012040071,Panel B,2,10101204,No,Public transport - Bicycle Taxi,
34,101012040071,Panel B,2,10101204,No,Public transport - Bus/Minibus,
34,101012040071,Panel B,2,10101204,No,"Public transport - Other (Truck, Oxcart, Etc..)",
58,101012040075,Panel B,2,10101204,No,Charcoal,
58,101012040075,Panel B,2,10101204,Yes,Paraffin or kerosene,50
58,101012040075,Panel B,2,10101204,No,Cigarettes or other tobacco,
58,101012040075,Panel B,2,10101204,No,Candles,
58,101012040075,Panel B,2,10101204,Yes,Matches,10
58,101012040075,Panel B,2,10101204,No,Newspapers or magazines,
58,101012040075,Panel B,2,10101204,No,Public transport - Bicycle Taxi,
58,101012040075,Panel B,2,10101204,No,Public transport - Bus/Minibus,
58,101012040075,Panel B,2,10101204,No,"Public transport - Other (Truck, Oxcart, Etc..)",
46,101012040079,Panel B,2,10101204,No,Charcoal,
46,101012040079,Panel B,2,10101204,Yes,Paraffin or kerosene,60
46,101012040079,Panel B,2,10101204,No,Cigarettes or other tobacco,
46,101012040079,Panel B,2,10101204,No,Candles,
46,101012040079,Panel B,2,10101204,Yes,Matches,10
46,101012040079,Panel B,2,10101204,No,Newspapers or magazines,
46,101012040079,Panel B,2,10101204,No,Public transport - Bicycle Taxi,
46,101012040079,Panel B,2,10101204,No,Public transport - Bus/Minibus,
46,101012040079,Panel B,2,10101204,No,"Public transport - Other (Truck, Oxcart, Etc..)",
60,101012040087,Panel B,2,10101204,No,Charcoal,
60,101012040087,Panel B,2,10101204,Yes,Paraffin or kerosene,50
60,101012040087,Panel B,2,10101204,No,Cigarettes or other tobacco,
60,101012040087,Panel B,2,10101204,No,Candles,
60,101012040087,Panel B,2,10101204,No,Matches,
60,101012040087,Panel B,2,10101204,No,Newspapers or magazines,
60,101012040087,Panel B,2,10101204,No,Public transport - Bicycle Taxi,
60,101012040087,Panel B,2,10101204,No,Public transport - Bus/Minibus,
60,101012040087,Panel B,2,10101204,No,"Public transport - Other (Truck, Oxcart, Etc..)",
21,101012150001,Panel A,1,10101215,No,Charcoal,
21,101012150001,Panel A,1,10101215,No,Paraffin or kerosene,
21,101012150001,Panel A,1,10101215,No,Cigarettes or other tobacco,
21,101012150001,Panel A,1,10101215,No,Candles,
21,101012150001,Panel A,1,10101215,No,Matches,
21,101012150001,Panel A,1,10101215,No,Newspapers or magazines,
21,101012150001,Panel A,1,10101215,No,Public transport - Bicycle Taxi,
21,101012150001,Panel A,1,10101215,No,Public transport - Bus/Minibus,
21,101012150001,Panel A,1,10101215,No,"Public transport - Other (Truck, Oxcart, Etc..)",
17,101012150004,Panel A,1,10101215,No,Charcoal,
17,101012150004,Panel A,1,10101215,No,Paraffin or kerosene,
17,101012150004,Panel A,1,10101215,No,Cigarettes or other tobacco,
17,101012150004,Panel A,1,10101215,No,Candles,
17,101012150004,Panel A,1,10101215,Yes,Matches,10
17,101012150004,Panel A,1,10101215,No,Newspapers or magazines,
17,101012150004,Panel A,1,10101215,No,Public transport - Bicycle Taxi,
17,101012150004,Panel A,1,10101215,No,Public transport - Bus/Minibus,
17,101012150004,Panel A,1,10101215,No,"Public transport - Other (Truck, Oxcart, Etc..)",
11,101012150021,Panel A,1,10101215,No,Charcoal,
11,101012150021,Panel A,1,10101215,No,Paraffin or kerosene,
11,101012150021,Panel A,1,10101215,No,Cigarettes or other tobacco,
11,101012150021,Panel A,1,10101215,Yes,Candles,5
11,101012150021,Panel A,1,10101215,No,Matches,
11,101012150021,Panel A,1,10101215,No,Newspapers or magazines,
11,101012150021,Panel A,1,10101215,No,Public transport - Bicycle Taxi,
11,101012150021,Panel A,1,10101215,No,Public transport - Bus/Minibus,
11,101012150021,Panel A,1,10101215,No,"Public transport - Other (Truck, Oxcart, Etc..)",
5,101012150022,Panel A,1,10101215,No,Charcoal,
5,101012150022,Panel A,1,10101215,No,Paraffin or kerosene,
5,101012150022,Panel A,1,10101215,No,Cigarettes or other tobacco,
5,101012150022,Panel A,1,10101215,No,Candles,
5,101012150022,Panel A,1,10101215,Yes,Matches,10
5,101012150022,Panel A,1,10101215,No,Newspapers or magazines,
5,101012150022,Panel A,1,10101215,No,Public transport - Bicycle Taxi,
5,101012150022,Panel A,1,10101215,No,Public transport - Bus/Minibus,
5,101012150022,Panel A,1,10101215,No,"Public transport - Other (Truck, Oxcart, Etc..)",
13,101012150026,Panel A,1,10101215,No,Charcoal,
13,101012150026,Panel A,1,10101215,Yes,Paraffin or kerosene,50
13,101012150026,Panel A,1,10101215,No,Cigarettes or other tobacco,
13,101012150026,Panel A,1,10101215,No,Candles,
13,101012150026,Panel A,1,10101215,Yes,Matches,10
13,101012150026,Panel A,1,10101215,No,Newspapers or magazines,
13,101012150026,Panel A,1,10101215,No,Public transport - Bicycle Taxi,
13,101012150026,Panel A,1,10101215,Yes,Public transport - Bus/Minibus,1500
13,101012150026,Panel A,1,10101215,No,"Public transport - Other (Truck, Oxcart, Etc..)",
1,101012150028,Panel A,1,10101215,No,Charcoal,
1,101012150028,Panel A,1,10101215,No,Paraffin or kerosene,
1,101012150028,Panel A,1,10101215,No,Cigarettes or other tobacco,
1,101012150028,Panel A,1,10101215,No,Candles,
1,101012150028,Panel A,1,10101215,No,Matches,
1,101012150028,Panel A,1,10101215,No,Newspapers or magazines,
1,101012150028,Panel A,1,10101215,No,Public transport - Bicycle Taxi,
1,101012150028,Panel A,1,10101215,No,Public transport - Bus/Minibus,
1,101012150028,Panel A,1,10101215,No,"Public transport - Other (Truck, Oxcart, Etc..)",
25,101012150034,Panel A,1,10101215,No,Charcoal,
25,101012150034,Panel A,1,10101215,Yes,Paraffin or kerosene,200
25,101012150034,Panel A,1,10101215,No,Cigarettes or other tobacco,
25,101012150034,Panel A,1,10101215,No,Candles,
25,101012150034,Panel A,1,10101215,Yes,Matches,50
25,101012150034,Panel A,1,10101215,No,Newspapers or magazines,
25,101012150034,Panel A,1,10101215,No,Public transport - Bicycle Taxi,
25,101012150034,Panel A,1,10101215,No,Public transport - Bus/Minibus,
25,101012150034,Panel A,1,10101215,No,"Public transport - Other (Truck, Oxcart, Etc..)",
9,101012150038,Panel A,1,10101215,No,Charcoal,
9,101012150038,Panel A,1,10101215,Yes,Paraffin or kerosene,30
9,101012150038,Panel A,1,10101215,No,Cigarettes or other tobacco,
9,101012150038,Panel A,1,10101215,No,Candles,
9,101012150038,Panel A,1,10101215,Yes,Matches,20
9,101012150038,Panel A,1,10101215,No,Newspapers or magazines,
9,101012150038,Panel A,1,10101215,No,Public transport - Bicycle Taxi,
9,101012150038,Panel A,1,10101215,No,Public transport - Bus/Minibus,
9,101012150038,Panel A,1,10101215,No,"Public transport - Other (Truck, Oxcart, Etc..)",
31,101012150040,Panel A,1,10101215,No,Charcoal,
31,101012150040,Panel A,1,10101215,Yes,Paraffin or kerosene,50
31,101012150040,Panel A,1,10101215,No,Cigarettes or other tobacco,
31,101012150040,Panel A,1,10101215,No,Candles,
31,101012150040,Panel A,1,10101215,Yes,Matches,10
31,101012150040,Panel A,1,10101215,No,Newspapers or magazines,
31,101012150040,Panel A,1,10101215,No,Public transport - Bicycle Taxi,
31,101012150040,Panel A,1,10101215,No,Public transport - Bus/Minibus,
31,101012150040,Panel A,1,10101215,Yes,"Public transport - Other (Truck, Oxcart, Etc..)",250
15,101012150045,Panel A,1,10101215,No,Charcoal,
15,101012150045,Panel A,1,10101215,Yes,Paraffin or kerosene,20
15,101012150045,Panel A,1,10101215,No,Cigarettes or other tobacco,
15,101012150045,Panel A,1,10101215,No,Candles,
15,101012150045,Panel A,1,10101215,Yes,Matches,10
15,101012150045,Panel A,1,10101215,No,Newspapers or magazines,
15,101012150045,Panel A,1,10101215,No,Public transport - Bicycle Taxi,
15,101012150045,Panel A,1,10101215,No,Public transport - Bus/Minibus,
15,101012150045,Panel A,1,10101215,No,"Public transport - Other (Truck, Oxcart, Etc..)",
29,101012150048,Panel A,1,10101215,No,Charcoal,
29,101012150048,Panel A,1,10101215,Yes,Paraffin or kerosene,300
29,101012150048,Panel A,1,10101215,No,Cigarettes or other tobacco,
29,101012150048,Panel A,1,10101215,No,Candles,
29,101012150048,Panel A,1,10101215,Yes,Matches,10
29,101012150048,Panel A,1,10101215,No,Newspapers or magazines,
29,101012150048,Panel A,1,10101215,No,Public transport - Bicycle Taxi,
29,101012150048,Panel A,1,10101215,No,Public transport - Bus/Minibus,
29,101012150048,Panel A,1,10101215,No,"Public transport - Other (Truck, Oxcart, Etc..)",
27,101012150049,Panel A,1,10101215,No,Charcoal,
27,101012150049,Panel A,1,10101215,Yes,Paraffin or kerosene,200
27,101012150049,Panel A,1,10101215,No,Cigarettes or other tobacco,
27,101012150049,Panel A,1,10101215,No,Candles,
27,101012150049,Panel A,1,10101215,Yes,Matches,20
27,101012150049,Panel A,1,10101215,No,Newspapers or magazines,
27,101012150049,Panel A,1,10101215,No,Public transport - Bicycle Taxi,
27,101012150049,Panel A,1,10101215,No,Public transport - Bus/Minibus,
27,101012150049,Panel A,1,10101215,No,"Public transport - Other (Truck, Oxcart, Etc..)",
23,101012150053,Panel A,1,10101215,No,Charcoal,
23,101012150053,Panel A,1,10101215,No,Paraffin or kerosene,
23,101012150053,Panel A,1,10101215,No,Cigarettes or other tobacco,
23,101012150053,Panel A,1,10101215,No,Candles,
23,101012150053,Panel A,1,10101215,No,Matches,
23,101012150053,Panel A,1,10101215,No,Newspapers or magazines,
23,101012150053,Panel A,1,10101215,No,Public transport - Bicycle Taxi,
23,101012150053,Panel A,1,10101215,No,Public transport - Bus/Minibus,
23,101012150053,Panel A,1,10101215,No,"Public transport - Other (Truck, Oxcart, Etc..)",
19,101012150059,Panel A,1,10101215,No,Charcoal,
19,101012150059,Panel A,1,10101215,Yes,Paraffin or kerosene,20
19,101012150059,Panel A,1,10101215,No,Cigarettes or other tobacco,
19,101012150059,Panel A,1,10101215,No,Candles,
19,101012150059,Panel A,1,10101215,Yes,Matches,10
19,101012150059,Panel A,1,10101215,No,Newspapers or magazines,
19,101012150059,Panel A,1,10101215,No,Public transport - Bicycle Taxi,
19,101012150059,Panel A,1,10101215,No,Public transport - Bus/Minibus,
19,101012150059,Panel A,1,10101215,No,"Public transport - Other (Truck, Oxcart, Etc..)",
3,101012150060,Panel A,1,10101215,No,Charcoal,
3,101012150060,Panel A,1,10101215,Yes,Paraffin or kerosene,150
3,101012150060,Panel A,1,10101215,No,Cigarettes or other tobacco,
3,101012150060,Panel A,1,10101215,No,Candles,
3,101012150060,Panel A,1,10101215,Yes,Matches,10
3,101012150060,Panel A,1,10101215,No,Newspapers or magazines,
3,101012150060,Panel A,1,10101215,No,Public transport - Bicycle Taxi,
3,101012150060,Panel A,1,10101215,No,Public transport - Bus/Minibus,
3,101012150060,Panel A,1,10101215,No,"Public transport - Other (Truck, Oxcart, Etc..)",
