case_id,ea_id,lat_modified,lon_modified,dist_road,dist_popcenter,dist_admarc,dist_auction,dist_boma,dist_borderpost,af_bio_1,af_bio_2,af_bio_3,af_bio_4,af_bio_5,af_bio_6,af_bio_7,af_bio_8,af_bio_9,af_bio_10,af_bio_11,af_bio_12,af_bio_13,af_bio_14,af_bio_15,af_bio_16,fsrad3_agpct,fsrad3_lcmaj,ssa_aez09,afmnslp_pct,srtm_eaf,twi_mwi,srtm_eaf_5_15,sq1,sq2,sq3,sq4,sq5,sq6,sq7,anntot_avg,wetq_avg,wetq_avgstart,h2009_tot,h2009_wetq,h2009_wetqstart,h2010_tot,h2010_wetq,h2010_wetqstart,eviarea_avg,grn_avg,sen_avg,h2009_area,h2009_grn,h2009_sen,h2010_area,h2010_grn,h2010_sen,HHID,reside,stratum,hh_wgt,qx_type,hh_a01,hh_a02,hh_a02b,hh_a11,hh_a13,hh_a22_1,hh_a22_2,hh_a23_1,hh_a23a_1,hh_a23b_1,hh_a23c_1,hh_a23_2,hh_a23a_2,hh_a23b_2,hh_a23c_2,hh_a25_1,hh_a25_2,hh_a26_1,hh_a26a_1,hh_a26b_1,hh_a26c_1,hh_a26_2,hh_a26a_2,hh_a26b_2,hh_a26c_2,hh_a31_1,hh_a31_2,hh_a32_1,hh_a32a_1,hh_a32b_1,hh_a32c_1,hh_a32_2,hh_a32a_2,hh_a32b_2,hh_a32c_2,hh_a34_1,hh_a34_2,hh_a35_1,hh_a35a_1,hh_a35b_1,hh_a35c_1,hh_a35_2,hh_a35a_2,hh_a35b_2,hh_a35c_2,hh_g09,hh_m00,hh_o00,hh_s01,hh_w01,int_outcome_1,int_outcome_2,_merge
101010160159,10101016,-9.8099804,33.387299,.1,63.98,13.49,193.7,23.77,18.299999,208,103,58,1890,296,120,176,214,192,230,181,1144,226,2,99,665,51,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,2,1313,14,High-altitude Plains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1053,749,17.4,1191,884,20,1061,848,18,62.799999,155,242,77.199997,135,250,71.5,148,250,59,rural,North - Rural,430.46121,Panel A,Chitipa,1,Mwabulambya,No,,13,13,14apr2010,14,4,2010,24aug2010,24,8,2010,10,10,15apr2010,15,4,2010,25aug2010,25,8,2010,19,19,24apr2010,24,4,2010,25aug2010,25,8,2010,6,10,22sep2010,22,9,2010,20dec2010,20,12,2010,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
101010160180,10101016,-9.8099804,33.387299,2.21,63.080002,11.7,195.05,23.200001,17.5,209,103,58,1845,297,121,176,215,194,231,182,1162,229,3,98,667,26,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,2,1290,14,High-altitude Plains,Moderate Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,1053,749,17.4,1191,884,20,1061,848,18,62.799999,155,242,77.199997,135,250,71.5,148,250,33,rural,North - Rural,430.46121,Panel A,Chitipa,1,Mwabulambya,No,,13,13,13apr2010,13,4,2010,24aug2010,24,8,2010,10,10,14apr2010,14,4,2010,25aug2010,25,8,2010,19,19,24apr2010,24,4,2010,25aug2010,25,8,2010,6,10,22sep2010,22,9,2010,20dec2010,20,12,2010,No,Yes,No,No,No,Complete,Complete,both in master and using data
101010160207,10101016,-9.8099804,33.387299,.68000001,61.110001,14.74,191.17,25.73,21.200001,207,103,58,1889,294,119,175,213,191,229,180,1165,230,3,97,670,18,Open(15-40%)broadleaved decidious forest/woodland(<5m),Tropic-cool/subhumid,2,1325,13,High-altitude Plains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1061,745,17.9,1168,837,20,1058,847,18,62.799999,155,242,77.199997,135,250,71.5,148,250,49,rural,North - Rural,430.46121,Panel A,Chitipa,1,Mwabulambya,No,,14,14,13apr2010,13,4,2010,24aug2010,24,8,2010,10,10,16apr2010,16,4,2010,25aug2010,25,8,2010,19,19,24apr2010,24,4,2010,25aug2010,25,8,2010,6,10,22sep2010,22,9,2010,21dec2010,21,12,2010,No,Yes,No,No,No,Complete,Complete,both in master and using data
101010160235,10101016,-9.8099804,33.387299,1.89,61.41,14.03,192.64,25.57,19.9,208,103,58,1879,296,120,176,215,192,231,181,1169,231,3,97,670,14,Open(15-40%)broadleaved decidious forest/woodland(<5m),Tropic-cool/subhumid,2,1308,13,High-altitude Plains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1053,749,17.4,1191,884,20,1061,848,18,62.799999,155,242,77.199997,135,250,71.5,148,250,53,rural,North - Rural,430.46121,Panel A,Chitipa,1,Mwabulambya,No,,12,12,13apr2010,13,4,2010,24aug2010,24,8,2010,10,10,14apr2010,14,4,2010,24aug2010,24,8,2010,19,19,24apr2010,24,4,2010,25aug2010,25,8,2010,6,10,22sep2010,22,9,2010,20dec2010,20,12,2010,No,Yes,No,No,No,Complete,Complete,both in master and using data
101010160254,10101016,-9.8099804,33.387299,.47,62.279999,14.86,192.03,25.65,20.1,207,103,58,1885,295,118,177,213,191,230,180,1157,229,2,98,669,26,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1.8,1323,13,High-altitude Plains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1061,745,17.9,1168,837,20,1058,847,18,62.799999,155,242,77.199997,135,250,71.5,148,250,43,rural,North - Rural,430.46121,Panel A,Chitipa,1,Mwabulambya,No,,12,12,13apr2010,13,4,2010,24aug2010,24,8,2010,10,10,14apr2010,14,4,2010,24aug2010,24,8,2010,19,19,24apr2010,24,4,2010,25aug2010,25,8,2010,6,10,21sep2010,21,9,2010,20dec2010,20,12,2010,No,Yes,No,No,No,Complete,Complete,both in master and using data
101010160265,10101016,-9.8099804,33.387299,.31999999,62.290001,14.44,191.25,25.049999,20.799999,207,103,58,1885,295,118,177,213,191,230,180,1157,229,2,98,669,33,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,2.3,1344,15,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1061,745,17.9,1168,837,20,1058,847,18,62.799999,155,242,77.199997,135,250,71.5,148,250,39,rural,North - Rural,430.46121,Panel A,Chitipa,1,Mwabulambya,No,,11,11,13apr2010,13,4,2010,24aug2010,24,8,2010,10,10,14apr2010,14,4,2010,24aug2010,24,8,2010,19,19,24apr2010,24,4,2010,25aug2010,25,8,2010,6,10,21sep2010,21,9,2010,20dec2010,20,12,2010,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
101012040003,10101204,-9.8949804,33.381001,1.5700001,59.16,9.9200001,186.21001,21.49,26,202,103,58,1910,290,113,177,209,186,224,174,1184,233,3,97,681,39,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,10.7,1443,13,Mid-altitude Mountains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1061,745,17.9,1168,837,20,1058,847,18,62.799999,155,242,77.199997,135,250,71.5,148,250,40,rural,North - Rural,514.62598,Panel B,Chitipa,1,Mwabulambya,No,,12,12,22apr2010,22,4,2010,09aug2010,9,8,2010,10,10,24apr2010,24,4,2010,10aug2010,10,8,2010,19,19,05may2010,5,5,2010,11aug2010,11,8,2010,6,10,23sep2010,23,9,2010,25jan2011,25,1,2011,No,Yes,No,No,No,Complete,Complete,both in master and using data
101012040007,10101204,-9.8949804,33.381001,1.3200001,58.919998,10.02,186.2,21.67,26,201,103,58,1890,289,112,177,208,185,224,174,1194,235,3,97,684,39,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,6.8000002,1428,16,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1061,745,17.9,1168,837,20,1058,847,18,62.799999,155,242,77.199997,135,250,71.5,148,250,62,rural,North - Rural,514.62598,Panel B,Chitipa,1,Mwabulambya,No,,12,12,22apr2010,22,4,2010,09aug2010,9,8,2010,10,10,24apr2010,24,4,2010,10aug2010,10,8,2010,19,19,05may2010,5,5,2010,11aug2010,11,8,2010,6,10,23sep2010,23,9,2010,25jan2011,25,1,2011,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
101012040011,10101204,-9.8949804,33.381001,.56,58.139999,10.41,186.17,22.24,26.200001,201,103,58,1890,289,112,177,208,185,224,174,1194,235,3,97,684,55,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,6.8000002,1420,12,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1061,745,17.9,1168,837,20,1058,847,18,62.799999,155,242,77.199997,135,250,71.5,148,250,42,rural,North - Rural,514.62598,Panel B,Chitipa,1,Mwabulambya,No,,12,13,21apr2010,21,4,2010,07aug2010,7,8,2010,10,10,24apr2010,24,4,2010,08aug2010,8,8,2010,19,19,05may2010,5,5,2010,10aug2010,10,8,2010,6,10,23sep2010,23,9,2010,25jan2011,25,1,2011,No,Yes,No,No,No,Complete,Complete,both in master and using data
101012040020,10101204,-9.8949804,33.381001,.28,58.279999,10.86,186.64999,22.639999,25.799999,203,103,58,1895,290,114,176,209,187,225,176,1187,234,3,97,681,60,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,3.9000001,1411,12,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1061,745,17.9,1168,837,20,1058,847,18,62.799999,155,242,77.199997,135,250,71.5,148,250,44,rural,North - Rural,514.62598,Panel B,Chitipa,1,Mwabulambya,No,,12,12,21apr2010,21,4,2010,07aug2010,7,8,2010,10,10,24apr2010,24,4,2010,08aug2010,8,8,2010,19,19,05may2010,5,5,2010,09aug2010,9,8,2010,6,10,23sep2010,23,9,2010,25jan2011,25,1,2011,No,Yes,No,No,No,Complete,Complete,both in master and using data
101012040024,10101204,-9.8949804,33.381001,.56999999,58.139999,10.41,186.17,22.23,26.200001,201,103,58,1890,289,112,177,208,185,224,174,1194,235,3,97,684,55,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,6.8000002,1420,12,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1061,745,17.9,1168,837,20,1058,847,18,62.799999,155,242,77.199997,135,250,71.5,148,250,38,rural,North - Rural,514.62598,Panel B,Chitipa,1,Mwabulambya,No,,12,12,21apr2010,21,4,2010,07aug2010,7,8,2010,10,10,24apr2010,24,4,2010,07aug2010,7,8,2010,19,19,05may2010,5,5,2010,09aug2010,9,8,2010,6,10,23sep2010,23,9,2010,25jan2011,25,1,2011,No,Yes,No,No,No,Complete,Complete,both in master and using data
101012040028,10101204,-9.8949804,33.381001,.029999999,58.119999,11.13,186.8,22.93,25.700001,203,103,58,1898,291,114,177,209,187,226,176,1192,235,3,96,681,53,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,6.9000001,1402,12,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1061,745,17.9,1168,837,20,1058,847,18,62.799999,155,242,77.199997,135,250,71.5,148,250,52,rural,North - Rural,514.62598,Panel B,Chitipa,1,Mwabulambya,No,,14,14,21apr2010,21,4,2010,09aug2010,9,8,2010,10,10,24apr2010,24,4,2010,10aug2010,10,8,2010,19,19,05may2010,5,5,2010,10aug2010,10,8,2010,6,10,23sep2010,23,9,2010,25jan2011,25,1,2011,No,Yes,No,No,No,Complete,Complete,both in master and using data
101012040037,10101204,-9.8949804,33.381001,.86000001,59.040001,10.93,187.06,22.52,25.200001,203,103,58,1895,290,114,176,209,187,225,176,1187,234,3,97,681,57,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,3.9000001,1396,12,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1061,745,17.9,1168,837,20,1058,847,18,62.799999,155,242,77.199997,135,250,71.5,148,250,50,rural,North - Rural,514.62598,Panel B,Chitipa,1,Mwabulambya,No,,14,13,22apr2010,22,4,2010,07aug2010,7,8,2010,10,10,24apr2010,24,4,2010,08aug2010,8,8,2010,19,19,05may2010,5,5,2010,09aug2010,9,8,2010,6,10,23sep2010,23,9,2010,25jan2011,25,1,2011,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
101012040041,10101204,-9.8949804,33.381001,.62,59.009998,11.26,187.33,22.84,25,203,103,58,1895,290,114,176,209,187,225,176,1187,234,3,97,681,51,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,3.9000001,1387,14,High-altitude Plains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1061,745,17.9,1168,837,20,1058,847,18,62.799999,155,242,77.199997,135,250,71.5,148,250,54,rural,North - Rural,514.62598,Panel B,Chitipa,1,Mwabulambya,No,,14,14,21apr2010,21,4,2010,09aug2010,9,8,2010,10,10,24apr2010,24,4,2010,09aug2010,9,8,2010,19,19,05may2010,5,5,2010,10aug2010,10,8,2010,6,10,23sep2010,23,9,2010,25jan2011,25,1,2011,No,Yes,No,No,No,Complete,Complete,both in master and using data
101012040045,10101204,-9.8949804,33.381001,.37,58.43,10.96,186.8,22.700001,25.6,203,103,58,1895,290,114,176,209,187,225,176,1187,234,3,97,681,55,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,3.9000001,1406,12,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1061,745,17.9,1168,837,20,1058,847,18,62.799999,155,242,77.199997,135,250,71.5,148,250,48,rural,North - Rural,514.62598,Panel B,Chitipa,1,Mwabulambya,No,,14,14,22apr2010,22,4,2010,07aug2010,7,8,2010,10,10,24apr2010,24,4,2010,08aug2010,8,8,2010,19,19,05may2010,5,5,2010,09aug2010,9,8,2010,6,10,23sep2010,23,9,2010,24jan2011,24,1,2011,Yes,Yes,No,No,Yes,Complete,Complete,both in master and using data
101012040054,10101204,-9.8949804,33.381001,.15000001,58.380001,11.25,187.03999,22.99,25.4,203,103,58,1895,290,114,176,209,187,225,176,1187,234,3,97,681,47,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,3.9000001,1399,12,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1061,745,17.9,1168,837,20,1058,847,18,62.799999,155,242,77.199997,135,250,71.5,148,250,36,rural,North - Rural,514.62598,Panel B,Chitipa,1,Mwabulambya,No,,14,14,21apr2010,21,4,2010,07aug2010,7,8,2010,10,10,24apr2010,24,4,2010,08aug2010,8,8,2010,19,19,05may2010,5,5,2010,09aug2010,9,8,2010,6,10,23sep2010,23,9,2010,25jan2011,25,1,2011,No,Yes,No,No,No,Complete,Complete,both in master and using data
101012040058,10101204,-9.8949804,33.381001,.07,58.32,11.31,187.06,23.059999,25.4,203,103,58,1895,290,114,176,209,187,225,176,1187,234,3,97,681,45,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,3.9000001,1393,14,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1061,745,17.9,1168,837,20,1058,847,18,62.799999,155,242,77.199997,135,250,71.5,148,250,56,rural,North - Rural,514.62598,Panel B,Chitipa,1,Mwabulambya,No,,11,13,22apr2010,22,4,2010,09aug2010,9,8,2010,10,10,24apr2010,24,4,2010,10aug2010,10,8,2010,19,19,05may2010,5,5,2010,12aug2010,12,8,2010,6,10,23sep2010,23,9,2010,24jan2011,24,1,2011,No,Yes,No,Yes,No,Complete,Complete,both in master and using data
