HHID,case_id,qx_type,visit,ea_id,ag_t0c,ag_t0e,ag_t05a,ag_t05b,ag_t05c,ag_t05d,ag_t06a,ag_t06b,ag_t07,ag_t08,ag_t09,ag_t10,ag_t11
35,101010160060,Panel A,2,10101016,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
41,101010160068,Panel A,2,10101016,Gov. Agricultural Extension Service,,,,,,,,,,,,
41,101010160068,Panel A,2,10101016,Village Agricultural Extension Meeting,X,1,,,,,,,4,NO,,
41,101010160068,Panel A,2,10101016,Other (Specify),,,,,,,,,,,,
41,101010160068,Panel A,2,10101016,NGO,,,,,,,,,,,,
41,101010160068,Panel A,2,10101016,Farmer Field Days/Field School,,,,,,,,,,,,
41,101010160068,Panel A,2,10101016,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
41,101010160068,Panel A,2,10101016,Paper Media (Handouts / Flyers),,,,,,,,,,,,
41,101010160068,Panel A,2,10101016,Private Agricultural Extension Service,,,,,,,,,,,,
41,101010160068,Panel A,2,10101016,Gov. Fishery Extension Service,,,,,,,,,,,,
41,101010160068,Panel A,2,10101016,Fishing Coop,,,,,,,,,,,,
41,101010160068,Panel A,2,10101016,Lead Farmer,,,,,,,,,,,,
41,101010160068,Panel A,2,10101016,Agricultural Extension Course,,,,,,,,,,,,
41,101010160068,Panel A,2,10101016,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
41,101010160068,Panel A,2,10101016,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
61,101010160069,Panel A,2,10101016,Gov. Agricultural Extension Service,,,,,,,,,,,,
61,101010160069,Panel A,2,10101016,Fishing Coop,,,,,,,,,,,,
61,101010160069,Panel A,2,10101016,Agricultural Extension Course,,,,,,,,,,,,
61,101010160069,Panel A,2,10101016,Other (Specify),,,,,,,,,,,,
61,101010160069,Panel A,2,10101016,Gov. Fishery Extension Service,,,,,,,,,,,,
61,101010160069,Panel A,2,10101016,Village Agricultural Extension Meeting,X,1,,,,,,,3,NO,,
61,101010160069,Panel A,2,10101016,Farmer Field Days/Field School,,,,,,,,,,,,
61,101010160069,Panel A,2,10101016,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
61,101010160069,Panel A,2,10101016,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
61,101010160069,Panel A,2,10101016,Paper Media (Handouts / Flyers),,,,,,,,,,,,
61,101010160069,Panel A,2,10101016,NGO,,,,,,,,,,,,
61,101010160069,Panel A,2,10101016,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
61,101010160069,Panel A,2,10101016,Lead Farmer,,,,,,,,,,,,
61,101010160069,Panel A,2,10101016,Private Agricultural Extension Service,,,,,,,,,,,,
51,101010160070,Panel A,2,10101016,Agricultural Extension Course,,,,,,,,,,,,
51,101010160070,Panel A,2,10101016,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
51,101010160070,Panel A,2,10101016,Gov. Agricultural Extension Service,,,,,,,,,,,,
51,101010160070,Panel A,2,10101016,Private Agricultural Extension Service,,,,,,,,,,,,
51,101010160070,Panel A,2,10101016,Village Agricultural Extension Meeting,,,,,,,,,,,,
51,101010160070,Panel A,2,10101016,Other (Specify),,,,,,,,,,,,
51,101010160070,Panel A,2,10101016,Paper Media (Handouts / Flyers),,,,,,,,,,,,
51,101010160070,Panel A,2,10101016,Fishing Coop,,,,,,,,,,,,
51,101010160070,Panel A,2,10101016,NGO,,,,,,,,,,,,
51,101010160070,Panel A,2,10101016,Gov. Fishery Extension Service,,,,,,,,,,,,
51,101010160070,Panel A,2,10101016,Lead Farmer,,,,,,,,,,,,
51,101010160070,Panel A,2,10101016,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
51,101010160070,Panel A,2,10101016,Farmer Field Days/Field School,,,,,,,,,,,,
51,101010160070,Panel A,2,10101016,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
57,101010160074,Panel A,2,10101016,Farmer Field Days/Field School,,,,,,,,,,,,
57,101010160074,Panel A,2,10101016,Fishing Coop,,,,,,,,,,,,
57,101010160074,Panel A,2,10101016,Agricultural Extension Course,,,,,,,,,,,,
57,101010160074,Panel A,2,10101016,Gov. Agricultural Extension Service,X,1,2,,,5,0,5,,NO,,
57,101010160074,Panel A,2,10101016,Village Agricultural Extension Meeting,,,,,,,,,,,,
57,101010160074,Panel A,2,10101016,NGO,,,,,,,,,,,,
57,101010160074,Panel A,2,10101016,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
57,101010160074,Panel A,2,10101016,Other (Specify),,,,,,,,,,,,
57,101010160074,Panel A,2,10101016,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
57,101010160074,Panel A,2,10101016,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
57,101010160074,Panel A,2,10101016,Lead Farmer,,,,,,,,,,,,
57,101010160074,Panel A,2,10101016,Private Agricultural Extension Service,,,,,,,,,,,,
57,101010160074,Panel A,2,10101016,Gov. Fishery Extension Service,,,,,,,,,,,,
57,101010160074,Panel A,2,10101016,Paper Media (Handouts / Flyers),,,,,,,,,,,,
55,101010160086,Panel A,2,10101016,Private Agricultural Extension Service,,,,,,,,,,,,
55,101010160086,Panel A,2,10101016,Agricultural Extension Course,,,,,,,,,,,,
55,101010160086,Panel A,2,10101016,Paper Media (Handouts / Flyers),,,,,,,,,,,,
55,101010160086,Panel A,2,10101016,Gov. Agricultural Extension Service,,,,,,,,,,,,
55,101010160086,Panel A,2,10101016,Farmer Field Days/Field School,,,,,,,,,,,,
55,101010160086,Panel A,2,10101016,Other (Specify),,,,,,,,,,,,
55,101010160086,Panel A,2,10101016,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
55,101010160086,Panel A,2,10101016,Gov. Fishery Extension Service,,,,,,,,,,,,
55,101010160086,Panel A,2,10101016,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
55,101010160086,Panel A,2,10101016,NGO,,,,,,,,,,,,
55,101010160086,Panel A,2,10101016,Village Agricultural Extension Meeting,,,,,,,,,,,,
55,101010160086,Panel A,2,10101016,Lead Farmer,,,,,,,,,,,,
55,101010160086,Panel A,2,10101016,Fishing Coop,,,,,,,,,,,,
55,101010160086,Panel A,2,10101016,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
47,101010160096,Panel A,2,10101016,Paper Media (Handouts / Flyers),,,,,,,,,,,,
47,101010160096,Panel A,2,10101016,Gov. Fishery Extension Service,,,,,,,,,,,,
47,101010160096,Panel A,2,10101016,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
47,101010160096,Panel A,2,10101016,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
47,101010160096,Panel A,2,10101016,Private Agricultural Extension Service,,,,,,,,,,,,
47,101010160096,Panel A,2,10101016,Village Agricultural Extension Meeting,,,,,,,,,,,,
47,101010160096,Panel A,2,10101016,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
47,101010160096,Panel A,2,10101016,Farmer Field Days/Field School,,,,,,,,,,,,
47,101010160096,Panel A,2,10101016,Other (Specify),,,,,,,,,,,,
47,101010160096,Panel A,2,10101016,Agricultural Extension Course,,,,,,,,,,,,
47,101010160096,Panel A,2,10101016,Gov. Agricultural Extension Service,,,,,,,,,,,,
47,101010160096,Panel A,2,10101016,NGO,,,,,,,,,,,,
47,101010160096,Panel A,2,10101016,Fishing Coop,,,,,,,,,,,,
47,101010160096,Panel A,2,10101016,Lead Farmer,,,,,,,,,,,,
63,101010160143,Panel A,2,10101016,Village Agricultural Extension Meeting,,,,,,,,,,,,
63,101010160143,Panel A,2,10101016,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
63,101010160143,Panel A,2,10101016,NGO,,,,,,,,,,,,
63,101010160143,Panel A,2,10101016,Other (Specify),,,,,,,,,,,,
63,101010160143,Panel A,2,10101016,Gov. Fishery Extension Service,,,,,,,,,,,,
63,101010160143,Panel A,2,10101016,Paper Media (Handouts / Flyers),,,,,,,,,,,,
63,101010160143,Panel A,2,10101016,Lead Farmer,,,,,,,,,,,,
63,101010160143,Panel A,2,10101016,Agricultural Extension Course,,,,,,,,,,,,
63,101010160143,Panel A,2,10101016,Fishing Coop,,,,,,,,,,,,
63,101010160143,Panel A,2,10101016,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
63,101010160143,Panel A,2,10101016,Private Agricultural Extension Service,,,,,,,,,,,,
63,101010160143,Panel A,2,10101016,Farmer Field Days/Field School,,,,,,,,,,,,
63,101010160143,Panel A,2,10101016,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
63,101010160143,Panel A,2,10101016,Gov. Agricultural Extension Service,,,,,,,,,,,,
59,101010160159,Panel A,2,10101016,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
59,101010160159,Panel A,2,10101016,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
59,101010160159,Panel A,2,10101016,NGO,,,,,,,,,,,,
59,101010160159,Panel A,2,10101016,Farmer Field Days/Field School,,,,,,,,,,,,
59,101010160159,Panel A,2,10101016,Gov. Fishery Extension Service,,,,,,,,,,,,
59,101010160159,Panel A,2,10101016,Private Agricultural Extension Service,,,,,,,,,,,,
59,101010160159,Panel A,2,10101016,Gov. Agricultural Extension Service,,,,,,,,,,,,
59,101010160159,Panel A,2,10101016,Agricultural Extension Course,,,,,,,,,,,,
59,101010160159,Panel A,2,10101016,Paper Media (Handouts / Flyers),,,,,,,,,,,,
59,101010160159,Panel A,2,10101016,Lead Farmer,,,,,,,,,,,,
59,101010160159,Panel A,2,10101016,Village Agricultural Extension Meeting,X,1,,,,,,,2,NO,,
59,101010160159,Panel A,2,10101016,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
59,101010160159,Panel A,2,10101016,Fishing Coop,,,,,,,,,,,,
59,101010160159,Panel A,2,10101016,Other (Specify),,,,,,,,,,,,
33,101010160180,Panel A,2,10101016,Paper Media (Handouts / Flyers),,,,,,,,,,,,
33,101010160180,Panel A,2,10101016,Village Agricultural Extension Meeting,,,,,,,,,,,,
33,101010160180,Panel A,2,10101016,Lead Farmer,,,,,,,,,,,,
33,101010160180,Panel A,2,10101016,Private Agricultural Extension Service,,,,,,,,,,,,
33,101010160180,Panel A,2,10101016,Agricultural Extension Course,,,,,,,,,,,,
33,101010160180,Panel A,2,10101016,NGO,,,,,,,,,,,,
33,101010160180,Panel A,2,10101016,Gov. Agricultural Extension Service,,,,,,,,,,,,
33,101010160180,Panel A,2,10101016,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
33,101010160180,Panel A,2,10101016,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
33,101010160180,Panel A,2,10101016,Fishing Coop,,,,,,,,,,,,
33,101010160180,Panel A,2,10101016,Gov. Fishery Extension Service,,,,,,,,,,,,
33,101010160180,Panel A,2,10101016,Farmer Field Days/Field School,,,,,,,,,,,,
33,101010160180,Panel A,2,10101016,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
33,101010160180,Panel A,2,10101016,Other (Specify),,,,,,,,,,,,
49,101010160207,Panel A,2,10101016,Farmer Field Days/Field School,,,,,,,,,,,,
49,101010160207,Panel A,2,10101016,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
49,101010160207,Panel A,2,10101016,Paper Media (Handouts / Flyers),,,,,,,,,,,,
49,101010160207,Panel A,2,10101016,Other (Specify),,,,,,,,,,,,
49,101010160207,Panel A,2,10101016,Lead Farmer,,,,,,,,,,,,
49,101010160207,Panel A,2,10101016,Village Agricultural Extension Meeting,,,,,,,,,,,,
49,101010160207,Panel A,2,10101016,Private Agricultural Extension Service,,,,,,,,,,,,
49,101010160207,Panel A,2,10101016,Agricultural Extension Course,,,,,,,,,,,,
49,101010160207,Panel A,2,10101016,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
49,101010160207,Panel A,2,10101016,Fishing Coop,,,,,,,,,,,,
49,101010160207,Panel A,2,10101016,Gov. Fishery Extension Service,,,,,,,,,,,,
49,101010160207,Panel A,2,10101016,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
49,101010160207,Panel A,2,10101016,NGO,,,,,,,,,,,,
49,101010160207,Panel A,2,10101016,Gov. Agricultural Extension Service,X,1,2,,,1,0,1,,NO,,
53,101010160235,Panel A,2,10101016,Private Agricultural Extension Service,,,,,,,,,,,,
53,101010160235,Panel A,2,10101016,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
53,101010160235,Panel A,2,10101016,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
53,101010160235,Panel A,2,10101016,Village Agricultural Extension Meeting,,,,,,,,,,,,
53,101010160235,Panel A,2,10101016,Paper Media (Handouts / Flyers),,,,,,,,,,,,
53,101010160235,Panel A,2,10101016,Agricultural Extension Course,,,,,,,,,,,,
53,101010160235,Panel A,2,10101016,Gov. Fishery Extension Service,,,,,,,,,,,,
53,101010160235,Panel A,2,10101016,Other (Specify),,,,,,,,,,,,
53,101010160235,Panel A,2,10101016,Lead Farmer,,,,,,,,,,,,
53,101010160235,Panel A,2,10101016,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
53,101010160235,Panel A,2,10101016,NGO,,,,,,,,,,,,
53,101010160235,Panel A,2,10101016,Gov. Agricultural Extension Service,,,,,,,,,,,,
53,101010160235,Panel A,2,10101016,Farmer Field Days/Field School,,,,,,,,,,,,
53,101010160235,Panel A,2,10101016,Fishing Coop,,,,,,,,,,,,
43,101010160254,Panel A,2,10101016,Farmer Field Days/Field School,,,,,,,,,,,,
43,101010160254,Panel A,2,10101016,Agricultural Extension Course,,,,,,,,,,,,
43,101010160254,Panel A,2,10101016,Lead Farmer,,,,,,,,,,,,
43,101010160254,Panel A,2,10101016,Gov. Fishery Extension Service,,,,,,,,,,,,
43,101010160254,Panel A,2,10101016,Village Agricultural Extension Meeting,,,,,,,,,,,,
43,101010160254,Panel A,2,10101016,NGO,,,,,,,,,,,,
43,101010160254,Panel A,2,10101016,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
43,101010160254,Panel A,2,10101016,Fishing Coop,,,,,,,,,,,,
43,101010160254,Panel A,2,10101016,Paper Media (Handouts / Flyers),,,,,,,,,,,,
43,101010160254,Panel A,2,10101016,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
43,101010160254,Panel A,2,10101016,Other (Specify),,,,,,,,,,,,
43,101010160254,Panel A,2,10101016,Private Agricultural Extension Service,,,,,,,,,,,,
43,101010160254,Panel A,2,10101016,Gov. Agricultural Extension Service,,,,,,,,,,,,
43,101010160254,Panel A,2,10101016,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
39,101010160265,Panel A,2,10101016,Other (Specify),,,,,,,,,,,,
39,101010160265,Panel A,2,10101016,Gov. Fishery Extension Service,,,,,,,,,,,,
39,101010160265,Panel A,2,10101016,NGO,,,,,,,,,,,,
39,101010160265,Panel A,2,10101016,Paper Media (Handouts / Flyers),,,,,,,,,,,,
39,101010160265,Panel A,2,10101016,Village Agricultural Extension Meeting,,,,,,,,,,,,
39,101010160265,Panel A,2,10101016,Fishing Coop,,,,,,,,,,,,
39,101010160265,Panel A,2,10101016,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
39,101010160265,Panel A,2,10101016,Farmer Field Days/Field School,,,,,,,,,,,,
39,101010160265,Panel A,2,10101016,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
39,101010160265,Panel A,2,10101016,Agricultural Extension Course,,,,,,,,,,,,
39,101010160265,Panel A,2,10101016,Private Agricultural Extension Service,,,,,,,,,,,,
39,101010160265,Panel A,2,10101016,Gov. Agricultural Extension Service,,,,,,,,,,,,
39,101010160265,Panel A,2,10101016,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
39,101010160265,Panel A,2,10101016,Lead Farmer,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Private Agricultural Extension Service,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Village Agricultural Extension Meeting,X,1,,,,,,,2,NO,,Useful
40,101012040003,Panel B,2,10101204,Gov. Fishery Extension Service,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Gov. Agricultural Extension Service,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,NGO,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Fishing Coop,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Paper Media (Handouts / Flyers),,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Lead Farmer,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Agricultural Extension Course,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Farmer Field Days/Field School,,,,,,,,,,,,
40,101012040003,Panel B,2,10101204,Other (Specify),,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Paper Media (Handouts / Flyers),,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Village Agricultural Extension Meeting,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Other (Specify),,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Agricultural Extension Course,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Private Agricultural Extension Service,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Gov. Agricultural Extension Service,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Fishing Coop,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Farmer Field Days/Field School,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Lead Farmer,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,Gov. Fishery Extension Service,,,,,,,,,,,,
62,101012040007,Panel B,2,10101204,NGO,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,NGO,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Gov. Agricultural Extension Service,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Fishing Coop,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Village Agricultural Extension Meeting,X,1,2,,,,,,1,NO,,Useful
42,101012040011,Panel B,2,10101204,Lead Farmer,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Private Agricultural Extension Service,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Agricultural Extension Course,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Gov. Fishery Extension Service,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Farmer Field Days/Field School,,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Other (Specify),,,,,,,,,,,,
42,101012040011,Panel B,2,10101204,Paper Media (Handouts / Flyers),,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Farmer Field Days/Field School,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,NGO,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Lead Farmer,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Village Agricultural Extension Meeting,X,1,,,,,,,4,NO,,Useful
44,101012040020,Panel B,2,10101204,Gov. Fishery Extension Service,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Agricultural Extension Course,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Fishing Coop,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Other (Specify),,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Paper Media (Handouts / Flyers),,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Gov. Agricultural Extension Service,,,,,,,,,,,,
44,101012040020,Panel B,2,10101204,Private Agricultural Extension Service,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Other (Specify),,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Lead Farmer,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Private Agricultural Extension Service,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Farmer Field Days/Field School,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Gov. Fishery Extension Service,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Fishing Coop,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,NGO,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Gov. Agricultural Extension Service,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Agricultural Extension Course,,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Paper Media (Handouts / Flyers),,,,,,,,,,,,
38,101012040024,Panel B,2,10101204,Village Agricultural Extension Meeting,X,1,,,,,,,3,NO,,Very useful
52,101012040028,Panel B,2,10101204,Agricultural Extension Course,,,,,,,,,,,,
52,101012040028,Panel B,2,10101204,Village Agricultural Extension Meeting,,,,,,,,,,,,
52,101012040028,Panel B,2,10101204,Gov. Agricultural Extension Service,X,1,2,,,7,2,5,,NO,,Very useful
52,101012040028,Panel B,2,10101204,Private Agricultural Extension Service,,,,,,,,,,,,
52,101012040028,Panel B,2,10101204,Other (Specify),,,,,,,,,,,,
52,101012040028,Panel B,2,10101204,Fishing Coop,,,,,,,,,,,,
52,101012040028,Panel B,2,10101204,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
52,101012040028,Panel B,2,10101204,Lead Farmer,,,,,,,,,,,,
52,101012040028,Panel B,2,10101204,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
52,101012040028,Panel B,2,10101204,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
52,101012040028,Panel B,2,10101204,Paper Media (Handouts / Flyers),,,,,,,,,,,,
52,101012040028,Panel B,2,10101204,NGO,,,,,,,,,,,,
52,101012040028,Panel B,2,10101204,Gov. Fishery Extension Service,,,,,,,,,,,,
52,101012040028,Panel B,2,10101204,Farmer Field Days/Field School,,,,,,,,,,,,
50,101012040037,Panel B,2,10101204,Paper Media (Handouts / Flyers),,,,,,,,,,,,
50,101012040037,Panel B,2,10101204,Agricultural Extension Course,,,,,,,,,,,,
50,101012040037,Panel B,2,10101204,Lead Farmer,,,,,,,,,,,,
50,101012040037,Panel B,2,10101204,Other (Specify),,,,,,,,,,,,
50,101012040037,Panel B,2,10101204,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
50,101012040037,Panel B,2,10101204,NGO,,,,,,,,,,,,
50,101012040037,Panel B,2,10101204,Gov. Fishery Extension Service,,,,,,,,,,,,
50,101012040037,Panel B,2,10101204,Private Agricultural Extension Service,,,,,,,,,,,,
50,101012040037,Panel B,2,10101204,Village Agricultural Extension Meeting,X,1,,,,,,,5,NO,,Very useful
50,101012040037,Panel B,2,10101204,Farmer Field Days/Field School,,,,,,,,,,,,
