occ,ea_id,com_ck00a,com_ck00b,com_ck00c,com_ck00b1,com_ck00b2,com_ck00b3
25,21066339,CK43,Hybrid maize seed (m,2,,,
26,21066339,CK44,"Hand hoe, without ha",2,,,
27,21066339,CK45,Panga,2,,,
28,21066339,CK46,Sickle,2,,,
29,21066339,CK47,Axe,2,,,
30,21066339,CK48,Bicycle,2,,,
31,21066339,CK49,Foam mattress (10 cm,2,,,
32,21066339,CK50,"Mosquito net (white,",2,,,
1,21074510,CK1,Maize grain,1,4300,50,1
2,21074510,CK3,Cost to grind 50 kg,1,500,,
3,21074510,CK4,Cost to grind 50 kg,2,,,
4,21074510,CK22,Bar soap (Maluwa),1,70,1,9
5,21074510,CK23,Toothbrush,1,50,1,9
6,21074510,CK24,Toothpaste (50 g tub,1,100,50,18
7,21074510,CK25,"Clothes soap (Omo, S",2,,,
8,21074510,CK26,Vaseline/glycerin,1,110,25,18
9,21074510,CK27,Aspirin or Panadol,1,20,1,9
10,21074510,CK28,Fansidar (3 tablet p,2,,,
11,21074510,CK29,Chitenje cloth,1,1000,2,9
12,21074510,CK30,Trousers (kaunjika),1,1000,,
13,21074510,CK31,"Coca-Cola, Fanta (bo",1,130,,
14,21074510,CK32,Carlsberg beer (bott,1,300,,
15,21074510,CK33,"Cigarettes, Embassy",1,200,,
16,21074510,CK34,Battery (dry cell) f,1,90,,
17,21074510,CK35,"Watch, digital (simp",2,,,
18,21074510,CK36,Firewood,1,30,1,10
19,21074510,CK37,Charcoal,1,50,1,10
20,21074510,CK38,Paraffin,2,,,
21,21074510,CK39,Chemical fertilizer,2,,,
22,21074510,CK40,Pesticides/Insectici,2,,,
23,21074510,CK41,Herbicides/Fungicide,2,,,
24,21074510,CK42,Motorized transport,2,,,
25,21074510,CK43,Hybrid maize seed (m,2,,,
26,21074510,CK44,"Hand hoe, without ha",1,700,,
27,21074510,CK45,Panga,1,550,,
28,21074510,CK46,Sickle,2,,,
29,21074510,CK47,Axe,2,,,
30,21074510,CK48,Bicycle,2,,,
31,21074510,CK49,Foam mattress (10 cm,2,,,
32,21074510,CK50,"Mosquito net (white,",2,,,
1,21077725,CK1,Maize grain,1,6500,1,2
2,21077725,CK3,Cost to grind 50 kg,1,580,,
3,21077725,CK4,Cost to grind 50 kg,2,,,
4,21077725,CK22,Bar soap (Maluwa),1,75,1,9
5,21077725,CK23,Toothbrush,1,100,1,9
6,21077725,CK24,Toothpaste (50 g tub,1,150,1,9
7,21077725,CK25,"Clothes soap (Omo, S",1,200,175,18
8,21077725,CK26,Vaseline/glycerin,1,400,100,19
9,21077725,CK27,Aspirin or Panadol,1,20,1,9
10,21077725,CK28,Fansidar (3 tablet p,2,,,
11,21077725,CK29,Chitenje cloth,2,,,
12,21077725,CK30,Trousers (kaunjika),2,,,
13,21077725,CK31,"Coca-Cola, Fanta (bo",1,130,,
14,21077725,CK32,Carlsberg beer (bott,1,350,,
15,21077725,CK33,"Cigarettes, Embassy",1,250,,
16,21077725,CK34,Battery (dry cell) f,1,200,,
17,21077725,CK35,"Watch, digital (simp",2,,,
18,21077725,CK36,Firewood,1,50,3,9
19,21077725,CK37,Charcoal,1,50,1,22
20,21077725,CK38,Paraffin,2,,,
21,21077725,CK39,Chemical fertilizer,2,,,
22,21077725,CK40,Pesticides/Insectici,2,,,
23,21077725,CK41,Herbicides/Fungicide,2,,,
24,21077725,CK42,Motorized transport,2,,,
25,21077725,CK43,Hybrid maize seed (m,2,,,
26,21077725,CK44,"Hand hoe, without ha",2,,,
27,21077725,CK45,Panga,2,,,
28,21077725,CK46,Sickle,2,,,
29,21077725,CK47,Axe,2,,,
30,21077725,CK48,Bicycle,2,,,
31,21077725,CK49,Foam mattress (10 cm,2,,,
32,21077725,CK50,"Mosquito net (white,",2,,,
1,21080308,CK1,Maize grain,1,5000,50,1
2,21080308,CK3,Cost to grind 50 kg,1,500,,
3,21080308,CK4,Cost to grind 50 kg,2,,,
4,21080308,CK22,Bar soap (Maluwa),1,70,1,9
5,21080308,CK23,Toothbrush,1,60,1,9
6,21080308,CK24,Toothpaste (50 g tub,1,150,50,18
7,21080308,CK25,"Clothes soap (Omo, S",1,120,100,18
8,21080308,CK26,Vaseline/glycerin,1,500,125,18
9,21080308,CK27,Aspirin or Panadol,1,15,1,9
10,21080308,CK28,Fansidar (3 tablet p,2,,,
11,21080308,CK29,Chitenje cloth,1,1000,2,9
12,21080308,CK30,Trousers (kaunjika),1,1800,,
13,21080308,CK31,"Coca-Cola, Fanta (bo",1,150,,
14,21080308,CK32,Carlsberg beer (bott,1,320,,
15,21080308,CK33,"Cigarettes, Embassy",1,200,,
16,21080308,CK34,Battery (dry cell) f,1,90,,
17,21080308,CK35,"Watch, digital (simp",2,,,
18,21080308,CK36,Firewood,1,30,1,10
19,21080308,CK37,Charcoal,1,150,1,10
20,21080308,CK38,Paraffin,2,,,
21,21080308,CK39,Chemical fertilizer,2,,,
22,21080308,CK40,Pesticides/Insectici,2,,,
23,21080308,CK41,Herbicides/Fungicide,2,,,
24,21080308,CK42,Motorized transport,2,,,
25,21080308,CK43,Hybrid maize seed (m,2,,,
26,21080308,CK44,"Hand hoe, without ha",1,750,,
27,21080308,CK45,Panga,1,600,,
28,21080308,CK46,Sickle,1,500,,
29,21080308,CK47,Axe,1,500,,
30,21080308,CK48,Bicycle,2,,,
31,21080308,CK49,Foam mattress (10 cm,2,,,
32,21080308,CK50,"Mosquito net (white,",2,,,
1,21081573,CK1,Maize grain,1,6000,1,1
2,21081573,CK3,Cost to grind 50 kg,1,480,,
3,21081573,CK4,Cost to grind 50 kg,2,,,
4,21081573,CK22,Bar soap (Maluwa),1,70,1,9
5,21081573,CK23,Toothbrush,1,50,1,9
6,21081573,CK24,Toothpaste (50 g tub,1,150,50,18
7,21081573,CK25,"Clothes soap (Omo, S",1,120,100,18
8,21081573,CK26,Vaseline/glycerin,1,150,25,19
9,21081573,CK27,Aspirin or Panadol,1,20,1,9
10,21081573,CK28,Fansidar (3 tablet p,2,,,
11,21081573,CK29,Chitenje cloth,2,,,
12,21081573,CK30,Trousers (kaunjika),1,1000,,
13,21081573,CK31,"Coca-Cola, Fanta (bo",1,120,,
14,21081573,CK32,Carlsberg beer (bott,2,,,
15,21081573,CK33,"Cigarettes, Embassy",1,220,,
16,21081573,CK34,Battery (dry cell) f,1,200,,
17,21081573,CK35,"Watch, digital (simp",2,,,
18,21081573,CK36,Firewood,1,30,1,10
19,21081573,CK37,Charcoal,1,50,1,10
20,21081573,CK38,Paraffin,2,,,
21,21081573,CK39,Chemical fertilizer,2,,,
22,21081573,CK40,Pesticides/Insectici,2,,,
23,21081573,CK41,Herbicides/Fungicide,2,,,
24,21081573,CK42,Motorized transport,2,,,
25,21081573,CK43,Hybrid maize seed (m,2,,,
26,21081573,CK44,"Hand hoe, without ha",2,,,
27,21081573,CK45,Panga,2,,,
28,21081573,CK46,Sickle,2,,,
29,21081573,CK47,Axe,2,,,
30,21081573,CK48,Bicycle,2,,,
31,21081573,CK49,Foam mattress (10 cm,2,,,
32,21081573,CK50,"Mosquito net (white,",2,,,
1,21086069,CK1,Maize grain,1,6500,1,2
2,21086069,CK3,Cost to grind 50 kg,1,500,,
3,21086069,CK4,Cost to grind 50 kg,2,,,
4,21086069,CK22,Bar soap (Maluwa),1,80,1,9
5,21086069,CK23,Toothbrush,1,60,1,9
6,21086069,CK24,Toothpaste (50 g tub,1,100,1,9
7,21086069,CK25,"Clothes soap (Omo, S",1,50,30,18
8,21086069,CK26,Vaseline/glycerin,1,120,1,9
9,21086069,CK27,Aspirin or Panadol,1,20,1,9
10,21086069,CK28,Fansidar (3 tablet p,2,,,
11,21086069,CK29,Chitenje cloth,1,1000,1,9
12,21086069,CK30,Trousers (kaunjika),1,800,,
13,21086069,CK31,"Coca-Cola, Fanta (bo",1,150,,
14,21086069,CK32,Carlsberg beer (bott,1,320,,
15,21086069,CK33,"Cigarettes, Embassy",1,200,,
16,21086069,CK34,Battery (dry cell) f,1,190,,
17,21086069,CK35,"Watch, digital (simp",2,,,
18,21086069,CK36,Firewood,1,50,1,10
19,21086069,CK37,Charcoal,1,50,1,10
20,21086069,CK38,Paraffin,2,,,
21,21086069,CK39,Chemical fertilizer,2,,,
22,21086069,CK40,Pesticides/Insectici,2,,,
23,21086069,CK41,Herbicides/Fungicide,2,,,
24,21086069,CK42,Motorized transport,2,,,
25,21086069,CK43,Hybrid maize seed (m,2,,,
26,21086069,CK44,"Hand hoe, without ha",1,500,,
27,21086069,CK45,Panga,1,500,,
28,21086069,CK46,Sickle,2,,,
29,21086069,CK47,Axe,2,,,
30,21086069,CK48,Bicycle,2,,,
31,21086069,CK49,Foam mattress (10 cm,2,,,
32,21086069,CK50,"Mosquito net (white,",2,,,
1,21086436,CK1,Maize grain,1,6000,50,1
2,21086436,CK3,Cost to grind 50 kg,1,500,,
3,21086436,CK4,Cost to grind 50 kg,2,,,
4,21086436,CK22,Bar soap (Maluwa),1,80,1,9
5,21086436,CK23,Toothbrush,1,60,1,9
6,21086436,CK24,Toothpaste (50 g tub,1,100,1,9
7,21086436,CK25,"Clothes soap (Omo, S",1,50,30,18
8,21086436,CK26,Vaseline/glycerin,1,120,1,9
9,21086436,CK27,Aspirin or Panadol,1,20,1,9
10,21086436,CK28,Fansidar (3 tablet p,2,,,
11,21086436,CK29,Chitenje cloth,1,1000,1,9
12,21086436,CK30,Trousers (kaunjika),1,800,,
13,21086436,CK31,"Coca-Cola, Fanta (bo",1,150,,
14,21086436,CK32,Carlsberg beer (bott,1,320,,
15,21086436,CK33,"Cigarettes, Embassy",1,200,,
16,21086436,CK34,Battery (dry cell) f,1,190,,
17,21086436,CK35,"Watch, digital (simp",2,,,
18,21086436,CK36,Firewood,1,50,1,10
19,21086436,CK37,Charcoal,1,50,1,10
20,21086436,CK38,Paraffin,2,,,
21,21086436,CK39,Chemical fertilizer,2,,,
22,21086436,CK40,Pesticides/Insectici,2,,,
23,21086436,CK41,Herbicides/Fungicide,2,,,
24,21086436,CK42,Motorized transport,2,,,
25,21086436,CK43,Hybrid maize seed (m,2,,,
26,21086436,CK44,"Hand hoe, without ha",1,500,,
27,21086436,CK45,Panga,1,500,,
28,21086436,CK46,Sickle,2,,,
29,21086436,CK47,Axe,2,,,
30,21086436,CK48,Bicycle,2,,,
31,21086436,CK49,Foam mattress (10 cm,2,,,
32,21086436,CK50,"Mosquito net (white,",2,,,
1,21087531,CK1,Maize grain,1,5000,50,1
2,21087531,CK3,Cost to grind 50 kg,1,600,,
3,21087531,CK4,Cost to grind 50 kg,2,,,
4,21087531,CK22,Bar soap (Maluwa),1,70,1,9
5,21087531,CK23,Toothbrush,1,40,1,9
6,21087531,CK24,Toothpaste (50 g tub,1,90,1,9
7,21087531,CK25,"Clothes soap (Omo, S",1,100,4,1
8,21087531,CK26,Vaseline/glycerin,1,100,1,
9,21087531,CK27,Aspirin or Panadol,1,15,2,
10,21087531,CK28,Fansidar (3 tablet p,,,,
11,21087531,CK29,Chitenje cloth,1,1200,2,
12,21087531,CK30,Trousers (kaunjika),1,1200,,
13,21087531,CK31,"Coca-Cola, Fanta (bo",1,120,,
14,21087531,CK32,Carlsberg beer (bott,1,300,,
15,21087531,CK33,"Cigarettes, Embassy",1,200,,
16,21087531,CK34,Battery (dry cell) f,1,180,,
17,21087531,CK35,"Watch, digital (simp",1,300,,
18,21087531,CK36,Firewood,1,10,4,9
19,21087531,CK37,Charcoal,1,100,1,
20,21087531,CK38,Paraffin,1,20,1,9
21,21087531,CK39,Chemical fertilizer,1,8000,50,1
22,21087531,CK40,Pesticides/Insectici,1,400,250,
23,21087531,CK41,Herbicides/Fungicide,,,,
24,21087531,CK42,Motorized transport,1,4000,,
25,21087531,CK43,Hybrid maize seed (m,1,1500,10,1
26,21087531,CK44,"Hand hoe, without ha",1,500,,
27,21087531,CK45,Panga,1,500,,
28,21087531,CK46,Sickle,1,300,,
29,21087531,CK47,Axe,1,500,,
30,21087531,CK48,Bicycle,1,15000,,
31,21087531,CK49,Foam mattress (10 cm,1,8000,,
32,21087531,CK50,"Mosquito net (white,",1,800,,
1,21088597,CK1,Maize grain,1,6000,50,1
2,21088597,CK3,Cost to grind 50 kg,1,600,,
3,21088597,CK4,Cost to grind 50 kg,2,,,
4,21088597,CK22,Bar soap (Maluwa),1,70,1,9
5,21088597,CK23,Toothbrush,1,50,1,9
6,21088597,CK24,Toothpaste (50 g tub,1,100,1,9
7,21088597,CK25,"Clothes soap (Omo, S",1,100,4,18
8,21088597,CK26,Vaseline/glycerin,1,220,100,18
9,21088597,CK27,Aspirin or Panadol,1,20,1,9
10,21088597,CK28,Fansidar (3 tablet p,2,,,
11,21088597,CK29,Chitenje cloth,1,1000,1,9
12,21088597,CK30,Trousers (kaunjika),1,1000,,
13,21088597,CK31,"Coca-Cola, Fanta (bo",1,150,,
14,21088597,CK32,Carlsberg beer (bott,1,300,,
15,21088597,CK33,"Cigarettes, Embassy",1,200,,
16,21088597,CK34,Battery (dry cell) f,1,180,,
17,21088597,CK35,"Watch, digital (simp",1,350,,
18,21088597,CK36,Firewood,1,30,3,9
19,21088597,CK37,Charcoal,1,50,1,10
20,21088597,CK38,Paraffin,1,50,1,22
21,21088597,CK39,Chemical fertilizer,1,8500,1,2
22,21088597,CK40,Pesticides/Insectici,1,400,250,18
23,21088597,CK41,Herbicides/Fungicide,2,,,
24,21088597,CK42,Motorized transport,2,,,
25,21088597,CK43,Hybrid maize seed (m,1,1500,10,1
26,21088597,CK44,"Hand hoe, without ha",1,500,,
27,21088597,CK45,Panga,1,500,,
28,21088597,CK46,Sickle,1,300,,
29,21088597,CK47,Axe,1,600,,
30,21088597,CK48,Bicycle,1,15000,,
31,21088597,CK49,Foam mattress (10 cm,1,9500,,
32,21088597,CK50,"Mosquito net (white,",2,,,
1,30101280,CK1,Maize grain,1,500,50,2
2,30101280,CK3,Cost to grind 50 kg,1,12000,,
3,30101280,CK4,Cost to grind 50 kg,2,,,
4,30101280,CK22,Bar soap (Maluwa),1,70,1,9
5,30101280,CK23,Toothbrush,1,100,1,9
6,30101280,CK24,Toothpaste (50 g tub,1,170,50,1
7,30101280,CK25,"Clothes soap (Omo, S",1,260,75,1
8,30101280,CK26,Vaseline/glycerin,1,120,35,19
9,30101280,CK27,Aspirin or Panadol,1,15,1,9
10,30101280,CK28,Fansidar (3 tablet p,1,125,1,9
11,30101280,CK29,Chitenje cloth,1,1700,1,9
12,30101280,CK30,Trousers (kaunjika),1,3500,,
13,30101280,CK31,"Coca-Cola, Fanta (bo",1,400,,
14,30101280,CK32,Carlsberg beer (bott,2,,,
15,30101280,CK33,"Cigarettes, Embassy",1,400,,
16,30101280,CK34,Battery (dry cell) f,1,120,,
17,30101280,CK35,"Watch, digital (simp",2,,,
18,30101280,CK36,Firewood,1,25,1,10
19,30101280,CK37,Charcoal,1,50,1,10
20,30101280,CK38,Paraffin,2,,,
21,30101280,CK39,Chemical fertilizer,2,,,
22,30101280,CK40,Pesticides/Insectici,2,,,
23,30101280,CK41,Herbicides/Fungicide,2,,,
24,30101280,CK42,Motorized transport,2,,,
25,30101280,CK43,Hybrid maize seed (m,2,,,
26,30101280,CK44,"Hand hoe, without ha",1,1200,,
27,30101280,CK45,Panga,1,500,,
28,30101280,CK46,Sickle,1,300,,
29,30101280,CK47,Axe,1,450,,
30,30101280,CK48,Bicycle,2,,,
31,30101280,CK49,Foam mattress (10 cm,2,,,
32,30101280,CK50,"Mosquito net (white,",2,,,
1,30101545,CK1,Maize grain,1,500,50,2
2,30101545,CK3,Cost to grind 50 kg,1,750,,
3,30101545,CK4,Cost to grind 50 kg,2,,,
4,30101545,CK22,Bar soap (Maluwa),1,80,1,9
5,30101545,CK23,Toothbrush,1,50,1,9
6,30101545,CK24,Toothpaste (50 g tub,1,360,50,19
7,30101545,CK25,"Clothes soap (Omo, S",1,70,30,18
8,30101545,CK26,Vaseline/glycerin,1,100,55,19
9,30101545,CK27,Aspirin or Panadol,1,15,1,9
10,30101545,CK28,Fansidar (3 tablet p,2,,,
11,30101545,CK29,Chitenje cloth,1,3500,1,9
12,30101545,CK30,Trousers (kaunjika),1,2800,,
13,30101545,CK31,"Coca-Cola, Fanta (bo",1,150,,
14,30101545,CK32,Carlsberg beer (bott,2,,,
15,30101545,CK33,"Cigarettes, Embassy",1,400,,
16,30101545,CK34,Battery (dry cell) f,1,100,,
17,30101545,CK35,"Watch, digital (simp",2,,,
18,30101545,CK36,Firewood,1,200,1,10
19,30101545,CK37,Charcoal,1,750,50,2
20,30101545,CK38,Paraffin,1,50,1,22
21,30101545,CK39,Chemical fertilizer,2,,,
22,30101545,CK40,Pesticides/Insectici,2,,,
23,30101545,CK41,Herbicides/Fungicide,2,,,
24,30101545,CK42,Motorized transport,2,,,
25,30101545,CK43,Hybrid maize seed (m,2,,,
26,30101545,CK44,"Hand hoe, without ha",1,1800,,
27,30101545,CK45,Panga,1,850,,
28,30101545,CK46,Sickle,1,600,,
29,30101545,CK47,Axe,1,500,,
30,30101545,CK48,Bicycle,2,,,
31,30101545,CK49,Foam mattress (10 cm,2,,,
32,30101545,CK50,"Mosquito net (white,",2,,,
1,30102028,CK1,Maize grain,1,400,50,2
2,30102028,CK3,Cost to grind 50 kg,1,600,,
3,30102028,CK4,Cost to grind 50 kg,2,,,
4,30102028,CK22,Bar soap (Maluwa),1,80,1,9
5,30102028,CK23,Toothbrush,1,75,1,9
6,30102028,CK24,Toothpaste (50 g tub,3,150,,
7,30102028,CK25,"Clothes soap (Omo, S",1,200,,
8,30102028,CK26,Vaseline/glycerin,1,100,,
9,30102028,CK27,Aspirin or Panadol,1,20,2,9
10,30102028,CK28,Fansidar (3 tablet p,2,,,
11,30102028,CK29,Chitenje cloth,1,3300,1,9
12,30102028,CK30,Trousers (kaunjika),1,1850,,
13,30102028,CK31,"Coca-Cola, Fanta (bo",1,140,,
14,30102028,CK32,Carlsberg beer (bott,2,,,
15,30102028,CK33,"Cigarettes, Embassy",1,300,,
16,30102028,CK34,Battery (dry cell) f,1,150,,
17,30102028,CK35,"Watch, digital (simp",2,,,
18,30102028,CK36,Firewood,1,100,1,10
19,30102028,CK37,Charcoal,1,700,50,2
20,30102028,CK38,Paraffin,2,,,
21,30102028,CK39,Chemical fertilizer,1,16000,50,1
22,30102028,CK40,Pesticides/Insectici,1,850,200,18
23,30102028,CK41,Herbicides/Fungicide,2,,,
24,30102028,CK42,Motorized transport,1,250,,
25,30102028,CK43,Hybrid maize seed (m,1,3000,10,1
26,30102028,CK44,"Hand hoe, without ha",1,1200,,
27,30102028,CK45,Panga,1,850,,
28,30102028,CK46,Sickle,1,650,,
29,30102028,CK47,Axe,1,1200,,
30,30102028,CK48,Bicycle,1,45000,,
31,30102028,CK49,Foam mattress (10 cm,1,14000,,
32,30102028,CK50,"Mosquito net (white,",1,1500,,
1,30102540,CK1,Maize grain,1,5000,50,2
2,30102540,CK3,Cost to grind 50 kg,1,600,,
3,30102540,CK4,Cost to grind 50 kg,2,,,
4,30102540,CK22,Bar soap (Maluwa),1,60,1,9
5,30102540,CK23,Toothbrush,1,50,1,9
6,30102540,CK24,Toothpaste (50 g tub,1,190,50,18
7,30102540,CK25,"Clothes soap (Omo, S",1,65,22,18
8,30102540,CK26,Vaseline/glycerin,1,100,55,19
9,30102540,CK27,Aspirin or Panadol,1,15,2,9
10,30102540,CK28,Fansidar (3 tablet p,2,,,
11,30102540,CK29,Chitenje cloth,1,1200,2,9
12,30102540,CK30,Trousers (kaunjika),1,350,,
13,30102540,CK31,"Coca-Cola, Fanta (bo",1,150,,
14,30102540,CK32,Carlsberg beer (bott,2,,,
15,30102540,CK33,"Cigarettes, Embassy",1,400,,
16,30102540,CK34,Battery (dry cell) f,1,100,,
17,30102540,CK35,"Watch, digital (simp",1,250,,
18,30102540,CK36,Firewood,1,100,10,9
19,30102540,CK37,Charcoal,1,1200,50,1
20,30102540,CK38,Paraffin,1,600,1,15
21,30102540,CK39,Chemical fertilizer,1,14900,50,1
22,30102540,CK40,Pesticides/Insectici,1,850,500,18
23,30102540,CK41,Herbicides/Fungicide,1,3300,1,15
24,30102540,CK42,Motorized transport,1,83,,
25,30102540,CK43,Hybrid maize seed (m,1,2800,5,1
26,30102540,CK44,"Hand hoe, without ha",1,1200,,
27,30102540,CK45,Panga,1,750,,
28,30102540,CK46,Sickle,1,300,,
29,30102540,CK47,Axe,1,650,,
30,30102540,CK48,Bicycle,1,29000,,
31,30102540,CK49,Foam mattress (10 cm,1,14000,,
32,30102540,CK50,"Mosquito net (white,",1,1200,,
1,30103074,CK1,Maize grain,1,4000,,
2,30103074,CK3,Cost to grind 50 kg,1,800,,
3,30103074,CK4,Cost to grind 50 kg,1,650,,
4,30103074,CK22,Bar soap (Maluwa),1,75,1,9
5,30103074,CK23,Toothbrush,1,50,1,9
6,30103074,CK24,Toothpaste (50 g tub,1,135,10,18
7,30103074,CK25,"Clothes soap (Omo, S",1,100,50,18
8,30103074,CK26,Vaseline/glycerin,1,140,35,19
9,30103074,CK27,Aspirin or Panadol,1,15,1,9
10,30103074,CK28,Fansidar (3 tablet p,2,,,
11,30103074,CK29,Chitenje cloth,1,1200,1,9
12,30103074,CK30,Trousers (kaunjika),1,2800,,
13,30103074,CK31,"Coca-Cola, Fanta (bo",1,130,,
14,30103074,CK32,Carlsberg beer (bott,2,,,
15,30103074,CK33,"Cigarettes, Embassy",1,400,,
16,30103074,CK34,Battery (dry cell) f,1,130,,
17,30103074,CK35,"Watch, digital (simp",2,,,
18,30103074,CK36,Firewood,2,,,
19,30103074,CK37,Charcoal,2,,,
20,30103074,CK38,Paraffin,2,,,
21,30103074,CK39,Chemical fertilizer,2,,,
22,30103074,CK40,Pesticides/Insectici,2,,,
23,30103074,CK41,Herbicides/Fungicide,2,,,
24,30103074,CK42,Motorized transport,2,,,
25,30103074,CK43,Hybrid maize seed (m,2,,,
26,30103074,CK44,"Hand hoe, without ha",1,900,,
27,30103074,CK45,Panga,1,600,,
28,30103074,CK46,Sickle,1,350,,
29,30103074,CK47,Axe,1,1000,,
30,30103074,CK48,Bicycle,2,,,
31,30103074,CK49,Foam mattress (10 cm,2,,,
32,30103074,CK50,"Mosquito net (white,",2,,,
1,30104708,CK1,Maize grain,1,4500,1,2
2,30104708,CK3,Cost to grind 50 kg,1,600,,
3,30104708,CK4,Cost to grind 50 kg,2,,,
4,30104708,CK22,Bar soap (Maluwa),1,60,1,9
5,30104708,CK23,Toothbrush,1,5,1,9
6,30104708,CK24,Toothpaste (50 g tub,1,120,16,18
7,30104708,CK25,"Clothes soap (Omo, S",1,100,50,18
8,30104708,CK26,Vaseline/glycerin,1,140,35,19
9,30104708,CK27,Aspirin or Panadol,1,15,1,9
10,30104708,CK28,Fansidar (3 tablet p,2,,,
11,30104708,CK29,Chitenje cloth,1,2000,1,9
12,30104708,CK30,Trousers (kaunjika),1,2500,,
13,30104708,CK31,"Coca-Cola, Fanta (bo",1,120,,
14,30104708,CK32,Carlsberg beer (bott,2,,,
15,30104708,CK33,"Cigarettes, Embassy",1,450,,
16,30104708,CK34,Battery (dry cell) f,1,90,,
17,30104708,CK35,"Watch, digital (simp",2,,,
18,30104708,CK36,Firewood,1,50,1,10
19,30104708,CK37,Charcoal,1,900,50,2
20,30104708,CK38,Paraffin,1,20,1,15
21,30104708,CK39,Chemical fertilizer,2,,,
22,30104708,CK40,Pesticides/Insectici,2,,,
23,30104708,CK41,Herbicides/Fungicide,2,,,
24,30104708,CK42,Motorized transport,2,,,
25,30104708,CK43,Hybrid maize seed (m,2,,,
26,30104708,CK44,"Hand hoe, without ha",1,1500,,
27,30104708,CK45,Panga,1,850,,
28,30104708,CK46,Sickle,1,500,,
29,30104708,CK47,Axe,1,1200,,
30,30104708,CK48,Bicycle,2,,,
31,30104708,CK49,Foam mattress (10 cm,2,,,
32,30104708,CK50,"Mosquito net (white,",2,,,
1,30105325,CK1,Maize grain,1,3500,50,
2,30105325,CK3,Cost to grind 50 kg,1,1200,,
3,30105325,CK4,Cost to grind 50 kg,2,,,
4,30105325,CK22,Bar soap (Maluwa),1,70,1,9
5,30105325,CK23,Toothbrush,1,60,1,9
6,30105325,CK24,Toothpaste (50 g tub,1,150,50,18
7,30105325,CK25,"Clothes soap (Omo, S",1,250,75,18
8,30105325,CK26,Vaseline/glycerin,1,150,50,19
9,30105325,CK27,Aspirin or Panadol,1,20,1,9
10,30105325,CK28,Fansidar (3 tablet p,1,120,1,9
11,30105325,CK29,Chitenje cloth,1,1800,1,9
12,30105325,CK30,Trousers (kaunjika),1,1700,,
13,30105325,CK31,"Coca-Cola, Fanta (bo",1,150,,
14,30105325,CK32,Carlsberg beer (bott,1,250,,
15,30105325,CK33,"Cigarettes, Embassy",1,350,,
16,30105325,CK34,Battery (dry cell) f,1,100,,
17,30105325,CK35,"Watch, digital (simp",1,700,,
18,30105325,CK36,Firewood,1,50,1,10
19,30105325,CK37,Charcoal,1,600,50,2
20,30105325,CK38,Paraffin,1,160,300,19
21,30105325,CK39,Chemical fertilizer,2,,,
22,30105325,CK40,Pesticides/Insectici,2,,,
23,30105325,CK41,Herbicides/Fungicide,2,,,
24,30105325,CK42,Motorized transport,2,,,
25,30105325,CK43,Hybrid maize seed (m,2,,,
26,30105325,CK44,"Hand hoe, without ha",1,1700,,
27,30105325,CK45,Panga,1,750,,
28,30105325,CK46,Sickle,1,800,,
29,30105325,CK47,Axe,1,1300,,
30,30105325,CK48,Bicycle,2,,,
31,30105325,CK49,Foam mattress (10 cm,2,,,
32,30105325,CK50,"Mosquito net (white,",2,,,
1,30105448,CK1,Maize grain,1,6000,1,2
2,30105448,CK3,Cost to grind 50 kg,1,600,,
3,30105448,CK4,Cost to grind 50 kg,2,,,
4,30105448,CK22,Bar soap (Maluwa),1,70,1,9
5,30105448,CK23,Toothbrush,1,60,1,9
6,30105448,CK24,Toothpaste (50 g tub,1,150,50,18
7,30105448,CK25,"Clothes soap (Omo, S",1,250,75,18
8,30105448,CK26,Vaseline/glycerin,1,150,50,19
9,30105448,CK27,Aspirin or Panadol,1,20,1,9
10,30105448,CK28,Fansidar (3 tablet p,1,120,1,9
11,30105448,CK29,Chitenje cloth,1,1800,1,9
12,30105448,CK30,Trousers (kaunjika),1,1700,,
13,30105448,CK31,"Coca-Cola, Fanta (bo",1,150,,
14,30105448,CK32,Carlsberg beer (bott,1,250,,
15,30105448,CK33,"Cigarettes, Embassy",1,350,,
16,30105448,CK34,Battery (dry cell) f,1,100,,
17,30105448,CK35,"Watch, digital (simp",1,700,,
18,30105448,CK36,Firewood,1,50,1,10
19,30105448,CK37,Charcoal,1,600,50,2
20,30105448,CK38,Paraffin,1,160,300,19
21,30105448,CK39,Chemical fertilizer,2,,,
22,30105448,CK40,Pesticides/Insectici,2,,,
23,30105448,CK41,Herbicides/Fungicide,2,,,
24,30105448,CK42,Motorized transport,2,,,
25,30105448,CK43,Hybrid maize seed (m,2,,,
26,30105448,CK44,"Hand hoe, without ha",1,1700,,
27,30105448,CK45,Panga,1,750,,
28,30105448,CK46,Sickle,1,800,,
29,30105448,CK47,Axe,1,1300,,
30,30105448,CK48,Bicycle,2,,,
31,30105448,CK49,Foam mattress (10 cm,2,,,
32,30105448,CK50,"Mosquito net (white,",2,,,
1,30107624,CK1,Maize grain,1,6000,50,1
2,30107624,CK3,Cost to grind 50 kg,1,750,,
3,30107624,CK4,Cost to grind 50 kg,2,,,
4,30107624,CK22,Bar soap (Maluwa),1,60,1,9
5,30107624,CK23,Toothbrush,1,30,1,9
6,30107624,CK24,Toothpaste (50 g tub,1,50,50,18
7,30107624,CK25,"Clothes soap (Omo, S",1,200,25,18
8,30107624,CK26,Vaseline/glycerin,1,50,20,18
