case_id,hhid,crop_code,ag_q01,ag_q02a,ag_q02b,ag_q02b_oth,ag_q02c,ag_q03,ag_q05a,ag_q05b,ag_q06a,ag_q06b,ag_q07a,ag_q07b,ag_q08,ag_q09,ag_q09_oth,ag_q10,ag_q31a,ag_q31b,ag_q31b_oth,ag_q31c,ag_q32a,ag_q32b,ag_q32b_oth,ag_q32c,ag_q33a,ag_q33b,ag_q33b_oth,ag_q33c,ag_q34a,ag_q34b,ag_q34b_oth,ag_q34c,ag_q35a,ag_q35b,ag_q35b_oth,ag_q35c,ag_q35d,ag_q36a,ag_q36b,ag_q36_oth,ag_q37,ag_q38,ag_q38_oth,ag_q39a,ag_q39b,ag_q39b_oth,ag_q39c,ag_q40a,ag_q40b,ag_q40_oth,ag_q41a,ag_q41b,ag_q41_oth
101021090187,2db8307e59ca47ff9feba949444840f5,coffee,yes,498,kilogram,,NOT APPLICABLE,109000,4,,1,2,june,2016,4,On Foot,,0,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,1,Insects,,,no,,,,,,,,,,To sell at a higher price,,
101021090302,bb4ad46308fd47f2a1734aea35038427,banana,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,bunch,,NOT APPLICABLE,5,Rotting,,,no,,,,,,,,,,Food for household,,
101021100010,0f2a6bc1f8f3476da532df54edf32e32,coffee,yes,400,kilogram,,S: SHELLED,28000,6,,1,2,july,2016,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,6,Other (Specify),,IMPROPER STORAGE,no,,,,,,,,,,Wait for the arrival of buyer,,
101021100020,63ed8484afcc4d81a94787f181daaa9c,banana,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,5,Rotting,,,no,,,,,,,,,,Food for household,,
101021100020,63ed8484afcc4d81a94787f181daaa9c,coffee,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,To sell at a higher price,,
101021100061,97cf255d846147d4a761af2f93534d47,banana,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,10,Rotting,,,no,,,,,,,,,,Food for household,Does not usually store,
101021100082,6877f51463284bab9776e27ac99ffe4e,avocado,no,,,,,,,,,,,,,,,,1,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,4,Other (Specify),,DAMAGE DURING HARVEST,no,,,,,,,,,,Food for household,Does not usually store,
101021100092,a4c212d9e2a241c980d0b61747cd6cc4,banana,yes,7,bunch,,S: SHELLED,10500,4,,1,2,september,2015,3,On Foot,,0,1,bunch,,S: SHELLED,0,,,,7,bunch,,S: SHELLED,0,,,,0,,,,0,,,,no,,,,,,,,,,Food for household,Seed for planting,
101021100102,284147d74bcf4cbab27b13738cd1bf9e,banana,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,bunch,,NOT APPLICABLE,3,Rotting,,,no,,,,,,,,,,Food for household,Does not usually store,
101021100112,1066643538b2448bb6f3576d99b93963,coffee,yes,245,kilogram,,NOT APPLICABLE,245000,3,,1,2,september,2015,2,On Foot,,0,8,kilogram,,NOT APPLICABLE,0,,,,0,,,,0,,,,10,kilogram,,NOT APPLICABLE,1,Insects,,,no,,,,,,,,,,Food for household,To sell at a higher price,
101021100112,1066643538b2448bb6f3576d99b93963,banana,no,,,,,,,,,,,,,,,,2,bunch,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Food for household,,
101021100133,1273a65b2b7e4d1580a3d46f44830ea9,banana,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,3,bunch,,NOT APPLICABLE,5,Rodents/Pests,,,no,,,,,,,,,,Food for household,Does not usually store,
101021100143,a183a0d1519b417fb227c3bf6833f6b5,banana,yes,2,50 KG BAG,,NOT APPLICABLE,15000,3,,1,2,september,2015,2,Buyer picked up the crop,,0,5,bunch,,NOT APPLICABLE,0,,,,0,,,,0,,,,5,bunch,,NOT APPLICABLE,5,Insects,Rotting,,no,,,,,,,,,,Food for household,To sell at a higher price,
101021100153,470ec0d9ff1443938cd195042ff9ac05,banana,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,bunch,,NOT APPLICABLE,5,Rotting,,,no,,,,,,,,,,Food for household,Does not usually store,
101021100153,470ec0d9ff1443938cd195042ff9ac05,coffee,yes,100,kilogram,,NOT APPLICABLE,50000,3,,1,2,may,2016,1,On Foot,,0,0,,,,0,,,,0,,,,0,,,,5,kilogram,,NOT APPLICABLE,5,Rotting,Rodents/Pests,,no,,,,,,,,,,To sell at a higher price,Wait for the arrival of buyer,
101021100173,b172ac557f21486cbaf35a846610de85,coffee,yes,1400,kilogram,,U: UNSHELLED,160000,7,,1,2,june,2016,2,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,8,Other (Specify),,IMPROPER STORAGE,no,,,,,,,,,,Wait for the arrival of buyer,,
101021100173,b172ac557f21486cbaf35a846610de85,banana,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,3,Rotting,,,no,,,,,,,,,,Does not usually store,,
101021100193,59738c6b0b0b4698bdcb3b4d47249f87,coffee,yes,800,kilogram,,U: UNSHELLED,120000,5,,1,2,july,2016,9,On Foot,,0,0,,,,200,kilogram,,S: SHELLED,0,,,,0,,,,0,,,,7,Other (Specify),,IMPROPER STORAGE,no,,,,,,,,,,Wait for the arrival of buyer,,
101021100213,881c0760605f4f278e2c1ab74ee0c3be,banana,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,8,Other (Specify),,DAMAGE DURING HARVEST,no,,,,,,,,,,Does not usually store,,
101021100213,881c0760605f4f278e2c1ab74ee0c3be,coffee,yes,400,kilogram,,S: SHELLED,60000,3,,1,2,july,2016,4,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,3,Other (Specify),,IMPROPER STORAGE,no,,,,,,,,,,Wait for the arrival of buyer,,
101021110011,e1dd613e0dc44885b2de4a350297c701,banana,yes,4,OTHER (SPECIFY),90 KG BAG,NOT APPLICABLE,50000,5,,1,2,august,2016,2,On Foot,,0,1,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,1,Insects,,,no,,,,,,,,,,Food for household,To sell at a higher price,
101021110038,fcef9cc7c9024178bb6fd8033aa1d344,banana,yes,2,OTHER (SPECIFY),BASKET (UNSPECIFIED SIZE),NOT APPLICABLE,5000,2,,1,,july,2015,2,On Foot,,0,0,,,,0,,,,0,,,,0,,,,8,piece,,NOT APPLICABLE,2,Rotting,,,no,,,,,,,,,,Food for household,To sell at a higher price,
101021110045,d031baf10320462c8169b7d8d2c799f7,banana,yes,3,OTHER (SPECIFY),BASKET (UNSPECIFIED SIZE),NOT APPLICABLE,9000,2,,1,2,september,2016,3,Own Bicycle or Oxcart,,0,0,,,,0,,,,0,,,,0,,,,1,bunch,,NOT APPLICABLE,5,Rotting,Rodents/Pests,,no,,,,,,,,,,Food for household,To sell at a higher price,
101021110052,6d2b5a8bd4b74a128d41bb2b04959bd6,banana,yes,2,OTHER (SPECIFY),BASKET (UNSPECIFIED SIZE),NOT APPLICABLE,5000,2,,1,3,july,2016,2,On Foot,,0,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,2,Rotting,Rodents/Pests,,no,,,,,,,,,,Food for household,To sell at a higher price,
101021110107,2a343158cb7a4274b38cc558b7645077, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,4,Rodents/Pests,,,no,,,,,,,,,,Food for household,,
101021120044,3a3a0e3cd64c489cad153e73187f93e4, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,1,OTHER (SPECIFY),HEAP,NOT APPLICABLE,1,50 KG BAG,,U: UNSHELLED,5,Rodents/Pests,Rotting,,no,,,,,,,,,,Food for household,To sell at a higher price,
101021120049,417f0741731a425e9d47f453747952c0, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,U: UNSHELLED,25,Rodents/Pests,,,no,,,,,,,,,,Food for household,,
101021120097,157117141b2346699658084dc0cf0cba, CASSAVA,no,,,,,,,,,,,,,,,,10,kilogram,,NOT APPLICABLE,0,,,,0,,,,0,,,,,,,,20,Rodents/Pests,,,no,,,,,,,,,,Food for household,,
101031130020,ab780e8f0dd747eeb83fda74bef48737, CASSAVA,no,,,,,,,,,,,,,,,,2,PAIL (SMALL),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,4,Rodents/Pests,,,yes,Bags in house,,2,PAIL (SMALL),,NOT APPLICABLE,Did Nothing,,,Food for household,,
101031130030,c642eb5bae004f2bb7510eaf740e3fc3, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,3,Rodents/Pests,,,yes,Bags in house,,1,PAIL (SMALL),,NOT APPLICABLE,Did Nothing,,,Food for household,,
101031130039,2cf6fa2186b04e53b11b5ba9ba3b230b, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,Rodents/Pests,,,no,,,,,,,,,,Food for household,,
101031140020,2d67e904c12e4c3d9e619e355b6e0a29, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,6,Rodents/Pests,,,yes,Bags in house,,3,50 KG BAG,,S: SHELLED,Did Nothing,Other (Specify),SUN DRYING,Food for household,,
101031140041,6a4e0128607e4cdf810a934164776c0e,banana,yes,20,bunch,,NOT APPLICABLE,2000,4,,1,,august,2016,4,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,1,bunch,,NOT APPLICABLE,5,Rotting,Rodents/Pests,,no,,,,,,,,,,Food for household,To sell at a higher price,
101031140048,b2a2026c83ae41a7923a98816df65b14, CASSAVA,yes,3,OTHER (SPECIFY),90 KG BAG,NOT APPLICABLE,25000,2,,1,,february,2016,5,On Foot,,0,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,2,Rodents/Pests,Rotting,,no,,,,,,,,,,Food for household,,
101031140063,493266144833480db51fec24dfab1ad3, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,4,Rotting,Rodents/Pests,,no,,,,,,,,,,Food for household,,
101031140070,163eadee65014697a8b245e2ef6d29b7,banana,yes,3,OTHER (SPECIFY),BASKET (UNSPECIFIED SIZE),NOT APPLICABLE,5000,5,,1,2,december,2015,3,On Foot,,0,0,,,,0,,,,0,,,,0,,,,1,bunch,,NOT APPLICABLE,5,Rotting,,,no,,,,,,,,,,Food for household,,
101031140091,a0cfad73b8ba4df8b14e84563cd566ec, CASSAVA,no,,,,,,,,,,,,,,,,1,bunch,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Food for household,Seed for planting,
101031140098,2fe9f709b5864c2bb02d93614ddf5d56,mango,no,,,,,,,,,,,,,,,,5,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,1,50 KG BAG,,NOT APPLICABLE,12,Rotting,Insects,,no,,,,,,,,,,Food for household,,
101031140098,2fe9f709b5864c2bb02d93614ddf5d56,banana,no,,,,,,,,,,,,,,,,2,bunch,,NOT APPLICABLE,0,,,,0,,,,0,,,,15,piece,,NOT APPLICABLE,4,Rotting,,,no,,,,,,,,,,Food for household,Seed for planting,
101031140104,2f91f9906b3c4c6ab0c363655380ad10,banana,no,,,,,,,,,,,,,,,,2,bunch,,NOT APPLICABLE,0,,,,0,,,,0,,,,1,bunch,,NOT APPLICABLE,2,Rotting,,,no,,,,,,,,,,Food for household,,
101031140117,1b182b8196d34a598c0f5aaab4ca616f, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,Rodents/Pests,,,no,,,,,,,,,,Food for household,,
101031140130,7cc3a746c9e6481db3f3561a0fbdef3f,banana,no,,,,,,,,,,,,,,,,1,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,2,Other (Specify),,DAMAGE DURING HARVEST,yes,Heaped in house,,1,OTHER (SPECIFY),HEAP (LARGE),NOT APPLICABLE,Did Nothing,,,Food for household,,
101031140130,7cc3a746c9e6481db3f3561a0fbdef3f, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,Rodents/Pests,,,yes,Bags in house,,1,PAIL (LARGE),,S: SHELLED,Did Nothing,,,Food for household,,
101031140130,7cc3a746c9e6481db3f3561a0fbdef3f,mango,no,,,,,,,,,,,,,,,,3,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,2,PAIL (LARGE),,NOT APPLICABLE,20,Other (Specify),Rotting,IMPROPER STORAGE,no,,,,,,,,,,Food for household,Does not usually store,
101031150002,037262fcbf354cf09c3ca7b8787c072a,banana,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,10,Rotting,,,no,,,,,,,,,,Food for household,,
101031150020,c684602dbd8c44c5853e6927745ede1e,banana,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,10,Rotting,,,no,,,,,,,,,,Food for household,,
101031150028,e8fc80e85f07427b8c4458b9bb8174fd, CASSAVA,yes,9,50 KG BAG,,NOT APPLICABLE,40500,2,,1,2,october,2016,3,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,2,Rotting,,,no,,,,,,,,,,To sell at a higher price,Does not usually store,
101031150081,acb4e05ab69646ebbbcc87b136a17838, CASSAVA,yes,3,PAIL (LARGE),,NOT APPLICABLE,4500,3,,1,,january,2016,1,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,5,Insects,,,no,,,,,,,,,,Food for household,To sell at a higher price,
101031150133,70ba408860bd46a3ae605ad6834d1faf, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,Rotting,,,no,,,,,,,,,,Food for household,,
101041160040,b3a42df4b698489a82b063dc6db5d14f, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,U: UNSHELLED,4,Rodents/Pests,,,no,,,,,,,,,,Food for household,,
101041170080,8c07a08578284555a027c2b24e915520, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,3,PAIL (LARGE),,NOT APPLICABLE,1,PAIL (LARGE),,NOT APPLICABLE,1,Other (Specify),,ANIMAL (PEST),no,,,,,,,,,,Food for household,Seed for planting,
101041170138,0303fa000b8c494fb0de4c0812b84cf6, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,5,Rotting,Rodents/Pests,,no,,,,,,,,,,Food for household,,
101041170150,c6464cd2a2a5447ab2f678abf5896594, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,Rodents/Pests,,,no,,,,,,,,,,Food for household,,
101041170173,0a7f7dc214a94447b1fa9dfaac858248, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,Rodents/Pests,,,yes,Bags in house,,1,PAIL (LARGE),,NOT APPLICABLE,Did Nothing,,,Food for household,,
101041180012,9eaabc41fef74a1688e6c9692fb9e18d, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,NOT APPLICABLE,5,Rotting,,,no,,,,,,,,,,Food for household,To sell at a higher price,
101041180023,48bbaf1126a64d8b89f89ae4673a968d,mango,no,,,,,,,,,,,,,,,,1,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,1,PAIL (LARGE),,NOT APPLICABLE,5,Rotting,,,no,,,,,,,,,,Food for household,Does not usually store,
101041180058,5fa7f3e67ac94eb7b3beb3a05387c2d1, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,Rodents/Pests,Rotting,,no,,,,,,,,,,Food for household,,
101041180081,3134188d461f428e9ba381c0347cb9db,banana,no,,,,,,,,,,,,,,,,1,PAIL (SMALL),,U: UNSHELLED,0,,,,0,,,,0,,,,1,bunch,,S: SHELLED,2,Other (Specify),,IMPROPER STORAGE,no,,,,,,,,,,Food for household,,
101041180197,60db1081c0bc40bfaaec10060a5228af, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,Rotting,,,no,,,,,,,,,,Food for household,,
101041180209,80d65cf4719c489c88176fa5cdb04d78, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,Rodents/Pests,,,no,,,,,,,,,,Food for household,,
101041180243,5f18328c9ef1440e9e8e2667ae43f1d4,banana,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,Other (Specify),,DAMAGE DURING HARVEST,yes,Heaped in house,,2,bunch,,NOT APPLICABLE,Did Nothing,,,Food for household,,
101041180243,5f18328c9ef1440e9e8e2667ae43f1d4,mango,no,,,,,,,,,,,,,,,,2,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,3,50 KG BAG,,NOT APPLICABLE,30,Rotting,,,no,,,,,,,,,,Does not usually store,,
102011240003,6a35aa61c3c14b1298998803d2c41361,mango,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,30,Rotting,,,no,,,,,,,,,,Does not usually store,,
102011240011,00e67fc92b434910ae4a588825f8a22c, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,Rodents/Pests,,,no,,,,,,,,,,Food for household,,
102011240018,719ec9083f294582a03dd54632d77324,mango,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,20,Rotting,,,no,,,,,,,,,,Does not usually store,,
102011240018,719ec9083f294582a03dd54632d77324,banana,yes,6,50 KG BAG,,NOT APPLICABLE,15000,1,,1,,december,2016,4,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,5,Other (Specify),,DAMAGE DURING HARVEST,no,,,,,,,,,,Food for household,,
102011240026,f8b29212b2234318bdccd5637977ab62, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,Rodents/Pests,,,no,,,,,,,,,,Food for household,,
102011240033,be62801d20984d8c9fccacf3ac631ada, CASSAVA,no,,,,,,,,,,,,,,,,20,piece,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,1,Rotting,,,no,,,,,,,,,,Food for household,,
102011240048,70a440d821cb4a049a9dbe2f8cb44433, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,Other (Specify),,IMPROPER STORAGE,no,,,,,,,,,,Food for household,,
102011240056,2fbe6c27bc344764bf9d38a9a4757d38, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,Rotting,,,no,,,,,,,,,,Food for household,,
