ea_id,com_cb01,com_cb03,com_cb04,com_cb05,com_cb05_oth,com_cb05_1,com_cb06,com_cb07,com_cb08
10203132,1,male,47,headman,,17,47,pslc,nkhonde
10203132,3,female,34,RELIGIOUS LEADER,,6,30,pslc,nkhonde
10203132,2,male,40,SCHOOL TEACHER,,13,20,msce,nkhonde
10203132,5,male,32,OTHER (SPECIFY),"""VDC MEMBER """,3,32,jce,nkhonde
10203132,4,female,35,OTHER (SPECIFY),"""VDC MEMBER """,8,32,pslc,tumbuka
10203133,4,female,47,BUSINESS MAN/WOMAN,,16,38,jce,nkhonde
10203133,2,male,67,OTHER (SPECIFY),VDC Committee member,9,43,msce,ngoni
10203133,3,male,46,headman,,14,40,none,nkhonde
10203133,5,female,43,RELIGIOUS LEADER,,7,26,msce,nkhonde
10203133,6,male,50,police,,26,2,jce,nkhonde
10203133,1,male,51,BUSINESS MAN/WOMAN,,7,51,pslc,nkhonde
10203134,3,female,33,OTHER (SPECIFY),"""VDC MEMBER """,5,31,pslc,nkhonde
10203134,4,female,36,RELIGIOUS LEADER,,8,34,pslc,nkhonde
10203134,1,male,48,headman,,12,48,pslc,nkhonde
10203134,2,male,35,OTHER (SPECIFY),"""VDC MEMBER """,6,31,pslc,nkhonde
10203135,8,female,42,OTHER (SPECIFY),VDC Member,2,27,jce,nkhonde
10203135,3,female,43,headman,,3,12,msce,sukwa
10203135,10,male,47,HEALTH WORKER,,16,12,jce,nkhonde
10203135,4,male,49,OTHER (SPECIFY),VDC Members,2,36,msce,nkhonde
10203135,2,female,30,ASSISTANT AGRICULTURAL EXTENSIOND EVELOPMENT OFFICER,,10,10,"UNIVERSITY DIPLOMA, DEGREE",ngoni
10203135,7,male,40,OTHER (SPECIFY),VDC Member,2,37,jce,nkhonde
10203135,1,male,75,headman,,11,15,jce,nkhonde
10203135,5,female,40,HEALTH WORKER,,16,12,jce,tumbuka
10203135,6,male,46,OTHER (SPECIFY),AVO,20,16,msce,tumbuka
10203135,9,male,36,OTHER (SPECIFY),VDC Member,2,36,jce,nkhonde
10203136,4,female,36,RELIGIOUS LEADER,,6,36,pslc,nkhonde
10203136,1,male,53,headman,,12,27,jce,nkhonde
10203136,5,female,41,RELIGIOUS LEADER,,8,41,pslc,nkhonde
10203136,3,male,49,OTHER (SPECIFY),"""VDC Chairman """,10,49,none,nkhonde
10203136,2,male,44,HEALTH WORKER,,8,30,msce,nkhonde
10203137,2,female,46,HEALTH WORKER,,18,18,msce,tumbuka
10203137,3,male,48,RELIGIOUS LEADER,,6,48,jce,tumbuka
10203137,6,male,58,headman,,19,40,jce,tumbuka
10203137,1,female,61,headman,,24,14,msce,tumbuka
10203137,5,male,47,OTHER (SPECIFY),"""VDC Chairman """,9,31,msce,tumbuka
10203137,4,male,50,OTHER (SPECIFY),"""VDC committee member """,9,50,jce,tumbuka
10204138,2,male,37,HEALTH WORKER,,10,32,msce,nyakyusa
10204138,7,male,43,OTHER (SPECIFY),"""VDC MEMBER """,10,40,none,tumbuka
10204138,4,male,40,OTHER (SPECIFY),"""VDC MEMBER """,8,40,pslc,tumbuka
10204138,5,male,50,headman,,14,50,none,tumbuka
10204138,3,female,33,HEALTH WORKER,,4,30,msce,tumbuka
10204138,6,female,42,ASSISTANT AGRICULTURAL EXTENSIOND EVELOPMENT OFFICER,,6,35,msce,tumbuka
10204138,1,male,32,SCHOOL TEACHER,,6,15,msce,tumbuka
10204139,4,female,36,OTHER (SPECIFY),"""VDC Committee member """,5,28,jce,tumbuka
10204139,2,female,45,RELIGIOUS LEADER,,15,19,jce,tumbuka
10204139,5,male,47,RELIGIOUS LEADER,,13,39,msce,tumbuka
10204139,6,female,26,SCHOOL HEADMASTER,,7,5,msce,chewa
10204139,3,male,53,OTHER (SPECIFY),Hangalawe School Payer,14,6,NON-UNIVERSITY DIPLOMA,tumbuka
10204139,1,male,32,COUNSELOR TO HEADMAN,,8,32,pslc,tumbuka
10204140,6,female,41,OTHER (SPECIFY),VDC MEMBER L,12,41,pslc,tumbuka
10204140,5,male,39,OTHER (SPECIFY),"""VDC MEMBER """,10,39,pslc,tumbuka
10204140,2,male,49,headman,,20,49,jce,tumbuka
10204140,4,male,35,OTHER (SPECIFY),"""VDC MEMBER """,5,33,pslc,tumbuka
10204140,3,male,38,HEALTH WORKER,,8,25,msce,tumbuka
10204141,5,female,37,HEALTH WORKER,,5,37,msce,tumbuka
10204141,1,female,45,RELIGIOUS LEADER,,19,39,msce,tumbuka
10204141,4,male,40,OTHER (SPECIFY),"""VDC committee member """,6,40,jce,tumbuka
10204141,2,male,51,SCHOOL TEACHER,,18,20,msce,tumbuka
10204141,3,male,63,headman,,14,37,msce,tumbuka
10205142,1,male,65,headman,,20,65,pslc,tumbuka
10205142,5,female,37,RELIGIOUS LEADER,,9,37,none,tumbuka
10205142,3,female,40,RELIGIOUS LEADER,,6,40,pslc,tumbuka
10205142,2,male,40,ASSISTANT AGRICULTURAL EXTENSIOND EVELOPMENT OFFICER,,5,30,msce,tumbuka
10205142,4,female,35,SCHOOL TEACHER,,10,32,msce,tumbuka
10205143,1,male,49,headman,,15,21,jce,nkhonde
10205143,6,female,56,RELIGIOUS LEADER,,12,44,pslc,nkhonde
10205143,4,male,42,HEALTH WORKER,,19,19,msce,nkhonde
10205143,7,female,46,RELIGIOUS LEADER,,7,46,none,nkhonde
10205143,5,female,37,RELIGIOUS LEADER,,7,33,pslc,nkhonde
10205143,3,male,36,BUSINESS MAN/WOMAN,,4,36,pslc,nkhonde
10205143,2,male,58,OTHER (SPECIFY),"""VDC Chairman """,6,33,jce,nkhonde
10205144,6,female,30,OTHER (SPECIFY),"""VDC MEMBER """,29,3,pslc,tumbuka
10205144,5,male,27,OTHER (SPECIFY),VDC MEMBER,2,27,none,tumbuka
10205144,2,male,58,headman,,7,56,none,tumbuka
10205144,4,male,42,SCHOOL HEADMASTER,,10,35,msce,tumbuka
10205144,1,male,32,HEALTH WORKER,,3,3,NON-UNIVERSITY DIPLOMA,tumbuka
10205144,3,male,34,OTHER (SPECIFY),"""VCD MEMBER """,2,30,pslc,tumbuka
10220145,3,female,38,RELIGIOUS LEADER,,9,34,jce,nkhonde
10220145,2,male,63,BUSINESS MAN/WOMAN,,7,22,msce,nkhonde
10220145,5,male,58,headman,,7,34,msce,nkhonde
10220145,4,female,33,SCHOOL TEACHER,,10,10,msce,nkhonde
10220145,6,female,44,HEALTH WORKER,,7,15,msce,nkhonde
10220145,1,male,53,SCHOOL TEACHER,,3,17,jce,tumbuka
10220146,1,female,36,SCHOOL TEACHER,,11,32,msce,nkhonde
10220146,3,female,42,headman,,8,42,pslc,nkhonde
10220146,4,male,38,OTHER (SPECIFY),"""VDC MEMBER """,6,35,jce,nkhonde
10220146,2,female,32,RELIGIOUS LEADER,,3,32,pslc,nkhonde
10220146,5,male,40,OTHER (SPECIFY),"""VDC MEMBER """,5,40,pslc,nkhonde
10220147,3,female,27,police,,6,4,msce,tumbuka
10220147,2,female,25,HEALTH WORKER,,15,15,msce,tumbuka
10220147,4,male,43,RELIGIOUS LEADER,,17,29,NON-UNIVERSITY DIPLOMA,tumbuka
10220147,1,male,37,SCHOOL TEACHER,,12,9,"UNIVERSITY DIPLOMA, DEGREE",tumbuka
10220147,5,male,31,BUSINESS MAN/WOMAN,,11,20,msce,tumbuka
10301148,10,male,74,headman,,2,74,none,tumbuka
10301148,1,male,58,OTHER (SPECIFY),"""GROUP VILLAGE HEADMAN """,10,58,pslc,tumbuka
10301148,9,female,56,OTHER (SPECIFY),CHAIR LADY MOTHER GROUP,6,56,none,tumbuka
10301148,3,female,31,OTHER (SPECIFY),VICE SECRETARY MOTHER GROUP,1,10,pslc,tumbuka
10301148,8,male,53,RELIGIOUS LEADER,,1,53,pslc,tumbuka
10301148,5,male,64,OTHER (SPECIFY),LEAD FARMER LIVESTOCK,2,18,pslc,tumbuka
10301148,7,male,67,headman,,27,67,none,tumbuka
10301148,4,female,52,OTHER (SPECIFY),FARMER,12,52,none,tumbuka
10301148,2,male,36,COUNSELOR TO HEADMAN,,6,36,pslc,tumbuka
10301148,6,male,64,COUNSELOR TO HEADMAN,,14,62,none,tumbuka
10301149,3,male,49,headman,,6,24,pslc,tonga
10301149,5,male,51,HEALTH WORKER,,25,51,pslc,tonga
10301149,7,female,39,OTHER (SPECIFY),farmer,20,31,pslc,tonga
10301149,8,female,32,OTHER (SPECIFY),farmer,12,32,none,tonga
10301149,4,female,56,OTHER (SPECIFY),"""farmer """,37,56,none,tonga
10301149,1,male,67,OTHER (SPECIFY),farmer,40,67,pslc,tonga
10301149,2,male,62,SCHOOL TEACHER,,25,37,msce,tonga
10301149,6,female,49,OTHER (SPECIFY),"""farmer """,15,15,pslc,tonga
10301150,6,male,23,COUNSELOR TO HEADMAN,,4,23,msce,tonga
10301150,4,male,56,COUNSELOR TO HEADMAN,,10,19,pslc,chewa
10301150,5,male,58,OTHER (SPECIFY),CBO FACILITATOR,12,17,jce,tonga
10301150,1,male,38,SCHOOL TEACHER,,6,6,msce,tonga
10301150,3,male,46,ASSISTANT AGRICULTURAL EXTENSIOND EVELOPMENT OFFICER,,11,5,NON-UNIVERSITY DIPLOMA,tumbuka
10301150,2,male,48,headman,,21,47,none,tonga
10301150,8,female,31,BUSINESS MAN/WOMAN,,3,7,jce,tonga
10301150,7,male,38,BUSINESS MAN/WOMAN,,7,38,jce,tonga
10301151,4,male,31,OTHER (SPECIFY),"""SECRETARY OF SCHOOL MANAGEMENT COMMITTEE """,1,12,jce,tonga
10301151,7,male,45,headman,,11,45,none,tonga
10301151,2,female,50,headman,,2,10,none,tonga
10301151,6,male,75,headman,,24,75,none,tonga
10301151,3,male,27,SCHOOL TEACHER,,2,1,msce,tumbuka
10301151,5,male,61,SPOUSE OF HEADMAN,,13,61,none,tonga
10301151,1,male,45,OTHER (SPECIFY),"""PTA CHAIRMAN """,2,16,none,tumbuka
10302152,7,female,52,OTHER (SPECIFY),CHURCH TREASURER,5,52,none,tonga
10302152,4,female,69,COUNSELOR TO HEADMAN,,2,69,none,tonga
10302152,2,male,61,COUNSELOR TO HEADMAN,,19,36,pslc,tonga
10302152,5,female,56,OTHER (SPECIFY),CHURCH ELDER,2,15,jce,tonga
10302152,1,male,85,OTHER (SPECIFY),"""GROUP VILLAGE HEADMAN """,19,85,pslc,tonga
10302152,8,male,80,COUNSELOR TO HEADMAN,,6,34,none,tonga
10302152,9,male,52,BUSINESS MAN/WOMAN,,2,32,pslc,tonga
10302152,3,male,65,COUNSELOR TO HEADMAN,,3,10,jce,tonga
10302152,6,female,50,BUSINESS MAN/WOMAN,,5,50,none,tonga
10302153,5,male,44,OTHER (SPECIFY),"""FARMER """,20,3,jce,tonga
10302153,4,male,44,RELIGIOUS LEADER,,17,40,none,tonga
10302153,12,female,67,headman,,20,25,none,tonga
10302153,3,male,45,OTHER (SPECIFY),"""FARMER """,18,35,pslc,tonga
10302153,7,male,61,COUNSELOR TO HEADMAN,,2,46,none,tonga
10302153,11,male,43,OTHER (SPECIFY),"""CHURCH SECRETARY """,6,23,none,chewa
10302153,14,male,64,OTHER (SPECIFY),PTA CHAIRMAN,1,64,none,tonga
10302153,2,male,41,RELIGIOUS LEADER,,14,12,NON-UNIVERSITY DIPLOMA,tonga
10302153,9,female,29,OTHER (SPECIFY),FARMER,10,20,none,tonga
10302153,8,female,36,BUSINESS MAN/WOMAN,,5,24,none,tonga
10302153,6,male,50,ASSISTANT AGRICULTURAL EXTENSIOND EVELOPMENT OFFICER,,23,7,NON-UNIVERSITY DIPLOMA,chewa
10302153,1,female,61,headman,,13,61,none,tonga
10302153,10,male,30,OTHER (SPECIFY),CHURCH  ELDER,7,20,none,chewa
10302153,13,female,42,BUSINESS MAN/WOMAN,,10,11,none,tonga
10303154,3,male,45,RELIGIOUS LEADER,,7,32,none,tonga
10303154,8,female,55,OTHER (SPECIFY),"""VDC CHAIRPERSON """,7,35,pslc,tonga
10303154,2,male,75,headman,,26,65,none,tonga
10303154,7,female,50,SCHOOL TEACHER,,4,15,jce,tonga
10303154,5,male,74,OTHER (SPECIFY),CHAIRMAN  OF CHILDREN  CORNER,15,36,jce,tonga
10303154,6,male,73,OTHER (SPECIFY),"""LEAD FARMER """,10,46,pslc,tonga
10303154,10,male,66,OTHER (SPECIFY),"""AREA STEAK  HOLDER CHAIRPERSON """,11,12,jce,tonga
10303154,1,male,52,headman,,16,30,none,tonga
10303154,4,male,27,OTHER (SPECIFY),"""YOUTH SECRETARY """,2,24,jce,tonga
10303154,9,female,50,OTHER (SPECIFY),CHURCH  ELDER,7,45,none,tonga
10304155,3,male,45,OTHER (SPECIFY),"""farmer """,24,40,none,tonga
10304155,7,female,35,BUSINESS MAN/WOMAN,,5,35,jce,tonga
10304155,9,female,42,OTHER (SPECIFY),farmer,15,42,none,tonga
10304155,4,male,37,OTHER (SPECIFY),"""farmer """,20,30,none,tonga
10304155,6,female,33,OTHER (SPECIFY),farmer,10,33,none,tonga
10304155,11,male,75,headman,,30,40,pslc,tonga
10304155,10,male,55,OTHER (SPECIFY),farmer,30,55,none,tonga
10304155,2,male,48,OTHER (SPECIFY),"""healthy volunteer """,2,48,pslc,tonga
10304155,8,female,59,COUNSELOR TO HEADMAN,,5,59,none,tonga
10304155,1,male,35,RELIGIOUS LEADER,,2,35,none,tonga
10304155,5,female,35,OTHER (SPECIFY),"""farmer """,15,35,none,tonga
10304156,4,male,52,COUNSELOR TO HEADMAN,,3,52,pslc,tonga
10304156,9,male,83,headman,,26,76,pslc,tonga
10304156,3,male,34,RELIGIOUS LEADER,,6,34,pslc,tonga
10304156,7,female,51,OTHER (SPECIFY),CHURCH ELDER,8,51,none,tonga
10304156,6,female,34,OTHER (SPECIFY),CHURCH ELDER,3,34,pslc,tonga
10304156,5,female,46,RELIGIOUS LEADER,,10,26,pslc,tonga
10304156,2,male,74,RELIGIOUS LEADER,,34,68,jce,tonga
10304156,1,male,57,headman,,3,11,none,tonga
10304156,8,female,40,OTHER (SPECIFY),FARMER,20,40,none,tonga
10305157,7,female,54,BUSINESS MAN/WOMAN,,2,53,pslc,tonga
10305157,8,male,63,headman,,8,42,none,tonga
10305157,4,female,63,OTHER (SPECIFY),"""CHURCH ELDER """,6,60,none,tonga
10305157,1,male,53,SCHOOL TEACHER,,20,6,msce,tonga
10305157,3,male,35,COUNSELOR TO HEADMAN,,3,27,pslc,tonga
10305157,5,male,32,OTHER (SPECIFY),"""CHURCH TREASURER """,2,3,none,chewa
10305157,6,female,22,BUSINESS MAN/WOMAN,,2,18,jce,tonga
10305157,2,male,50,COUNSELOR TO HEADMAN,,10,15,pslc,tonga
10305157,9,female,35,OTHER (SPECIFY),"""CHURCH CHAIRPERSON """,3,35,none,tonga
10305158,6,male,46,OTHER (SPECIFY),"""VICE  PTA CHAIRMAN """,2,30,pslc,tonga
10305158,2,male,69,RELIGIOUS LEADER,,50,35,jce,tonga
10305158,4,male,60,OTHER (SPECIFY),CHAIRMAN  OF VICTIM SUPPORT UNIT,1,10,msce,tonga
10305158,9,male,52,COUNSELOR TO HEADMAN,,17,17,pslc,tonga
10305158,14,male,80,COUNSELOR TO HEADMAN,,20,80,none,tonga
10305158,1,male,40,COUNSELOR TO HEADMAN,,2,40,pslc,tonga
10305158,12,male,62,OTHER (SPECIFY),"""CHAIRMAN  OF ZILAKOMA DEVELOPMENT  PROGRAM """,1,10,"UNIVERSITY DIPLOMA, DEGREE",tonga
10305158,13,female,72,headman,,5,72,none,tonga
10305158,3,male,29,headman,,3,18,none,tonga
10305158,8,female,35,OTHER (SPECIFY),CHAIRPERSON MOTHER GROUP,1,35,none,tonga
10305158,11,male,24,SCHOOL TEACHER,,3,3,msce,tumbuka
10305158,10,male,50,BUSINESS MAN/WOMAN,,10,30,msce,tonga
10305158,5,male,45,headman,,7,20,none,tonga
10305158,7,female,36,OTHER (SPECIFY),CHAIR PERSON PTA,1,30,none,tonga
10306159,10,male,44,headman,,2,28,pslc,tonga
10306159,4,male,45,COUNSELOR TO HEADMAN,,3,40,none,tonga
10306159,9,male,89,RELIGIOUS LEADER,,17,66,none,tonga
