case_id,hhid,ag_s0a,ag_s01,ag_s02,ag_s03a,ag_s03b,ag_s03b_oth,ag_s04,ag_s05a,ag_s05b,ag_s05b_oth,ag_s06,ag_s07a,ag_s07b,ag_s08,ag_s09a,ag_s09b,ag_s09b_oth,ag_s10a,ag_s10b,ag_s10b_oth,ag_s11a,ag_s11b,ag_s11b_oth,ag_s12,ag_s13
101011010077,490bcc64d31f46d587a7703cfbc07a78,manure,2,,,,,,,,,,,,,,,,,,,,,,,
101011010077,490bcc64d31f46d587a7703cfbc07a78,OTHER (SPECIFY),2,,,,,,,,,,,,,,,,,,,,,,,
101011010085,0c64e3469dfc49cd809df49978c365ad,COW MILK,2,,,,,,,,,,,,,,,,,,,,,,,
101011010085,0c64e3469dfc49cd809df49978c365ad,CHICKEN EGGS,1,1,15,piece,,no,,,,,,,,6,piece,,0,,,0,,,no,
101011010085,0c64e3469dfc49cd809df49978c365ad,GUINEA FOWL EGGS,2,,,,,,,,,,,,,,,,,,,,,,,
101011010085,0c64e3469dfc49cd809df49978c365ad,meat,1,1,4,piece,,yes,1,piece,,2000,1,2,4,2,piece,,0,,,0,,,no,
101011010085,0c64e3469dfc49cd809df49978c365ad,SKINS AND HIDES,2,,,,,,,,,,,,,,,,,,,,,,,
101011010085,0c64e3469dfc49cd809df49978c365ad,manure,2,,,,,,,,,,,,,,,,,,,,,,,
101011010085,0c64e3469dfc49cd809df49978c365ad,OTHER (SPECIFY),2,,,,,,,,,,,,,,,,,,,,,,,
101011010093,665bc90643f046e4a9574fb8f69096a9,COW MILK,2,,,,,,,,,,,,,,,,,,,,,,,
101011010093,665bc90643f046e4a9574fb8f69096a9,CHICKEN EGGS,1,1,26,piece,,no,,,,,,,,16,piece,,0,,,0,,,no,
101011010093,665bc90643f046e4a9574fb8f69096a9,GUINEA FOWL EGGS,2,,,,,,,,,,,,,,,,,,,,,,,
101011010093,665bc90643f046e4a9574fb8f69096a9,meat,1,1,6,piece,,no,,,,,,,,0,,,0,,,0,,,no,
101011010093,665bc90643f046e4a9574fb8f69096a9,SKINS AND HIDES,2,,,,,,,,,,,,,,,,,,,,,,,
101011010093,665bc90643f046e4a9574fb8f69096a9,manure,2,,,,,,,,,,,,,,,,,,,,,,,
101011010093,665bc90643f046e4a9574fb8f69096a9,OTHER (SPECIFY),2,,,,,,,,,,,,,,,,,,,,,,,
101011010102,d43d0e3e75774a6c99239cf5679efd17,COW MILK,2,,,,,,,,,,,,,,,,,,,,,,,
101011010102,d43d0e3e75774a6c99239cf5679efd17,CHICKEN EGGS,1,3,15,piece,,no,,,,,,,,35,piece,,0,,,0,,,no,
101011010102,d43d0e3e75774a6c99239cf5679efd17,GUINEA FOWL EGGS,2,,,,,,,,,,,,,,,,,,,,,,,
101011010102,d43d0e3e75774a6c99239cf5679efd17,meat,2,,,,,,,,,,,,,,,,,,,,,,,
101011010102,d43d0e3e75774a6c99239cf5679efd17,SKINS AND HIDES,2,,,,,,,,,,,,,,,,,,,,,,,
101011010102,d43d0e3e75774a6c99239cf5679efd17,manure,2,,,,,,,,,,,,,,,,,,,,,,,
101011010102,d43d0e3e75774a6c99239cf5679efd17,OTHER (SPECIFY),2,,,,,,,,,,,,,,,,,,,,,,,
101011010110,ca1dc73c3b224454874d2535455cd0dc,COW MILK,1,3,20,litre,,no,,,,,,,,50,litre,,0,,,0,,,no,
101011010110,ca1dc73c3b224454874d2535455cd0dc,CHICKEN EGGS,2,,,,,,,,,,,,,,,,,,,,,,,
101011010110,ca1dc73c3b224454874d2535455cd0dc,GUINEA FOWL EGGS,2,,,,,,,,,,,,,,,,,,,,,,,
101011010110,ca1dc73c3b224454874d2535455cd0dc,meat,2,,,,,,,,,,,,,,,,,,,,,,,
101011010110,ca1dc73c3b224454874d2535455cd0dc,SKINS AND HIDES,2,,,,,,,,,,,,,,,,,,,,,,,
101011010110,ca1dc73c3b224454874d2535455cd0dc,manure,2,,,,,,,,,,,,,,,,,,,,,,,
101011010110,ca1dc73c3b224454874d2535455cd0dc,OTHER (SPECIFY),2,,,,,,,,,,,,,,,,,,,,,,,
101011010118,4276b62241204cb0b265cf2240b7f573,COW MILK,2,,,,,,,,,,,,,,,,,,,,,,,
101011010118,4276b62241204cb0b265cf2240b7f573,CHICKEN EGGS,1,2,10,piece,,no,,,,,,,,12,piece,,0,,,0,,,no,
101011010118,4276b62241204cb0b265cf2240b7f573,GUINEA FOWL EGGS,2,,,,,,,,,,,,,,,,,,,,,,,
101011010118,4276b62241204cb0b265cf2240b7f573,meat,2,,,,,,,,,,,,,,,,,,,,,,,
101011010118,4276b62241204cb0b265cf2240b7f573,SKINS AND HIDES,2,,,,,,,,,,,,,,,,,,,,,,,
101011010118,4276b62241204cb0b265cf2240b7f573,manure,2,,,,,,,,,,,,,,,,,,,,,,,
101011010118,4276b62241204cb0b265cf2240b7f573,OTHER (SPECIFY),2,,,,,,,,,,,,,,,,,,,,,,,
101011010126,b2856f2dc800493dacc8fea33a1ca304,COW MILK,2,,,,,,,,,,,,,,,,,,,,,,,
101011010126,b2856f2dc800493dacc8fea33a1ca304,CHICKEN EGGS,1,4,20,piece,,no,,,,,,,,50,piece,,0,,,0,,,no,
101011010126,b2856f2dc800493dacc8fea33a1ca304,GUINEA FOWL EGGS,2,,,,,,,,,,,,,,,,,,,,,,,
101011010126,b2856f2dc800493dacc8fea33a1ca304,meat,1,1,1,piece,,no,,,,,,,,1,piece,,0,,,0,,,no,
101011010126,b2856f2dc800493dacc8fea33a1ca304,SKINS AND HIDES,2,,,,,,,,,,,,,,,,,,,,,,,
101011010126,b2856f2dc800493dacc8fea33a1ca304,manure,2,,,,,,,,,,,,,,,,,,,,,,,
101011010126,b2856f2dc800493dacc8fea33a1ca304,OTHER (SPECIFY),2,,,,,,,,,,,,,,,,,,,,,,,
101011020011,3353f3b4e8bd4aa2bb22a180bcb6cf23,COW MILK,2,,,,,,,,,,,,,,,,,,,,,,,
101011020011,3353f3b4e8bd4aa2bb22a180bcb6cf23,CHICKEN EGGS,2,,,,,,,,,,,,,,,,,,,,,,,
101011020011,3353f3b4e8bd4aa2bb22a180bcb6cf23,GUINEA FOWL EGGS,2,,,,,,,,,,,,,,,,,,,,,,,
101011020011,3353f3b4e8bd4aa2bb22a180bcb6cf23,meat,2,,,,,,,,,,,,,,,,,,,,,,,
101011020011,3353f3b4e8bd4aa2bb22a180bcb6cf23,SKINS AND HIDES,2,,,,,,,,,,,,,,,,,,,,,,,
101011020011,3353f3b4e8bd4aa2bb22a180bcb6cf23,manure,2,,,,,,,,,,,,,,,,,,,,,,,
101011020011,3353f3b4e8bd4aa2bb22a180bcb6cf23,OTHER (SPECIFY),2,,,,,,,,,,,,,,,,,,,,,,,
101011020021,8f5ce0fbc5db43ffa0048a4f32e55a1b,COW MILK,2,,,,,,,,,,,,,,,,,,,,,,,
101011020021,8f5ce0fbc5db43ffa0048a4f32e55a1b,CHICKEN EGGS,1,1,10,piece,,no,,,,,,,,5,piece,,0,,,0,,,no,
101011020021,8f5ce0fbc5db43ffa0048a4f32e55a1b,GUINEA FOWL EGGS,2,,,,,,,,,,,,,,,,,,,,,,,
101011020021,8f5ce0fbc5db43ffa0048a4f32e55a1b,meat,2,,,,,,,,,,,,,,,,,,,,,,,
101011020021,8f5ce0fbc5db43ffa0048a4f32e55a1b,SKINS AND HIDES,2,,,,,,,,,,,,,,,,,,,,,,,
101011020021,8f5ce0fbc5db43ffa0048a4f32e55a1b,manure,2,,,,,,,,,,,,,,,,,,,,,,,
101011020021,8f5ce0fbc5db43ffa0048a4f32e55a1b,OTHER (SPECIFY),2,,,,,,,,,,,,,,,,,,,,,,,
101011020032,7efe8aed09d34ed281a3589e70a288f1,COW MILK,2,,,,,,,,,,,,,,,,,,,,,,,
101011020032,7efe8aed09d34ed281a3589e70a288f1,CHICKEN EGGS,1,3,20,piece,,no,,,,,,,,45,piece,,0,,,0,,,no,
101011020032,7efe8aed09d34ed281a3589e70a288f1,GUINEA FOWL EGGS,2,,,,,,,,,,,,,,,,,,,,,,,
101011020032,7efe8aed09d34ed281a3589e70a288f1,meat,2,,,,,,,,,,,,,,,,,,,,,,,
101011020032,7efe8aed09d34ed281a3589e70a288f1,SKINS AND HIDES,2,,,,,,,,,,,,,,,,,,,,,,,
101011020032,7efe8aed09d34ed281a3589e70a288f1,manure,2,,,,,,,,,,,,,,,,,,,,,,,
101011020032,7efe8aed09d34ed281a3589e70a288f1,OTHER (SPECIFY),2,,,,,,,,,,,,,,,,,,,,,,,
101011020056,3a5f7d1f82ea4564b9fae896b905a3e3,COW MILK,2,,,,,,,,,,,,,,,,,,,,,,,
101011020056,3a5f7d1f82ea4564b9fae896b905a3e3,CHICKEN EGGS,1,3,15,piece,,no,,,,,,,,20,piece,,0,,,0,,,no,
101011020056,3a5f7d1f82ea4564b9fae896b905a3e3,GUINEA FOWL EGGS,2,,,,,,,,,,,,,,,,,,,,,,,
101011020056,3a5f7d1f82ea4564b9fae896b905a3e3,meat,2,,,,,,,,,,,,,,,,,,,,,,,
101011020056,3a5f7d1f82ea4564b9fae896b905a3e3,SKINS AND HIDES,2,,,,,,,,,,,,,,,,,,,,,,,
101011020056,3a5f7d1f82ea4564b9fae896b905a3e3,manure,2,,,,,,,,,,,,,,,,,,,,,,,
101011020056,3a5f7d1f82ea4564b9fae896b905a3e3,OTHER (SPECIFY),2,,,,,,,,,,,,,,,,,,,,,,,
101011020067,401dabded77840c9add12c88d52ae841,COW MILK,2,,,,,,,,,,,,,,,,,,,,,,,
101011020067,401dabded77840c9add12c88d52ae841,CHICKEN EGGS,1,2,14,piece,,no,,,,,,,,7,piece,,0,,,0,,,no,
101011020067,401dabded77840c9add12c88d52ae841,GUINEA FOWL EGGS,2,,,,,,,,,,,,,,,,,,,,,,,
101011020067,401dabded77840c9add12c88d52ae841,meat,1,3,1,kilogram,,no,,,,,,,,4,kilogram,,0,,,0,,,no,
101011020067,401dabded77840c9add12c88d52ae841,SKINS AND HIDES,2,,,,,,,,,,,,,,,,,,,,,,,
101011020067,401dabded77840c9add12c88d52ae841,manure,2,,,,,,,,,,,,,,,,,,,,,,,
101011020067,401dabded77840c9add12c88d52ae841,OTHER (SPECIFY),2,,,,,,,,,,,,,,,,,,,,,,,
101011020077,276bc07604c94755a89011471cea0640,COW MILK,2,,,,,,,,,,,,,,,,,,,,,,,
101011020077,276bc07604c94755a89011471cea0640,CHICKEN EGGS,1,4,10,piece,,no,,,,,,,,15,piece,,0,,,0,,,no,
101011020077,276bc07604c94755a89011471cea0640,GUINEA FOWL EGGS,2,,,,,,,,,,,,,,,,,,,,,,,
101011020077,276bc07604c94755a89011471cea0640,meat,1,2,2,kilogram,,no,,,,,,,,4,kilogram,,0,,,0,,,no,
101011020077,276bc07604c94755a89011471cea0640,SKINS AND HIDES,2,,,,,,,,,,,,,,,,,,,,,,,
101011020077,276bc07604c94755a89011471cea0640,manure,2,,,,,,,,,,,,,,,,,,,,,,,
101011020077,276bc07604c94755a89011471cea0640,OTHER (SPECIFY),2,,,,,,,,,,,,,,,,,,,,,,,
101011020112,2f251fa85857436b8bc97011ef49b193,COW MILK,2,,,,,,,,,,,,,,,,,,,,,,,
101011020112,2f251fa85857436b8bc97011ef49b193,CHICKEN EGGS,1,3,18,piece,,no,,,,,,,,8,piece,,0,,,8,piece,,no,
101011020112,2f251fa85857436b8bc97011ef49b193,GUINEA FOWL EGGS,2,,,,,,,,,,,,,,,,,,,,,,,
101011020112,2f251fa85857436b8bc97011ef49b193,meat,2,,,,,,,,,,,,,,,,,,,,,,,
101011020112,2f251fa85857436b8bc97011ef49b193,SKINS AND HIDES,2,,,,,,,,,,,,,,,,,,,,,,,
101011020112,2f251fa85857436b8bc97011ef49b193,manure,2,,,,,,,,,,,,,,,,,,,,,,,
101011020112,2f251fa85857436b8bc97011ef49b193,OTHER (SPECIFY),2,,,,,,,,,,,,,,,,,,,,,,,
101011020122,b4d30795984f4926b4ae8d785caea106,COW MILK,2,,,,,,,,,,,,,,,,,,,,,,,
101011020122,b4d30795984f4926b4ae8d785caea106,CHICKEN EGGS,1,3,12,piece,,no,,,,,,,,10,piece,,0,,,0,,,no,
101011020122,b4d30795984f4926b4ae8d785caea106,GUINEA FOWL EGGS,2,,,,,,,,,,,,,,,,,,,,,,,
101011020122,b4d30795984f4926b4ae8d785caea106,meat,2,,,,,,,,,,,,,,,,,,,,,,,
101011020122,b4d30795984f4926b4ae8d785caea106,SKINS AND HIDES,2,,,,,,,,,,,,,,,,,,,,,,,
