case_id,hhid,xy_src,gardenid,plotid,dist_hh,slope,elevation,twi
209044670036,0155cdbccbea4042b56a41abb674c0fe,AG_MOD_C,RG01,R01,.9,2,670,16
209024640019,015de5cbd5c34ca39e1c11726ca628db,AG_MOD_C,RG01,R01,.6,22,1530,11
302035490327,015e4585aa2a4644a01e7829a4da6ec1,AG_MOD_J,DG01,D01,7.5,8,830,12
302035490327,015e4585aa2a4644a01e7829a4da6ec1,AG_MOD_C,RG01,R01,0,3,740,13
302035490327,015e4585aa2a4644a01e7829a4da6ec1,AG_MOD_C,RG02,R01,.1,3,750,15
304056100101,016ee5a45b814ae29562b58c578b7636,AG_MOD_C,RG01,R01,.6,9,1000,12
308067090069,0174c9efed1a48439a82cc8ee2e67ced,AG_MOD_C,RG01,R01,1.4,2,710,14
204043400062,018296b07ea449a7a16642014e0af216,AG_MOD_C,RG01,R01,.2,12,1010,14
208064520181,0183ad575999484a9aad60016c4e1e1e,AG_MOD_C,RG01,R01,.5,4,1570,14
208064520181,0183ad575999484a9aad60016c4e1e1e,AG_MOD_C,RG01,R02,.5,4,1560,13
208064520181,0183ad575999484a9aad60016c4e1e1e,AG_MOD_C,RG02,R01,.5,4,1560,13
303065830095,0185077cd2d641048b59ab99baa02556,AG_MOD_C,RG01,R01,.5,3,670,13
303065830095,0185077cd2d641048b59ab99baa02556,AG_MOD_C,RG02,R01,.7,4,660,15
303065830095,0185077cd2d641048b59ab99baa02556,AG_MOD_C,RG03,R01,.8,4,670,13
101021100030,01a06fc892d44c048f6c506608135c41,AG_MOD_C,RG01,R01,0,44,1450,11
304015930159,01a2e30339e04b09ba32e266fa5dce77,AG_MOD_C,RG01,R01,.1,6,1020,12
310067540039,01ab492b79224921aef733c7a9016895,AG_MOD_J,RG01,D01,1.1,1,90,14
310067540039,01ab492b79224921aef733c7a9016895,AG_MOD_C,RG01,R01,1.1,1,90,14
312017930235,01ab4ac59fc84f87a0cc8fdb39e8c355,AG_MOD_C,RG01,R01,0,1,530,15
312017930235,01ab4ac59fc84f87a0cc8fdb39e8c355,AG_MOD_C,RG01,R02,.1,1,530,17
304046090064,01af4c3b2ae6487eb6fa977c04dc0744,AG_MOD_C,RG01,R01,.7,5,690,14
302015430144,01b1b3a5b33b4a5e9cfeb2bab2db930a,AG_MOD_C,RG01,R01,2.5,1,550,15
204033380096,01bb07fc31394344be05a705a557af21,AG_MOD_C,RG01,R01,.6,1,1230,14
204033380096,01bb07fc31394344be05a705a557af21,AG_MOD_C,RG01,R02,.6,1,1230,14
204033380096,01bb07fc31394344be05a705a557af21,AG_MOD_C,RG01,R03,.6,1,1230,13
202052950269,01c0f85a3b714feb9063731f78278e4c,AG_MOD_C,RG01,R01,1.1,1,510,16
205023550192,01dc8fed6de847a483688d00ab3a6868,AG_MOD_C,RG01,R01,.1,1,510,14
102011260068,01ea6f66c1fe4e2b9dcdb71fa4ee4cc9,AG_MOD_C,RG01,R01,0,1,490,23
102011260068,01ea6f66c1fe4e2b9dcdb71fa4ee4cc9,AG_MOD_C,RG02,R01,0,1,490,18
301035250190,01efa4d446d6414aa929d00570c58965,AG_MOD_C,RG01,R01,4.7,2,510,15
310017360200,01f3e2008a49474db4542b18f9e7d3c7,AG_MOD_J,DG01,D01,7.3,1,60,15
303025720151,01fb3c9893ec4f3fb588f96177dc13ad,AG_MOD_C,RG01,R01,.4,2,640,14
203033090019,0205eaf11fca4dab859c2e4a34c173ab,AG_MOD_C,RG01,R01,.3,18,1160,11
203033090019,0205eaf11fca4dab859c2e4a34c173ab,AG_MOD_C,RG02,R01,0,9,1170,12
303055810165,020dc4517c2149468671eaa22974885b,AG_MOD_C,RG01,R01,0,2,690,17
303055810165,020dc4517c2149468671eaa22974885b,AG_MOD_C,RG02,R01,0,1,690,17
303055810165,020dc4517c2149468671eaa22974885b,AG_MOD_C,RG02,R02,.1,1,690,18
102031360183,0213d258e4fe4800be298993e66b514f,AG_MOD_C,RG01,R01,0,1,500,15
102031360183,0213d258e4fe4800be298993e66b514f,AG_MOD_O1,TG01,T01,0,2,500,16
307086750066,0221693a37d74e298ae6f04fc48ddad3,AG_MOD_C,RG01,R01,1.6,6,870,12
305036220348,022186ff38594cc8a25bbc268953a1a4,AG_MOD_C,RG01,R01,1.5,1,500,14
101051210104,022f3a5a92114756951aec73f8949e70,AG_MOD_C,RG01,R01,0,11,1350,11
312047990082,02355a1ee3a74b9bb452f5dcdff6b87a,AG_MOD_C,RG01,R01,2.4,4,620,16
209064740236,023c147662df4ec69141c9a25a15b041,AG_MOD_C,RG01,R01,.5,4,960,12
102011240078,023cc5425bb84a50ac7d40e551636ed2,AG_MOD_C,RG01,R01,0,2,480,13
102011240078,023cc5425bb84a50ac7d40e551636ed2,AG_MOD_O1,TG01,T01,0,2,480,13
305036220090,023d01eeddf54361a86563cfb0015034,AG_MOD_C,RG01,R01,.5,2,510,14
305036220090,023d01eeddf54361a86563cfb0015034,AG_MOD_C,RG02,R01,.4,1,510,17
305036230141,024987811d664977869d33b8e35dcb54,AG_MOD_C,RG01,R01,0,2,510,15
307046670098,024c274feef34881aa2e817671c82f31,AG_MOD_C,RG01,R01,0,8,880,11
307046670098,024c274feef34881aa2e817671c82f31,AG_MOD_C,RG02,R01,.3,17,870,13
307046670098,024c274feef34881aa2e817671c82f31,AG_MOD_O1,TG01,T01,0,8,880,11
105022030119,024ffcc9b58743998bd4f42c1d5dd7ca,AG_MOD_C,RG01,R01,.2,3,1300,13
105022030119,024ffcc9b58743998bd4f42c1d5dd7ca,AG_MOD_C,RG02,R01,.1,4,1310,14
105011980002,0251a288580b48de81c61e767ba0a2e5,AG_MOD_C,RG01,R01,0,1,1200,15
105011980002,0251a288580b48de81c61e767ba0a2e5,AG_MOD_C,RG02,R01,.6,2,1200,15
105011980002,0251a288580b48de81c61e767ba0a2e5,AG_MOD_C,RG02,R02,.6,2,1200,15
305086380039,025702ab243a4e20abab067148c8bf34,AG_MOD_C,RG01,R01,.3,9,650,12
305086380039,025702ab243a4e20abab067148c8bf34,AG_MOD_C,RG02,R01,.7,18,650,11
104041840113,0258be4feaef468486cb11f867db8cfa,AG_MOD_C,RG01,R01,0,27,1090,12
305036220400,025945bcc4c3411695b3819ee416b4b4,AG_MOD_C,RG01,R01,.1,1,500,14
305036220400,025945bcc4c3411695b3819ee416b4b4,AG_MOD_C,RG01,R02,.1,1,500,14
105011970059,025aa6c330234024a159947a74a27cb7,AG_MOD_J,DG01,D01,.2,1,1180,15
105011970059,025aa6c330234024a159947a74a27cb7,AG_MOD_J,DG01,D02,.3,1,1180,15
105011970059,025aa6c330234024a159947a74a27cb7,AG_MOD_J,DG01,D03,.3,1,1180,15
105011970059,025aa6c330234024a159947a74a27cb7,AG_MOD_J,DG01,D04,.3,1,1180,15
105011970059,025aa6c330234024a159947a74a27cb7,AG_MOD_J,DG01,D05,.2,1,1180,15
105011970059,025aa6c330234024a159947a74a27cb7,AG_MOD_C,RG01,R01,0,1,1180,14
105011970059,025aa6c330234024a159947a74a27cb7,AG_MOD_C,RG02,R01,.2,1,1180,15
105011970059,025aa6c330234024a159947a74a27cb7,AG_MOD_C,RG03,R01,.2,2,1180,14
206013770185,025b34db889043f6a67eed748f55a785,AG_MOD_C,RG01,R01,1.4,3,1200,14
304025990462,025b8196168f4c409b738a5f8361d470,AG_MOD_C,RG01,R01,.3,4,900,14
204033360138,02609276cf1a4b76a32b383fdbc60404,AG_MOD_C,RG01,R01,.2,3,1150,13
204033360138,02609276cf1a4b76a32b383fdbc60404,AG_MOD_C,RG02,R01,.2,1,1150,15
204033360138,02609276cf1a4b76a32b383fdbc60404,AG_MOD_C,RG03,R01,.8,2,1140,13
204033360138,02609276cf1a4b76a32b383fdbc60404,AG_MOD_O1,TG01,T01,.9,3,1130,13
304015940143,027089f794f44a8bb0c6d4ea50284d8d,AG_MOD_C,RG01,R01,.1,2,890,13
304015940143,027089f794f44a8bb0c6d4ea50284d8d,AG_MOD_C,RG02,R01,.1,2,890,13
207054300020,0287bda9e7074b26bcc4d38267651a8d,AG_MOD_J,DG01,D01,.2,2,1130,18
207054300020,0287bda9e7074b26bcc4d38267651a8d,AG_MOD_O1,DG01,T01,.2,2,1130,18
207054300020,0287bda9e7074b26bcc4d38267651a8d,AG_MOD_C,RG01,R01,1.1,2,1130,13
203053190265,0288ef267fcd4691a6dfc8badc215a0d,AG_MOD_C,RG01,R01,.6,9,1100,12
203053190265,0288ef267fcd4691a6dfc8badc215a0d,AG_MOD_C,RG01,R02,.6,10,1090,12
206083980028,028a11ecbc794a15b6665495b10d73f1,AG_MOD_C,RG01,R01,.3,1,1260,15
304036050247,028e4eba2bb44f12a833a043097732b0,AG_MOD_C,RG01,R01,.6,3,790,13
204013290180,0299779551cf4f9583328e8b3ae4f871,AG_MOD_C,RG01,R01,2.9,2,1250,14
102031350123,02a70dbe6b504cc6bbe7e05d65d086d7,AG_MOD_C,RG01,R01,.1,2,500,16
102031350123,02a70dbe6b504cc6bbe7e05d65d086d7,AG_MOD_C,RG02,R01,0,1,490,19
208024400182,02acc4cad4a44743acab2a7fbcd5cdff,AG_MOD_C,RG01,R01,0,3,1240,15
309017230289,02afad16dc2a4c9d896cbb1a2ffb823f,AG_MOD_C,RG01,R01,0,2,720,14
205023540281,02caf9f25a7f4d228a6fedf1e381320b,AG_MOD_C,RG01,R01,0,1,540,16
205023540281,02caf9f25a7f4d228a6fedf1e381320b,AG_MOD_C,RG02,R01,.2,1,540,14
312047990114,02ccb4775a304405afe79d49e784b40e,AG_MOD_C,RG01,R01,.1,2,640,14
310017390257,02db23508e8249d4b6abe8bbb9f07708,AG_MOD_C,RG01,R01,1.3,1,90,14
310017390257,02db23508e8249d4b6abe8bbb9f07708,AG_MOD_C,RG02,R01,1.3,1,90,14
104011790024,02dea1330e6a410a9582b3fbe6388876,AG_MOD_C,RG01,R01,.7,5,1070,12
104011790024,02dea1330e6a410a9582b3fbe6388876,AG_MOD_C,RG01,R02,.7,4,1070,13
104011790024,02dea1330e6a410a9582b3fbe6388876,AG_MOD_C,RG02,R01,.1,5,1060,13
102031330065,02e89b31d9b448ff9d301b062ccb7102,AG_MOD_C,RG01,R01,0,1,500,14
102031330065,02e89b31d9b448ff9d301b062ccb7102,AG_MOD_C,RG02,R01,.1,1,500,14
102031330065,02e89b31d9b448ff9d301b062ccb7102,AG_MOD_O1,TG01,T01,0,1,500,14
102031330065,02e89b31d9b448ff9d301b062ccb7102,AG_MOD_O1,TG02,T02,0,1,500,15
205063640301,02efcfc008e5421689f15453f516a273,AG_MOD_C,RG01,R01,2.1,1,490,15
304066130017,02fac076c8c94ffc929e132569e66c46,AG_MOD_C,RG01,R01,.2,2,820,13
104011770189,02fb88cc7cbc416a8ae63563b1e716ce,AG_MOD_C,RG01,R01,.1,1,1100,16
104011730034,02fdbf61b4604b38983eb2acb424e0f7,AG_MOD_C,RG01,R01,1.1,6,1140,12
104011730034,02fdbf61b4604b38983eb2acb424e0f7,AG_MOD_C,RG02,R01,1.1,5,1140,12
104011730034,02fdbf61b4604b38983eb2acb424e0f7,AG_MOD_C,RG03,R01,1.2,3,1140,13
303025710115,03013d3b04f3496ab37a25edb0f2eed3,AG_MOD_C,RG01,R01,.4,1,780,15
101041170138,0303fa000b8c494fb0de4c0812b84cf6,AG_MOD_C,RG01,R01,0,5,1350,12
101041170138,0303fa000b8c494fb0de4c0812b84cf6,AG_MOD_O1,TG01,T01,.4,9,1350,14
104041860125,03185ca85ee347569aba9746b1acd60f,AG_MOD_C,RG01,R01,1.2,16,1320,14
104041860125,03185ca85ee347569aba9746b1acd60f,AG_MOD_O1,TG01,T01,0,6,1250,15
314358360261,031b0d4134504b1a9ea476e322a588c3,AG_MOD_C,RG01,R01,.3,11,900,12
312017910234,031b1e2d78d64f469c9b17b75294b971,AG_MOD_C,RG01,R01,.1,1,520,14
306026570281,031d3f2750ee401ab1346c87cb3e4b72,AG_MOD_C,RG01,R01,1.1,19,800,13
306026570281,031d3f2750ee401ab1346c87cb3e4b72,AG_MOD_O1,RG01,T01,1.1,19,800,13
103081620268,031e4883262d4934bcac67e031770853,AG_MOD_O1,TG01,T01,.2,11,610,14
103081620268,031e4883262d4934bcac67e031770853,AG_MOD_O1,TG02,T01,1.4,17,690,16
208044470045,031f9ffeba7849c2b74df1b0e9a2d5cb,AG_MOD_C,RG01,R01,0,4,1070,14
305036220168,0328aaafef254673bc3305ba89030eb0,AG_MOD_C,RG01,R01,0,1,510,14
305036220168,0328aaafef254673bc3305ba89030eb0,AG_MOD_C,RG02,R01,.1,2,510,13
208024410370,032b56cdb29a4a1fb22cb403342d2388,AG_MOD_C,RG01,R01,.4,3,1210,14
303065830232,032d3fca49784ee995953b1e4ddc5a8c,AG_MOD_C,RG01,R01,.2,4,630,14
303065830232,032d3fca49784ee995953b1e4ddc5a8c,AG_MOD_J,RG02,D01,.1,3,640,16
303065830232,032d3fca49784ee995953b1e4ddc5a8c,AG_MOD_C,RG02,R01,.1,3,640,16
208074540091,032e5c5753aa4bd8b99286409e30b7ab,AG_MOD_C,RG01,R01,0,3,610,15
208074540091,032e5c5753aa4bd8b99286409e30b7ab,AG_MOD_C,RG02,R01,1.7,2,600,14
307056690046,033318bca86c47c5b9062b300d47b313,AG_MOD_J,DG01,D01,.1,22,850,16
307056690046,033318bca86c47c5b9062b300d47b313,AG_MOD_C,RG01,R01,0,21,850,15
310037490045,033d73e5646445a68992e3f15073377a,AG_MOD_C,RG01,R01,3.5,4,150,12
209094820142,034b6adc836d4de796b3d2fda2b5cf5c,AG_MOD_C,RG01,R01,0,1,500,15
310017360238,035b665b81ec488e991d80440c57c13a,AG_MOD_C,RG01,R01,2.1,1,100,14
306026600053,035cad34ef7b42be8bce758e6b32c314,AG_MOD_C,RG01,R01,5.3,5,810,12
303055810100,035fb897393e4514a7f2c28e9f7e54e5,AG_MOD_C,RG01,R01,0,1,700,14
303055810100,035fb897393e4514a7f2c28e9f7e54e5,AG_MOD_C,RG02,R01,0,1,700,14
301205410020,0361e24e85794498889424ee12bbd0bb,AG_MOD_C,RG01,R01,3.2,1,490,14
310077550214,036860fc96f843e4a42922cdc3d046cd,AG_MOD_C,RG01,R01,.9,1,70,13
104011790202,036c22fb43204fadb04e214cdfa3de97,AG_MOD_C,RG01,R01,2.2,8,1110,15
313028140076,036c51ede6f34aa8a350c185379931d4,AG_MOD_C,RG01,R01,.1,5,640,12
305036240305,036c5ab8dfe44e44ac7d5031cb368e3b,AG_MOD_C,RG01,R01,0,7,520,13
305036240305,036c5ab8dfe44e44ac7d5031cb368e3b,AG_MOD_O1,TG01,T01,0,7,520,13
101031150002,037262fcbf354cf09c3ca7b8787c072a,AG_MOD_C,RG01,R01,0,5,1500,12
101031150002,037262fcbf354cf09c3ca7b8787c072a,AG_MOD_O1,RG01,T01,0,5,1500,12
205063640053,037655859b62416aa6bcf4d66c774545,AG_MOD_C,RG01,R01,.5,3,490,15
208014390126,03873eccd59d46cd8bada1648a704cfd,AG_MOD_C,RG01,R01,.3,2,1300,15
302065570240,039586397bb7446bbca2636909519489,AG_MOD_C,RG01,R01,.4,1,660,15
312017850144,03983b47c6b04c2481911adea271b79e,AG_MOD_C,RG01,R01,0,2,630,15
312017850144,03983b47c6b04c2481911adea271b79e,AG_MOD_C,RG01,R02,0,1,630,17
312017920164,03a3f8bac22f426784fd67491f3ff2ad,AG_MOD_C,RG01,R01,0,3,530,15
209024620262,03a5c7a1ea1b4c019edc8d9cfc0a26b9,AG_MOD_C,RG01,R01,1.4,2,1480,13
209024620262,03a5c7a1ea1b4c019edc8d9cfc0a26b9,AG_MOD_C,RG02,R01,.9,3,1500,12
208084570105,03ab3196e6ce41eda4c6ac3550d45e88,AG_MOD_J,DG01,D01,.9,7,1470,15
208084570105,03ab3196e6ce41eda4c6ac3550d45e88,AG_MOD_C,RG01,R01,3.6,7,1560,12
303025700113,03b2877139d442cb95f9ddb736c85cd7,AG_MOD_J,DG01,D01,.1,1,710,17
303025700113,03b2877139d442cb95f9ddb736c85cd7,AG_MOD_C,RG01,R01,0,0,710,19
305026200050,03b3539fb0604cf1846bb5908c391da1,AG_MOD_C,RG01,R01,0,1,520,15
301035260294,03b395617537487585678dcdb9da3454,AG_MOD_C,RG01,R01,3,2,490,17
208014390112,03b53b61e44d45ae8d96a6e4b3885f6c,AG_MOD_C,RG01,R01,0,1,1300,15
307096800085,03bcc01e11934bceb1eeed61704fa780,AG_MOD_C,RG01,R01,0,5,920,13
105052090052,03c8684355474505ba5f7e4c0e15f93b,AG_MOD_C,RG01,R01,.1,3,1310,13
105052090052,03c8684355474505ba5f7e4c0e15f93b,AG_MOD_C,RG02,R01,1,6,1300,14
303065840234,03d88048e3304c4db2e4328e6d622ae4,AG_MOD_C,RG01,R01,.3,4,570,13
302225660402,03e7f9118e7d4046b46007ef93a7d836,AG_MOD_C,RG01,R01,.2,1,480,15
302225660402,03e7f9118e7d4046b46007ef93a7d836,AG_MOD_C,RG02,R01,.2,1,480,15
302225660402,03e7f9118e7d4046b46007ef93a7d836,AG_MOD_C,RG03,R01,.1,1,480,19
310037490059,03e8dc1bbd6f49808ad9b2904d59f9b6,AG_MOD_C,RG01,R01,1.3,1,130,16
206144050223,03ef5c89e05d45749d360a31bd83ca39,AG_MOD_C,RG01,R01,.2,2,1140,15
206144050223,03ef5c89e05d45749d360a31bd83ca39,AG_MOD_C,RG01,R02,.2,2,1140,15
206144050223,03ef5c89e05d45749d360a31bd83ca39,AG_MOD_C,RG02,R01,.7,3,1150,14
309017190088,03f3bbb87e094767b783a5e0c949296b,AG_MOD_C,RG01,R01,0,3,690,13
307096800171,040aee0676fc41aaa08ae749fb605945,AG_MOD_C,RG01,R01,2,8,890,15
307096800171,040aee0676fc41aaa08ae749fb605945,AG_MOD_C,RG02,R01,1.2,8,900,11
206013750128,04111a4caf9541409427a1b50bbb64a1,AG_MOD_C,RG01,R01,.1,3,1150,13
202012830284,0411cb316e704bbab15419065cd7e7c6,AG_MOD_C,RG01,R01,.6,2,500,13
202012830284,0411cb316e704bbab15419065cd7e7c6,AG_MOD_C,RG02,R01,1.2,3,490,15
202012830284,0411cb316e704bbab15419065cd7e7c6,AG_MOD_O1,TG01,T01,.8,4,490,12
210875160204,041986dcf16b40d89f98a29b2336752f,AG_MOD_C,RG01,R01,.7,4,1060,13
305026200078,041f07a62d444f95a5d4495ffb153e48,AG_MOD_C,RG01,R01,.2,1,520,16
305026200078,041f07a62d444f95a5d4495ffb153e48,AG_MOD_C,RG02,R01,.4,1,520,16
104071900117,0423af3e66c14335844a3e52bd63b6a3,AG_MOD_C,RG01,R01,0,10,1270,12
104071880090,042c98370f3d4709b1f77e0399ee17b4,AG_MOD_C,RG01,R01,.3,3,1000,13
104071880090,042c98370f3d4709b1f77e0399ee17b4,AG_MOD_C,RG02,R01,.8,11,1010,17
304036050131,0430ed9a25db4fdf8a1fea9513bc0efa,AG_MOD_C,RG01,R01,0,4,780,13
304036050131,0430ed9a25db4fdf8a1fea9513bc0efa,AG_MOD_C,RG02,R01,.6,1,780,14
301045300413,0432445ce230436b8ffb2b00d9effd09,AG_MOD_C,RG01,R01,1.8,4,840,13
310017410059,0442162a1ae446a7bc3d95cc5dcac6d2,AG_MOD_C,RG01,R01,.9,1,80,17
310017410059,0442162a1ae446a7bc3d95cc5dcac6d2,AG_MOD_C,RG02,R01,2,1,80,17
304206140234,04476e47cdef4c5faeb3515b5f150a82,AG_MOD_C,RG01,R01,.1,13,1010,14
208044470113,044a4aca3b1848909253d0443a0c4c66,AG_MOD_C,RG01,R01,.6,9,990,16
208044470113,044a4aca3b1848909253d0443a0c4c66,AG_MOD_C,RG01,R02,.6,8,980,16
207034180236,044e36aeb2cd4a1fb3521e1e79eaee84,AG_MOD_C,RG01,R01,.6,1,1140,14
207034180236,044e36aeb2cd4a1fb3521e1e79eaee84,AG_MOD_O1,RG01,T01,.6,1,1140,14
312017850077,0456014d972645beb1743e49c85d080e,AG_MOD_C,RG01,R01,.4,2,650,13
309017110103,04579a2c4523493db918637d25e3d15d,AG_MOD_C,RG01,R01,2.6,3,630,36
304015940124,045cf534543843e895fd2ff335a6aa96,AG_MOD_J,DG01,D01,.3,5,890,13
