country,year,varName_harmonized,varName_source,varLabel_source,comment,dataset_name,dataset_doi,pctMissing
Ethiopia,2018-19,GPS_level,NA,NA,NA,ETH_2018_ESS_v03_M,https://doi.org/10.48529/k739-c548,0.1645800270381473
Ethiopia,2018-19,plot_area_reported_localUnit,s3q02a,2a.ASK HOLDER: What is the area of [FIELD]?,NA,ETH_2018_ESS_v03_M,https://doi.org/10.48529/k739-c548,4.808087932757303
Ethiopia,2018-19,localUnit_area,s3q02b,2b. Unit of measurement,NA,ETH_2018_ESS_v03_M,https://doi.org/10.48529/k739-c548,4.808087932757303
Ethiopia,2018-19,plot_area_measured_ha,s3q08,8.RECORD AREA OF THE FIELD USING GPS.,NA,ETH_2018_ESS_v03_M,https://doi.org/10.48529/k739-c548,5.090225121965556
Ethiopia,2018-19,plot_area_reported_ha,NA,NA,NA,ETH_2018_ESS_v03_M,https://doi.org/10.48529/k739-c548,51.55469346969964
Ethiopia,2018-19,season,NA,NA,NA,ETH_2018_ESS_v03_M,https://doi.org/10.48529/k739-c548,100
Ethiopia,2018-19,harvest_year_begin,NA,NA,NA,ETH_2018_ESS_v03_M,https://doi.org/10.48529/k739-c548,100
Ethiopia,2018-19,harvest_year_end,NA,NA,NA,ETH_2018_ESS_v03_M,https://doi.org/10.48529/k739-c548,100
Ethiopia,2018-19,adm4,NA,NA,NA,ETH_2018_ESS_v03_M,https://doi.org/10.48529/k739-c548,100
Ethiopia,2018-19,dataset_name,NA,NA,NA,ETH_2018_ESS_v03_M,https://doi.org/10.48529/k739-c548,NA
Ethiopia,2018-19,dataset_doi,NA,NA,NA,ETH_2018_ESS_v03_M,https://doi.org/10.48529/k739-c548,0
Mali,2014-2015,hhID,"grappe, menage","Grappe, Ménage","paste of grappe and menage ""G_M""",MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,0
Mali,2014-2015,lat,lat_dd_mod,GPS Latitude Modified,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,0
Mali,2014-2015,lon,lon_dd_mod,GPS Longitude Modified,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,0
Mali,2014-2015,GPS_level,type,Type de questionnaire,"set to 3 based on ""type""",MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,0
Mali,2014-2015,adm1,s0aq01,Région,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,0
Mali,2014-2015,adm2,s0aq02,Cercle,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,0.30796741506060005
Mali,2014-2015,adm3,s0aq03,Commune,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,0
Mali,2014-2015,adm4,NA,NA,not present in dataset,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,100
Mali,2014-2015,fieldID,"s1cq01,s1bq01",Numéro du bloc,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,0
Mali,2014-2015,plotID,"s1cq02,s1bq02",Numéro de la parcelle,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,0
Mali,2014-2015,crop,s1cq03,Code de la culture,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,0.13908205841446453
Mali,2014-2015,season,NA,NA,not present in dataset,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,100
Mali,2014-2015,plot_area_reported_ha,s1bq10,Superficie de la parcelle (en HA) selon le paysan,value 99 is indicated as NoData,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,8.275382475660638
Mali,2014-2015,plot_area_measured_ha,s1bq05a,Superficie de la parcelle (en hectare) selon les mesures GPS,value 99 is indicated as NoData,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,4.391019272799523
Mali,2014-2015,plot_area_reported_localUnit,NA,NA,not present in dataset,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,100
Mali,2014-2015,localUnit_area,NA,NA,not present in dataset,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,100
Mali,2014-2015,crop_area_share,s1cq06,Pourcentage de la superficie occupée par cette culture,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,87.72104112855156
Mali,2014-2015,planting_month,s1cq11b,Mois de début de sémis ou de repiquage pour la culture,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,0
Mali,2014-2015,harvest_month_begin,s3aq04b,Mois de début de récolte de la culture,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,4.59964236042122
Mali,2014-2015,harvest_month_end,s3aq07b,Mois de fin de récolte de la culture,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,6.626266640174847
Mali,2014-2015,planting_year,NA,NA,calculated by considering the harvest month + year,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,100
Mali,2014-2015,harvest_year_begin,NA,NA,calculated based on survey date and reported planting month,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,100
Mali,2014-2015,harvest_year_end,NA,NA,calculated based on survey date and reported planting month,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86,100
Mali,2017-2018,hhID,"grappe, exploitation","Grappe, Exploitation",combination of both grappe and exploitation,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,0
Mali,2017-2018,lat,lat_dd_mod,GPS Latitude Modified,NA,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,0
Mali,2017-2018,lon,lon_dd_mod,GPS Longitude Modified,NA,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,0
Mali,2017-2018,GPS_level,NA,NA,NA,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,0
Mali,2017-2018,adm1,s0q01,Région,NA,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,0
Mali,2017-2018,adm2,s0q02,Cercle,NA,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,0
Mali,2017-2018,adm3,s0q03,Commune,NA,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,0.12836970474967907
Mali,2017-2018,adm4,NA,NA,not present in dataset,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,100
Mali,2017-2018,fieldID,"s11bq01,s11cq01",Numéro du bloc,different variables indicating bloc ID,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,0
Mali,2017-2018,plotID,"s11bq02, s11cq02",Numéro de la parcelle dans le bloc,different variables indicating parcelle ID,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,0
Mali,2017-2018,crop,s11cq03,Code de la culture,based on crop code description,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,0.008023106546854942
Mali,2017-2018,season,NA,NA,not present in dataset,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,100
Mali,2017-2018,plot_area_reported_ha,s11bq11b,Unité de mesure de la superficie de la parcelle par le paysan,converted m to hectares - accounted for crop_area_share,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,1.4241014120667523
Mali,2017-2018,plot_area_measured_ha,s11bq07,Superficie de la parcelle en ha selon les mesures GPS,accounted for crop_area_share,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,1.676829268292683
Mali,2017-2018,plot_area_reported_localUnit,NA,NA,not present in dataset,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,100
Mali,2017-2018,localUnit_area,NA,NA,not present in dataset,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,100
Mali,2017-2018,crop_area_share,s11cq07,Pourcentage de la superficie occupée par la culture sur la parcelle,NA,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,0
Mali,2017-2018,planting_month,s11cq14b,Date de commencement du semis ou repiquage pour la culture-Mois,NA,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,0
Mali,2017-2018,harvest_month_begin,s7fq05b,Date de début de la récolte de la culture-Mois,NA,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,0
Mali,2017-2018,harvest_month_end,s7fq12b,Date de fin de la recolte de la culture-Mois,NA,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,4.7657252888318355
Mali,2017-2018,planting_year,NA,NA,calculated by considering the harvest month + year,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,100
Mali,2017-2018,harvest_year_begin,s7fq05c,Date de début de la récolte de la culture-Année,NA,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,31.149711168164313
Mali,2017-2018,harvest_year_end,s7fq12c,Date de fin de la recolte de la culture-Année,NA,MLI_2017_EAC-I_v03_M,https://doi.org/10.48529/0v50-h966,34.278722721437745
Malawi,2013,GPS_level,NA,NA,NA,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,0
Malawi,2013,adm1,region,IHPS 2013 Region Location,NA,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,0
Malawi,2013,adm2,district,IHPS 2013 District Location,NA,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,0
Malawi,2013,adm3,NA,NA,NA,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,100
Malawi,2013,adm4,NA,NA,NA,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,100
Malawi,2013,crop,ag_g0b; ag_m0c; ag_p0c,CROP CODE; TREE/PERMANENT CROP CODE,"Crop names were harmonized for spelling. Crop names in Chichewa for which the English translation was known, were converted to their English name.",MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,0.14344115326687226
Malawi,2013,crop_area_share,ag_g03; ag_m03,"Approximately, how much of the [PLOT] is under [CROP]?","The percentage of plot area cultivated by a crop was assumed as: 12.5 % if indicated ""less than 1/4"", 25 % if indicated ""1/4"", 37.5 % if indicated ""less than 1/2"", 50 % if indicated ""1/2"", 62.5 % if indicated ""less than 3/4"", 75 % if indicated ""3/4"", 87.5 % if indicated ""more than 3/4"", 100 % if indicated as fully occupied by a single crop. For many plots, any indication on whether the crop was fully cultivated by a single crop is missing: Whenever a plot is not intercropped and not indicated as only partially being cropped, then we assume that the plot is fully under the target crop.",MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,90.34641038513949
Malawi,2013,dataset_doi,NA,NA,"Of the Malawian panel dataset ""MWI_2010-2013_IHPS_v01_M"", which includes data for both the 2010 and 2013 survey waves, we exclusively considered data from the 2013 survey wave. Data for the 2010 survey wave was instead sourced separately from the cross-sectional dataset “MWI_2010_IHS-III_v01_M”. For the 2013 survey wave, no cross-sectional dataset is available.",MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,0
Malawi,2013,dataset_name,NA,NA,NA,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,NA
Malawi,2013,fieldID,ag_c03_2; ag_o03_2,2012/2013 GARDEN ID OF THE GARDEN THAT THE PLOT IS A PART OF.; ENUMERATOR: RECORD THE 2012/13 GARDEN ID OF THE GARDEN THAT THE PLOT IS A PART O,NA,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,9.130029405436419
Malawi,2013,harvest_month_begin,ag_g12a; ag_m12a; ag_p06a,What were the months when the harvest started and ended? (START); What were the months when the harvest started and ended?; What was the last completed production period for the [TREE / PERMANENT CROP? (B,NA,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,12.178153912357455
