hhID,plotID,plot_area_reported_localUnit,crop_area_share,planting_month,planting_year,fieldID,plot_area_reported_ha,localUnit_area,crop,harvest_month_begin,harvest_year_begin,harvest_month_end,harvest_year_end,season,adm1,adm2,adm3,lat,lon,GPS_level,plot_area_measured_ha,harvest_month,harvest_year,adm4,dataset_name,country,dataset_doi
0010cbae3cea4ec9831f6cd92b02dc16,1,1,NA,9,2018,7,0.4046944556859571,acres,Sunflower,12,2018,1,2019,first,KOLE,ABOKE,APACH,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0010cbae3cea4ec9831f6cd92b02dc16,1,0.75,NA,3,2019,1,0.3035208417644678,acres,Beans,6,2019,6,2019,second,KOLE,ABOKE,APACH,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0010cbae3cea4ec9831f6cd92b02dc16,1,0.83,NA,5,2019,2,0.33589639821934436,acres,Soya beans,8,2019,8,2019,second,KOLE,ABOKE,APACH,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0010cbae3cea4ec9831f6cd92b02dc16,1,1.26,NA,5,2015,4,0.509915014164306,acres,Pigeon peas,10,2019,10,2019,second,KOLE,ABOKE,APACH,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0010cbae3cea4ec9831f6cd92b02dc16,1,0.83,NA,4,2019,5,0.33589639821934436,acres,Soya beans,8,2019,8,2019,second,KOLE,ABOKE,APACH,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0010cbae3cea4ec9831f6cd92b02dc16,1,0.75,NA,6,2019,6,0.3035208417644678,acres,Cassava,NA,NA,NA,NA,second,KOLE,ABOKE,APACH,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0010cbae3cea4ec9831f6cd92b02dc16,2,0.65,NA,3,2018,6,0.2630513961958721,acres,Cassava,4,2019,9,2019,second,KOLE,ABOKE,APACH,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0010cbae3cea4ec9831f6cd92b02dc16,1,3,NA,5,2019,7,1.2140833670578712,acres,Soya beans,9,2019,9,2019,second,KOLE,ABOKE,APACH,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00246782f8654441a9df0f6ec0b6fc9f,1,0.68,NA,9,2018,2,0.27519222986645087,acres,Other,11,2018,11,2018,first,ALEBTONG,ALEBTONG TOWN COUNCIL,NAKABELA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00246782f8654441a9df0f6ec0b6fc9f,1,0.7,NA,8,2018,3,0.2832861189801699,acres,Cotton,NA,NA,NA,NA,first,ALEBTONG,ALEBTONG TOWN COUNCIL,NAKABELA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00246782f8654441a9df0f6ec0b6fc9f,1,0.68,NA,5,2018,2,0.27519222986645087,acres,Maize,8,2019,8,2019,second,ALEBTONG,ALEBTONG TOWN COUNCIL,NAKABELA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00246782f8654441a9df0f6ec0b6fc9f,1,0.7,NA,5,2018,3,0.2832861189801699,acres,Cassava,NA,NA,NA,NA,second,ALEBTONG,ALEBTONG TOWN COUNCIL,NAKABELA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0060071f3f414406af7312d68eae8513,2,0.5,20,7,2018,1,0.20234722784297854,acres,Maize,11,2018,11,2018,first,KASSANDA,KALWANA,KASSAAZI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0060071f3f414406af7312d68eae8513,2,0.5,20,7,2018,1,0.20234722784297854,acres,Beans,NA,NA,NA,NA,first,KASSANDA,KALWANA,KASSAAZI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0060071f3f414406af7312d68eae8513,2,0.5,30,1,2018,1,0.20234722784297854,acres,Cassava,12,2018,6,2019,first,KASSANDA,KALWANA,KASSAAZI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0060071f3f414406af7312d68eae8513,2,0.5,30,1,9998,1,0.20234722784297854,acres,Banana food,7,2018,12,2018,first,KASSANDA,KALWANA,KASSAAZI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0060071f3f414406af7312d68eae8513,1,0.5,20,3,2019,1,0.20234722784297854,acres,Beans,5,2019,6,2019,second,KASSANDA,KALWANA,KASSAAZI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0060071f3f414406af7312d68eae8513,1,0.5,20,3,2019,1,0.20234722784297854,acres,Maize,7,2019,7,2019,second,KASSANDA,KALWANA,KASSAAZI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0060071f3f414406af7312d68eae8513,1,0.5,50,1,9998,1,0.20234722784297854,acres,Banana food,1,2019,6,2019,second,KASSANDA,KALWANA,KASSAAZI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0060071f3f414406af7312d68eae8513,1,0.5,10,1,2019,1,0.20234722784297854,acres,Cassava,NA,NA,NA,NA,second,KASSANDA,KALWANA,KASSAAZI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
008c674975f24ea79f50e30cbd4ee635,1,1,30,4,2019,2,0.4046944556859571,acres,Sunflower,10,2019,10,2019,second,NAPAK,LOTOME,LOMUNO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
008c674975f24ea79f50e30cbd4ee635,1,1,70,4,2019,2,0.4046944556859571,acres,Sorghum,10,2019,10,2019,second,NAPAK,LOTOME,LOMUNO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
008c674975f24ea79f50e30cbd4ee635,1,1,30,5,2019,3,0.4046944556859571,acres,Sunflower,11,2019,11,2019,second,NAPAK,LOTOME,LOMUNO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
008c674975f24ea79f50e30cbd4ee635,1,1,70,5,2019,3,0.4046944556859571,acres,Sorghum,10,2019,11,2019,second,NAPAK,LOTOME,LOMUNO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
009c1baa0edb44f8af47773ce0b7caaa,1,0.65,70,1,9998,1,0.2630513961958721,acres,Banana food,7,2018,12,2018,first,ISINGIRO,BIRERE,KASAANA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
009c1baa0edb44f8af47773ce0b7caaa,1,0.65,30,2,2019,1,0.2630513961958721,acres,Beans,5,2019,5,2019,second,ISINGIRO,BIRERE,KASAANA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
009c1baa0edb44f8af47773ce0b7caaa,1,0.65,50,8,9998,1,0.2630513961958721,acres,Banana food,1,2019,6,2019,second,ISINGIRO,BIRERE,KASAANA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00b48fb6bcf84dd581bd7b2be5f908a0,1,0.75,5,8,2018,1,0.3035208417644678,acres,Maize,11,2018,11,2018,first,LUWERO,ZIROBWE,KAKAKALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00b48fb6bcf84dd581bd7b2be5f908a0,1,0.75,5,8,2018,1,0.3035208417644678,acres,Beans,10,2018,10,2018,first,LUWERO,ZIROBWE,KAKAKALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00b48fb6bcf84dd581bd7b2be5f908a0,1,0.75,10,6,2018,1,0.3035208417644678,acres,Cassava,12,2018,2,2019,first,LUWERO,ZIROBWE,KAKAKALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00b48fb6bcf84dd581bd7b2be5f908a0,1,0.75,20,1,2016,1,0.3035208417644678,acres,Banana food,7,2018,12,2018,first,LUWERO,ZIROBWE,KAKAKALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00b48fb6bcf84dd581bd7b2be5f908a0,1,0.75,10,1,2016,1,0.3035208417644678,acres,Banana sweet,7,2018,12,2018,first,LUWERO,ZIROBWE,KAKAKALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00b48fb6bcf84dd581bd7b2be5f908a0,2,0.25,NA,6,2018,1,0.10117361392148927,acres,Sweet potatoes,NA,NA,NA,NA,first,LUWERO,ZIROBWE,KAKAKALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00b48fb6bcf84dd581bd7b2be5f908a0,1,0.76,5,4,2019,1,0.30756778632132736,acres,Beans,NA,NA,NA,NA,second,LUWERO,ZIROBWE,KAKAKALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00b48fb6bcf84dd581bd7b2be5f908a0,1,0.76,10,3,2019,1,0.30756778632132736,acres,Cassava,9,2019,11,2019,second,LUWERO,ZIROBWE,KAKAKALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00b48fb6bcf84dd581bd7b2be5f908a0,1,0.76,5,4,2019,1,0.30756778632132736,acres,Maize,7,2019,7,2019,second,LUWERO,ZIROBWE,KAKAKALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00b48fb6bcf84dd581bd7b2be5f908a0,1,0.76,10,1,2016,1,0.30756778632132736,acres,Banana sweet,1,2019,6,2019,second,LUWERO,ZIROBWE,KAKAKALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00b48fb6bcf84dd581bd7b2be5f908a0,1,0.76,20,1,2016,1,0.30756778632132736,acres,Banana food,1,2019,6,2019,second,LUWERO,ZIROBWE,KAKAKALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00b48fb6bcf84dd581bd7b2be5f908a0,2,0.24,NA,5,2019,1,0.0971266693646297,acres,Sweet potatoes,NA,NA,NA,NA,second,LUWERO,ZIROBWE,KAKAKALA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00cb487f12014891b3efa5c8679d18ab,1,1,NA,3,2019,2,0.4046944556859571,acres,Maize,6,2019,6,2019,second,KOLE,BALA,OMOLADYANG,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00cb487f12014891b3efa5c8679d18ab,1,0.5,NA,6,2019,3,0.20234722784297854,acres,Beans,NA,NA,NA,NA,second,KOLE,BALA,OMOLADYANG,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00d5da8bbd544c548a71f176496ee4b6,1,0.5,40,8,2018,1,0.20234722784297854,acres,Maize,11,2018,11,2018,first,KOLE,OKWERODOT,ADELLOGO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00d5da8bbd544c548a71f176496ee4b6,1,0.5,60,8,2018,1,0.20234722784297854,acres,Beans,11,2018,11,2018,first,KOLE,OKWERODOT,ADELLOGO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00d5da8bbd544c548a71f176496ee4b6,2,0.5,NA,3,2017,1,0.20234722784297854,acres,Cassava,3,2018,3,2019,first,KOLE,OKWERODOT,ADELLOGO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00d5da8bbd544c548a71f176496ee4b6,1,0.4,45,4,2019,1,0.16187778227438285,acres,Maize,8,2019,8,2019,second,KOLE,OKWERODOT,ADELLOGO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00d5da8bbd544c548a71f176496ee4b6,1,0.4,55,5,2019,1,0.16187778227438285,acres,Chick peas,8,2019,8,2019,second,KOLE,OKWERODOT,ADELLOGO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00d5da8bbd544c548a71f176496ee4b6,2,0.16,NA,4,2019,1,0.06475111290975313,acres,Cassava,10,2019,1,2020,second,KOLE,OKWERODOT,ADELLOGO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00d5da8bbd544c548a71f176496ee4b6,3,0.06,NA,6,2019,1,0.024281667341157425,acres,Sweet potatoes,9,2019,12,2019,second,KOLE,OKWERODOT,ADELLOGO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00d5da8bbd544c548a71f176496ee4b6,4,0.4,NA,6,2019,1,0.16187778227438285,acres,Cotton,7,2019,7,2019,second,KOLE,OKWERODOT,ADELLOGO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00dc3a212a1f40698656b2dc7cc97a85,1,0.42,60,8,2018,2,0.16997167138810196,acres,Maize,12,2018,12,2018,first,BUSIA,BUTEBA,BUTEBA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00dc3a212a1f40698656b2dc7cc97a85,1,0.42,40,9,2018,2,0.16997167138810196,acres,Beans,11,2018,11,2018,first,BUSIA,BUTEBA,BUTEBA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00dc3a212a1f40698656b2dc7cc97a85,1,0.5,NA,8,2018,3,0.20234722784297854,acres,Soya beans,12,2018,12,2018,first,BUSIA,BUTEBA,BUTEBA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
00dc3a212a1f40698656b2dc7cc97a85,1,0.42,NA,3,2019,2,0.16997167138810196,acres,Maize,6,2019,6,2019,second,BUSIA,BUTEBA,BUTEBA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0142f6f0c8f9435c97ac2563a6f390ec,1,0.5,60,8,2018,1,0.20234722784297854,acres,Maize,12,2018,12,2018,first,NTUNGAMO,KIBATSI,IBAARE,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0142f6f0c8f9435c97ac2563a6f390ec,1,0.5,20,8,2018,1,0.20234722784297854,acres,Beans,11,2018,12,2018,first,NTUNGAMO,KIBATSI,IBAARE,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0142f6f0c8f9435c97ac2563a6f390ec,1,0.5,20,3,2018,1,0.20234722784297854,acres,Cassava,12,2018,2,2019,first,NTUNGAMO,KIBATSI,IBAARE,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0142f6f0c8f9435c97ac2563a6f390ec,1,0.93,30,8,9998,2,0.37636584378794014,acres,Banana food,7,2018,12,2018,first,NTUNGAMO,KIBATSI,IBAARE,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0142f6f0c8f9435c97ac2563a6f390ec,1,0.5,70,8,2018,3,0.20234722784297854,acres,Finger millet,12,2018,1,2019,first,NTUNGAMO,KIBATSI,IBAARE,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0142f6f0c8f9435c97ac2563a6f390ec,1,0.5,30,8,2018,3,0.20234722784297854,acres,Cassava,NA,NA,NA,NA,first,NTUNGAMO,KIBATSI,IBAARE,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0142f6f0c8f9435c97ac2563a6f390ec,1,0.93,30,1,9998,2,0.37636584378794014,acres,Banana food,1,2019,6,2019,second,NTUNGAMO,KIBATSI,IBAARE,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0142f6f0c8f9435c97ac2563a6f390ec,1,0.5,NA,2,2019,3,0.20234722784297854,acres,Beans,5,2019,5,2019,second,NTUNGAMO,KIBATSI,IBAARE,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0182fc7b5eb44c44aef16c3a178fb762,1,0.25,NA,3,2018,2,0.10117361392148927,acres,Cassava,NA,NA,NA,NA,first,KOBOKO,LOBULE,TUKALIRI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0182fc7b5eb44c44aef16c3a178fb762,1,0.25,NA,3,2018,2,0.10117361392148927,acres,Cassava,6,2019,8,2019,second,KOBOKO,LOBULE,TUKALIRI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0182fc7b5eb44c44aef16c3a178fb762,2,0.13,NA,5,2019,2,0.052610279239174426,acres,Sorghum,1,2020,1,2020,second,KOBOKO,LOBULE,TUKALIRI,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
018d29620fa44db282c80b6627413e5c,1,2,NA,4,2019,1,0.8093889113719142,acres,Maize,10,2019,10,2019,second,AMUDAT,LOROO,ABILIEP,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0192cb54d502450ca603738439bf616f,1,0.25,NA,4,2017,1,0.10117361392148927,acres,Banana food,7,2018,12,2018,first,BULAMBULI,BULAAGO,DOOBA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0192cb54d502450ca603738439bf616f,1,0.45,50,8,2018,2,0.1821125050586807,acres,Beans,11,2018,12,2018,first,BULAMBULI,BULAAGO,DOOBA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0192cb54d502450ca603738439bf616f,1,0.45,30,4,9998,2,0.1821125050586807,acres,Banana food,7,2018,12,2018,first,BULAMBULI,BULAAGO,DOOBA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0192cb54d502450ca603738439bf616f,1,0.4,40,7,2018,3,0.16187778227438285,acres,Beans,10,2018,12,2018,first,BULAMBULI,BULAAGO,DOOBA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0192cb54d502450ca603738439bf616f,1,0.4,30,4,9998,3,0.16187778227438285,acres,Banana food,7,2018,12,2018,first,BULAMBULI,BULAAGO,DOOBA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0192cb54d502450ca603738439bf616f,1,0.25,10,4,2019,1,0.10117361392148927,acres,Coco yam,NA,NA,NA,NA,second,BULAMBULI,BULAAGO,DOOBA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0192cb54d502450ca603738439bf616f,1,0.25,90,4,2017,1,0.10117361392148927,acres,Banana food,1,2019,6,2019,second,BULAMBULI,BULAAGO,DOOBA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0192cb54d502450ca603738439bf616f,1,0.45,55,4,2019,2,0.1821125050586807,acres,Beans,5,2019,8,2019,second,BULAMBULI,BULAAGO,DOOBA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0192cb54d502450ca603738439bf616f,1,0.45,30,4,9998,2,0.1821125050586807,acres,Banana food,1,2019,6,2019,second,BULAMBULI,BULAAGO,DOOBA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0192cb54d502450ca603738439bf616f,1,0.4,40,4,2019,3,0.16187778227438285,acres,Beans,6,2019,9,2019,second,BULAMBULI,BULAAGO,DOOBA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0192cb54d502450ca603738439bf616f,1,0.4,30,4,9998,3,0.16187778227438285,acres,Banana food,1,2019,6,2019,second,BULAMBULI,BULAAGO,DOOBA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0197cec68e9246a887cae30b13bc7488,1,0.5,NA,4,2017,1,0.20234722784297854,acres,Cassava,5,2018,1,2019,first,APAC,IBUJE,AMIIABERIDWOGO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0197cec68e9246a887cae30b13bc7488,1,0.5,50,4,2019,1,0.20234722784297854,acres,Maize,8,2019,8,2019,second,APAC,IBUJE,AMIIABERIDWOGO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
0197cec68e9246a887cae30b13bc7488,1,0.5,50,4,2019,1,0.20234722784297854,acres,Beans,8,2019,8,2019,second,APAC,IBUJE,AMIIABERIDWOGO,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
019f06d347d04d5fa22f1846aba0c59b,1,0.46,NA,1,9998,1,0.18615944961554026,acres,Banana food,7,2018,12,2018,first,NTUNGAMO,RUBAARE,NYANGA,NA,NA,NA,NA,NA,NA,NA,UGA_2019_UNPS_v03_M,Uganda,https://doi.org/10.48529/nqzx-f196
