hhID,fieldID,plotID,crop,crop_area_share,planting_month,planting_year,harvest_month_begin,harvest_month_end,adm1,adm2,adm3,lat,lon,GPS_level,plot_area_reported_localUnit,localUnit_area,plot_area_measured_ha,plot_area_reported_ha,season,harvest_month,harvest_year,harvest_year_begin,harvest_year_end,adm4,dataset_name,country,dataset_doi
010102088801010068,3,1,teff,NA,7,2010,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,1,3. Timad,0.16405,0.25,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010068,4,1,millet,NA,4,2010,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,1,3. Timad,0.11275999999999999,0.25,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010068,5,1,nueg,NA,6,2010,11,11,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,1,3. Timad,0.1763,0.25,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010068,6,1,lineseed,NA,6,2010,10,11,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,1.5,3. Timad,0.59795,0.375,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010068,7,1,maize,NA,6,2010,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,0.5,3. Timad,0.09748899999999999,0.125,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010068,7,2,guava,NA,NA,NA,NA,NA,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,60,2. Square Meters,0.014378,0.006,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010068,7,3,lemons,NA,NA,NA,NA,NA,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,6,2. Square Meters,8.37e-4,6e-4,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010090,1,2,maize,NA,6,2010,10,11,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,16,2. Square Meters,0.005995,0.0016,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010136,1,2,maize,NA,5,2010,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,1,7. Tilm,0.048348,NA,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010136,1,3,maize,NA,5,2010,NA,NA,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010148,1,2,maize,NA,6,2010,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,1,3. Timad,0.3642,0.25,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010148,1,3,horse beans,NA,6,2010,10,11,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,1,7. Tilm,0.013522999999999999,NA,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010148,1,4,maize,NA,6,2010,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,1.5,3. Timad,0.35624,0.375,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010148,1,5,lemons,NA,NA,NA,NA,NA,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,16,2. Square Meters,0.0018260000000000001,0.0016,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010148,1,6,teff,NA,7,2010,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,1,3. Timad,0.19804000000000002,0.25,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010148,1,7,gesho,NA,NA,NA,NA,NA,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,4,2. Square Meters,6.360000000000001e-4,4e-4,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010148,2,1,millet,NA,5,2010,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,6,3. Timad,0.90276,1.5,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010148,3,1,nueg,NA,6,2010,11,11,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,2,3. Timad,0.34756,0.5,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010148,3,2,millet,NA,5,2010,NA,NA,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,1,3. Timad,0.22393000000000002,0.25,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010148,4,1,teff,NA,7,2010,10,11,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,4,3. Timad,0.5505800000000001,1,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010161,1,2,maize,NA,6,2010,10,11,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,1,3. Timad,0.43916000000000005,0.25,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010161,1,3,millet,NA,5,2010,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,1.5,3. Timad,0.46186000000000005,0.375,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010161,1,4,red pepper,NA,6,2010,NA,NA,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,1,8. Medeb,3.7e-5,NA,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010161,2,1,teff,NA,7,2010,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,1,3. Timad,0.15777,0.25,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010173,1,2,maize,NA,6,2010,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,2,3. Timad,0.4217,0.5,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010173,1,3,red pepper,NA,6,2010,9,11,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,1,8. Medeb,0.001574,NA,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010173,1,4,garlic,NA,8,2010,NA,NA,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,1,8. Medeb,0.001628,NA,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010173,2,1,teff,NA,7,2010,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,3,3. Timad,0.52265,0.75,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010173,3,1,millet,NA,5,2010,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,2,3. Timad,0.38289,0.5,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010173,4,1,maize,NA,6,2010,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,2,3. Timad,0.37038000000000004,0.5,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010173,5,1,millet,NA,5,2010,11,12,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,0.5,3. Timad,0.11364,0.125,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010102088801010173,5,2,garlic,NA,8,2010,10,11,Tigray,North Western Tigray,Laelay Adiabo,14.3759126663208,38.1548881530762,3,15,2. Square Meters,0.006895,0.0015,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010103088800709008,1,2,maize,NA,6,2010,9,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,3,0.5,3. Timad,0.1904,0.125,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010103088800709008,1,3,teff,NA,7,2010,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,3,1,7. Tilm,0.010708,NA,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010103088800709008,1,4,horse beans,NA,6,2010,10,10,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,3,0.5,3. Timad,0.050275,0.125,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010103088800709008,1,5,teff,NA,7,2010,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,3,1,3. Timad,0.09458899999999999,0.25,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010103088800709008,2,1,teff,NA,7,2010,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,3,0.5,3. Timad,0.048099,0.125,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010103088800709008,3,1,teff,NA,7,2010,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,3,0.5,3. Timad,0.11904000000000001,0.125,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010103088800709008,4,1,maize,NA,6,2010,9,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,3,1.5,3. Timad,0.22678,0.375,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010103088800709016,1,2,maize,NA,5,2010,9,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,3,1,3. Timad,0.20132,0.25,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010103088800709016,1,3,gesho,NA,NA,NA,NA,NA,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,3,0.5,7. Tilm,0.012309,NA,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010103088800709016,2,1,teff,NA,7,2010,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,3,1,3. Timad,0.18087,0.25,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010103088800709016,4,1,gesho,NA,NA,NA,NA,NA,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,3,2,7. Tilm,0.023015,NA,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010103088800709024,1,2,maize,NA,6,2010,9,10,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,3,0.12,3. Timad,0.085479,0.03,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010103088800709024,1,3,gesho,NA,NA,NA,NA,NA,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,3,2,7. Tilm,0.010135,NA,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010103088800709024,1,4,red pepper,NA,4,2010,9,1,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,3,2,8. Medeb,2.97e-4,NA,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010103088800709024,1,5,gesho,NA,NA,NA,NA,NA,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,3,0.5,7. Tilm,0.009343,NA,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
010103088800709024,2,1,teff,NA,7,2010,11,11,Tigray,North Western Tigray,Medebay Zana,14.1100206375122,38.425235748291,3,0.5,3. Timad,0.075458,0.125,NA,NA,NA,NA,NA,NA,ETH_2018_ESS_v03_M,Ethiopia,https://doi.org/10.48529/k739-c548
