hhID,plotID,plot_area_reported_localUnit,crop_area_share,planting_month,planting_year,fieldID,plot_area_reported_ha,localUnit_area,crop,harvest_month_begin,harvest_year_begin,harvest_month_end,harvest_year_end,season,adm1,adm2,adm3,adm4,lat,lon,GPS_level,plot_area_measured_ha,harvest_month,harvest_year,dataset_name,country,dataset_doi
00858c2384184dc3bfc800550a6c8cb5,1,1.5,NA,9,2017,3,0.6070416835289356,acres,Sorghum,12,2017,12,2017,first,KOLE,ALITO,BARONGIN,ABONGOCOO,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00858c2384184dc3bfc800550a6c8cb5,1,1.5,NA,4,2017,1,0.6070416835289356,acres,Cassava,12,2017,3,2018,first,KOLE,ALITO,BARONGIN,ABONGOCOO,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00858c2384184dc3bfc800550a6c8cb5,2,2,NA,4,2017,1,0.8093889113719142,acres,Pigeon peas,12,2017,12,2017,first,KOLE,ALITO,BARONGIN,ABONGOCOO,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00858c2384184dc3bfc800550a6c8cb5,2,0.7,NA,9,2017,3,0.2832861189801699,acres,Maize,12,2017,12,2017,first,KOLE,ALITO,BARONGIN,ABONGOCOO,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
008ffc050d4e47c7920e9c7c2e35887a,5,0.5,100,3,2016,5,0.20234722784297854,acres,Cassava,7,2018,11,2018,second,AGAGO,KOTOMOL,APOBO,KOTOMOL EAST,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
008ffc050d4e47c7920e9c7c2e35887a,1,1,100,5,2018,5,0.4046944556859571,acres,Sunflower,8,2018,8,2018,second,AGAGO,KOTOMOL,APOBO,KOTOMOL EAST,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
008ffc050d4e47c7920e9c7c2e35887a,2,1,100,4,2018,5,0.4046944556859571,acres,Maize,8,2018,8,2018,second,AGAGO,KOTOMOL,APOBO,KOTOMOL EAST,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
008ffc050d4e47c7920e9c7c2e35887a,4,0.5,100,6,2018,5,0.20234722784297854,acres,Beans,9,2018,9,2018,second,AGAGO,KOTOMOL,APOBO,KOTOMOL EAST,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
008ffc050d4e47c7920e9c7c2e35887a,1,1,NA,3,2016,5,0.4046944556859571,acres,Cassava,7,2017,12,2017,first,AGAGO,KOTOMOL,APOBO,KOTOMOL EAST,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
008ffc050d4e47c7920e9c7c2e35887a,3,1.5,100,5,2018,5,0.6070416835289356,acres,Sorghum,11,2018,12,2018,second,AGAGO,KOTOMOL,APOBO,KOTOMOL EAST,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00a09aedb8c049aa8364d377c26c5f81,2,0.5,NA,8,2017,1,0.20234722784297854,acres,Maize,11,2017,11,2017,first,DOKOLO,DOKOLO TC,WESTERN,OLELPEK,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00a09aedb8c049aa8364d377c26c5f81,1,1,NA,8,2017,1,0.4046944556859571,acres,Finger millet,11,2017,11,2017,first,DOKOLO,DOKOLO TC,WESTERN,OLELPEK,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00a09aedb8c049aa8364d377c26c5f81,1,1,100,4,2018,1,0.4046944556859571,acres,Sunflower,7,2018,7,2018,second,DOKOLO,DOKOLO TC,WESTERN,OLELPEK,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00a09aedb8c049aa8364d377c26c5f81,2,0.5,NA,4,2018,1,0.20234722784297854,acres,Maize,8,2018,8,2018,second,DOKOLO,DOKOLO TC,WESTERN,OLELPEK,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00a09aedb8c049aa8364d377c26c5f81,1,0.3,100,4,2018,2,0.12140833670578713,acres,Sweet potatoes,7,2018,10,2018,second,DOKOLO,DOKOLO TC,WESTERN,OLELPEK,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00a09aedb8c049aa8364d377c26c5f81,1,1,100,3,2018,3,0.4046944556859571,acres,Maize,8,2018,8,2018,second,DOKOLO,DOKOLO TC,WESTERN,OLELPEK,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00a09aedb8c049aa8364d377c26c5f81,1,1.5,NA,8,2017,3,0.6070416835289356,acres,Sunflower,11,2017,11,2017,first,DOKOLO,DOKOLO TC,WESTERN,OLELPEK,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00a68f13f97141199e9fda8aacbccc8d,1,0.25,20,9,2017,1,0.10117361392148927,acres,Maize,11,2017,1,2018,first,LWENGO,KYAZANGA,KAKOMA,KASAMBYA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00a68f13f97141199e9fda8aacbccc8d,2,0.25,NA,9,2017,0,0.10117361392148927,acres,Beans,12,2017,12,2017,first,LWENGO,KYAZANGA,KAKOMA,KASAMBYA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00a68f13f97141199e9fda8aacbccc8d,2,0.15,NA,9,2017,1,0.060704168352893564,acres,Beans,12,2017,12,2017,first,LWENGO,KYAZANGA,KAKOMA,KASAMBYA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00a68f13f97141199e9fda8aacbccc8d,2,0.25,100,3,2018,0,0.10117361392148927,acres,Beans,5,2018,5,2018,second,LWENGO,KYAZANGA,KAKOMA,KASAMBYA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00a68f13f97141199e9fda8aacbccc8d,1,0.25,80,1,9998,1,0.10117361392148927,acres,Banana food,6,2017,12,2017,first,LWENGO,KYAZANGA,KAKOMA,KASAMBYA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00a68f13f97141199e9fda8aacbccc8d,1,0.25,100,1,9998,1,0.10117361392148927,acres,Banana food,1,2018,6,2018,second,LWENGO,KYAZANGA,KAKOMA,KASAMBYA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00a68f13f97141199e9fda8aacbccc8d,1,0.25,NA,9,2017,0,0.10117361392148927,acres,Irish potatoes,12,2017,12,2017,first,LWENGO,KYAZANGA,KAKOMA,KASAMBYA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00a68f13f97141199e9fda8aacbccc8d,1,0.25,100,3,2018,0,0.10117361392148927,acres,Irish potatoes,7,2018,7,2018,second,LWENGO,KYAZANGA,KAKOMA,KASAMBYA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00bbd034f88649bc980b091d4a5af645,2,0.5,20,1,9998,1,0.20234722784297854,acres,Coffee all,5,2018,6,2018,second,BUIKWE,KAWOLO DIVISION,SAGAZI,SAGAZI EAST,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00bbd034f88649bc980b091d4a5af645,1,0.5,80,1,9998,1,0.20234722784297854,acres,Coffee all,10,2017,12,2017,first,BUIKWE,KAWOLO DIVISION,SAGAZI,SAGAZI EAST,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00bbd034f88649bc980b091d4a5af645,3,0.5,50,2,2018,1,0.20234722784297854,acres,Beans,4,2018,5,2018,second,BUIKWE,KAWOLO DIVISION,SAGAZI,SAGAZI EAST,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00bbd034f88649bc980b091d4a5af645,3,0.5,50,2,2018,1,0.20234722784297854,acres,Maize,5,2018,6,2018,second,BUIKWE,KAWOLO DIVISION,SAGAZI,SAGAZI EAST,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00bbd034f88649bc980b091d4a5af645,2,0.5,10,1,9998,1,0.20234722784297854,acres,Coffee all,NA,NA,NA,NA,first,BUIKWE,KAWOLO DIVISION,SAGAZI,SAGAZI EAST,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00bbd034f88649bc980b091d4a5af645,3,0.25,50,9,2017,1,0.10117361392148927,acres,Maize,2,2018,2,2018,first,BUIKWE,KAWOLO DIVISION,SAGAZI,SAGAZI EAST,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00bbd034f88649bc980b091d4a5af645,3,0.25,50,10,2017,1,0.10117361392148927,acres,Beans,12,2017,12,2017,first,BUIKWE,KAWOLO DIVISION,SAGAZI,SAGAZI EAST,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00bbd034f88649bc980b091d4a5af645,2,0.5,80,1,9998,1,0.20234722784297854,acres,Banana food,1,2018,6,2018,second,BUIKWE,KAWOLO DIVISION,SAGAZI,SAGAZI EAST,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00bbd034f88649bc980b091d4a5af645,4,0.25,NA,8,2017,1,0.10117361392148927,acres,Sweet potatoes,12,2017,4,2018,first,BUIKWE,KAWOLO DIVISION,SAGAZI,SAGAZI EAST,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00bbd034f88649bc980b091d4a5af645,1,0.5,100,1,9998,1,0.20234722784297854,acres,Coffee all,3,2018,6,2018,second,BUIKWE,KAWOLO DIVISION,SAGAZI,SAGAZI EAST,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00bbd034f88649bc980b091d4a5af645,2,0.5,90,1,9998,1,0.20234722784297854,acres,Banana food,7,2017,12,2017,first,BUIKWE,KAWOLO DIVISION,SAGAZI,SAGAZI EAST,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00bbd034f88649bc980b091d4a5af645,1,0.5,20,9,2017,1,0.20234722784297854,acres,Cassava,2,2018,4,2018,first,BUIKWE,KAWOLO DIVISION,SAGAZI,SAGAZI EAST,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00c9353d8ebe42faabf5919b81d7fae7,0,1,40,5,2016,1,0.4046944556859571,acres,Cassava,7,2017,12,2017,first,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00c9353d8ebe42faabf5919b81d7fae7,0,1,60,8,2017,1,0.4046944556859571,acres,Maize,12,2017,12,2017,first,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00c9353d8ebe42faabf5919b81d7fae7,1,0.25,NA,8,2017,2,0.10117361392148927,acres,Beans,11,2017,11,2017,first,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00c9353d8ebe42faabf5919b81d7fae7,2,0.75,40,8,2017,2,0.3035208417644678,acres,Soya beans,12,2017,12,2017,first,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00c9353d8ebe42faabf5919b81d7fae7,2,0.75,60,7,2017,2,0.3035208417644678,acres,Maize,12,2017,12,2017,first,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00db391b5a9a4ef0954f50f148069c46,1,1,30,4,2017,2,0.4046944556859571,acres,Soya beans,8,2017,8,2017,first,BUGIRI,NABUKALU,WANGOBO,BUSAALA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00db391b5a9a4ef0954f50f148069c46,1,0.3,NA,3,2017,1,0.12140833670578713,acres,Cassava,9,2017,11,2017,first,BUGIRI,NABUKALU,WANGOBO,BUSAALA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00db391b5a9a4ef0954f50f148069c46,1,0.5,NA,5,2018,1,0.20234722784297854,acres,Sweet potatoes,8,2018,11,2018,second,BUGIRI,NABUKALU,WANGOBO,BUSAALA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00db391b5a9a4ef0954f50f148069c46,1,0.5,100,3,2018,2,0.20234722784297854,acres,Maize,7,2018,7,2018,second,BUGIRI,NABUKALU,WANGOBO,BUSAALA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00db391b5a9a4ef0954f50f148069c46,1,1,70,4,2017,2,0.4046944556859571,acres,Maize,7,2017,7,2017,first,BUGIRI,NABUKALU,WANGOBO,BUSAALA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00db391b5a9a4ef0954f50f148069c46,2,0.2,NA,4,2017,1,0.08093889113719142,acres,Sweet potatoes,7,2017,9,2017,first,BUGIRI,NABUKALU,WANGOBO,BUSAALA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00db391b5a9a4ef0954f50f148069c46,2,0.5,100,1,2018,1,0.20234722784297854,acres,Maize,5,2018,5,2018,second,BUGIRI,NABUKALU,WANGOBO,BUSAALA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00e23121bad94719bff27f93646437b3,1,0.07,NA,7,2017,1,0.028328611898016998,acres,Onions,9,2017,9,2017,first,NEBBI,CENTRAL DIVISION,NAMTHIN,PAWONG PIDA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00e23121bad94719bff27f93646437b3,1,0.5,NA,5,2016,3,0.20234722784297854,acres,Cassava,1,2018,5,2018,first,NEBBI,CENTRAL DIVISION,NAMTHIN,PAWONG PIDA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00e23121bad94719bff27f93646437b3,2,0.06,NA,7,2017,1,0.024281667341157425,acres,Maize,11,2017,12,2017,first,NEBBI,CENTRAL DIVISION,NAMTHIN,PAWONG PIDA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00e23121bad94719bff27f93646437b3,1,1,NA,8,2017,2,0.4046944556859571,acres,Cassava,NA,NA,NA,NA,first,NEBBI,CENTRAL DIVISION,NAMTHIN,PAWONG PIDA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00f1eb71d428408f888b058a8e8664fe,3,0.82,40,9,2017,1,0.3318494536624848,acres,Beans,11,2017,11,2017,first,KALUNGU,LWABENGE,BWESA,NNUNDA B,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00f1eb71d428408f888b058a8e8664fe,2,0.34,NA,8,2017,1,0.13759611493322543,acres,Groundnuts,12,2017,12,2017,first,KALUNGU,LWABENGE,BWESA,NNUNDA B,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00f1eb71d428408f888b058a8e8664fe,3,0.82,30,9,2017,1,0.3318494536624848,acres,Maize,11,2017,11,2017,first,KALUNGU,LWABENGE,BWESA,NNUNDA B,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00f1eb71d428408f888b058a8e8664fe,3,0.82,40,8,2016,1,0.3318494536624848,acres,Cassava,12,2017,5,2018,first,KALUNGU,LWABENGE,BWESA,NNUNDA B,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00f1eb71d428408f888b058a8e8664fe,1,1.08,NA,1,2013,1,0.4370700121408337,acres,Banana food,7,2017,12,2017,first,KALUNGU,LWABENGE,BWESA,NNUNDA B,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00f1eb71d428408f888b058a8e8664fe,4,5.9,NA,1,9998,1,2.387697288547147,acres,Coffee all,7,2017,12,2017,first,KALUNGU,LWABENGE,BWESA,NNUNDA B,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00f1eb71d428408f888b058a8e8664fe,1,1.08,100,1,2013,1,0.4370700121408337,acres,Banana food,2,2018,6,2018,second,KALUNGU,LWABENGE,BWESA,NNUNDA B,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00f1eb71d428408f888b058a8e8664fe,3,1.5,30,3,2018,1,0.6070416835289356,acres,Maize,6,2018,6,2018,second,KALUNGU,LWABENGE,BWESA,NNUNDA B,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00f1eb71d428408f888b058a8e8664fe,2,5.9,100,1,9998,1,2.387697288547147,acres,Coffee all,5,2018,6,2018,second,KALUNGU,LWABENGE,BWESA,NNUNDA B,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00f1eb71d428408f888b058a8e8664fe,4,2,100,3,2018,1,0.8093889113719142,acres,Groundnuts,6,2018,6,2018,second,KALUNGU,LWABENGE,BWESA,NNUNDA B,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
00f1eb71d428408f888b058a8e8664fe,3,1.5,50,3,2018,1,0.6070416835289356,acres,Beans,5,2018,5,2018,second,KALUNGU,LWABENGE,BWESA,NNUNDA B,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
0101511a1da74f35b4fb8fd0c2cf8e69,1,1.5,100,5,2017,1,0.6070416835289356,acres,Cassava,2,2018,10,2018,second,BUKEDEA,KACHUMBALA,KONGUNGA,KOMELEKES,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
0101511a1da74f35b4fb8fd0c2cf8e69,2,0.5,100,3,2015,1,0.20234722784297854,acres,Banana food,5,2018,9,2018,second,BUKEDEA,KACHUMBALA,KONGUNGA,KOMELEKES,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
0101511a1da74f35b4fb8fd0c2cf8e69,1,1,100,5,2018,2,0.4046944556859571,acres,Maize,8,2018,9,2018,second,BUKEDEA,KACHUMBALA,KONGUNGA,KOMELEKES,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
0103050b934841289df128242538e3ea,1,1,30,3,2018,1,0.4046944556859571,acres,Beans,7,2018,7,2018,second,NAKAPIRIPIRIT,NAKAPIRIPIRIT TOWN COUNCIL,KATANGA,NANGOROMIT,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
0103050b934841289df128242538e3ea,1,1,100,3,2018,2,0.4046944556859571,acres,Maize,8,2018,8,2018,second,NAKAPIRIPIRIT,NAKAPIRIPIRIT TOWN COUNCIL,KATANGA,NANGOROMIT,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
0103050b934841289df128242538e3ea,1,1,70,3,2018,1,0.4046944556859571,acres,Maize,7,2018,8,2018,second,NAKAPIRIPIRIT,NAKAPIRIPIRIT TOWN COUNCIL,KATANGA,NANGOROMIT,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
01152e19bbdd4744a712260121f34bf7,1,0.5,50,3,2018,1,0.20234722784297854,acres,Maize,7,2018,7,2018,second,MUKONO,NAMA,NAMUBIRU,KIRANGIRA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
01152e19bbdd4744a712260121f34bf7,1,0.5,30,3,2018,1,0.20234722784297854,acres,Beans,6,2018,7,2018,second,MUKONO,NAMA,NAMUBIRU,KIRANGIRA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
0125c97b154d4f249c07f630cd52a102,1,0.25,30,4,1980,1,0.10117361392148927,acres,Coffee all,NA,NA,NA,NA,first,BULAMBULI,LUSHA,GOMBE,NESANGA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
0125c97b154d4f249c07f630cd52a102,1,0.25,40,8,2017,1,0.10117361392148927,acres,Beans,NA,NA,NA,NA,first,BULAMBULI,LUSHA,GOMBE,NESANGA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
0125c97b154d4f249c07f630cd52a102,1,0.25,30,3,2017,1,0.10117361392148927,acres,Banana food,5,2018,6,2018,second,BULAMBULI,LUSHA,GOMBE,NESANGA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
0125c97b154d4f249c07f630cd52a102,1,0.25,30,3,2017,1,0.10117361392148927,acres,Banana food,NA,NA,NA,NA,first,BULAMBULI,LUSHA,GOMBE,NESANGA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
0125c97b154d4f249c07f630cd52a102,1,0.25,40,3,2018,1,0.10117361392148927,acres,Beans,5,2018,6,2018,second,BULAMBULI,LUSHA,GOMBE,NESANGA,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
0130f7b8553e41139cc871d924491db2,1,2,40,4,2018,1,0.8093889113719142,acres,Maize,7,2018,7,2018,second,OYAM,ABER,ATURA,ALYEC JUK,NA,NA,NA,NA,NA,NA,UGA_2018_UNPS_v02_M,Uganda,https://doi.org/10.48529/ttyg-m774
