country,adm1,adm2,adm3,adm4,lat,lon,GPS_level,hhID,fieldID,plotID,crop,season,plot_area_measured_ha,plot_area_reported_ha,plot_area_reported_localUnit,localUnit_area,crop_area_share,planting_year,planting_month,harvest_year_begin,harvest_month_begin,harvest_year_end,harvest_month_end,harvest_year,harvest_month,dataset_name,dataset_doi
Malawi,northern,chitipa,,,-9.758098,33.352994,3,101015620162,rg02,r02,groundnut,major,0.0404685642235357,0.2023428211176788,0.5,acre,,2012.0,12.0,,6.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.688123,33.282754,3,101012150026,rg01,r01,maize,major,0.4046856422353577,0.4046856422353577,1.0,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.688123,33.282754,3,101012150026,rg01,r01,beans,major,0.4046856422353577,0.4046856422353577,1.0,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.688123,33.282754,3,101012150026,rg02,r02,maize,major,0.2023428211176788,0.283279945517894,0.69999999,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.688123,33.282754,3,101012150026,rg02,r02,groundnut,major,0.2023428211176788,0.283279945517894,0.69999999,acre,,2012.0,12.0,,7.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620205,rg01,r01,maize,major,0.1618742609409995,0.2023428211176788,0.5,acre,,2012.0,12.0,,7.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620205,rg01,r01,groundnut,major,0.1618742609409995,0.2023428211176788,0.5,acre,25.0,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150045,rg01,r01,maize,major,0.3642170699181091,0.4046856422353577,1.0,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150045,rg01,r01,beans,major,0.3642170699181091,0.4046856422353577,1.0,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150045,rg02,r02,groundnut,major,0.0404685642235357,0.1011714105588394,0.25,acre,,2013.0,1.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150045,rg02,r02,maize,major,0.0404685642235357,0.1011714105588394,0.25,acre,,2013.0,1.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620086,rg01,r01,maize,major,0.283279945517894,0.4046856422353577,1.0,acre,,2012.0,11.0,,7.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620086,rg01,r01,beans,major,0.283279945517894,0.4046856422353577,1.0,acre,12.5,2012.0,11.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620086,rg01,r01,groundnut,major,0.283279945517894,0.4046856422353577,1.0,acre,12.5,2012.0,11.0,,7.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620086,rg02,r02,maize,major,0.2428113934349274,0.4046856422353577,1.0,acre,,2012.0,11.0,,7.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620086,rg02,r02,groundnut,major,0.2428113934349274,0.4046856422353577,1.0,acre,12.5,2012.0,11.0,,7.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150004,rg01,r01,maize,major,0.3237485178351426,0.4046856422353577,1.0,acre,,2012.0,11.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150004,rg02,r02,tobacco,major,0.283279945517894,0.4046856422353577,1.0,acre,,2012.0,11.0,,4.0,,5.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620075,rg01,r01,maize,major,0.2023428211176788,0.2023428211176788,0.5,acre,,2012.0,12.0,,7.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620075,rg01,r01,beans,major,0.2023428211176788,0.2023428211176788,0.5,acre,12.5,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620075,rg01,r01,groundnut,major,0.2023428211176788,0.2023428211176788,0.5,acre,12.5,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150059,rg01,r01,maize,major,0.2428113934349274,0.2023428211176788,0.5,acre,,2013.0,1.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150059,rg02,r02,maize,major,0.4046856422353577,0.4046856422353577,1.0,acre,,2013.0,1.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620009,rg01,r01,maize,major,0.9307769771413226,0.4046856422353577,1.0,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620009,rg01,r01,pumpkin leaves,major,0.9307769771413226,0.4046856422353577,1.0,acre,,2012.0,12.0,,4.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620009,rg02,r02,maize,major,0.0404685642235357,0.2023428211176788,0.5,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150001,rg01,r01,maize,major,0.2589988069837725,0.4046856422353577,1.0,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150001,rg01,r01,beans,major,0.2589988069837725,0.4046856422353577,1.0,acre,25.0,2012.0,12.0,,5.0,,5.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150001,rg01,r01,peas,major,0.2589988069837725,0.4046856422353577,1.0,acre,12.5,2012.0,12.0,,5.0,,5.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150001,rg02,r02,maize,major,0.2104365258686731,0.2023428211176788,0.5,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150001,rg02,r02,groundnut,major,0.2104365258686731,0.2023428211176788,0.5,acre,50.0,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620195,,,,major,,,,,,,,,,,,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150053,rg01,r01,maize,major,0.0404685642235357,0.0404685642235357,0.1,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150053,rg02,r02,maize,major,0.1214056967174637,0.0809371284470715,0.2,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150053,rg03,r03,maize,major,0.6070284633530365,0.4046856422353577,1.0,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.728369,33.371926,3,101015620227,rg01,r01,maize,major,1.6996796164513737,1.214056926706073,3.0,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.728369,33.371926,3,101015620227,rg01,r01,groundnut,major,1.6996796164513737,1.214056926706073,3.0,acre,50.0,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150034,rg01,r01,maize,major,0.5058570527941971,0.5058570527941971,1.25,acre,,2013.0,1.0,,6.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150034,rg01,r01,beans,major,0.5058570527941971,0.5058570527941971,1.25,acre,,2013.0,1.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620096,rg01,r01,maize,major,0.3642170699181091,0.2023428211176788,0.5,acre,,2012.0,12.0,,7.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620096,rg01,r01,beans,major,0.3642170699181091,0.2023428211176788,0.5,acre,50.0,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620096,rg02,r02,maize,major,0.1740148302080602,0.4046856422353577,1.0,acre,,2012.0,12.0,,7.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620096,rg03,r03,groundnut,major,0.1537805440494359,0.1011714105588394,0.25,acre,,2012.0,12.0,,7.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150049,rg01,r01,maize,major,0.2306708120272974,0.6070284633530365,1.5,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150049,rg01,r01,beans,major,0.2306708120272974,0.6070284633530365,1.5,acre,50.0,2012.0,12.0,,5.0,,5.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150049,rg02,r02,maize,major,0.2347176644027946,0.3035142316765182,0.75,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150049,rg02,r02,beans,major,0.2347176644027946,0.3035142316765182,0.75,acre,25.0,2012.0,12.0,,5.0,,5.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620118,rg01,r01,maize,major,0.1618742609409995,0.4046856422353577,1.0,acre,,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620118,rg02,r02,pigeonpea,major,0.0404685642235357,0.1011714105588394,0.25,acre,,2012.0,11.0,,6.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150048,rg01,r01,maize,major,2.266239556049439,0.9105426950295548,2.25,acre,,2012.0,12.0,,6.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150048,rg01,r01,beans,major,2.266239556049439,0.9105426950295548,2.25,acre,25.0,2012.0,12.0,,5.0,,5.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620020,rg01,r01,maize,major,0.1618742609409995,0.2023428211176788,0.5,acre,,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620020,rg02,r02,maize,major,0.3642170699181091,0.2023428211176788,0.5,acre,,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150040,rg01,r01,maize,major,0.2549519546082753,0.4046856422353577,1.0,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150040,rg01,r01,peas,major,0.2549519546082753,0.4046856422353577,1.0,acre,25.0,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150040,rg02,r02,maize,major,0.2225771072763031,0.2023428211176788,0.5,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.50446,33.2302,3,101012150040,rg02,r02,peas,major,0.2225771072763031,0.2023428211176788,0.5,acre,25.0,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620140,rg01,r01,maize,major,0.3237485178351426,0.4046856422353577,1.0,acre,,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.66792,33.3937,3,101015620140,rg02,r02,groundnut,major,0.0809371284470715,0.1011714105588394,0.25,acre,,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.80998,33.3873,3,101010160180,rg01,r01,maize,major,0.1659211133164966,0.2023428211176788,0.5,acre,100.0,2013.0,1.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.80998,33.3873,3,101010160180,rg02,r02,groundnut,major,0.0809371284470715,0.1011714105588394,0.25,acre,,2013.0,1.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.80998,33.3873,3,101010160180,rg03,r03,soyabean,major,0.1902022518506181,0.0242,242.0,square meters,,2013.0,1.0,,7.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.686266,33.239743,3,101012040071,rg01,r01,maize,major,0.526091334905965,0.708199873911876,1.75,acre,,2012.0,12.0,,6.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.80998,33.3873,3,101010160060,rg01,r01,maize,major,0.3156547888030097,0.4046856422353577,1.0,acre,,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.80998,33.3873,3,101010160060,rg01,r01,beans,major,0.3156547888030097,0.4046856422353577,1.0,acre,25.0,2012.0,12.0,,5.0,,6.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.80998,33.3873,3,101010160060,rg02,r02,groundnut,major,0.2913736745500268,0.4046856422353577,1.0,acre,,2012.0,12.0,,4.0,,5.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.89498,33.381,3,101012040054,rg01,r01,maize,major,0.4046856422353577,0.6070284633530365,1.5,acre,,2012.0,12.0,,6.0,,7.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
Malawi,northern,chitipa,,,-9.80998,33.3873,3,101010160009,rg01,r01,maize,major,0.283279945517894,0.1011714105588394,0.25,acre,,2012.0,11.0,,5.0,,5.0,,,mwi_2010-2013_ihps_v01_m,https://doi.org/10.48529/4q9f-2288
