case_id,HHID,crop_code,PID,ag_q00b,ag_q00c,ag_q00d,ag_q00e1,ag_q00e2,ag_q00e3,ag_q00e4
308036490003,0195bc6422b848e3bfda546c1cb53999,4,3,20,7,1,1,0,1,1
308036490003,0195bc6422b848e3bfda546c1cb53999,6,4,12,1,1,1,0,1,1
308036490003,0195bc6422b848e3bfda546c1cb53999,1,4,2,6,2,1,1,1,1
308036490003,0195bc6422b848e3bfda546c1cb53999,1,2,2,6,6,1,1,1,1
102031300007,019f2ab1dd0546ce9dc8e4bd60498991,7,2,1,6,1,0,0,0,1
102031300007,019f2ab1dd0546ce9dc8e4bd60498991,1,2,1,3,4,1,1,0,1
102031300007,019f2ab1dd0546ce9dc8e4bd60498991,7,1,1,6,1,0,0,0,1
102031300007,019f2ab1dd0546ce9dc8e4bd60498991,1,1,1,3,4,1,1,0,0
302065170099,01adafc6bd7043b7883338cd91aaab4e,4,1,1,2,2,0,0,0,0
309066830105,01bc84c07fd948e8bc4f1f6e3ea83def,7,1,8,1,1,0,0,1,0
312027380062,01c048993e2f434c954e248cb800ce12,4,1,1,3,4,0,0,0,0
312027380062,01c048993e2f434c954e248cb800ce12,4,2,1,2,3,0,0,0,0
102011250079,01ceb0576d994a6eb7ea36fd3b7e2bd6,1,3,8,5,6,1,0,1,1
102011250079,01ceb0576d994a6eb7ea36fd3b7e2bd6,7,2,6,4,4,1,,1,1
102011250079,01ceb0576d994a6eb7ea36fd3b7e2bd6,7,3,7,5,6,1,0,1,1
102011250079,01ceb0576d994a6eb7ea36fd3b7e2bd6,1,2,8,4,4,1,0,1,1
313047710088,01d44606aa644c1cab7947b637a41a75,7,1,3,3,1,0,0,1,0
313047710088,01d44606aa644c1cab7947b637a41a75,6,2,4,2,1,0,0,1,0
313047710088,01d44606aa644c1cab7947b637a41a75,4,1,12,7,1,0,0,1,0
313047710088,01d44606aa644c1cab7947b637a41a75,8,1,5,3,2,0,0,1,0
301115050237,01fd6ea8796e4e69a22bf16380a22fbb,4,1,2,4,2,0,0,0,0
301115050237,01fd6ea8796e4e69a22bf16380a22fbb,4,2,1,2,3,0,0,0,0
207053960072,01ffb44f0b0d4b1b9a3de34964449d98,4,1,12,3,2,1,0,1,0
307086300102,020871d760c749caaccc159ab8a5259d,4,2,24,7,1,1,0,1,0
105051990077,02186ed95ca64967851c2a0eb305905e,9,3,2,4,5,1,0,1,0
105051990077,02186ed95ca64967851c2a0eb305905e,9,4,4,2,1,1,0,1,0
203022860010,021d650bc4ac448b931fa3858967dc6f,1,2,1,5,5,1,1,1,1
203022860010,021d650bc4ac448b931fa3858967dc6f,1,1,1,5,5,0,0,0,0
305015790067,022a43d6ca0b4a93b7b26627d10e37de,4,1,3,5,4,1,1,1,1
305015790067,022a43d6ca0b4a93b7b26627d10e37de,12,1,5,3,1,1,0,1,0
305015790067,022a43d6ca0b4a93b7b26627d10e37de,8,1,4,4,5,1,0,1,0
103121640021,022aae14b41d46488caa895611177b7b,1,1,4,1,2,1,1,1,0
103121640021,022aae14b41d46488caa895611177b7b,1,2,5,1,2,1,1,1,0
103121640021,022aae14b41d46488caa895611177b7b,1,3,5,2,2,1,1,1,0
307106340014,023f5ffde17946cbb4c15fdc49c38d32,4,2,1,1,2,0,0,0,0
307106340014,023f5ffde17946cbb4c15fdc49c38d32,4,1,1,2,2,0,0,0,0
102051420275,02426348aa3647b58d35cf69bb354532,1,2,1,4,4,1,1,1,1
102051420275,02426348aa3647b58d35cf69bb354532,1,3,1,4,4,1,1,1,1
102051420275,02426348aa3647b58d35cf69bb354532,1,1,1,4,4,1,1,1,0
302085190239,02447744d30a4cbabbe88f4687d3d033,4,2,1,2,2,0,0,0,1
302085190239,02447744d30a4cbabbe88f4687d3d033,4,1,3,3,3,0,0,0,1
308016440192,02552be8825147f7a1b482a33462585f,2,2,3,3,5,1,1,0,1
104011690135,0270ec0c7df2447595bb92f54e57a238,4,2,16,7,1,1,,1,1
104011690135,0270ec0c7df2447595bb92f54e57a238,7,2,10,1,1,1,0,1,1
201062420220,028f26caa07145689edb8651ce38dfaa,7,1,5,4,3,0,0,1,0
201062420220,028f26caa07145689edb8651ce38dfaa,9,1,4,3,4,0,0,1,0
201062420220,028f26caa07145689edb8651ce38dfaa,7,2,8,4,3,0,0,1,0
302125270106,02aa9e8f50b54103a2fafb3b92e7dec1,4,2,3,3,3,0,0,0,0
302125270106,02aa9e8f50b54103a2fafb3b92e7dec1,4,1,4,2,2,0,0,0,0
201242580058,02aaefff9c1b47a3afeedbee93149265,4,1,1,2,1,1,0,0,0
206173830052,02af9d846cd54dddb387e17197f827a1,4,1,14,3,1,1,0,1,0
209074400241,02c58494edd74b2e9085f2671f7b281e,4,2,4,6,2,1,,,
301064980051,030d90bf88d742fda8555c0bfac4a457,4,1,4,5,4,0,0,0,1
301064980051,030d90bf88d742fda8555c0bfac4a457,4,2,4,2,4,0,0,0,1
308036510107,0326678d98ee4cc1898a272d53c5ffaf,4,2,1,2,5,1,1,1,1
308036510107,0326678d98ee4cc1898a272d53c5ffaf,1,1,3,4,3,1,1,1,1
308036510107,0326678d98ee4cc1898a272d53c5ffaf,6,1,1,2,5,0,0,1,0
105021960013,032bc3a7540f4e6f9fce4c8039b9d124,4,1,4,3,1,0,0,1,0
105021960013,032bc3a7540f4e6f9fce4c8039b9d124,4,2,4,7,1,0,0,1,0
202062770237,032f41b50b6b476195a1c9cd53807e82,1,2,1,6,5,1,0,1,1
202062770237,032f41b50b6b476195a1c9cd53807e82,1,1,1,6,4,1,0,1,0
305015790229,0350c73bcc9d401dbbd2981088bb8d90,6,2,12,5,1,1,0,1,0
305015790229,0350c73bcc9d401dbbd2981088bb8d90,4,1,12,7,1,1,0,1,0
305015790229,0350c73bcc9d401dbbd2981088bb8d90,12,4,12,7,1,1,0,1,0
305015790229,0350c73bcc9d401dbbd2981088bb8d90,4,2,12,7,1,1,0,1,0
305015790229,0350c73bcc9d401dbbd2981088bb8d90,4,4,12,7,1,1,0,1,0
305015790229,0350c73bcc9d401dbbd2981088bb8d90,12,2,12,4,1,1,0,1,0
305015790229,0350c73bcc9d401dbbd2981088bb8d90,12,3,12,7,1,1,0,1,0
305015790229,0350c73bcc9d401dbbd2981088bb8d90,6,4,12,4,1,1,0,1,0
305015790229,0350c73bcc9d401dbbd2981088bb8d90,12,1,12,4,1,1,0,1,0
305015790229,0350c73bcc9d401dbbd2981088bb8d90,6,3,12,4,1,1,0,1,0
305015790229,0350c73bcc9d401dbbd2981088bb8d90,6,1,12,4,1,1,0,1,0
305015790229,0350c73bcc9d401dbbd2981088bb8d90,4,3,12,7,1,1,0,1,0
307076280051,03525c515e194b0d8fc7be5c11e8969b,7,1,3,6,3,1,0,1,1
307076280051,03525c515e194b0d8fc7be5c11e8969b,1,1,2,6,4,1,1,1,1
201232570122,03633e60f3c94c93a9875bc065d5a43e,18,1,1,4,2,0,0,1,0
302105230269,037569a7d57b4998be29127f9df89086,1,2,2,6,2,1,1,0,0
207013870189,038c3a60a6ab4613bd8b95f4c5688be3,4,3,2,6,4,0,0,0,0
207013870189,038c3a60a6ab4613bd8b95f4c5688be3,6,4,1,3,1,0,0,0,0
207013870189,038c3a60a6ab4613bd8b95f4c5688be3,9,4,1,5,1,0,0,0,0
207013870189,038c3a60a6ab4613bd8b95f4c5688be3,4,4,2,4,6,0,0,0,0
202042700299,038dea8bf30a4cf7be47cbaddb3e9c73,1,1,2,6,4,1,0,1,1
202042700299,038dea8bf30a4cf7be47cbaddb3e9c73,1,2,2,2,2,1,0,1,1
302105220010,0396d136e8aa44ab88f996f45dbf9654,4,1,4,7,2,1,0,0,0
302105220010,0396d136e8aa44ab88f996f45dbf9654,6,1,1,2,1,1,0,0,0
209034340048,03c4a40a7abc42d28dacb8e44bdf3a2a,4,2,2,3,1,0,0,0,1
103121670099,03c6255c9bcf49e19d8366ed3d3c9ca4,1,2,10,2,2,1,1,1,0
103121670099,03c6255c9bcf49e19d8366ed3d3c9ca4,1,1,10,3,5,1,1,1,0
103121670099,03c6255c9bcf49e19d8366ed3d3c9ca4,1,3,10,2,3,1,1,1,0
103121670099,03c6255c9bcf49e19d8366ed3d3c9ca4,1,5,10,2,2,1,1,1,0
310016870164,03dcf3ef05074fc5bdf35bf09ebf11ca,15,1,1,4,3,0,1,0,0
303025330307,03f67f44b04748d9be2effc33a5e4281,14,1,1,3,3,0,0,1,0
303025330307,03f67f44b04748d9be2effc33a5e4281,9,1,1,2,3,0,0,1,0
303025330307,03f67f44b04748d9be2effc33a5e4281,4,1,1,3,5,0,0,1,0
209014290067,04341a0bcd214a6898989e14687fc02f,4,2,8,5,1,1,0,0,1
209014290067,04341a0bcd214a6898989e14687fc02f,6,2,8,4,1,1,0,0,1
209014290067,04341a0bcd214a6898989e14687fc02f,14,2,12,3,1,1,0,0,1
103081600041,043f678ac5794a6f8f92497fd2f81cbd,1,1,3,1,3,1,1,1,0
201062420135,045025a673ff4cacb7c82cb354964895,4,3,16,3,1,1,0,1,0
201062420135,045025a673ff4cacb7c82cb354964895,4,2,16,3,1,1,0,1,0
201062420135,045025a673ff4cacb7c82cb354964895,4,1,16,3,1,1,0,1,0
101011030155,045e6c0ec46c45ffa1cf157dae6c5941,1,1,1,1,2,1,,,
311087260016,0477f64669ab49d48cc78e92294b82bb,15,2,4,3,3,1,0,0,1
307206410143,047b3e0f65444089b0807c2b6daaa70a,1,2,1,3,4,1,1,1,1
203042940073,04b78611951d4b26b1eb3aa949e28921,7,1,2,1,1,1,0,1,0
103031530008,04b81da74661404991cbe3a13fce2890,7,1,8,1,1,0,0,1,0
103031530008,04b81da74661404991cbe3a13fce2890,7,2,7,1,1,0,0,1,0
103031530008,04b81da74661404991cbe3a13fce2890,1,3,7,2,2,1,1,1,0
103031530008,04b81da74661404991cbe3a13fce2890,1,2,7,3,4,1,1,1,0
201152490118,04c2601217eb4d00a9d280cf3172fa15,4,1,1,4,3,1,1,1,0
310036980061,04d2b8f4308048d79edb72679d1482f6,18,1,1,2,3,0,1,0,0
304045650194,04d6048c1d574e149b5a427fbb502b3c,1,2,2,6,1,1,1,1,0
304045650194,04d6048c1d574e149b5a427fbb502b3c,1,3,2,6,1,1,1,1,0
209104460005,04efa80ab5b1463bbdc835c93451337b,4,2,2,2,1,0,0,0,1
209104460005,04efa80ab5b1463bbdc835c93451337b,15,2,3,1,1,0,0,0,1
209104460005,04efa80ab5b1463bbdc835c93451337b,4,1,3,2,1,0,0,0,1
305055870071,0519af7c75bb4a71bc882e9c4aa18434,4,2,5,2,1,1,0,1,1
210544590118,05225731c78f4d9d851d18248ac6214b,7,1,3,2,1,1,1,1,1
210544590118,05225731c78f4d9d851d18248ac6214b,7,5,3,2,1,1,1,1,1
210544590118,05225731c78f4d9d851d18248ac6214b,4,5,3,2,1,0,0,1,1
210544590118,05225731c78f4d9d851d18248ac6214b,4,1,3,2,1,0,0,1,1
313017560030,05228a9c87024b9c8d6e1529de80483f,9,2,2,7,1,0,0,1,0
313017560030,05228a9c87024b9c8d6e1529de80483f,6,1,6,3,1,0,0,1,0
313017560030,05228a9c87024b9c8d6e1529de80483f,7,1,4,1,1,0,0,1,0
313017560030,05228a9c87024b9c8d6e1529de80483f,4,2,9,7,1,0,0,1,0
313017560030,05228a9c87024b9c8d6e1529de80483f,14,2,4,5,1,0,0,1,0
209094430247,0525788e042c46fdb271874620eccec1,7,1,1,3,1,0,0,0,1
209094430247,0525788e042c46fdb271874620eccec1,9,1,1,1,1,0,0,0,0
209094430247,0525788e042c46fdb271874620eccec1,12,1,3,7,1,0,0,0,1
303095490077,052e38b1fe88414489d863b95db04a4b,1,1,1,6,3,,1,0,0
203052970073,055de79d89084264a3b9d698bae5563b,4,1,4,6,2,0,0,0,0
103051560092,056d07500d8544dd98559529200ecd59,1,1,36,4,2,1,0,0,1
103051560092,056d07500d8544dd98559529200ecd59,18,2,8,5,2,0,0,1,0
103051560092,056d07500d8544dd98559529200ecd59,1,2,36,4,2,1,0,0,1
103051560092,056d07500d8544dd98559529200ecd59,5,2,8,7,1,1,0,1,0
103051560092,056d07500d8544dd98559529200ecd59,18,3,8,5,2,0,0,1,0
103051560092,056d07500d8544dd98559529200ecd59,1,3,36,4,3,1,1,1,1
103051560092,056d07500d8544dd98559529200ecd59,4,3,12,7,1,0,0,1,0
103051560092,056d07500d8544dd98559529200ecd59,5,3,3,3,1,1,,1,0
103051560092,056d07500d8544dd98559529200ecd59,4,2,12,7,1,1,1,1,1
103051560092,056d07500d8544dd98559529200ecd59,18,1,8,5,1,0,0,1,0
102011280124,057253ecac664d1289c4ef8128f4541e,7,1,2,3,4,0,0,0,0
102011280124,057253ecac664d1289c4ef8128f4541e,7,2,8,4,6,0,0,0,0
101031110095,0572c8f905c74c09a08b1ac75a63b75e,7,2,8,3,4,,,1,1
101031110095,0572c8f905c74c09a08b1ac75a63b75e,7,1,6,6,5,1,,,
101031110095,0572c8f905c74c09a08b1ac75a63b75e,3,1,3,7,6,1,1,,
103041550211,057d9db7920f42fb99672dbf29e2745f,4,3,6,7,1,1,0,1,0
103041550211,057d9db7920f42fb99672dbf29e2745f,4,2,6,7,1,1,0,1,0
103041550211,057d9db7920f42fb99672dbf29e2745f,8,2,4,3,1,1,0,1,0
103041550211,057d9db7920f42fb99672dbf29e2745f,4,1,6,5,1,1,0,1,0
103041550211,057d9db7920f42fb99672dbf29e2745f,8,1,4,3,1,1,0,1,0
301105040234,05bc926fd9434d4bb63dd4c0861164f7,1,1,15,6,3,1,1,1,0
301105040234,05bc926fd9434d4bb63dd4c0861164f7,1,2,15,6,5,1,1,1,0
106012120030,05bf82dd81ff46bd8b6939b1198d3cc9,4,1,2,1,1,0,0,1,0
207033920033,05c034395da644bba56a387508afb6c0,4,1,1,2,1,0,0,1,0
309056810020,05cfac8753e84c17b1e7e301f7c177b5,4,1,1,1,1,1,1,1,1
207043950254,06067a2b54fe4d6cbbe47cc1ac704714,14,3,4,4,1,1,0,1,0
207043950254,06067a2b54fe4d6cbbe47cc1ac704714,7,2,6,3,1,1,0,1,0
207043950254,06067a2b54fe4d6cbbe47cc1ac704714,7,3,6,3,1,1,0,1,0
207043950254,06067a2b54fe4d6cbbe47cc1ac704714,4,3,8,2,1,1,0,1,0
207043950254,06067a2b54fe4d6cbbe47cc1ac704714,18,2,3,3,1,1,1,1,0
207043950254,06067a2b54fe4d6cbbe47cc1ac704714,14,2,4,4,1,1,0,1,0
207043950254,06067a2b54fe4d6cbbe47cc1ac704714,18,1,3,3,1,1,1,1,0
207043950254,06067a2b54fe4d6cbbe47cc1ac704714,4,2,8,2,1,1,0,1,0
308066610178,0609c4a496154c629638c8fe8224f363,4,1,16,7,1,1,0,1,1
308066610178,0609c4a496154c629638c8fe8224f363,4,2,16,7,1,1,0,1,1
308066610178,0609c4a496154c629638c8fe8224f363,4,3,16,7,1,1,0,1,1
308066610178,0609c4a496154c629638c8fe8224f363,4,5,16,7,1,1,0,1,1
308066610178,0609c4a496154c629638c8fe8224f363,4,4,16,7,1,1,0,1,1
308066610178,0609c4a496154c629638c8fe8224f363,4,6,16,7,1,1,0,1,1
308026480231,062b6438e9a44083b3f3488693059b06,1,1,1,1,5,1,1,1,0
308026480231,062b6438e9a44083b3f3488693059b06,4,1,1,4,1,0,0,1,0
308026480231,062b6438e9a44083b3f3488693059b06,1,2,1,1,5,1,1,1,0
304025600201,062d121b373f43e89904d63541682a83,1,2,2,3,2,1,1,0,0
304025600201,062d121b373f43e89904d63541682a83,1,1,2,3,2,1,1,0,0
103121660007,063e73be877e44fda283b36cafeafa51,1,2,4,2,4,1,1,1,0
103121660007,063e73be877e44fda283b36cafeafa51,1,1,4,2,4,1,1,1,0
103121660007,063e73be877e44fda283b36cafeafa51,1,3,4,3,4,1,1,1,0
103121660007,063e73be877e44fda283b36cafeafa51,1,5,4,2,4,1,1,1,0
309056810068,063e95568cdc4b6bbd7bf020bd22e130,4,4,12,7,1,1,0,1,1
309056810068,063e95568cdc4b6bbd7bf020bd22e130,4,2,12,7,1,1,0,1,1
309056810068,063e95568cdc4b6bbd7bf020bd22e130,4,3,12,7,1,1,0,1,1
309056810068,063e95568cdc4b6bbd7bf020bd22e130,4,1,12,7,1,1,0,1,1
307056230224,0693344bf49a4ac8ac51832d6e271e1f,4,2,12,7,1,1,0,1,1
307056230224,0693344bf49a4ac8ac51832d6e271e1f,4,1,12,7,1,1,0,1,1
305025800369,0693c353de3d47fb971f1338bb3d6732,18,1,3,2,5,1,0,0,0
305025800369,0693c353de3d47fb971f1338bb3d6732,1,1,1,1,1,1,0,0,0
305025800369,0693c353de3d47fb971f1338bb3d6732,4,1,12,4,2,1,0,0,1
305025800369,0693c353de3d47fb971f1338bb3d6732,7,1,3,3,6,1,0,0,1
307046210184,06960556db934fd4b2054ede58010fcb,1,1,1,2,1,1,1,1,1
208064210103,06b77431e2bb4e54b02d30a83d4dac06,7,2,4,1,1,1,0,1,0
308066610197,06bcc6c81edc48b1a3c177c477c1c683,4,1,1,1,1,0,0,1,0
310016910066,06d70b3a96614c8895551777bff9f711,4,1,1,2,1,0,0,1,0
303045380104,06fc2a5524ef4c58994e6836b284efcf,4,1,1,2,2,0,0,0,0
208034160211,07006290269d4585b14c04326dfe7651,4,3,6,4,2,1,1,1,1
208034160211,07006290269d4585b14c04326dfe7651,9,1,3,1,1,0,0,0,0
105052010054,0704befa47ec438cb3b03c791f59d2a9,1,2,3,5,1,1,1,1,1
105052010054,0704befa47ec438cb3b03c791f59d2a9,1,5,3,5,1,1,1,1,1
105052010054,0704befa47ec438cb3b03c791f59d2a9,4,2,3,5,1,1,0,1,1
105052010054,0704befa47ec438cb3b03c791f59d2a9,4,5,3,5,1,1,0,1,1
105052010054,0704befa47ec438cb3b03c791f59d2a9,1,1,3,5,1,1,1,1,1
105052010054,0704befa47ec438cb3b03c791f59d2a9,4,1,3,5,1,1,0,1,1
302125260216,07081ebda1144c88bb49d52ecedfec85,4,1,1,2,2,0,0,1,0
302125260216,07081ebda1144c88bb49d52ecedfec85,18,1,1,1,1,0,0,1,0
202022670033,072890034f9e44c5882281bcb9f92061,7,2,1,1,1,0,0,0,0
202022670033,072890034f9e44c5882281bcb9f92061,1,2,1,1,1,0,0,0,0
102041380207,0742aa43ddcb4f36a7289331d93a24ad,1,2,1,6,4,1,1,1,1
209034320098,0747c723328a42648af3875aebe1fe91,4,1,3,1,1,0,0,0,1
202012650059,0756d636292e4c3a963bb5f951dd5097,4,1,8,2,1,1,0,1,1
202012650059,0756d636292e4c3a963bb5f951dd5097,4,2,8,2,1,1,0,1,1
307106350065,07575c211add42af80ac0d4d0c484da2,9,1,1,1,1,0,0,1,0
307106350065,07575c211add42af80ac0d4d0c484da2,4,1,1,2,1,0,0,1,0
201192500082,07587eabd9e242b9b19fcb6814ef70d8,7,1,4,3,1,1,0,1,0
310036960304,07648ca744b24bf59e5beca3cf848d2a,11,1,1,2,1,0,0,1,0
208034160254,077f74e16d2b4f8dbe061be0c275189d,4,3,9,4,1,0,0,0,0
208034160254,077f74e16d2b4f8dbe061be0c275189d,4,5,4,4,1,0,0,0,0
203042940031,0786ae92975546a6ba9badc418921d8f,7,1,6,1,2,0,0,1,0
301085020008,07934261c121450cbf3fd772bc6ceb98,8,2,3,4,1,0,0,1,0
101071180108,07b6494b1a3b49ddb6c6aed6d02cd0cd,4,4,1,2,1,1,0,1,0
101071180108,07b6494b1a3b49ddb6c6aed6d02cd0cd,4,2,1,2,1,1,0,1,0
105052000012,07b7f8c4e0aa4da8afe28b341007695a,4,1,1,2,1,0,0,1,0
104011710121,07f0022a66b145be9b8df38b4d9036a4,4,1,8,7,1,0,0,0,0
104011710121,07f0022a66b145be9b8df38b4d9036a4,4,2,8,7,1,0,0,0,0
104011710121,07f0022a66b145be9b8df38b4d9036a4,5,2,12,6,1,0,0,0,0
104011710121,07f0022a66b145be9b8df38b4d9036a4,5,1,12,6,1,0,0,0,0
104011710121,07f0022a66b145be9b8df38b4d9036a4,5,3,12,6,1,0,0,0,0
104011710121,07f0022a66b145be9b8df38b4d9036a4,4,3,8,7,1,0,0,0,0
201122470122,07f4d567ab8f478385822f42ce64a361,4,1,1,2,2,,,1,
312057440031,08001161fe1c4c7aa17c6ec2e1b79608,15,4,4,3,2,1,0,1,0
312057440031,08001161fe1c4c7aa17c6ec2e1b79608,6,4,3,4,2,1,0,1,1
305015780255,0815145f1b76422ba7958eb4b4da4ffa,18,2,1,3,2,1,1,1,0
305015780255,0815145f1b76422ba7958eb4b4da4ffa,4,2,1,1,1,1,0,1,0
102011270013,08181a2ab6ce48beac14a9ffe39eb0be,1,1,1,1,1,0,0,1,0
102011270013,08181a2ab6ce48beac14a9ffe39eb0be,7,2,1,2,2,1,0,1,0
102011270013,08181a2ab6ce48beac14a9ffe39eb0be,1,2,1,1,1,1,0,1,1
102011270013,08181a2ab6ce48beac14a9ffe39eb0be,7,1,1,1,1,0,0,1,0
101011060155,08241cf6339d4495ab3fe62a061e88cb,7,1,1,3,4,0,0,0,0
105011910163,0827af8294874a4189eb42fafde4ce7b,4,1,5,4,1,1,0,1,0
105011910163,0827af8294874a4189eb42fafde4ce7b,4,2,5,4,1,1,0,1,0
202042710192,08697bd6b28545e2828754f8477cd9e6,5,1,2,2,2,0,0,1,0
