case_id,HHID,CostsID,fs_f04,fs_f04_oth,fs_f05
302055150053,a0d7c31e66624891b0882a43b362bcb3,Transport,yes,,3000
303015310009,3c38d3a7805c476db300e4d536a0b5a0,Transport,yes,,5000
303025320062,d61e48d5c68247ef8ffaadcc9fa32476,Transport,yes,,6000
303025320145,71cd91513a5743c095983a41790ee7a9,Packaging,yes,,500
303025350174,4025541d86034a008c2cacba37617fc9,Transport,yes,,2500
303025350174,4025541d86034a008c2cacba37617fc9,Packaging,yes,,1000
303075430109,fa716337ee654e798c225b3ccb7e0b2b,Packaging,yes,,400
303075450016,1c89c99c739a468c959429510fa576b5,Packaging,yes,,35
303075450033,63b3a7d401a74315b8c1d7eea65b22c1,Transport,yes,,3000
303075460091,c14ffd797ab44b8bba331450281604b0,Transport,yes,,1400
303075460091,c14ffd797ab44b8bba331450281604b0,Packaging,yes,,200
303115520016,7255266ca5a74a22ac469e9e68146d4b,Packaging,yes,,100
304015560433,63194b9fd9a5456d91558bb3ffd032af,Packaging,yes,,500
304015560433,63194b9fd9a5456d91558bb3ffd032af,Transport,yes,,5000
304025600025,105374ca639646d8906e036dfc8ac476,Packaging,yes,,300
304025600025,105374ca639646d8906e036dfc8ac476,Transport,yes,,600
304025600055,3d44ff87d2c0420abb9ee81fdf34c926,Transport,yes,,1800
304025600055,3d44ff87d2c0420abb9ee81fdf34c926,Packaging,yes,,800
304025600154,16c9970d43b94e28adbcb92b13e81e9f,Transport,yes,,1200
304045650106,5e90b16272b44ed99e3eedaf943684c5,Transport,yes,,1000
304045650106,5e90b16272b44ed99e3eedaf943684c5,Packaging,yes,,300
304045650172,069ab247f7264ce581036e1060e312b8,Packaging,yes,,500
304045650172,069ab247f7264ce581036e1060e312b8,Transport,yes,,3000
304045670130,7d69bd9673a3475480350e1f0ee92853,Packaging,yes,,300
305015790074,fab62826568d44f1a423b3f025bbae22,Transport,yes,,550
306016010040,9a82dabc5c4e47cda2343aae7a0a6de8,Hired Labor,yes,,43000
306016010040,9a82dabc5c4e47cda2343aae7a0a6de8,Transport,yes,,71000
306016010040,9a82dabc5c4e47cda2343aae7a0a6de8,Packaging,yes,,6500
306026070251,12e41952047e41d5a73f0d3e7a1fe345,Transport,yes,,800
306036140112,52d1b7a2d60949ae822f6b3a46f0cc25,Transport,yes,,3000
306036150223,490bc6885f494f479d5246af54f3d292,Transport,yes,,4000
306206170063,0082ee2b4e604e8ebeeeb495b1865d5f,Transport,yes,,50000
306206170063,0082ee2b4e604e8ebeeeb495b1865d5f,Packaging,yes,,15000
306206170063,0082ee2b4e604e8ebeeeb495b1865d5f,Hired Labor,yes,,15000
306206170130,615a3a870bfc4944beffa6e6ece786f4,Transport,yes,,5000
306206170130,615a3a870bfc4944beffa6e6ece786f4,Hired Labor,yes,,1500
306206170130,615a3a870bfc4944beffa6e6ece786f4,Packaging,yes,,1000
306206170130,615a3a870bfc4944beffa6e6ece786f4,Ice,yes,,1800
307056230097,213b98c7e10a4e5a80ee670eda51af6f,Transport,yes,,3400
307206410062,952d7781ab2f4d1ba598b862e660f551,Transport,yes,,1200
308016420094,5851736f5f344aed8816f66878ae8e01,Packaging,yes,,1000
308016430046,39db67d674744eb797d445468edb751f,Transport,yes,,1500
308026480180,a85ff658da674132a962fad34730a36b,Transport,yes,,500
308056560229,45e624b45a7f4b2286c93b8a62628ae4,Transport,yes,,6000
309066830167,a138892b8d2344c594e625d5a9e226db,Packaging,yes,,1000
310036980328,2353f7d6f19147e1bf283e8fbf1d0789,Hired Labor,yes,,5000
310046990084,43557769c7454e2e986f0f330deaadca,Transport,yes,,6800
310046990084,43557769c7454e2e986f0f330deaadca,Hired Labor,yes,,300
311017100677,2389c5a7293c4cadbabd7f3e5a2b7ee4,Transport,yes,,15000
311017100677,2389c5a7293c4cadbabd7f3e5a2b7ee4,Tax,yes,,10000
311027110154,f8cb9614a35e48e48a887462089fa9ca,Hired Labor,yes,,6000
311087260311,c588640d76b04459a32ccafb6f692810,Packaging,yes,,1500
311087260311,c588640d76b04459a32ccafb6f692810,Transport,yes,,16400
311087260311,c588640d76b04459a32ccafb6f692810,Hired Labor,yes,,2000
311107280040,8fc16ad47fc14597a9592edfcaec9944,Hired Labor,yes,,4000
311107280040,8fc16ad47fc14597a9592edfcaec9944,Transport,yes,,4000
312017310324,dc1d42731e5842c39937e0a95e1cca81,Transport,yes,,2400
312037410135,ea7c120cf1774d5b9179d64c037893b1,Transport,yes,,3000
312037410135,ea7c120cf1774d5b9179d64c037893b1,Packaging,yes,,1500
312207520007,0f82fc61c05844cdb8609225f068981b,Transport,yes,,1000
314317740013,2cf4edd7bdf04fc2a465154702623a7c,Transport,yes,,13000
314317750075,65e3f33fd1a748238a58e074f7a1c1b5,Packaging,yes,,150
314317750075,65e3f33fd1a748238a58e074f7a1c1b5,Transport,yes,,1200
314337800074,845a08dc992f435cacace2df71b24775,Transport,yes,,500
314337800074,845a08dc992f435cacace2df71b24775,Packaging,yes,,100
314337800078,e536f61bc2db4e67a6516e8470f961a4,Packaging,yes,,300
314337800078,e536f61bc2db4e67a6516e8470f961a4,Transport,yes,,500
314337810091,b1650e8b9d0c48c2a557b703396b2f5a,Transport,yes,,800
314337820262,a77f8853abc84b919160cb0d8d547eb5,Transport,yes,,2000
315317950159,bba9b0b4987e4a5481477841873dfe2f,Other Specify,yes,COOKING AND FLOUR,6600
315327980005,bcdb72bbe20645109e1d5cda49741912,Packaging,yes,,400
315327980005,bcdb72bbe20645109e1d5cda49741912,Transport,yes,,2800
315327980221,d6174276d9384a75a1ccc226539b4148,Transport,yes,,1200
315358020138,c08059c6952f40929f8e771de54ef055,Ice,yes,,21000
315358020138,c08059c6952f40929f8e771de54ef055,Packaging,yes,,500
315358020138,c08059c6952f40929f8e771de54ef055,Hired Labor,yes,,6000
315358020138,c08059c6952f40929f8e771de54ef055,Transport,yes,,20000
315398040094,7ef243e499a14efca0710babf7fea95f,Ice,yes,,1200
315398040094,7ef243e499a14efca0710babf7fea95f,Transport,yes,,20000
315408060059,8b0aa4b72a664708b223f8f40db0658a,Hired Labor,yes,,2000
315408060059,8b0aa4b72a664708b223f8f40db0658a,Transport,yes,,6000
315408060192,a14a8279f5a74105bfb2c4dc46194be8,Packaging,yes,,1500
315408060192,a14a8279f5a74105bfb2c4dc46194be8,Ice,yes,,2000
315408060192,a14a8279f5a74105bfb2c4dc46194be8,Transport,yes,,30000
315448090005,9b766ebb86a7459e8c570cbb4ad11339,Transport,yes,,4000
315498120102,112dc2135689405bad37ed2e7aed811b,Transport,yes,,3000
315538160002,29a6864459df4962b07739c7737f17d2,Packaging,yes,,400
