ea_id,com_ch0b,com_ch01,com_ch02,com_ch04,com_ch05,com_ch05_oth,com_ch06,com_ch07a,com_ch07b,com_ch07c,com_ch07d,com_ch07e,com_ch07f,com_ch07h,com_ch07i,com_ch07_oth,com_ch09,com_ch09_1a,com_ch09_1b,com_ch09_1c,com_ch09_1_oth,com_ch10,com_ch11,com_ch12,com_ch12_oth,com_ch13a,com_ch13b,com_ch13c,com_ch13_oth,com_ch14,com_ch14_oth,com_ch15
10101101,Health Center/Clinic/Dispensary: Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101101,Bridge: Maintenance,YES,YES,YES,VILLAGE HEADMAN,,YES,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Other (Specify),,,N/A,0,0,,,Yes,Yes,.a,,VILLAGE RESIDENTS,,
10101101,Electricity,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101101,Bridge: Construction,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101101,Piped Water/Boreholes/Wells: Construction,YES,YES,YES,VILLAGE HEADMAN,,YES,Yes,No,No,No,No,No,Yes,0,,Addressed/Being Addressed,NGO,,,,13000000,0,,,Yes,Yes,No,,VILLAGE RESIDENTS,,
10101101,Secondary School: Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101101,Road: Maintenance,YES,YES,YES,VILLAGE HEADMAN,,YES,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Other (Specify),,,N/A,0,0,,,Yes,No,No,,VILLAGE RESIDENTS,,
10101101,Maize Mill: Construction/ Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101102,Bridge: Maintenance,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101102,Health Center/Clinic/Dispensary: Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101102,Maize Mill: Construction/ Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101102,Primary School: Construction,YES,YES,YES,VILLAGE HEADMAN,,YES,Yes,Yes,Yes,No,Yes,No,No,0,,Addressed/Being Addressed,Community Fundraising,District/CityAssembly,,,4000000,1200000,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
10101102,Secondary School: Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101102,Orphanage: Construction/ Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101102,Primary School: Maintenance/Improvement,YES,YES,YES,VILLAGE HEADMAN,,YES,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,200000,200000,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
10101102,Public Transportation: Initiation/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101102,Electricity,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101102,Community Based Child Care Center/Nursery: Initiation/ Improvement,YES,YES,YES,VILLAGE HEADMAN,,YES,Yes,Yes,No,No,No,Yes,No,0,,Addressed/Being Addressed,Community Fundraising,Other (Specify),,WORLDRELIEF,10000000,1600000,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
10101102,Secondary School: Construction,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101102,Road: Construction,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,0,0,,,Yes,No,No,,NO PROJECT COMMITTEE,,
10101102,Health Center/Clinic/Dispensary: Construction,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101102,Road: Maintenance,YES,YES,YES,VILLAGE HEADMAN,,YES,Yes,No,No,No,No,No,No,.a,,Addressed/Being Addressed,Community Fundraising,,,,0,0,,,Yes,No,No,,NO PROJECT COMMITTEE,,
10101102,Law Enforcement: Initiation/ Improvement,YES,YES,YES,VILLAGE HEADMAN,,YES,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,3000,3000,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
10101102,Other (Specify),NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101102,Bridge: Construction,YES,YES,YES,VILLAGE HEADMAN,,YES,Yes,No,No,No,Yes,No,No,0,,Addressed/Being Addressed,District/CityAssembly,,,,7000,0,,,Yes,Yes,No,,VILLAGE RESIDENTS,,
10101102,Agricultural/Fishery/ Livestock Extension Services,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101102,Piped Water/Boreholes/Wells: Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101102,Piped Water/Boreholes/Wells: Construction,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101103,Road: Maintenance,YES,YES,YES,VILLAGE DEVELOPMENTCOMMITTEE,,YES,Yes,No,Yes,No,Yes,No,No,0,,Addressed/Being Addressed,District/CityAssembly,,,,2100000,0,,,Yes,No,No,,VILLAGE HEADMAN,,
10101103,Community Based Child Care Center/Nursery: Initiation/ Improvement,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,Yes,Yes,No,No,No,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
10101103,Orphanage: Construction/ Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101103,Secondary School: Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101103,Other (Specify),NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101103,Maize Mill: Construction/ Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101103,Primary School: Maintenance/Improvement,YES,YES,YES,SCHOOL COMMITTEE,,YES,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,200000,200000,Voluntary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
10101103,Road: Construction,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101103,Public Transportation: Initiation/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101103,Secondary School: Construction,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101103,Health Center/Clinic/Dispensary: Construction,YES,YES,YES,VILLAGE DEVELOPMENTCOMMITTEE,,YES,Yes,Yes,No,No,No,Yes,No,0,,Addressed/Being Addressed,Community Fundraising,,,,465000,465000,Voluntary,,Yes,Yes,No,,OTHER (SPECIFY),VDC,
10101103,Bridge: Construction,YES,YES,YES,VILLAGE DEVELOPMENTCOMMITTEE,,YES,Yes,No,Yes,No,Yes,Yes,No,0,,Addressed/Being Addressed,District/CityAssembly,,,,4500000,0,,,Yes,Yes,No,,OTHER (SPECIFY),VDC,
10101103,Agricultural/Fishery/ Livestock Extension Services,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101103,Law Enforcement: Initiation/ Improvement,YES,YES,YES,VILLAGE DEVELOPMENTCOMMITTEE,,YES,Yes,No,No,No,.a,No,.a,0,,Addressed/Being Addressed,Other (Specify),,,N/A,0,0,,,Yes,No,No,,VILLAGE HEADMAN,,
10101103,Piped Water/Boreholes/Wells: Construction,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101103,Piped Water/Boreholes/Wells: Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101103,Primary School: Construction,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101103,Bridge: Maintenance,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101103,Electricity,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101103,Health Center/Clinic/Dispensary: Maintenance/Improvement,YES,YES,YES,VILLAGE DEVELOPMENTCOMMITTEE,,YES,Yes,Yes,No,No,No,No,Yes,0,,Addressed/Being Addressed,NGO,Community Fundraising,,,150000,465000,Voluntary,,Yes,Yes,No,,OTHER (SPECIFY),VDC,
10101104,Law Enforcement: Initiation/ Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101104,Secondary School: Construction,YES,YES,YES,SCHOOL COMMITTEE,,YES,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,120000,20000,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
10101104,Piped Water/Boreholes/Wells: Maintenance/Improvement,YES,YES,YES,VILLAGE HEADMAN,,YES,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Religious Organization/Institution,Community Fundraising,,,10000,2000,Compulsary,,Yes,Yes,.a,,VILLAGE RESIDENTS,,
10101104,Other (Specify),NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101104,Piped Water/Boreholes/Wells: Construction,YES,YES,YES,VILLAGE HEADMAN,,YES,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,Religious Organization/Institution,,,1000000,400000,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
10101104,Maize Mill: Construction/ Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101104,Road: Construction,YES,YES,YES,VILLAGE HEADMAN,,YES,Yes,No,No,No,No,Yes,No,0,,To be Addressed; Response Positive,Other (Specify),,,WORKINGONSELFHELPBASIS,0,0,,,Yes,Yes,No,,VILLAGE RESIDENTS,,
10101104,Community Based Child Care Center/Nursery: Initiation/ Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101104,Public Transportation: Initiation/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101104,Road: Maintenance,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101104,Bridge: Maintenance,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101104,Orphanage: Construction/ Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101104,Primary School: Maintenance/Improvement,YES,YES,YES,SCHOOL COMMITTEE,,YES,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,80000,80000,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
10101104,Agricultural/Fishery/ Livestock Extension Services,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101104,Bridge: Construction,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101104,Primary School: Construction,YES,YES,YES,VILLAGE HEADMAN,,YES,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,836700,738700,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
10101104,Health Center/Clinic/Dispensary: Construction,YES,YES,YES,HEALTH COMMITTEE,,YES,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,2000000,20000,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
10101104,Health Center/Clinic/Dispensary: Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101104,Electricity,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101104,Secondary School: Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101105,Bridge: Maintenance,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101105,Health Center/Clinic/Dispensary: Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101105,Secondary School: Construction,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101105,Road: Maintenance,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101105,Orphanage: Construction/ Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101105,Agricultural/Fishery/ Livestock Extension Services,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101105,Primary School: Construction,YES,YES,YES,VILLAGE DEVELOPMENTCOMMITTEE,,YES,Yes,Yes,No,No,Yes,No,No,0,,Addressed/Being Addressed,Community Fundraising,District/CityAssembly,,,2240000,350000,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
10101105,Community Based Child Care Center/Nursery: Initiation/ Improvement,YES,YES,YES,OTHER (SPECIFY),SCHOOL COMMITTEE,YES,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,45000,45000,Compulsary,,Yes,No,No,,VILLAGE RESIDENTS,,
10101105,Primary School: Maintenance/Improvement,YES,YES,YES,SCHOOL COMMITTEE,,YES,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,180000,50000,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
10101105,Electricity,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101105,Public Transportation: Initiation/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101105,Law Enforcement: Initiation/ Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101105,Health Center/Clinic/Dispensary: Construction,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101105,Maize Mill: Construction/ Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101105,Piped Water/Boreholes/Wells: Maintenance/Improvement,YES,YES,YES,OTHER (SPECIFY),VILLAGE COMMITTEE,YES,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,15000,15000,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
10101105,Bridge: Construction,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101105,Road: Construction,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101105,Other (Specify),NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101105,Secondary School: Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101105,Piped Water/Boreholes/Wells: Construction,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101106,Piped Water/Boreholes/Wells: Maintenance/Improvement,YES,YES,YES,OTHER (SPECIFY),TEAM REPAIR,YES,Yes,No,No,No,No,No,No,0,,To be Addressed; Response Positive,Community Fundraising,,,,6000,50000,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
10101106,Orphanage: Construction/ Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101106,Bridge: Maintenance,YES,YES,YES,VILLAGE DEVELOPMENTCOMMITTEE,,YES,Yes,No,No,No,No,No,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
10101106,Road: Maintenance,YES,YES,YES,OTHER (SPECIFY),CHAIR PERSON OF VCD,YES,Yes,No,No,No,No,No,No,0,,Not Addressed; Attempts Failed,,,,,,,,,No,No,No,,,,
10101106,Primary School: Maintenance/Improvement,YES,YES,YES,OTHER (SPECIFY),SCHOOL COMMITTEE,YES,Yes,Yes,No,No,Yes,No,No,0,,Addressed/Being Addressed,Community Fundraising,District/CityAssembly,,,85000,85000,Compulsary,,Yes,Yes,Yes,FLOURANDRELISH,VILLAGE RESIDENTS,,
10101106,Piped Water/Boreholes/Wells: Construction,YES,YES,YES,VILLAGE DEVELOPMENTCOMMITTEE,,YES,Yes,Yes,Yes,No,No,Yes,No,0,,To be Addressed; Response Positive,Community Fundraising,District/CityAssembly,,,200000,0,,,Yes,Yes,No,,VILLAGE RESIDENTS,,
10101106,Health Center/Clinic/Dispensary: Maintenance/Improvement,YES,YES,YES,VILLAGE DEVELOPMENTCOMMITTEE,,YES,Yes,No,No,No,Yes,No,No,0,,Addressed/Being Addressed,District/CityAssembly,,,,300000,0,,,Yes,Yes,Yes,FLOURANDRELISH,VILLAGE RESIDENTS,,
10101106,Law Enforcement: Initiation/ Improvement,YES,YES,YES,OTHER (SPECIFY),COMMUNITY,YES,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Other (Specify),,,N/A,0,0,,,Yes,No,No,,VILLAGE RESIDENTS,,
10101106,Community Based Child Care Center/Nursery: Initiation/ Improvement,YES,YES,YES,OTHER (SPECIFY),COMMUNITY,YES,Yes,Yes,Yes,Yes,No,Yes,Yes,0,,Addressed/Being Addressed,Community Fundraising,District/CityAssembly,,,250000,100000,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
10101106,Secondary School: Maintenance/Improvement,YES,YES,YES,SCHOOL COMMITTEE,,YES,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,100000,100000,Compulsary,,Yes,Yes,Yes,FLOURANDRELISH,VILLAGE RESIDENTS,,
10101106,Maize Mill: Construction/ Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101106,Agricultural/Fishery/ Livestock Extension Services,YES,NO,YES,VILLAGE DEVELOPMENTCOMMITTEE,,YES,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,10000,10000,Voluntary,,Yes,No,No,,VILLAGE RESIDENTS,,
10101106,Other (Specify),YES,YES,YES,OTHER (SPECIFY),COMMUNITY,YES,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,Other (Specify),,AGRICULTURE EXTENSION OFFICER,7000000,500000,Voluntary,,Yes,Yes,Yes,FLOURANDRELISH,VILLAGE RESIDENTS,,
10101106,Road: Construction,NO,YES,YES,GROUP VILLAGE HEADMAN,,YES,Yes,No,Yes,No,No,No,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
10101106,Bridge: Construction,YES,YES,YES,VILLAGE DEVELOPMENTCOMMITTEE,,YES,Yes,No,Yes,No,No,No,No,0,,Addressed/Being Addressed,MASAF,,,,500000,0,,,Yes,Yes,Yes,NSIMA,VILLAGE RESIDENTS,,
10101106,Electricity,YES,YES,YES,OTHER (SPECIFY),COMMUNITY THROUGH THE COOPERATIVE,YES,Yes,Yes,No,No,No,Yes,No,0,,Addressed/Being Addressed,Community Fundraising,,,,3100000,1800000,Voluntary,,Yes,Yes,Yes,FOOD,VILLAGE RESIDENTS,,
10101106,Secondary School: Construction,YES,YES,YES,SCHOOL COMMITTEE,,YES,Yes,Yes,Yes,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,MASAF,,,2000000,850000,Compulsary,,Yes,Yes,Yes,FLOURANDRELISH,VILLAGE RESIDENTS,,
10101106,Health Center/Clinic/Dispensary: Construction,YES,YES,NO,,,,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,NO
10101106,Public Transportation: Initiation/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10101106,Primary School: Construction,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,Yes,No,Yes,No,No,Yes,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
10102107,Community Based Child Care Center/Nursery: Initiation/ Improvement,YES,YES,YES,VILLAGE HEADMAN,,YES,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,100000,100000,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
10102107,Piped Water/Boreholes/Wells: Construction,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10102107,Maize Mill: Construction/ Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10102107,Road: Construction,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10102107,Secondary School: Construction,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10102107,Road: Maintenance,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
10102107,Orphanage: Construction/ Maintenance/Improvement,NO,NO,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
