ea_id,com_cj0b,com_cj01,com_cj01_oth,com_cj02,com_cj03,com_cj03_oth,com_cj04,com_cj05,com_cj06
10102107,Village Development Committee,Yes,,3,Other(Specify),TWICE A MONTH,10,4,6
10102107,Parent-Teacher Assoc,Yes,,2,Monthly,,10,7,3
10102107,Tobacco Club,Yes,,10,Weekly,,100,40,60
10102107,Business Assoc,No,,,,,,,
10102107,Community Child Protenction Committee (C-CPC),Yes,,2,Monthly,,10,5,5
10102107,Community Victim Support Unit (C-VSU),Yes,,1,Monthly,,30,10,20
10102107,Cultural Group,No,,,,,,,
10102107,Farmers' Group,Yes,,9,Monthly,,90,60,40
10102107,Other (Specify),No,,,,,,,
10102107,NGO,No,,,,,,,
10102107,Disabled Assoc,No,,,,,,,
10102107,Health Committee,Yes,,5,Monthly,,10,6,4
10102107,Agricultural Coop,Yes,,10,Monthly,,250,95,155
10102108,Political Group,No,,,,,,,
10102108,Disabled Assoc,No,,,,,,,
10102108,NGO,No,,,,,,,
10102108,Farmers' Group,No,,,,,,,
10102108,Community Child Protenction Committee (C-CPC),Yes,,1,Monthly,,10,3,7
10102108,Business Assoc,No,,,,,,,
10102108,Tobacco Club,Yes,,1,Other(Specify),TWICE A MONTH,10,5,5
10102108,Cultural Group,No,,,,,,,
10102108,Religious Group,No,,,,,,,
10102108,School Committee,Yes,,1,Monthly,,9,2,7
10102108,Community Police/Watch Group,Yes,,2,Other(Specify),TWICE A MONTH,10,5,5
10102108,Women's Group,No,,,,,,,
10102108,Other (Specify),No,,,,,,,
10102108,Community Victim Support Unit (C-VSU),No,,,,,,,
10102108,Children's Groups,No,,,,,,,
10102108,Savings & Credit Coop,Yes,,3,Weekly,,16,16,0
10102108,Sports Group,Yes,,2,Other(Specify),TWICE A WEEK,35,0,35
10102108,Youth Group,Yes,,1,Monthly,,35,15,20
10102108,Health Committee,Yes,,1,Monthly,,10,5,5
10102108,Parent-Teacher Assoc,Yes,,10,Monthly,,10,3,7
10102108,Village Development Committee,Yes,,1,Monthly,,10,5,5
10102108,Agricultural Coop,No,,,,,,,
10102109,Tobacco Club,Yes,,1,Monthly,,6,0,6
10102109,Farmers' Group,No,,,,,,,
10102109,School Committee,Yes,,3,Monthly,,10,4,6
10102109,Parent-Teacher Assoc,Yes,,1,Monthly,,10,4,6
10102109,Children's Groups,No,,,,,,,
10102109,Sports Group,Yes,,2,Other(Specify),TWICE A WEEK,25,13,12
10102109,Village Development Committee,Yes,,1,Monthly,,15,6,9
10102109,Community Child Protenction Committee (C-CPC),Yes,,1,Weekly,,10,3,7
10102109,Religious Group,Yes,,5,Weekly,,50,32,18
10102109,Political Group,Yes,,4,Other(Specify),WHEN THERE IS NEED,40,30,10
10102109,Youth Group,Yes,,1,Other(Specify),TWICE A MONTH,20,12,8
10102109,Cultural Group,Yes,,1,Other(Specify),WHEN THERE IS NEED,8,0,8
10102109,Community Police/Watch Group,Yes,,1,Monthly,,10,4,6
10102109,NGO,No,,,,,,,
10102109,Savings & Credit Coop,Yes,,6,Weekly,,20,14,6
10102109,Business Assoc,No,,,,,,,
10102109,Disabled Assoc,No,,,,,,,
10102109,Community Victim Support Unit (C-VSU),No,,,,,,,
10102109,Other (Specify),No,,,,,,,
10102109,Health Committee,Yes,,1,Monthly,,10,4,6
10102109,Women's Group,Yes,,1,Weekly,,10,10,0
10102109,Agricultural Coop,No,,,,,,,
10102110,Health Committee,Yes,,1,Monthly,,12,4,8
10102110,Farmers' Group,Yes,,24,Quarterly,,10,3,7
10102110,Other (Specify),No,,,,,,,
10102110,Disabled Assoc,No,,,,,,,
10102110,Agricultural Coop,No,,,,,,,
10102110,NGO,No,,,,,,,
10102110,Political Group,No,,,,,,,
10102110,School Committee,Yes,,6,Monthly,,10,4,6
10102110,Sports Group,No,,,,,,,
10102110,Savings & Credit Coop,Yes,,12,Weekly,,25,22,3
10102110,Parent-Teacher Assoc,Yes,,2,Monthly,,10,4,6
10102110,Community Child Protenction Committee (C-CPC),Yes,,1,Quarterly,,10,3,7
10102110,Village Development Committee,Yes,,1,Monthly,,12,7,5
10102110,Community Police/Watch Group,Yes,,10,Other(Specify),WHEN THERE IS NEED,10,0,10
10102110,Cultural Group,No,,,,,,,
10102110,Community Victim Support Unit (C-VSU),No,,,,,,,
10102110,Women's Group,No,,,,,,,
10102110,Business Assoc,No,,,,,,,
10102110,Youth Group,No,,,,,,,
10102110,Religious Group,Yes,,15,Weekly,,400,320,80
10102110,Tobacco Club,Yes,,5,Quarterly,,10,0,10
10102110,Children's Groups,No,,,,,,,
10103111,Sports Group,Yes,,3,Weekly,,30,13,17
10103111,Other (Specify),No,,,,,,,
10103111,Community Child Protenction Committee (C-CPC),Yes,,1,Monthly,,10,3,7
10103111,Youth Group,Yes,,2,Monthly,,20,9,11
10103111,Disabled Assoc,Yes,,1,Annually,,8,2,6
10103111,Religious Group,Yes,,10,Weekly,,71,50,21
10103111,Tobacco Club,No,,,,,,,
10103111,Children's Groups,No,,,,,,,
10103111,Community Police/Watch Group,Yes,,3,Other(Specify),WHEN THERE IS NEED,10,2,8
10103111,NGO,No,,,,,,,
10103111,Parent-Teacher Assoc,Yes,,3,Monthly,,10,3,7
10103111,Health Committee,Yes,,3,Monthly,,10,4,6
10103111,Cultural Group,Yes,,1,Annually,,11,5,6
10103111,Farmers' Group,Yes,,4,Monthly,,10,4,6
10103111,Political Group,Yes,,2,Other(Specify),WHEN THERE IS NEED,64,24,40
10103111,Savings & Credit Coop,Yes,,2,Other(Specify),TWICE A MONTH,37,10,27
10103111,Women's Group,Yes,,2,Monthly,,10,10,0
10103111,Village Development Committee,Yes,,1,Monthly,,16,5,11
10103111,Agricultural Coop,Yes,,1,Other(Specify),WHEN THERE IS NEED,10,3,7
10103111,Business Assoc,No,,,,,,,
10103111,Community Victim Support Unit (C-VSU),No,,,,,,,
10103111,School Committee,Yes,,3,Monthly,,10,4,6
10103112,Political Group,No,,,,,,,
10103112,NGO,No,,,,,,,
10103112,School Committee,Yes,,1,Monthly,,9,2,7
10103112,Women's Group,No,,,,,,,
10103112,Community Child Protenction Committee (C-CPC),No,,,,,,,
10103112,Children's Groups,No,,,,,,,
10103112,Community Police/Watch Group,Yes,,4,Monthly,,10,1,9
10103112,Sports Group,No,,,,,,,
10103112,Savings & Credit Coop,Yes,,6,Weekly,,25,25,0
10103112,Religious Group,No,,,,,,,
10103112,Disabled Assoc,No,,,,,,,
10103112,Tobacco Club,No,,,,,,,
10103112,Youth Group,No,,,,,,,
10103112,Agricultural Coop,No,,,,,,,
10103112,Farmers' Group,No,,,,,,,
10103112,Village Development Committee,Yes,,1,Monthly,,16,8,8
10103112,Parent-Teacher Assoc,Yes,,1,Monthly,,10,2,8
10103112,Health Committee,Yes,,1,Monthly,,10,5,5
10103112,Business Assoc,No,,,,,,,
10103112,Community Victim Support Unit (C-VSU),No,,,,,,,
10103112,Cultural Group,No,,,,,,,
10103112,Other (Specify),No,,,,,,,
10103113,Political Group,No,,,,,,,
10103113,Disabled Assoc,No,,,,,,,
10103113,Village Development Committee,Yes,,1,Monthly,,26,10,16
10103113,Agricultural Coop,No,,,,,,,
10103113,Business Assoc,No,,,,,,,
10103113,Youth Group,No,,,,,,,
10103113,Tobacco Club,No,,,,,,,
10103113,Parent-Teacher Assoc,Yes,,3,Monthly,,10,4,6
10103113,School Committee,Yes,,3,Monthly,,10,5,5
10103113,NGO,No,,,,,,,
10103113,Community Child Protenction Committee (C-CPC),No,,,,,,,
10103113,Other (Specify),No,,,,,,,
10103113,Community Police/Watch Group,Yes,,1,Monthly,,10,2,8
10103113,Religious Group,Yes,,5,Weekly,,150,80,70
10103113,Savings & Credit Coop,Yes,,2,Other(Specify),THRICE A MONTH,15,14,1
10103113,Health Committee,Yes,,1,Monthly,,10,5,5
10103113,Farmers' Group,No,,,,,,,
10103113,Women's Group,Yes,,1,Monthly,,10,10,0
10103113,Sports Group,Yes,,1,Other(Specify),TWICE A MONTH,50,25,25
10103113,Community Victim Support Unit (C-VSU),No,,,,,,,
10103113,Cultural Group,No,,,,,,,
10103113,Children's Groups,No,,,,,,,
10105114,NGO,No,,,,,,,
10105114,Agricultural Coop,No,,,,,,,
10105114,Tobacco Club,No,,,,,,,
10105114,Other (Specify),No,,,,,,,
10105114,Religious Group,Yes,,11,Weekly,,150,90,60
10105114,Parent-Teacher Assoc,Yes,,1,Quarterly,,10,3,7
10105114,Youth Group,No,,,,,,,
10105114,Health Committee,Yes,,1,Monthly,,8,3,5
10105114,School Committee,Yes,,1,Quarterly,,9,3,6
10105114,Disabled Assoc,No,,,,,,,
10105114,Community Victim Support Unit (C-VSU),No,,,,,,,
10105114,Sports Group,Yes,,7,Weekly,,51,21,30
10105114,Savings & Credit Coop,Yes,,14,Weekly,,25,15,10
10105114,Village Development Committee,No,,,,,,,
10105114,Women's Group,No,,,,,,,
10105114,Cultural Group,No,,,,,,,
10105114,Farmers' Group,No,,,,,,,
10105114,Business Assoc,No,,,,,,,
10105114,Political Group,No,,,,,,,
10105114,Children's Groups,No,,,,,,,
10105114,Community Child Protenction Committee (C-CPC),No,,,,,,,
10105114,Community Police/Watch Group,Yes,,1,Other(Specify),WHEN THERE IS NEED,11,2,9
10105115,Business Assoc,No,,,,,,,
10105115,Village Development Committee,Yes,,1,Monthly,,16,7,11
10105115,Community Police/Watch Group,Yes,,1,Monthly,,10,3,7
10105115,Savings & Credit Coop,Yes,,10,Weekly,,25,15,10
10105115,Sports Group,No,,,,,,,
10105115,Political Group,Yes,,4,Other(Specify),WHEN THERE IS NEED,200,120,80
10105115,Tobacco Club,Yes,,1,Monthly,,5,0,5
10105115,School Committee,Yes,,2,Monthly,,10,6,4
10105115,Health Committee,Yes,,1,Monthly,,18,10,8
10105115,Women's Group,Yes,,1,Weekly,,6,6,0
10105115,Disabled Assoc,No,,,,,,,
10105115,Other (Specify),No,,,,,,,
10105115,Children's Groups,No,,,,,,,
10105115,Farmers' Group,No,,,,,,,
10105115,NGO,Yes,,3,Monthly,,12,7,5
10105115,Agricultural Coop,Yes,,1,Weekly,,25,16,9
10105115,Community Child Protenction Committee (C-CPC),No,,,,,,,
10105115,Cultural Group,No,,,,,,,
10105115,Youth Group,Yes,,1,Weekly,,15,10,5
10105115,Religious Group,Yes,,9,Weekly,,300,200,100
10105115,Community Victim Support Unit (C-VSU),No,,,,,,,
10105115,Parent-Teacher Assoc,Yes,,2,Monthly,,10,4,6
10106116,Children's Groups,No,,,,,,,
10106116,NGO,No,,,,,,,
10106116,Cultural Group,No,,,,,,,
10106116,Savings & Credit Coop,Yes,,10,Weekly,,25,20,5
10106116,Sports Group,Yes,,1,Other(Specify),DAILY,35,0,35
10106116,Women's Group,Yes,,1,Monthly,,10,10,0
10106116,Community Victim Support Unit (C-VSU),No,,,,,,,
10106116,Health Committee,Yes,,1,Monthly,,10,5,5
10106116,Agricultural Coop,No,,,,,,,
10106116,Business Assoc,No,,,,,,,
10106116,Youth Group,Yes,,1,Monthly,,30,10,20
10106116,Disabled Assoc,No,,,,,,,
10106116,Parent-Teacher Assoc,Yes,,1,Other(Specify),TWICE A MONTH,10,4,6
10106116,Farmers' Group,No,,,,,,,
10106116,School Committee,Yes,,1,Monthly,,10,3,7
10106116,Community Police/Watch Group,No,,,,,,,
10106116,Political Group,No,,,,,,,
10106116,Community Child Protenction Committee (C-CPC),No,,,,,,,
10106116,Tobacco Club,No,,,,,,,
10106116,Religious Group,No,,,,,,,
10106116,Village Development Committee,Yes,,1,Monthly,,25,7,18
10106116,Other (Specify),No,,,,,,,
10106117,Youth Group,Yes,,1,Monthly,,25,18,7
10106117,Sports Group,Yes,,3,Weekly,,50,20,30
10106117,Tobacco Club,No,,,,,,,
10106117,Farmers' Group,No,,,,,,,
10106117,Political Group,No,,,,,,,
10106117,Savings & Credit Coop,Yes,,7,Weekly,,22,15,7
10106117,Religious Group,Yes,,13,Weekly,,70,50,20
10106117,Community Child Protenction Committee (C-CPC),Yes,,1,Monthly,,10,7,3
10106117,Parent-Teacher Assoc,Yes,,3,Monthly,,10,4,6
10106117,Health Committee,Yes,,1,Monthly,,12,7,5
10106117,Other (Specify),No,,,,,,,
10106117,NGO,No,,,,,,,
10106117,Women's Group,Yes,,1,Monthly,,10,10,0
10106117,Community Police/Watch Group,No,,,,,,,
10106117,Village Development Committee,Yes,,1,Monthly,,12,5,7
10106117,Disabled Assoc,No,,,,,,,
10106117,Cultural Group,No,,,,,,,
10106117,Children's Groups,No,,,,,,,
10106117,Business Assoc,No,,,,,,,
10106117,Community Victim Support Unit (C-VSU),No,,,,,,,
10106117,School Committee,Yes,,3,Monthly,,10,4,4
10106117,Agricultural Coop,Yes,,1,Monthly,,50,35,15
10107118,Cultural Group,No,,,,,,,
10107118,Other (Specify),No,,,,,,,
10107118,Village Development Committee,Yes,,4,Quarterly,,31,10,21
10107118,Agricultural Coop,No,,,,,,,
10107118,Farmers' Group,No,,,,,,,
10107118,Community Child Protenction Committee (C-CPC),Yes,,1,Monthly,,10,3,7
10107118,Disabled Assoc,No,,,,,,,
10107118,Religious Group,Yes,,1,Quarterly,,10,4,6
10107118,Political Group,No,,,,,,,
10107118,Youth Group,Yes,,4,Monthly,,10,3,7
10107118,Business Assoc,No,,,,,,,
10107118,Children's Groups,No,,,,,,,
10107118,Community Victim Support Unit (C-VSU),Yes,,9,Monthly,,10,5,5
10107118,Savings & Credit Coop,No,,,,,,,
10107118,Community Police/Watch Group,Yes,,4,Monthly,,10,0,10
10107118,NGO,Yes,,1,Monthly,,12,4,8
10107118,School Committee,Yes,,2,Monthly,,10,2,8
10107118,Health Committee,Yes,,3,Monthly,,10,4,6
10107118,Sports Group,Yes,,4,Monthly,,10,4,6
10107118,Tobacco Club,Yes,,2,Monthly,,20,1,19
10107118,Parent-Teacher Assoc,Yes,,3,Monthly,,0,9,0
10107118,Women's Group,No,,,,,,,
10109119,Savings & Credit Coop,Yes,,1,Weekly,,30,10,20
10109119,Parent-Teacher Assoc,Yes,,1,Other(Specify),TWICE A MONTH,11,4,7
10109119,Youth Group,Yes,,1,Other(Specify),WHEN THERE IS NEED,20,10,10
10109119,Agricultural Coop,No,,,,,,,
10109119,Other (Specify),No,,,,,,,
10109119,Cultural Group,No,,,,,,,
10109119,Farmers' Group,Yes,,1,Other(Specify),WHEN THERE IS NEED,20,10,10
10109119,Disabled Assoc,No,,,,,,,
10109119,Political Group,Yes,,3,Other(Specify),WHEN THERE IS NEED,70,50,20
10109119,Business Assoc,No,,,,,,,
10109119,Tobacco Club,No,,,,,,,
10109119,Village Development Committee,Yes,,1,Other(Specify),TWICE A MONTH,15,4,11
10109119,Sports Group,Yes,,1,Other(Specify),TWICE A WEEK,50,0,50
10109119,Women's Group,Yes,,1,Monthly,,10,10,0
10109119,Community Victim Support Unit (C-VSU),No,,,,,,,
10109119,Religious Group,Yes,,6,Other(Specify),TWICE A WEEK,300,200,100
10109119,Community Police/Watch Group,Yes,,1,Other(Specify),WHEN THERE IS NEED,5,0,5
10109119,Children's Groups,No,,,,,,,
10109119,Health Committee,Yes,,1,Other(Specify),TWICE A MONTH,10,5,5
10109119,NGO,No,,,,,,,
10109119,Community Child Protenction Committee (C-CPC),No,,,,,,,
10109119,School Committee,Yes,,1,Other(Specify),TWICE A MONTH,9,3,6
10109120,Children's Groups,No,,,,,,,
10109120,Disabled Assoc,No,,,,,,,
10109120,Business Assoc,No,,,,,,,
10109120,Community Child Protenction Committee (C-CPC),No,,,,,,,
10109120,Community Police/Watch Group,Yes,,4,Other(Specify),WHEN THERE IS NEED,8,0,8
10109120,NGO,No,,,,,,,
10109120,Parent-Teacher Assoc,Yes,,1,Other(Specify),TWICE A MONTH,10,4,6
10109120,Health Committee,Yes,,1,Monthly,,10,5,5
10109120,Political Group,Yes,,6,Other(Specify),WHEN THERE IS NEED,9,4,5
10109120,Religious Group,Yes,,6,Weekly,,50,40,10
10109120,Other (Specify),No,,,,,,,
10109120,Village Development Committee,Yes,,1,Monthly,,10,4,6
10109120,Farmers' Group,Yes,,8,Other(Specify),TWICE A WEEK,30,19,11
10109120,Agricultural Coop,No,,,,,,,
10109120,Community Victim Support Unit (C-VSU),No,,,,,,,
10109120,School Committee,Yes,,1,Other(Specify),TWICE A MONTH,9,3,6
10109120,Tobacco Club,No,,,,,,,
10109120,Savings & Credit Coop,Yes,,8,Weekly,,40,8,32
10109120,Sports Group,Yes,,1,Weekly,,40,0,40
10109120,Youth Group,Yes,,1,Monthly,,10,6,4
10109120,Women's Group,Yes,,1,Monthly,,10,10,0
10109120,Cultural Group,No,,,,,,,
10109121,Farmers' Group,Yes,,1,Monthly,,56,30,26
10109121,Other (Specify),No,,,,,,,
10109121,Community Victim Support Unit (C-VSU),No,,,,,,,
10109121,Parent-Teacher Assoc,Yes,,1,Monthly,,10,5,5
10109121,Community Police/Watch Group,Yes,,1,Other(Specify),WHEN THERE IS NEED,10,4,6
10109121,Political Group,Yes,,5,Other(Specify),WHEN THERE IS NEED,15,6,9
10109121,Religious Group,Yes,,8,Weekly,,300,215,85
10109121,Children's Groups,No,,,,,,,
10109121,Village Development Committee,Yes,,2,Monthly,,16,7,9
10109121,School Committee,Yes,,3,Monthly,,10,4,6
10109121,Women's Group,Yes,,1,Monthly,,10,10,0
10109121,NGO,Yes,,1,Monthly,,10,3,7
10109121,Tobacco Club,No,,,,,,,
10109121,Community Child Protenction Committee (C-CPC),Yes,,1,Other(Specify),WHEN THERE IS NEED,10,3,7
10109121,Cultural Group,No,,,,,,,
10109121,Business Assoc,No,,,,,,,
10109121,Health Committee,Yes,,4,Monthly,,10,4,6
10109121,Agricultural Coop,No,,,,,,,
10109121,Savings & Credit Coop,No,,,,,,,
10109121,Youth Group,No,,,,,,,
10109121,Disabled Assoc,No,,,,,,,
10109121,Sports Group,Yes,,4,Weekly,,40,15,25
10120122,Community Victim Support Unit (C-VSU),Yes,,2,Monthly,,10,3,7
10120122,Children's Groups,No,,,,,,,
10120122,Community Child Protenction Committee (C-CPC),No,,,,,,,
10120122,Farmers' Group,No,,,,,,,
10120122,Other (Specify),No,,,,,,,
10120122,Cultural Group,No,,,,,,,
10120122,Community Police/Watch Group,Yes,,3,Weekly,,10,0,10
10120122,Health Committee,Yes,,2,Monthly,,10,4,6
10120122,Women's Group,No,,,,,,,
10120122,Savings & Credit Coop,Yes,,5,Weekly,,22,17,5
10120122,Tobacco Club,No,,,,,,,
10120122,Political Group,No,,,,,,,
10120122,Sports Group,Yes,,1,Other(Specify),TWICE A WEEK,20,0,20
