case_id,HHID,gardenid,plotid,ag_p0_crops,ag_p0c,ag_p0c_oth,ag_p0a,ag_p0aoth,ag_p01,ag_p02a,ag_p02b,ag_p02b_oth,ag_p03,ag_p04,ag_p05,ag_p06a,ag_p06b,ag_p06c,ag_p06d,ag_p07,ag_p08a,ag_p08b,ag_p08_oth,ag_p08_1,ag_p08_1oth,ag_p09a,ag_p09b,ag_p09b_oth,ag_p09_1
315327980073,0fabf13b726b4c57b189b71a04a5e452,TG01,T01,Mango,MANGO,,MANGO (SPECIFY),MANGO,SCATTERED,,,,20,2007,0,OCTOBER,2018,FEBRUARY,2019,YES,Effects of Crop theft,,,,,15,50 KG BAG,,FRESH
315327980073,0fabf13b726b4c57b189b71a04a5e452,TG01,T01,Banana,BANANA,,BANANA (SPECIFY),BANANA,SCATTERED,,,,6,2009,0,JUNE,2018,MARCH,2019,NO,,,,,,8,BUNCH,,FRESH
307066260007,0fb7d531f3dd44fd8de929768591eb04,TG01,T01,T01 pakhomo,MANGO,,MANGO (SPECIFY),LOCAL,SCATTERED,,,,22,2015,0,AUGUST,2018,JANUARY,2019,YES,Other (Specify),,wind,,,4,50 KG BAG,,FRESH
307066260007,0fb7d531f3dd44fd8de929768591eb04,RG02,T02,T02 kumagombe,MANGO,,MANGO (SPECIFY),LOCAL,SCATTERED,,,,9,2009,0,AUGUST,2018,JANUARY,2019,YES,Other (Specify),,wind,,,2,50 KG BAG,,FRESH
310036970001,0ff4390cee0d441ebed8e5c0b0a588c1,TG02,T01,Mango,MANGO,,MANGO (SPECIFY),LOCAL,SCATTERED,,,,7,9999,5,OCTOBER,2018,DECEMBER,2019,YES,Effects of Crop theft,,,,,12,50 KG BAG,,FRESH
308076630306,0ffc7cb471bd4f5092ea13163f9e1f28,TG01,T01,pawpaw,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),DON'T KNOW,SCATTERED,,,,3,2011,0,OCTOBER,2017,APRIL,2018,NO,,,,,,200,PIECE,,FRESH
308076630306,0ffc7cb471bd4f5092ea13163f9e1f28,TG01,T01,mango,MANGO,,MANGO (SPECIFY),DOMASI AND BOLOMA,SCATTERED,,,,8,2005,0,NOVEMBER,2017,JANUARY,2018,NO,,,,,,6,50 KG BAG,,FRESH
308076630306,0ffc7cb471bd4f5092ea13163f9e1f28,TG01,T01,Vocado,AVOCADO,,AVOCADO (SPECIFY),DON'T KNOW?,SCATTERED,,,,2,2008,0,DECEMBER,2017,JANUARY,2018,NO,,,,,,400,PIECE,,FRESH
202072820034,1004833147bc4d55b9d0baba69f5a947,TG01,T01,Mango,MANGO,,MANGO (SPECIFY),BOLOMA,SCATTERED,,,,1,2019,1,NOVEMBER,2018,FEBRUARY,2019,NO,,,,,,0,,,
202072820034,1004833147bc4d55b9d0baba69f5a947,TG01,T01,Orange,ORANGE,,ORANGE (SPECIFY),ORANGE,SCATTERED,,,,1,2019,1,JULY,2018,OCTOBER,2018,NO,,,,,,0,,,
202072820034,1004833147bc4d55b9d0baba69f5a947,TG01,T01,Papaw,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),PAWPAW,SCATTERED,,,,1,2019,1,JUNE,2018,AUGUST,2018,NO,,,,,,0,,,
303095500124,1007798275fb40a298793a96b1e6ac8b,RG01,T01,Mango trees,MANGO,,MANGO (SPECIFY),CHEMBEMWANA,SCATTERED,,,,3,2005,0,MAY,2018,JANUARY,2019,YES,Effects of Crop theft,,,,,0,,,
302065170041,100f96bca1c8424d9e8289704b0c7794,TG01,T01,Mango,MANGO,,MANGO (SPECIFY),AMWANG'ONO,SCATTERED,,,,3,1980,0,JUNE,2018,JANUARY,2019,YES,Other (Specify),,Wind,,,5,90 KG BAG,,FRESH
303065410036,10325332b7204123afa6c37a140943a1,RG01,T01,MANGO,MANGO,,MANGO (SPECIFY),CHIPALA,SCATTERED,,,,6,2014,0,DECEMBER,2018,MARCH,2019,NO,,,,,,4,BASKET (DENGU),,FRESH
303065410036,10325332b7204123afa6c37a140943a1,TG04,T02,BLUEGUM,FUEL WOOD TREES,,Eucalyptus,,SCATTERED,,,,6,9999,0,DECEMBER,2018,DECEMBER,2019,NO,,,,,,3,PIECE,,NOT APPLICABLE.
305015770202,1046def5e3844ce38e167f48d7b5fe53,RG01,T01,mango,MANGO,,MANGO (SPECIFY),KALESELE,SCATTERED,,,,4,1994,0,DECEMBER,2018,JANUARY,2019,YES,Effects of Insects,,,,,9,PAIL (LARGE),,FRESH
309056780109,104f4d171fb949038a361b189d6ac9ca,RG01,T01,guava,GUAVA,,GUAVA (SPECIFY),DON'T KNOW,SCATTERED,,,,1,2014,0,DECEMBER,2018,JANUARY,2019,NO,,,,,,300,PIECE,,FRESH
102011270058,105151fa626040c38acb57a0b9cc5423,TG01,T01,BANANAS,BANANA,,BANANA (SPECIFY),RESEARCH,SCATTERED,,,,80,2015,50,JANUARY,2018,DECEMBER,2019,NO,,,,,,70,BUNCH,,FRESH
301064960246,105851c9ea9b457e9153e7ed0d6517fd,TG01,T01,AVOCADO,AVOCADO,,AVOCADO (SPECIFY),DON'T KNOW,SCATTERED,,,,1,9999,1,JULY,2018,JULY,2018,YES,Effects of Insects,,,,,12,PIECE,,FRESH
103201680051,107783408e5343ab897548bfd5121a07,TG02,T01,CASSAVA,CASSAVA,,Azungu (Masoghazungu),,PLANTATION,,,,,,,AUGUST,2019,DECEMBER,2019,NO,,,,,,36,50 KG BAG,,FRESH
103101630061,1077bb9d1dc0424da29dad9e6083b109,RG02,T01,BANANA,MEXICAN APPLE [MASUKU],,MEXICAN APPLE [MASUKU] (SPECIFY),MASUKU,SCATTERED,,,,4,2000,0,OCTOBER,2018,AUGUST,2019,YES,Effects of Animals,,,,,6,50 KG BAG,,FRESH
101031110123,107ff779be52420e9e1df56825fe4740,TG02,T02,COFFEE,COFFEE,,COFFEE (SPECIFY),CUTMORE,PLANTATION,.5,ACRE,,300,2018,200,DECEMBER,2018,DECEMBER,2019,YES,Effects of Insects,,,,,4,PAIL (LARGE),,DRY
101031110123,107ff779be52420e9e1df56825fe4740,TG02,T02,BANANAS,BANANA,,BANANA (SPECIFY),MULANJE,SCATTERED,,,,47,2018,31,DECEMBER,2018,DECEMBER,2019,YES,Effects of Fire,,,,,28,BUNCH,,FRESH
208014110092,108b8b7af07e4da28577ec59d83390f5,TG02,T01,GUAVA,GUAVA,,GUAVA (SPECIFY),RED GUAVA,SCATTERED,,,,2,2000,0,DECEMBER,2017,FEBRUARY,2018,YES,Effects of Crop theft,,,,,1,BASKET (DENGU),,FRESH
201152490259,10a9298dcf01457db3e2127460f94f8f,RG02,T01,6,MANGO,,MANGO (SPECIFY),DONDO AND KALISERE,SCATTERED,,,,6,1990,0,SEPTEMBER,2018,AUGUST,2019,YES,Effects of Crop theft,,,,,5,50 KG BAG,,FRESH
201022380029,10aa5007fb3e4e8aae91f2b592103d7a,TG01,T01,Mango,MANGO,,MANGO (SPECIFY),KALISELA,SCATTERED,,,,2,2011,0,DECEMBER,2019,JANUARY,2020,NO,,,,,,4,PAIL (LARGE),,FRESH
201022380029,10aa5007fb3e4e8aae91f2b592103d7a,TG01,T01,Malaina,OTHER (SPECIFY),Malaina,Others CROPS (Specify),MALAINA,SCATTERED,,,,12,1999,0,JANUARY,2019,JANUARY,2020,NO,,,,,,0,,,
201022380029,10aa5007fb3e4e8aae91f2b592103d7a,TG02,T02,Cassava,CASSAVA,,Chitembwereka (Chitembwere),,PLANTATION,1,ACRE,,999,2018,0,DECEMBER,2018,OCTOBER,2019,NO,,,,,,3,OX-CART,,FRESH
304025580164,10b9304f78294f80b0fa18c93e953e3f,TG01,T01,BANANA,BANANA,,BANANA (SPECIFY),LOCAL,SCATTERED,,,,10,2014,0,MARCH,2019,FEBRUARY,2020,NO,,,,,,25,BUNCH,,FRESH
304025580164,10b9304f78294f80b0fa18c93e953e3f,TG01,T01,AVOCADO,AVOCADO,,AVOCADO (SPECIFY),LOCAL,SCATTERED,,,,2,2012,0,MARCH,2019,FEBRUARY,2020,YES,Effects of Diseases,,,OTHER SPECIFY,ROTTING,1,BASKET (DENGU),,FRESH
304025580164,10b9304f78294f80b0fa18c93e953e3f,RG02,T02,Cassava,CASSAVA,,Kachamba,,SCATTERED,,,,,,,MARCH,2019,FEBRUARY,2020,NO,,,,,,2,50 KG BAG,,DRY
314327780046,10cffa37f5da4a61ba1b59f35ca76414,TG01,T01,PEACHES,PEACH,,PEACH (SPECIFY),PEACHES,SCATTERED,,,,3,2010,0,AUGUST,2018,JULY,2019,NO,,,,,,1,50 KG BAG,,FRESH
314327780046,10cffa37f5da4a61ba1b59f35ca76414,TG01,T01,MANGOES,MANGO,,MANGO (SPECIFY),ANG'ONOANG'ONO,SCATTERED,,,,5,2010,0,FEBRUARY,2019,MARCH,2019,NO,,,,,,2,50 KG BAG,,FRESH
314327780046,10cffa37f5da4a61ba1b59f35ca76414,TG01,T01,CASSAVA,CASSAVA,,Chilikhano2/Mchilingano,,SCATTERED,,,,999,2018,0,JULY,2019,AUGUST,2019,NO,,,,,,25,KILOGRAM,,FRESH
102021290049,10e134a63e9b4473a339038dcb688494,TG01,T01,BANANAS,BANANA,,BANANA (SPECIFY),MULANJE,SCATTERED,,,,124,2018,90,DECEMBER,2018,DECEMBER,2019,YES,Effects of Animals,,,,,3,BUNCH,,FRESH
102021290049,10e134a63e9b4473a339038dcb688494,TG01,T01,COCOA,OTHER (SPECIFY),cocoa,Others CROPS (Specify),COCOA,SCATTERED,,,,81,2013,0,DECEMBER,2018,DECEMBER,2019,NO,,,,,,7,PAIL (LARGE),,DRY
305035840260,10e45af62d4442f4ba6ee932afa61e51,RG02,T01,MANGO,MANGO,,MANGO (SPECIFY),KALITSERE,SCATTERED,,,,2,9999,0,AUGUST,2019,JANUARY,2020,YES,Effects of Crop theft,,,,,8,PAIL (SMALL),,FRESH
307106360033,10e5380266c94d25978eaad1dde59e7f,RG01,T01,Pawpaw,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),LOCAL VARIETY,SCATTERED,,,,3,2009,0,MAY,2018,APRIL,2019,NO,,,,,,0,,,
309056820019,11099ff720e54cb184073d77e273e53a,TG01,T01,mangoe,MANGO,,MANGO (SPECIFY),LOCAL,SCATTERED,,,,3,1982,0,NOVEMBER,2017,JANUARY,2018,YES,Effects of Community problems,,,CASSAVA BROWN STREAK DISEASE,,3,PAIL (LARGE),,FRESH
202022680278,11288a6789824f339732eb04da0eb8e7,TG04,T01,Cassava,CASSAVA,,Beatrice,,PLANTATION,1,ACRE,,,,,DECEMBER,2018,AUGUST,2019,YES,Effects of Diseases,,,CASSAVA ROOT ROT DISEASE,,15,50 KG BAG,,FRESH
315498120102,112dc2135689405bad37ed2e7aed811b,TG01,T01,mango tree,MANGO,,MANGO (SPECIFY),MANGO,SCATTERED,,,,2,2009,0,DECEMBER,2018,JANUARY,2019,YES,Effects of Insects,,,,,5,PAIL (SMALL),,FRESH
311047140011,1131b6c6135d49578c996752c07c8728,TG02,T01,CASSAVA,CASSAVA,,Chilikhano2/Mchilingano,,PLANTATION,.38,ACRE,,,,,MARCH,2018,AUGUST,2018,NO,,,,,,10,90 KG BAG,,FRESH
309016660099,114d971df63442398dbd4f3aa123eb71,RG01,T01,cassava,CASSAVA,,Mgwalangwa,,SCATTERED,,,,20,2019,12,MARCH,2020,MARCH,2020,NO,,,,,,10,PIECE,,FRESH
306015990066,1161e0d44cd649df9f5675e9a075035d,RG02,T01,Mango,MANGO,,MANGO (SPECIFY),MANGO MANGO,SCATTERED,,,,5,1993,0,OCTOBER,2018,JANUARY,2019,NO,,,,,,20,PAIL (LARGE),,FRESH
306015990066,1161e0d44cd649df9f5675e9a075035d,RG02,T01,Banana,BANANA,,BANANA (SPECIFY),ZIBOWA,SCATTERED,,,,3,2012,0,JUNE,2018,MAY,2019,NO,,,,,,1,BASKET (DENGU),,FRESH
202062750054,1167c02491d94d7c9d92bc5f7517016c,RG02,T01,BANANA,BANANA,,BANANA (SPECIFY),TANZANIA,SCATTERED,,,,3,2014,0,DECEMBER,2018,NOVEMBER,2019,YES,Effects of Crop theft,,,,,6,BUNCH,,FRESH
202052730061,116cbc1138914b3e9910f8a2c5dd3813,TG02,T01,CASSAVA,CASSAVA,,Beatrice,,PLANTATION,.66,ACRE,,,,,APRIL,2019,JANUARY,2020,NO,,,,,,10,50 KG BAG,,FRESH
314347840070,118bc97781974547b614b0c960940c06,TG02,T01,Mango,MANGO,,MANGO (SPECIFY),BOLOMA,SCATTERED,,,,4,9999,0,OCTOBER,2019,JANUARY,2020,NO,,,,,,3,50 KG BAG,,FRESH
307076270099,1194013033e74820b9dc5cffab7ff53b,RG01,T01,Mango,MANGO,,MANGO (SPECIFY),KAMBUYO,SCATTERED,,,,3,9999,0,SEPTEMBER,2019,JANUARY,2020,NO,,,,,,11,50 KG BAG,,FRESH
307076270099,1194013033e74820b9dc5cffab7ff53b,RG01,T01,banana,BANANA,,BANANA (SPECIFY),ZANDA,PLANTATION,.3,ACRE,,999,2002,0,MAY,2019,MARCH,2020,NO,,,,,,50,OTHER(SPECIFY),CLUSTER,FRESH
307076270099,1194013033e74820b9dc5cffab7ff53b,RG01,T01,orange,ORANGE,,ORANGE (SPECIFY),DON'T KNOW,SCATTERED,,,,1,9999,0,MARCH,2019,MARCH,2019,NO,,,,,,2,50 KG BAG,,FRESH
307076270099,1194013033e74820b9dc5cffab7ff53b,RG02,T02,cassava,CASSAVA,,Others (Specify),MWENDO WANKHWALI,PLANTATION,.3,ACRE,,999,2018,0,AUGUST,2019,AUGUST,2019,YES,Effects of Insects,,,,,1,50 KG BAG,,DRY
307076270099,1194013033e74820b9dc5cffab7ff53b,RG03,T03,cassava,CASSAVA,,Others (Specify),MWENDO WANKHWALI,PLANTATION,.3,ACRE,,999,2018,0,AUGUST,2019,AUGUST,2019,YES,Effects of Insects,,,,,2,50 KG BAG,,DRY
307076270099,1194013033e74820b9dc5cffab7ff53b,RG04,T04,cassava,CASSAVA,,Others (Specify),MWENDO WANKHWALI,PLANTATION,.5,ACRE,,999,2018,0,AUGUST,2019,AUGUST,2019,YES,Effects of Insects,,,,,2,50 KG BAG,,DRY
102011250103,11b7fe4b38ff472bb9042bf58f5b8028,RG01,T01,CASSAVA,CASSAVA,,Mkondezi,,PLANTATION,.18,ACRE,,,,,DECEMBER,2018,AUGUST,2019,YES,Effects of Irregular Rains,,,,,3,90 KG BAG,,FRESH
307096310064,11cab87ccb994edf9e0afa1144566df1,RG01,T01,mango,MANGO,,MANGO (SPECIFY),MANGO,SCATTERED,,,,2,2009,2,SEPTEMBER,2019,JANUARY,2020,NO,,,,,,8,50 KG BAG,,FRESH
306026110100,11d60b388d0a49569c8f303e95924a23,RG02,T01,MANGOES,MANGO,,MANGO (SPECIFY),LOCAL,SCATTERED,,,,7,1974,0,OCTOBER,2018,JANUARY,2019,YES,Effects of Community problems,,,,,30,BASKET (DENGU),,FRESH
309056820129,11ea9cd3b0884649b6a5208e9549a533,TG01,T01,mangoes,MANGO,,MANGO (SPECIFY),DOMASI,SCATTERED,,,,1,2010,0,OCTOBER,2017,JANUARY,2018,YES,Effects of Insects,,,,,1,PAIL (SMALL),,FRESH
202042700321,11f1e5f8a9ec44b5a593b132e1d8e8ff,TG02,T01,Cassava,CASSAVA,,Others (Specify),WADAWADA,PLANTATION,1,ACRE,,,,,DECEMBER,2017,JUNE,2018,NO,,,,,,6,50 KG BAG,,FRESH
202042700321,11f1e5f8a9ec44b5a593b132e1d8e8ff,TG03,T02,Cassava,CASSAVA,,Others (Specify),WADAWADA,PLANTATION,,,,,,,DECEMBER,2017,JUNE,2018,NO,,,,,,4,50 KG BAG,,FRESH
210534580212,11f7f8e7f5b749eba4c7f19e0ce72106,TG01,T01,mango,MANGO,,MANGO (SPECIFY),KALISELE,SCATTERED,,,,4,2005,0,NOVEMBER,2018,FEBRUARY,2019,NO,,,,,,2,PAIL (LARGE),,FRESH
307076280175,12011ef2342848e0b9607a273d09b75d,RG02,T01,Papaya,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),DONT KNOW,SCATTERED,,,,1,2002,0,JULY,2018,JUNE,2019,YES,Other (Specify),,Roting,,,30,PIECE,,FRESH
307076280175,12011ef2342848e0b9607a273d09b75d,RG02,T01,Cassava,CASSAVA,,Others (Specify),AKAZI MWA APEZA,SCATTERED,,,,,,,JULY,2018,JUNE,2019,YES,Effects of Crop theft,,,,,1,50 KG BAG,,FRESH
302095200340,12230b363afe4f49bb1d84734c68cdc6,TG02,T01,Banana,BANANA,,BANANA (SPECIFY),SUKALI,SCATTERED,,,,25,2014,0,OCTOBER,2018,MARCH,2019,NO,,,,,,3,BUNCH,,FRESH
104011700093,122730d3da744b90916518f5bbd46f0f,RG01,T01,Mangoes,MANGO,,MANGO (SPECIFY),LOCAL,SCATTERED,,,,12,2005,0,DECEMBER,2018,JANUARY,2019,YES,Other (Specify),,rotting,,,20,PAIL (LARGE),,FRESH
104011700093,122730d3da744b90916518f5bbd46f0f,RG01,T01,Oranges,ORANGE,,ORANGE (SPECIFY),LOCAL,SCATTERED,,,,1,2010,0,MAY,2018,JANUARY,2019,NO,,,,,,1,PAIL (LARGE),,FRESH
104011700093,122730d3da744b90916518f5bbd46f0f,RG01,T01,Manthunya (wild fruits),OTHER (SPECIFY),Manthunya,Others CROPS (Specify),LOCAL,SCATTERED,,,,2,2012,0,NOVEMBER,2017,FEBRUARY,2018,NO,,,,,,1,PAIL (SMALL),,FRESH
104011700093,122730d3da744b90916518f5bbd46f0f,RG01,T01,Bananas,BANANA,,BANANA (SPECIFY),ZAMBIA AND HARARE,SCATTERED,,,,12,2007,0,MAY,2018,APRIL,2019,NO,,,,,,10,BUNCH,,FRESH
307036200004,122d84359d9a4fa79813daf36c83c621,RG01,T01,Cassava,CASSAVA,,Others (Specify),BABANI,SCATTERED,,,,,,,JUNE,2018,MAY,2019,NO,,,,,,1,50 KG BAG,,FRESH
307036200004,122d84359d9a4fa79813daf36c83c621,RG02,T02,Cassava,CASSAVA,,Others (Specify),BABANI,SCATTERED,,,,,,,JUNE,2018,MAY,2019,NO,,,,,,2,50 KG BAG,,FRESH
306015990021,12464c175f274857a50973cd130c1343,RG02,T01,Mango,MANGO,,MANGO (SPECIFY),MABOLOMA,SCATTERED,,,,3,1996,0,OCTOBER,2018,JANUARY,2019,NO,,,,,,8,BASKET (DENGU),,FRESH
306015990021,12464c175f274857a50973cd130c1343,RG03,T02,Mango,MANGO,,MANGO (SPECIFY),MANGOMANGO,SCATTERED,,,,2,2000,0,OCTOBER,2018,JANUARY,2019,NO,,,,,,4,BASKET (DENGU),,FRESH
306015990021,12464c175f274857a50973cd130c1343,RG03,T02,Guava,GUAVA,,GUAVA (SPECIFY),OFILA MKATI,SCATTERED,,,,2,2001,0,JUNE,2018,MAY,2019,NO,,,,,,2,BASKET (DENGU),,FRESH
306015990021,12464c175f274857a50973cd130c1343,TG01,T03,Papaya,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),PAPAYA,SCATTERED,,,,2,2010,0,JUNE,2018,MAY,2019,NO,,,,,,4,BASKET (DENGU),,FRESH
207023890348,125ac80c02544255b086f8eb23c84039,RG02,T01,Mango,MANGO,,MANGO (SPECIFY),KALISELA,SCATTERED,,,,1,2011,0,DECEMBER,2018,FEBRUARY,2019,YES,Effects of Fire,,,,,0,,,
208034160194,1273e46aa3fc432899c26ee6db6d8d9c,RG03,T01,Cassava,CASSAVA,,Others (Specify),MANYOKOLA,PLANTATION,.25,ACRE,,,,,OCTOBER,2018,JANUARY,2019,NO,,,,,,5,50 KG BAG,,FRESH
208034160194,1273e46aa3fc432899c26ee6db6d8d9c,TG01,T02,Pawpaw,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),PAWPAW,SCATTERED,,,,5,2006,0,JULY,2018,JUNE,2019,NO,,,,,,65,PIECE,,FRESH
203073010106,1273e4accaec4322a9d1d34e61b2e97f,RG01,T01,Mangoes,MANGO,,MANGO (SPECIFY),DODO,SCATTERED,,,,9,2000,0,DECEMBER,2018,JANUARY,2019,YES,Effects of Community problems,,,,,2,90 KG BAG,,FRESH
307096310022,1286781fb1fe4d2f9a4fe8d25be8f194,RG01,T01,mango,MANGO,,MANGO (SPECIFY),MANGO,SCATTERED,,,,1,9999,1,OCTOBER,2019,JANUARY,2020,YES,Effects of Crop theft,,,,,10,50 KG BAG,,FRESH
307096310022,1286781fb1fe4d2f9a4fe8d25be8f194,RG01,T01,papaya,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),PAPAYA,SCATTERED,,,,3,9999,0,MARCH,2019,MARCH,2020,YES,Effects of Crop theft,,,,,10,50 KG BAG,,FRESH
314327780139,1287284eca784faabdff41435f7eaba6,TG01,T01,MPOZA,[CUSTADE APPLE] POZA,,[CUSTADE APPLE] POZA (SPECIFY),,SCATTERED,,,,5,1964,0,AUGUST,2018,AUGUST,2019,YES,Drought,,,,,1,PAIL (LARGE),,FRESH
314327780139,1287284eca784faabdff41435f7eaba6,TG01,T01,MASUKU,MEXICAN APPLE [MASUKU],,MEXICAN APPLE [MASUKU] (SPECIFY),,SCATTERED,,,,6,1994,0,AUGUST,2018,AUGUST,2019,YES,Effects of Animals,,,,,2,50 KG BAG,,FRESH
314327780139,1287284eca784faabdff41435f7eaba6,TG01,T01,MANGO,MANGO,,MANGO (SPECIFY),MABOLOMA,SCATTERED,,,,15,1999,0,NOVEMBER,2018,JANUARY,2019,YES,Effects of Insects,,,,,2,BASKET (DENGU),,FRESH
207053970127,128d2a61fca04d5c8f5d89d4298d5907,RG02,T01,Mango,MANGO,,MANGO (SPECIFY),KALISERE,SCATTERED,,,,1,2012,0,OCTOBER,2018,JANUARY,2019,YES,Effects of Community problems,,,,,0,,,
202042700275,1292735d4b7b4dbeb81f97e0843033bb,TG04,T01,Cassava,CASSAVA,,Beatrice,,PLANTATION,.5,ACRE,,,,,NOVEMBER,2017,APRIL,2018,NO,,,,,,500,KILOGRAM,,FRESH
307136400082,129e18f1ba004892865a0a16deab0fb4,RG02,T01,Banana,BANANA,,BANANA (SPECIFY),KAZANDA,SCATTERED,,,,211,2014,0,JULY,2018,JUNE,2019,NO,,,,,,120,BASKET (DENGU),,NOT APPLICABLE.
307136400082,129e18f1ba004892865a0a16deab0fb4,RG02,T01,Cassava,CASSAVA,,Masangwi,,SCATTERED,,,,,,,JULY,2018,JUNE,2019,NO,,,,,,4,50 KG BAG,,FRESH
314387890119,12adb044fd354440992d7862858441bf,TG01,T01,Mango,MANGO,,MANGO (SPECIFY),SMALL VARIETY,SCATTERED,,,,2,2007,0,NOVEMBER,2019,JANUARY,2020,NO,,,,,,1,PAIL (LARGE),,FRESH
314387890119,12adb044fd354440992d7862858441bf,TG01,T01,Lemons,LEMON,,LEMON (SPECIFY),LOCAL,SCATTERED,,,,2,2007,1,MARCH,2019,FEBRUARY,2020,NO,,,,,,1,PAIL (LARGE),,FRESH
105062020112,12c0655f70244f40a5b747dec1b33db7,TG02,T01,mango,MANGO,,MANGO (SPECIFY),LOCAL,SCATTERED,,,,2,9999,1,NOVEMBER,2019,JANUARY,2020,NO,,,,,,5,PAIL (LARGE),,FRESH
309026730078,12c8afcf2e594d3dafe059d89dc0bc0f,TG01,T01,banana,BANANA,,BANANA (SPECIFY),ZANDA,SCATTERED,,,,30,2004,0,JANUARY,2019,SEPTEMBER,2019,YES,Other (Specify),,wind,,,11,BUNCH,,FRESH
209024300093,12daf7c5f1fe430bbf0298af4ccf9479,TG01,T01,MANGO,MANGO,,MANGO (SPECIFY),MABOLOMA,SCATTERED,,,,2,9999,0,OCTOBER,2018,JANUARY,2020,NO,,,,,,3,50 KG BAG,,FRESH
209024300093,12daf7c5f1fe430bbf0298af4ccf9479,TG01,T01,MEXICAN APPLE,[CUSTADE APPLE] POZA,,[CUSTADE APPLE] POZA (SPECIFY),LOCAL,SCATTERED,,,,1,9999,0,MARCH,2019,FEBRUARY,2020,NO,,,,,,5,PAIL (LARGE),,FRESH
209024300093,12daf7c5f1fe430bbf0298af4ccf9479,RG02,T02,MASAU,MANGO,,MANGO (SPECIFY),KALISERE,SCATTERED,,,,2,9999,0,OCTOBER,2019,JANUARY,2020,NO,,,,,,3,50 KG BAG,,FRESH
209024300093,12daf7c5f1fe430bbf0298af4ccf9479,RG02,T02,MANGO,MASAU,,MASAU (SPECIFY),LOCAL,SCATTERED,,,,1,9999,0,MARCH,2019,FEBRUARY,2020,NO,,,,,,3,PAIL (LARGE),,FRESH
209024300093,12daf7c5f1fe430bbf0298af4ccf9479,RG03,T03,MANGO,MANGO,,MANGO (SPECIFY),MABOLOMA,SCATTERED,,,,6,9999,0,NOVEMBER,2018,JANUARY,2020,YES,Effects of Crop theft,,,,,8,50 KG BAG,,FRESH
206123750040,12e1c5f95ee3458d8b1bfae1f30c0a12,DG03,T01,BANANAS,BANANA,,BANANA (SPECIFY),MAGOMBO,SCATTERED,,,,999,2015,5,JULY,2018,NOVEMBER,2019,NO,,,,,,5,BASKET (DENGU),,NOT APPLICABLE.
206123750040,12e1c5f95ee3458d8b1bfae1f30c0a12,DG03,T01,SUGAR CANE,OTHER (SPECIFY),SUGARCANE,Others CROPS (Specify),NONE,SCATTERED,,,,999,2005,0,APRIL,2018,JULY,2019,NO,,,,,,1000,PIECE,,FRESH
102011260201,12eea8fe56174f32b9234f5e7255f52c,TG01,T01,CASSAVA,CASSAVA,,Gomani2,,PLANTATION,1.1,ACRE,,,,,JUNE,2017,SEPTEMBER,2018,YES,Effects of Animals,,,,,1,OX-CART,,FRESH
314317740230,1302950e0cd948e586dfc7d6d8181e0d,TG01,T01,Lemons,LEMON,,LEMON (SPECIFY),LOCAL,SCATTERED,,,,2,2017,0,SEPTEMBER,2018,AUGUST,2019,NO,,,,,,0,,,
314317740230,1302950e0cd948e586dfc7d6d8181e0d,TG01,T01,Pawpaw,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),LOCAL,SCATTERED,,,,1,2014,0,SEPTEMBER,2018,AUGUST,2019,NO,,,,,,1,BASKET (DENGU),,FRESH
314317740230,1302950e0cd948e586dfc7d6d8181e0d,TG01,T01,Oranges,ORANGE,,ORANGE (SPECIFY),LOCAL,SCATTERED,,,,2,2017,0,SEPTEMBER,2018,AUGUST,2019,NO,,,,,,0,,,
314317740230,1302950e0cd948e586dfc7d6d8181e0d,TG02,T02,Mango,MANGO,,MANGO (SPECIFY),MWALUWA,SCATTERED,,,,1,2010,0,DECEMBER,2018,JANUARY,2019,NO,,,,,,2,PAIL (LARGE),,FRESH
303075460381,1303f91d69244c609a533b534d7a8c1c,RG02,T01,cassava,CASSAVA,,Others (Specify),MANYOKOLA,SCATTERED,,,,50,2018,50,JUNE,2019,AUGUST,2019,NO,,,,,,2,50 KG BAG,,DRY
303075460381,1303f91d69244c609a533b534d7a8c1c,TG01,T02,LEMONS,LEMON,,LEMON (SPECIFY),LEMON,SCATTERED,,,,5,2007,0,MAY,2019,JULY,2019,NO,,,,,,4,50 KG BAG,,FRESH
307126380187,133520c71163442fab1858d27a88352f,TG01,T01,Bluegum,FUEL WOOD TREES,,Eucalyptus,,SCATTERED,,,,57,2005,0,OCTOBER,2018,SEPTEMBER,2019,NO,,,,,,10,PIECE,,FRESH
103031530055,1344eb7ad54b46059178d867d3929361,TG02,T01,Cassava,CASSAVA,,Azungu (Masoghazungu),,PLANTATION,.5,ACRE,,999,2018,500,DECEMBER,2018,DECEMBER,2019,YES,Effects of Animals,,,,,15,50 KG BAG,,DRY
