case_id,HHID,ag_s0a,ag_s01,ag_s02,ag_s03a,ag_s03b,ag_s03b_oth,ag_s04,ag_s05a,ag_s05b,ag_s05b_oth,ag_s06,ag_s07a,ag_s07b,ag_s08,ag_s09a,ag_s09b,ag_s09b_oth,ag_s10a,ag_s10b,ag_s10b_oth,ag_s11a,ag_s11b,ag_s11b_oth,ag_s12,ag_s13
308016430005,0048aac98a2c40a9be924b94cdbe8f0b,MANURE,Yes,12,2,BUCKET,,NO,,,,,,,,0,,,0,,,0,,,NO,
308016430005,0048aac98a2c40a9be924b94cdbe8f0b,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
308016430005,0048aac98a2c40a9be924b94cdbe8f0b,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
308016430005,0048aac98a2c40a9be924b94cdbe8f0b,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
308016430005,0048aac98a2c40a9be924b94cdbe8f0b,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
308016430005,0048aac98a2c40a9be924b94cdbe8f0b,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
308016430005,0048aac98a2c40a9be924b94cdbe8f0b,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
303025340165,005061e197a949a599ddf701880f2f99,MEAT,Yes,3,1,KILOGRAM,,NO,,,,,,,,3,KILOGRAM,,0,,,0,,,NO,
303025340165,005061e197a949a599ddf701880f2f99,CHICKEN EGGS,Yes,6,8,PIECE,,NO,,,,,,,,48,PIECE,,0,,,0,,,NO,
303025340165,005061e197a949a599ddf701880f2f99,MANURE,Yes,2,50,KILOGRAM,,NO,,,,,,,,100,KILOGRAM,,0,,,0,,,NO,
303025340165,005061e197a949a599ddf701880f2f99,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
303025340165,005061e197a949a599ddf701880f2f99,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
303025340165,005061e197a949a599ddf701880f2f99,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
303025340165,005061e197a949a599ddf701880f2f99,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
201102460206,005181de819a4526afe2bf14e2e3d7f2,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
201102460206,005181de819a4526afe2bf14e2e3d7f2,CHICKEN EGGS,Yes,1,10,PIECE,,NO,,,,,,,,10,PIECE,,0,,,0,,,NO,
201102460206,005181de819a4526afe2bf14e2e3d7f2,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
201102460206,005181de819a4526afe2bf14e2e3d7f2,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
201102460206,005181de819a4526afe2bf14e2e3d7f2,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
201102460206,005181de819a4526afe2bf14e2e3d7f2,MEAT,Yes,1,1,PIECE,,NO,,,,,,,,1,PIECE,,0,,,0,,,NO,
201102460206,005181de819a4526afe2bf14e2e3d7f2,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
207053960007,005578fb551042d89938f618ffadd412,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
207053960007,005578fb551042d89938f618ffadd412,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
207053960007,005578fb551042d89938f618ffadd412,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
207053960007,005578fb551042d89938f618ffadd412,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
207053960007,005578fb551042d89938f618ffadd412,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
207053960007,005578fb551042d89938f618ffadd412,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
207053960007,005578fb551042d89938f618ffadd412,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
305075930384,0057020f3fa444f6bbe0fddff676da9b,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
305075930384,0057020f3fa444f6bbe0fddff676da9b,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
305075930384,0057020f3fa444f6bbe0fddff676da9b,MANURE,Yes,3,2,BUCKET,,NO,,,,,,,,0,,,0,,,0,,,NO,
305075930384,0057020f3fa444f6bbe0fddff676da9b,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
305075930384,0057020f3fa444f6bbe0fddff676da9b,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
305075930384,0057020f3fa444f6bbe0fddff676da9b,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
305075930384,0057020f3fa444f6bbe0fddff676da9b,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
103041550407,00614104b33549d396a082c46449461f,MEAT,Yes,1,20,KILOGRAM,,YES,10,KILOGRAM,,30000,2,.a,4,10,KILOGRAM,,0,,,0,,,NO,
103041550407,00614104b33549d396a082c46449461f,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
103041550407,00614104b33549d396a082c46449461f,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
103041550407,00614104b33549d396a082c46449461f,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
103041550407,00614104b33549d396a082c46449461f,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
103041550407,00614104b33549d396a082c46449461f,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
103041550407,00614104b33549d396a082c46449461f,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
206103720005,007acd424d13435fb5a3d836334b972d,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
206103720005,007acd424d13435fb5a3d836334b972d,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
206103720005,007acd424d13435fb5a3d836334b972d,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
206103720005,007acd424d13435fb5a3d836334b972d,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
206103720005,007acd424d13435fb5a3d836334b972d,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
206103720005,007acd424d13435fb5a3d836334b972d,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
206103720005,007acd424d13435fb5a3d836334b972d,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
207074010118,007e60d0bf334854b312ccb2409eed7f,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
207074010118,007e60d0bf334854b312ccb2409eed7f,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
207074010118,007e60d0bf334854b312ccb2409eed7f,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
207074010118,007e60d0bf334854b312ccb2409eed7f,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
207074010118,007e60d0bf334854b312ccb2409eed7f,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
207074010118,007e60d0bf334854b312ccb2409eed7f,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
207074010118,007e60d0bf334854b312ccb2409eed7f,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
102031340167,00805178892540c2a41f22f59c87664d,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
102031340167,00805178892540c2a41f22f59c87664d,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
102031340167,00805178892540c2a41f22f59c87664d,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
102031340167,00805178892540c2a41f22f59c87664d,MEAT,Yes,4,3,KILOGRAM,,NO,,,,,,,,13,KILOGRAM,,0,,,0,,,NO,
102031340167,00805178892540c2a41f22f59c87664d,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
102031340167,00805178892540c2a41f22f59c87664d,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
102031340167,00805178892540c2a41f22f59c87664d,CHICKEN EGGS,Yes,6,30,PIECE,,NO,,,,,,,,60,PIECE,,0,,,0,,,NO,
313027590157,008cf8f470064bb2901827f91e0639b2,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
313027590157,008cf8f470064bb2901827f91e0639b2,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
313027590157,008cf8f470064bb2901827f91e0639b2,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
313027590157,008cf8f470064bb2901827f91e0639b2,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
313027590157,008cf8f470064bb2901827f91e0639b2,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
313027590157,008cf8f470064bb2901827f91e0639b2,MANURE,Yes,12,150,KILOGRAM,,NO,,,,,,,,100,KILOGRAM,,0,,,0,,,NO,
313027590157,008cf8f470064bb2901827f91e0639b2,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
314377860282,0093e34101584cb192242bd6fd3e0b63,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
314377860282,0093e34101584cb192242bd6fd3e0b63,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
314377860282,0093e34101584cb192242bd6fd3e0b63,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
314377860282,0093e34101584cb192242bd6fd3e0b63,CHICKEN EGGS,Yes,5,12,PIECE,,NO,,,,,,,,20,PIECE,,0,,,0,,,NO,
314377860282,0093e34101584cb192242bd6fd3e0b63,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
314377860282,0093e34101584cb192242bd6fd3e0b63,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
314377860282,0093e34101584cb192242bd6fd3e0b63,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
203032900149,009c0320df6b45319b68e3fea55999ca,CHICKEN EGGS,Yes,2,3,PIECE,,NO,,,,,,,,6,PIECE,,0,,,0,,,NO,
203032900149,009c0320df6b45319b68e3fea55999ca,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
203032900149,009c0320df6b45319b68e3fea55999ca,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
203032900149,009c0320df6b45319b68e3fea55999ca,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
203032900149,009c0320df6b45319b68e3fea55999ca,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
203032900149,009c0320df6b45319b68e3fea55999ca,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
203032900149,009c0320df6b45319b68e3fea55999ca,MEAT,Yes,4,1,KILOGRAM,,NO,,,,,,,,4,KILOGRAM,,0,,,0,,,NO,
207074000294,009fd63d7ca544fa86e07f95781eb567,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
207074000294,009fd63d7ca544fa86e07f95781eb567,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
207074000294,009fd63d7ca544fa86e07f95781eb567,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
207074000294,009fd63d7ca544fa86e07f95781eb567,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
207074000294,009fd63d7ca544fa86e07f95781eb567,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
207074000294,009fd63d7ca544fa86e07f95781eb567,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
207074000294,009fd63d7ca544fa86e07f95781eb567,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
104081850105,00b24f81d4a5497fb45918ed23afdf2a,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
104081850105,00b24f81d4a5497fb45918ed23afdf2a,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
104081850105,00b24f81d4a5497fb45918ed23afdf2a,MEAT,Yes,3,1,PIECE,,NO,,,,,,,,3,PIECE,,0,,,0,,,NO,
104081850105,00b24f81d4a5497fb45918ed23afdf2a,CHICKEN EGGS,Yes,12,15,PIECE,,NO,,,,,,,,120,PIECE,,2,PIECE,,0,,,NO,
104081850105,00b24f81d4a5497fb45918ed23afdf2a,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
104081850105,00b24f81d4a5497fb45918ed23afdf2a,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
104081850105,00b24f81d4a5497fb45918ed23afdf2a,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
103011490005,00b2a69ad4a8423fa28352cea11dd10e,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
103011490005,00b2a69ad4a8423fa28352cea11dd10e,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
103011490005,00b2a69ad4a8423fa28352cea11dd10e,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
103011490005,00b2a69ad4a8423fa28352cea11dd10e,MEAT,Yes,1,1,KILOGRAM,,NO,,,,,,,,1,KILOGRAM,,3,PIECE,,0,,,NO,
103011490005,00b2a69ad4a8423fa28352cea11dd10e,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
103011490005,00b2a69ad4a8423fa28352cea11dd10e,CHICKEN EGGS,Yes,2,8,PIECE,,NO,,,,,,,,3,PIECE,,0,,,0,,,NO,
103011490005,00b2a69ad4a8423fa28352cea11dd10e,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
301054940095,00cca39544cc4dd097516806e8a3c009,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
301054940095,00cca39544cc4dd097516806e8a3c009,CHICKEN EGGS,Yes,7,40,PIECE,,NO,,,,,,,,15,PIECE,,0,,,0,,,NO,
301054940095,00cca39544cc4dd097516806e8a3c009,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
301054940095,00cca39544cc4dd097516806e8a3c009,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
301054940095,00cca39544cc4dd097516806e8a3c009,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
301054940095,00cca39544cc4dd097516806e8a3c009,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
301054940095,00cca39544cc4dd097516806e8a3c009,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
207023880317,00d91bf747164e848958d711bcca04fe,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
207023880317,00d91bf747164e848958d711bcca04fe,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
207023880317,00d91bf747164e848958d711bcca04fe,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
207023880317,00d91bf747164e848958d711bcca04fe,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
207023880317,00d91bf747164e848958d711bcca04fe,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
207023880317,00d91bf747164e848958d711bcca04fe,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
207023880317,00d91bf747164e848958d711bcca04fe,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
104011740089,00db32cbee1d45dd9d62f1c38e07bded,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
104011740089,00db32cbee1d45dd9d62f1c38e07bded,CHICKEN EGGS,Yes,3,500,PIECE,,NO,,,,,,,,100,PIECE,,0,,,0,,,NO,
104011740089,00db32cbee1d45dd9d62f1c38e07bded,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
104011740089,00db32cbee1d45dd9d62f1c38e07bded,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
104011740089,00db32cbee1d45dd9d62f1c38e07bded,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
104011740089,00db32cbee1d45dd9d62f1c38e07bded,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
104011740089,00db32cbee1d45dd9d62f1c38e07bded,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
201122470111,00e0350a70b143a2b400862404036333,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
201122470111,00e0350a70b143a2b400862404036333,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
201122470111,00e0350a70b143a2b400862404036333,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
201122470111,00e0350a70b143a2b400862404036333,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
201122470111,00e0350a70b143a2b400862404036333,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
201122470111,00e0350a70b143a2b400862404036333,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
201122470111,00e0350a70b143a2b400862404036333,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
203022850032,00e43104a8c44f52841894e67791fa82,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
203022850032,00e43104a8c44f52841894e67791fa82,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
203022850032,00e43104a8c44f52841894e67791fa82,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
203022850032,00e43104a8c44f52841894e67791fa82,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
203022850032,00e43104a8c44f52841894e67791fa82,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
203022850032,00e43104a8c44f52841894e67791fa82,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
203022850032,00e43104a8c44f52841894e67791fa82,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
311097270187,00e6ac76424f47e280907962292e1986,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
311097270187,00e6ac76424f47e280907962292e1986,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
311097270187,00e6ac76424f47e280907962292e1986,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
311097270187,00e6ac76424f47e280907962292e1986,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
311097270187,00e6ac76424f47e280907962292e1986,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
311097270187,00e6ac76424f47e280907962292e1986,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
311097270187,00e6ac76424f47e280907962292e1986,CHICKEN EGGS,Yes,2,20,PIECE,,NO,,,,,,,,5,PIECE,,0,,,0,,,NO,
203012840102,00ea01f259ee4d8eb488d9fceaeb0a1a,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
203012840102,00ea01f259ee4d8eb488d9fceaeb0a1a,CHICKEN EGGS,Yes,10,12,PIECE,,NO,,,,,,,,20,PIECE,,0,,,0,,,NO,
203012840102,00ea01f259ee4d8eb488d9fceaeb0a1a,MANURE,Yes,12,50,KILOGRAM,,NO,,,,,,,,50,KILOGRAM,,0,,,0,,,NO,
203012840102,00ea01f259ee4d8eb488d9fceaeb0a1a,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
203012840102,00ea01f259ee4d8eb488d9fceaeb0a1a,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
203012840102,00ea01f259ee4d8eb488d9fceaeb0a1a,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
203012840102,00ea01f259ee4d8eb488d9fceaeb0a1a,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
303115510210,00f0dfa56a1c467092d049fd95ee8026,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
303115510210,00f0dfa56a1c467092d049fd95ee8026,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
303115510210,00f0dfa56a1c467092d049fd95ee8026,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
303115510210,00f0dfa56a1c467092d049fd95ee8026,CHICKEN EGGS,Yes,4,10,PIECE,,NO,,,,,,,,15,PIECE,,0,,,0,,,NO,
303115510210,00f0dfa56a1c467092d049fd95ee8026,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
303115510210,00f0dfa56a1c467092d049fd95ee8026,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
303115510210,00f0dfa56a1c467092d049fd95ee8026,MANURE,Yes,2,1,BUCKET,,NO,,,,,,,,0,,,1,BUCKET,,0,,,NO,
308016450334,00fc9ca955bc447aaf520e908ff228cd,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
308016450334,00fc9ca955bc447aaf520e908ff228cd,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
308016450334,00fc9ca955bc447aaf520e908ff228cd,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
308016450334,00fc9ca955bc447aaf520e908ff228cd,MANURE,Yes,12,50,KILOGRAM,,NO,,,,,,,,0,,,0,,,0,,,NO,
308016450334,00fc9ca955bc447aaf520e908ff228cd,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
308016450334,00fc9ca955bc447aaf520e908ff228cd,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
308016450334,00fc9ca955bc447aaf520e908ff228cd,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
105102090094,011105bafa434f739f67cc1bdc4f8468,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
105102090094,011105bafa434f739f67cc1bdc4f8468,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
105102090094,011105bafa434f739f67cc1bdc4f8468,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
105102090094,011105bafa434f739f67cc1bdc4f8468,CHICKEN EGGS,Yes,1,7,PIECE,,NO,,,,,,,,0,,,0,,,0,,,NO,
105102090094,011105bafa434f739f67cc1bdc4f8468,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
105102090094,011105bafa434f739f67cc1bdc4f8468,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
