ea_id,com_cb01,com_cb03,com_cb04,com_cb05,com_cb05_oth,com_cb05_1,com_cb06,com_cb07,com_cb08
10203131,4,MALE,37,OTHER (SPECIFY),YOUTH,3,19,JCE,TUMBUKA
10203131,9,MALE,42,HEALTH WORKER,,19,10,MSCE,NKHONDE
10203131,3,FEMALE,65,OTHER (SPECIFY),FARMER,40,65,PSLC,TUMBUKA
10203131,2,FEMALE,54,OTHER (SPECIFY),MOTHER GROUP CHAIRMAN,5,36,PSLC,TUMBUKA
10203131,6,MALE,47,COUNSELOR TO HEADMAN,,4,47,JCE,NKHONDE
10203131,5,MALE,50,OTHER (SPECIFY),PTA CHAIRMAN,2,50,JCE,TUMBUKA
10203131,7,MALE,52,HEADMAN,,3,5,PSLC,NKHONDE
10203131,11,MALE,53,SCHOOL HEADMASTER,,14,1,MSCE,TUMBUKA
10203131,1,MALE,63,OTHER (SPECIFY),SCHOOL MANAGEMENT COMMITTEE CHAIERMAN,2,19,MSCE,TUMBUKA
10203131,10,MALE,49,OTHER (SPECIFY),DEPUTY HEADMASTER,6,2,MSCE,NKHONDE
10203132,10,MALE,40,OTHER (SPECIFY),MARRY MEALS CHAIRMAN,1,40,PSLC,NKHONDE
10203132,2,MALE,56,COUNSELOR TO HEADMAN,,5,51,PSLC,NKHONDE
10203132,4,MALE,44,OTHER (SPECIFY),SECRETARY FOR THE GVH,1,24,JCE,NKHONDE
10203132,1,MALE,62,HEADMAN,,4,40,PSLC,NKHONDE
10203132,7,MALE,42,OTHER (SPECIFY),MOTHER GROUP SECRETARY,1,12,PSLC,NKHONDE
10203132,8,FEMALE,46,OTHER (SPECIFY),FARMER,5,17,NONE,NKHONDE
10203132,9,MALE,42,OTHER (SPECIFY),SECRETARY TO GVH,1,12,JCE,NKHONDE
10203132,6,MALE,54,SCHOOL TEACHER,,25,25,JCE,NKHONDE
10203132,11,MALE,56,OTHER (SPECIFY),TDC CHAIRMAN,10,39,JCE,NKHONDE
10203132,5,MALE,45,OTHER (SPECIFY),SCHOOL COMMITEE MEMBER,2,45,NONE,NKHONDE
10203132,3,MALE,56,HEADMAN,,4,4,JCE,NKHONDE
10203133,4,MALE,49,OTHER (SPECIFY),VILLAGER,25,49,NONE,NYAKYUSA
10203133,1,MALE,40,OTHER (SPECIFY),PTA CHAIMAN,3,40,NONE,TUMBUKA
10203133,3,FEMALE,37,OTHER (SPECIFY),VDC TREASURE,3,15,MSCE,SENA
10203133,2,FEMALE,60,OTHER (SPECIFY),MOTHER GROUP CHAIR LADY,3,26,JCE,SUKWA
10203134,7,MALE,42,OTHER (SPECIFY),PTA CHAIRMAN,2,42,MSCE,NKHONDE
10203134,5,MALE,46,COUNSELOR TO HEADMAN,,10,46,JCE,NKHONDE
10203134,4,MALE,69,HEADMAN,,9,25,JCE,NKHONDE
10203134,6,FEMALE,35,OTHER (SPECIFY),TREASURE TO THE HEALTH COMMITTEE,1,35,PSLC,NKHONDE
10203134,1,MALE,54,SCHOOL HEADMASTER,,19,6,MSCE,NKHONDE
10203134,2,MALE,50,OTHER (SPECIFY),CHAIRPERSON SCHOOL MANAGEMENT COMMITTEE,3,50,PSLC,NKHONDE
10203134,3,FEMALE,41,OTHER (SPECIFY),SECRETARY MOTHER GROUP,5,17,JCE,NKHONDE
10203134,12,MALE,73,COUNSELOR TO HEADMAN,,25,73,PSLC,NKHONDE
10203134,9,FEMALE,43,OTHER (SPECIFY),READ FARMER,2,25,NONE,NKHONDE
10203134,8,MALE,47,OTHER (SPECIFY),FARMER,15,47,PSLC,NKHONDE
10203134,11,MALE,67,COUNSELOR TO HEADMAN,,2,67,NONE,NKHONDE
10203134,10,MALE,42,OTHER (SPECIFY),CHAIRMAN COMMUNITY POLICING,1,42,PSLC,NKHONDE
10203135,6,MALE,54,OTHER (SPECIFY),PTA CHAIRMAN,1,54,PSLC,NKHONDE
10203135,5,MALE,69,OTHER (SPECIFY),VILLAGER,50,69,NONE,NKHONDE
10203135,2,FEMALE,35,OTHER (SPECIFY),MOTHER GROUP,1,18,PSLC,NKHONDE
10203135,4,MALE,60,COUNSELOR TO HEADMAN,,21,60,PSLC,NKHONDE
10203135,3,MALE,65,OTHER (SPECIFY),SMS CHAIRMAN,3,60,JCE,NKHONDE
10203135,1,MALE,47,OTHER (SPECIFY),VDC MEMBER,1,47,JCE,NKHONDE
10204136,3,MALE,42,OTHER (SPECIFY),SCHOOL COMMITEE MEMBER,1,37,JCE,TUMBUKA
10204136,6,MALE,46,OTHER (SPECIFY),MOTHER GROUP CHAIRMAN,10,21,NONE,TUMBUKA
10204136,5,MALE,49,OTHER (SPECIFY),SCHOOL COMMITEE CHAIRMAN,1,49,MSCE,TUMBUKA
10204136,2,MALE,35,SCHOOL TEACHER,,7,4,MSCE,SUKWA
10204136,4,MALE,70,COUNSELOR TO HEADMAN,,5,40,NONE,TUMBUKA
10204136,1,MALE,45,OTHER (SPECIFY),VDC CHAIRMAN,1,45,MSCE,TUMBUKA
10204137,5,FEMALE,44,OTHER (SPECIFY),CHAIR LADY MOTHER GROUP,1,22,PSLC,TUMBUKA
10204137,3,MALE,73,COUNSELOR TO HEADMAN,,59,73,NONE,TUMBUKA
10204137,2,MALE,47,OTHER (SPECIFY),REPRESENTATIVE OF PRINCIPAL GVH,2,47,PSLC,TUMBUKA
10204137,4,MALE,65,OTHER (SPECIFY),VDC CHAIRMAN,2,65,PSLC,TUMBUKA
10204137,1,MALE,48,SCHOOL HEADMASTER,,7,12,MSCE,TUMBUKA
10204138,8,MALE,49,HEADMAN,,1,49,JCE,TUMBUKA
10204138,2,FEMALE,37,OTHER (SPECIFY),CHILDREN FEEDING  MEMBER,1,18,PSLC,TUMBUKA
