country,adm1,adm2,adm3,adm4,lat,lon,GPS_level,hhID,fieldID,plotID,crop,season,plot_area_measured_ha,plot_area_reported_ha,plot_area_reported_localUnit,localUnit_area,crop_area_share,planting_year,planting_month,harvest_month,harvest_year,harvest_month_begin,harvest_month_end,harvest_year_begin,harvest_year_end,dataset_name,dataset_doi
Mali,Kayes,Kayes,KAYES CENTRAL,NA,14.5785269451,-11.3795467759,3,2_3,1,3,Peanut,NA,1.54299998283386,1.54299998283386,NA,NA,NA,NA,8,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,KAYES CENTRAL,NA,14.5785269451,-11.3795467759,3,2_3,1,1,Corn,NA,1.67799997329712,1.67799997329712,NA,NA,NA,NA,7,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,KAYES CENTRAL,NA,14.5785269451,-11.3795467759,3,2_6,1,1,Corn,NA,0.88400000333786,0.88400000333786,NA,NA,NA,NA,7,NA,NA,9,9,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,KAYES CENTRAL,NA,14.5785269451,-11.3795467759,3,2_6,1,2,Sorghum,NA,0.823000013828278,0.824999988079071,NA,NA,NA,NA,7,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,KAYES CENTRAL,NA,14.5785269451,-11.3795467759,3,2_6,1,3,Peanut,NA,0.171000003814697,0.171000003814697,NA,NA,NA,NA,8,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,KAYES CENTRAL,NA,14.5727195171,-11.5036226588,3,3_3,1,1,Corn,NA,0.00899999961256981,0.00899999961256981,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,KAYES CENTRAL,NA,14.5727195171,-11.5036226588,3,3_3,2,2,Peanut,NA,99,1.01600003242493,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,KAYES CENTRAL,NA,14.5727195171,-11.5036226588,3,3_3,2,1,Peanut,NA,0.862999975681305,0.862999975681305,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,KAYES CENTRAL,NA,14.5727195171,-11.5036226588,3,3_6,1,1,Corn,NA,1.08299994468689,1.08299994468689,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,KAYES CENTRAL,NA,14.5727195171,-11.5036226588,3,3_6,1,2,Peanut,NA,0.563000023365021,0.563000023365021,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,KAYES CENTRAL,NA,14.5727195171,-11.5036226588,3,3_6,1,3,Peanut,NA,0.804000020027161,0.804000020027161,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,KAYES CENTRAL,NA,14.5727195171,-11.5036226588,3,3_9,1,2,Peanut,NA,0.342999994754791,0.342999994754791,NA,NA,NA,NA,8,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,KAYES CENTRAL,NA,14.5727195171,-11.5036226588,3,3_9,1,1,Corn,NA,0.709999978542328,0.709999978542328,NA,NA,NA,NA,7,NA,NA,9,9,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,KAYES CENTRAL,NA,14.4322335689,-11.4794761157,3,5_3,2,1,Corn,NA,1.45500004291534,99,NA,NA,NA,NA,7,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,KAYES CENTRAL,NA,14.4322335689,-11.4794761157,3,5_3,1,1,Sorghum,NA,0.991999983787537,99,NA,NA,NA,NA,7,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,KAYES CENTRAL,NA,14.4322335689,-11.4794761157,3,5_3,3,1,Peanut,NA,1.76199996471405,99,NA,NA,NA,NA,7,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,KAYES CENTRAL,NA,14.4322335689,-11.4794761157,3,5_6,1,1,Sorghum,NA,0.787000000476837,99,NA,NA,NA,NA,7,NA,NA,11,NA,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,KAYES CENTRAL,NA,14.4322335689,-11.4794761157,3,5_6,2,1,Okra,NA,0.229000002145767,99,NA,NA,NA,NA,7,NA,NA,10,NA,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,KAYES CENTRAL,NA,14.4322335689,-11.4794761157,3,5_9,1,1,Corn,NA,0.407000005245209,99,NA,NA,NA,NA,6,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6976500984,-11.9773298154,3,6_3,3,1,Peanut,NA,0.194999992847443,99,NA,NA,NA,NA,7,NA,NA,12,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6976500984,-11.9773298154,3,6_3,1,1,Corn,NA,2.4760000705719,99,NA,NA,NA,NA,7,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6976500984,-11.9773298154,3,6_3,2,1,Sorghum,NA,1.39199995994568,99,NA,NA,NA,NA,7,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6976500984,-11.9773298154,3,6_6,3,1,Peanut,NA,1.54799997806549,99,NA,NA,NA,NA,7,NA,NA,12,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6976500984,-11.9773298154,3,6_6,2,1,Peanut,NA,1.93499994277954,99,NA,NA,NA,NA,7,NA,NA,12,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6976500984,-11.9773298154,3,6_6,5,1,Peanut,NA,1.07500004768372,99,NA,NA,NA,NA,7,NA,NA,12,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6976500984,-11.9773298154,3,6_6,4,1,Peanut,NA,1.2150000333786,99,NA,NA,NA,NA,7,NA,NA,12,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6976500984,-11.9773298154,3,6_6,1,1,Corn,NA,1.54100000858307,99,NA,NA,NA,NA,7,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6976500984,-11.9773298154,3,6_9,2,1,Millet,NA,1.06200003623962,99,NA,NA,NA,NA,7,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6976500984,-11.9773298154,3,6_9,1,1,Corn,NA,1.99100005626678,99,NA,NA,NA,NA,7,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6976500984,-11.9773298154,3,6_9,3,1,Peanut,NA,0.264999985694885,99,NA,NA,NA,NA,7,NA,NA,12,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6190630039,-11.8564269967,3,7_3,4,1,Peanut,NA,2.30399990081787,99,NA,NA,NA,NA,7,NA,NA,12,NA,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6190630039,-11.8564269967,3,7_3,3,1,Peanut,NA,0.547999978065491,99,NA,NA,NA,NA,7,NA,NA,12,NA,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6190630039,-11.8564269967,3,7_3,2,1,Peanut,NA,1.62699997425079,99,NA,NA,NA,NA,7,NA,NA,12,NA,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6190630039,-11.8564269967,3,7_3,1,1,Sorghum,NA,2.78900003433228,99,NA,NA,NA,NA,7,NA,NA,10,NA,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6113794257,-11.7734347613,3,8_3,1,1,Corn,NA,1.05799996852875,99,NA,NA,NA,NA,7,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6113794257,-11.7734347613,3,8_3,1,3,Peanut,NA,0.212999999523163,99,NA,NA,NA,NA,7,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6113794257,-11.7734347613,3,8_3,1,2,Peanut,NA,1.00600004196167,99,NA,NA,NA,NA,7,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6113794257,-11.7734347613,3,8_6,4,1,Peanut,NA,0.731000006198883,99,NA,NA,NA,NA,7,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6113794257,-11.7734347613,3,8_6,1,1,Millet,NA,1.46700000762939,99,NA,NA,NA,NA,7,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6113794257,-11.7734347613,3,8_6,2,1,Sorghum,NA,2.11199998855591,99,NA,NA,NA,NA,7,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6113794257,-11.7734347613,3,8_6,3,1,Corn,NA,4.21000003814697,99,NA,NA,NA,NA,7,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6113794257,-11.7734347613,3,8_9,2,1,Corn,NA,1.31200003623962,99,NA,NA,NA,NA,8,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6113794257,-11.7734347613,3,8_9,3,1,Okra,NA,0.381000012159348,99,NA,NA,NA,NA,7,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6113794257,-11.7734347613,3,8_9,4,1,Peanut,NA,0.744000017642975,99,NA,NA,NA,NA,8,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.6113794257,-11.7734347613,3,8_9,1,1,Sorghum,NA,1.00899994373322,99,NA,NA,NA,NA,8,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.5191721805,-11.6417013219,3,9_3,1,1,Sorghum,NA,1.63199996948242,99,NA,NA,NA,NA,7,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.5191721805,-11.6417013219,3,9_3,2,1,Peanut,NA,0.442999988794327,99,NA,NA,NA,NA,7,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.5191721805,-11.6417013219,3,9_6,5,1,Peanut,NA,1.07599997520447,99,NA,NA,NA,NA,7,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.5191721805,-11.6417013219,3,9_6,2,1,Peanut,NA,2.96600008010864,99,NA,NA,NA,NA,7,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.5191721805,-11.6417013219,3,9_6,4,1,Peanut,NA,3.99600005149841,99,NA,NA,NA,NA,7,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.5191721805,-11.6417013219,3,9_6,3,1,Peanut,NA,1.24199998378754,99,NA,NA,NA,NA,7,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.5191721805,-11.6417013219,3,9_6,1,1,Corn,NA,1.99199998378754,99,NA,NA,NA,NA,7,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.5191721805,-11.6417013219,3,9_9,1,1,Corn,NA,1.89199995994568,99,NA,NA,NA,NA,7,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AMBIDEDI,NA,14.5191721805,-11.6417013219,3,9_9,2,1,Peanut,NA,1.38100004196167,99,NA,NA,NA,NA,7,NA,NA,10,10,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.2077182238,-11.7025599862,3,10_3,1,1,Sorghum,NA,0.820999979972839,99,NA,NA,NA,NA,8,NA,NA,11,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.2077182238,-11.7025599862,3,10_3,2,1,Peanut,NA,0.363000005483627,99,NA,NA,NA,NA,8,NA,NA,11,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.2077182238,-11.7025599862,3,10_6,1,1,Sorghum,NA,0.674000024795532,99,NA,NA,NA,NA,8,NA,NA,11,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.2077182238,-11.7025599862,3,10_6,2,1,Peanut,NA,0.493000000715256,99,NA,NA,NA,NA,8,NA,NA,11,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.2077182238,-11.7025599862,3,10_9,1,1,Sorghum,NA,0.449999988079071,99,NA,NA,NA,NA,8,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.2077182238,-11.7025599862,3,10_9,3,1,Cowpea,NA,0.180000007152557,99,NA,NA,NA,NA,8,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.2077182238,-11.7025599862,3,10_9,2,1,Peanut,NA,0.34799998998642,99,NA,NA,NA,NA,8,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.2077182238,-11.7025599862,3,11_3,1,1,Sorghum,NA,0.839999973773956,99,NA,NA,NA,NA,8,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.2077182238,-11.7025599862,3,11_3,1,3,Sorghum,NA,0.221000000834465,99,NA,NA,NA,NA,8,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.2077182238,-11.7025599862,3,11_3,1,2,Peanut,NA,0.451999992132187,99,NA,NA,NA,NA,8,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.2077182238,-11.7025599862,3,11_6,1,1,Sorghum,NA,0.828999996185303,1,NA,NA,NA,NA,8,NA,NA,11,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.2077182238,-11.7025599862,3,11_6,2,1,Peanut,NA,0.365000009536743,1,NA,NA,NA,NA,8,NA,NA,11,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.2077182238,-11.7025599862,3,11_9,2,1,Peanut,NA,0.368000000715256,99,NA,NA,NA,NA,8,NA,NA,11,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.2077182238,-11.7025599862,3,11_9,1,1,Sorghum,NA,1.49500000476837,99,NA,NA,NA,NA,7,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.2077182238,-11.7025599862,3,11_9,1,1,Sorghum,NA,1.49500000476837,99,NA,NA,NA,NA,7,NA,NA,11,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.2077182238,-11.7025599862,3,11_9,2,3,Peanut,NA,0.180000007152557,99,NA,NA,NA,NA,8,NA,NA,11,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.2077182238,-11.7025599862,3,11_9,2,2,Peanut,NA,0.20100000500679,99,NA,NA,NA,NA,8,NA,NA,11,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.1057046743,-11.7890592616,3,12_3,3,1,Peanut,NA,0.425999999046326,99,NA,NA,NA,NA,7,NA,NA,11,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.1057046743,-11.7890592616,3,12_3,1,1,Sorghum,NA,2.50099992752075,99,NA,NA,NA,NA,8,NA,NA,11,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.1057046743,-11.7890592616,3,12_3,2,1,Cowpea,NA,0.294999986886978,99,NA,NA,NA,NA,8,NA,NA,11,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.1057046743,-11.7890592616,3,12_6,1,1,Sorghum,NA,0.479000002145767,0.5,NA,NA,NA,NA,8,NA,NA,12,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.1009695301,-11.7750559887,3,13_3,2,1,Peanut,NA,0.123999997973442,99,NA,NA,NA,NA,8,NA,NA,11,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.1009695301,-11.7750559887,3,13_3,1,1,Sorghum,NA,0.614000022411346,99,NA,NA,NA,NA,8,NA,NA,11,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.1009695301,-11.7750559887,3,13_6,2,1,Peanut,NA,0.277999997138977,99,NA,NA,NA,NA,8,NA,NA,11,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.1009695301,-11.7750559887,3,13_6,1,1,Sorghum,NA,4.1399998664856,99,NA,NA,NA,NA,7,NA,NA,11,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,AOUROU,NA,15.1009695301,-11.7750559887,3,13_6,3,1,Peanut,NA,0.321000009775162,99,NA,NA,NA,NA,8,NA,NA,11,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,DIADIOUMERA,NA,14.8115993635,-11.0736546191,3,14_3,1,1,Sorghum,NA,0.545000016689301,99,NA,NA,NA,NA,8,NA,NA,11,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,DIADIOUMERA,NA,14.8115993635,-11.0736546191,3,14_3,1,2,Peanut,NA,0.300999999046326,99,NA,NA,NA,NA,8,NA,NA,10,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,DIADIOUMERA,NA,14.8115993635,-11.0736546191,3,14_6,1,1,Sorghum,NA,0.287000000476837,99,NA,NA,NA,NA,8,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,DIADIOUMERA,NA,14.8115993635,-11.0736546191,3,14_6,1,2,Peanut,NA,0.404000014066696,99,NA,NA,NA,NA,8,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,DIADIOUMERA,NA,14.8115993635,-11.0736546191,3,14_9,2,1,Corn,NA,0.187000006437302,99,NA,NA,NA,NA,8,NA,NA,10,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,DIADIOUMERA,NA,14.8115993635,-11.0736546191,3,14_9,1,1,Sorghum,NA,0.256000012159348,99,NA,NA,NA,NA,7,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,DIAMOU,NA,14.0800534197,-11.274553953,3,15_3,1,1,Sorghum,NA,4.04099988937378,99,NA,NA,NA,NA,8,NA,NA,11,11,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
Mali,Kayes,Kayes,DIAMOU,NA,14.0800534197,-11.274553953,3,15_3,2,1,Peanut,NA,0.225999996066093,99,NA,NA,NA,NA,8,NA,NA,11,12,NA,NA,MLI_2014_EACI_v03_M,https://doi.org/10.48529/qqam-mn86
