position,name,type,isnumeric,format,vallab,varlab
84,ag_o37a_os,str22,0,%22s,,What was the reason for loss?(1ST OTHER SPECIFY)
85,ag_o37b,byte,1,%8.0g,T30B,What was the reason for loss?(2ND)
86,ag_o37b_os,str7,0,%7s,,What was the reason for loss?(2ND OTHER SPECIFY)
87,ag_o38,byte,1,%8.0g,T31,Do you have any of the harvested[CROP]in storage now?
88,ag_o39,byte,1,%8.0g,T32A,What is your main method of storage for this crop?
89,ag_o39_os,str30,0,%30s,,What is your main method of storage for this crop?(OTHER/SPECIFY)
90,ag_o40a,float,1,%9.0g,,Amt of harvested[CROP]being stored by HH?(QUANT)
91,ag_o40b,byte,1,%8.0g,T33B,Amt of harvested[CROP]being stored by HH?(UNIT)
92,ag_o40b_os,str5,0,%5s,,Amt of harvested[CROP] being stored by HH?(UNIT)(O/S)
93,ag_o40c,byte,1,%8.0g,T33C,Amt of harvested[CROP]being stored by HH?(S/U)
94,ag_o41a,byte,1,%8.0g,T34A,What did you do to protect the stored [CROP]?(1ST)
95,ag_o41a_os,str16,0,%16s,,What did you do to protect the stored [CROP]?(1ST OTHER SPECIFY)
96,ag_o41b,byte,1,%8.0g,T34B,What did you do to protect the stored [CROP]?(2ND)
97,ag_o41b_os,str8,0,%8s,,What did you do to protect the stored [CROP]? (2ND OTHER SPECIFY)
98,ag_o42a,byte,1,%8.0g,T35A,"When you store[CROP],what is usually the main purpose for storing it?(1ST)"
99,ag_o42a_os,str17,0,%17s,,"When you store[CROP],what is usually the main purpose for storing it?(1ST O/S)"
100,ag_o42b,byte,1,%8.0g,T35B,"When you store[CROP],what is usually the main purpose for storing it?(2ND)"
101,ag_o42b_os,str28,0,%28s,,"When you store[CROP],what is usually the main purpose for storing it?(2ND O/S)"
