position,name,type,isnumeric,format,vallab,varlab
79,ag_q36b_os,str15,0,%15s,,What was the reason for loss?(2ND OTHER SPECIFY)
80,ag_q37,byte,1,%8.0g,V30,Do you have any of the harvested[TREE/PERM CROP]in storage now?
81,ag_q38,byte,1,%8.0g,V31A,What is your main method of storage for this crop?
82,ag_q38_os,str17,0,%17s,,What is your main method of storage for this crop?(OTHER/SPECIFY)
83,ag_q39a,float,1,%9.0g,,Amt of harvested[TREE/PERM CROP]being stored by HH?(QUANT)
84,ag_q39b,byte,1,%8.0g,V32B,Amt of harvested[TREE/PERM CROP]being stored by HH?(UNIT)
85,ag_q39b_os,str8,0,%8s,,Amt of harvested[TREE/PERM CROP]being stored by HH?(U)(O/S)
86,ag_q39c,byte,1,%8.0g,,Amt of harvested[TREE/PERM CROP]being stored by HH?(S/U)
87,ag_q40a,byte,1,%8.0g,V33A,What did you do to protect the stored [TREE/PERM CROP]?(1ST)
88,ag_q40a_os,str13,0,%13s,,What did you do to protect the stored [TREE/PERM CROP]?(1ST OTHER SPECIFY)
89,ag_q40b,byte,1,%8.0g,V33B,What did you do to protect the stored [TREE/PERM CROP]?(2ND)
90,ag_q40b_os,str6,0,%6s,,What did you do to protect the stored [TREE/PERM CROP]?(2ND OTHER SPECIFY)
91,ag_q41a,byte,1,%8.0g,V34A,"When you store[TREE/PERM CROP],what is the main purpose for storing it?(1ST)"
92,ag_q41a_os,str36,0,%36s,,"When you store[TREE/PERM CROP],what is the main purpose for storing it?(1ST O/S)"
93,ag_q41b,byte,1,%8.0g,V34B,"When you store[TREE/PERM CROP],what is the main purpose for storing it?(2ND)"
94,ag_q41b_os,str34,0,%34s,,"When you store[TREE?PERM CROP],what is the main purpose for storing it?(2ND)(O/S"
