position,name,type,isnumeric,format,vallab,varlab
85,ag_b27b_os,byte,1,%8.0g,,How much[CROP]bought since end of Jan '10 to harvest of 09/10 season?(UNIT)(O/S)
86,ag_b27c,byte,1,%8.0g,AG_B27C,How much[CROP]bought since end of Jan '10 to harvest of 09/10 season?(S/U)
87,ag_b28a,float,1,%9.0g,,How much[CROP]did you buy since the end of Jan 2010?(QUANT)
88,ag_b28b,byte,1,%8.0g,AG_B28B,How much[CROP]did you buy since the end of Jan 2010?(UNIT)
89,ag_b28b_os,byte,1,%8.0g,,How much[CROP]did you buy since the end of Jan 2010?(UNIT)(O/S)
90,ag_b28c,byte,1,%8.0g,AG_B28C,How much[CROP]did you buy since the end of Jan 2010?(S/U)
91,ag_b29a,float,1,%9.0g,,How much[CROP]are you planning to buy from now until the 09/10 harvest?(QUANT)
92,ag_b29b,byte,1,%8.0g,AG_B29B,How much[CROP]are you planning to buy from now until the 09/10 harvest?(UNIT)
93,ag_b29b_os,byte,1,%8.0g,,How much[CROP]are you planning to buy from now until the...?(UNIT)(O/S)
94,ag_b29c,byte,1,%8.0g,AG_B29C,How much[CROP]are you planning to buy from now until the 09/10 harvest?(S/U)
