country,year,varName_harmonized,dataset_name,dataset_doi,varName_source,varLabel_source,comment,pctMissing_source,pctMissing_harmonized
Malawi,2019,harvest_year_begin,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ag_p06b,BEGIN YEAR (4-DIGIT),"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",0.25338907893069806,82.02470376035983
Malawi,2019,harvest_year_end,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ag_p06d,END YEAR (4-DIGIT),"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",0.25338907893069806,82.02470376035983
Malawi,2019,hhID,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,case_id,Unique Household Identifier,,0.0,0.0
Malawi,2019,lat,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ea_lat_mod,Latitude Modified,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,0.06996676578625152,0.8721660311879267
Malawi,2019,localUnit_area,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ag_c04b; ag_j05b; ag_o04b,Units of Self Reprted Area; UNIT; UNIT,,0.8760658801541875,1.0023059887212038
Malawi,2019,lon,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ea_lon_mod,Longitude Modified,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,0.06996676578625152,0.8721660311879267
Malawi,2019,planting_month,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ag_g05a; ag_m05a,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(MONTH),,0.1253272433576561,18.123701454371105
Malawi,2019,planting_year,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ag_g05b; ag_m05b; ag_p04,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(YEAR); YEAR; In what year were most of these plants/ trees planted?,,2.068540377634193,2.068540377634193
Malawi,2019,plotID,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,plotid,Plot ID,,0.03741976339195763,0.05936208589237197
Malawi,2019,plot_area_measured_ha,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ag_c04c; ag_j05c; ag_o04c,Area of Plot Measured with GPS; What is the area of this plot (%rostertitle%)? ENUMERATOR: MEASURE THE ARE; What is the area of this [PLOT]?  [GPS],"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",7.541953821594051,7.54583437978036
Malawi,2019,plot_area_reported_ha,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ag_c04a; ag_j05a; ag_o04a,Self Reported Area of Plot; What is the <u>area</u> of this plot (%rostertitle%)? ENUMERATOR: ASK THE; What is the area of this [PLOT]?,"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",0.8916403846902621,1.089065960410055
Malawi,2019,plot_area_reported_localUnit,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ag_c04a; ag_j05a; ag_o04a,Self Reported Area of Plot; What is the <u>area</u> of this plot (%rostertitle%)? ENUMERATOR: ASK THE; What is the area of this [PLOT]?,,0.8916403846902621,1.0251375602182697
Malawi,2019,season,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,,,The type of season (major vs minor) has been identified based on the seasonal focus of the respective sections of the survey questionnaire. The IHS contains separate questionnaire sections for the major and minor growing season.,,
