country,year,varName_harmonized,dataset_name,dataset_doi,varName_source,varLabel_source,comment,pctMissing_source,pctMissing_harmonized
Malawi,2013,fieldID,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,ag_c03_2; ag_o03_2,2012/2013 GARDEN ID OF THE GARDEN THAT THE PLOT IS A PART OF.; ENUMERATOR: RECORD THE 2012/13 GARDEN ID OF THE GARDEN THAT THE PLOT IS A PART O,,18.57707509881423,31.260850694444443
Malawi,2013,harvest_month,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,,,,,
Malawi,2013,harvest_month_begin,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,ag_g12a; ag_m12a; ag_p06a,What were the months when the harvest started and ended? (START); What were the months when the harvest started and ended?; What was the last completed production period for the [TREE / PERMANENT CROP? (B,,32.96983506944444,32.96983506944444
Malawi,2013,harvest_month_end,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,ag_g12b; ag_m12b; ag_p06c,What were the months when the harvest started and ended? (END); What were the months when the harvest started and ended?; What was the last completed production period for the [TREE / PERMANENT CROP? (E,,33.04578993055556,33.04578993055556
Malawi,2013,harvest_year,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,,,,,
Malawi,2013,harvest_year_begin,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,ag_p06b,What was the last completed production period for the [TREE / PERMANENT CROP? (B,"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",40.11098779134295,85.36241319444444
Malawi,2013,harvest_year_end,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,ag_p06d,What was the last completed production period for the [TREE / PERMANENT CROP? (E,"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",40.15538290788013,85.37326388888889
Malawi,2013,hhID,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,case_id,IHS3 Baseline case_id as in IHS3 Public Data,,0.0,0.0
Malawi,2013,lat,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,lat_dd_mod,,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,0.0,0.0
Malawi,2013,localUnit_area,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,ag_c04b; ag_j05b; ag_o04b,What is the area of this [PLOT]? (UNIT),,33.628961907531256,26.81206597222222
Malawi,2013,lon,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,lon_dd_mod,,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,0.0,0.0
Malawi,2013,planting_month,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,ag_g05a; ag_m05a,When did you plant the seeds for the [CROP] on this [PLOT] during the 2012/2013 rainy season? (Month); When did you plant the seeds for the [CROP] on this [PLOT] during the 2013 dry (dimba) season? (Month),,19.609391828821714,39.2578125
Malawi,2013,planting_year,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,ag_g05b; ag_m05b; ag_p04,When did you plant the seeds for the [CROP] on this [PLOT] during the 2012/2013 rainy season? (YEAR 4-DIGIT); When did you plant the seeds for the [CROP] on this [PLOT] during the 2013 dry (dimba) season? (YEAR 4-DIGIT),,26.61675347222222,26.61675347222222
Malawi,2013,plotID,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,ag_c00; ag_g00; ag_j00; ag_m00; ag_o00; ag_p00,Plot ID,,27.485398285075185,24.462890625
Malawi,2013,plot_area_measured_ha,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,ag_c04c; ag_j05c; ag_o04c,What is the area of this [PLOT]? (GPS AREA IN ACRES); What is the area of this [PLOT]? (Area in Acres); What is the area of this [PLOT]? (Area in Acres),"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",36.85664437336435,29.931640625
Malawi,2013,plot_area_reported_ha,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,ag_c04a; ag_j05a; ag_o04a,What is the area of this [PLOT]? (AREA),"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",33.43995347484734,26.81206597222222
Malawi,2013,plot_area_reported_localUnit,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,ag_c04a; ag_j05a; ag_o04a,What is the area of this [PLOT]? (AREA),,33.43995347484734,26.61675347222222
Malawi,2013,season,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,,,The type of season (major vs minor) has been identified based on the seasonal focus of the respective sections of the survey questionnaire. The IHS contains separate questionnaire sections for the major and minor growing season.,,
Malawi,2010,GPS_level,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,,,
Malawi,2010,adm1,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,,,
Malawi,2010,adm2,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,hh_a01,district,,0.0,0.0
Malawi,2010,adm3,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,,,
Malawi,2010,adm4,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,,,
Malawi,2010,country,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,,,
Malawi,2010,crop,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_g0d; ag_m0d; ag_p0d,CROP CODE; TREE/PERMANENT CROP CODE,"Crop names were harmonized for spelling. Crop names in Chichewa for which the English translation was known, were converted to their English name.",31.248669260399126,31.248669260399126
Malawi,2010,crop_area_share,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_g03; ag_m03,"Approximately, how much of the [PLOT] is under [CROP]?; Approximately how much of the [PLOT] is under [CROP]?","The percentage of plot area cultivated by a crop was assumed as: 12.5 % if indicated ""less than 1/4"", 25 % if indicated ""1/4"", 37.5 % if indicated ""less than 1/2"", 50 % if indicated ""1/2"", 62.5 % if indicated ""less than 3/4"", 75 % if indicated ""3/4"", 87.5 % if indicated ""more than 3/4"", 100 % if indicated as fully occupied by a single crop. For many plots, any indication on whether the crop was fully cultivated by a single crop is missing: Whenever a plot is not intercropped and not indicated as only partially being cropped, then we assume that the plot is fully under the target crop.",93.78258203005213,95.22482240675144
Malawi,2010,dataset_doi,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,,,
Malawi,2010,dataset_name,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,,,
Malawi,2010,fieldID,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,The 2010 survey wave of the IHS did not record any field-identifiers but exclusively used plot-identifiers.,,
Malawi,2010,harvest_month,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,,,
Malawi,2010,harvest_month_begin,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_g12a; ag_m12a; ag_p06a,What were the months when the harvest started and ended? (START); What was the last completed production period for[TREE/PERM CROP]?(START MONTH),,32.74103323461665,32.74103323461665
Malawi,2010,harvest_month_end,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_g12b; ag_m12b; ag_p06c,What were the months when the harvest started and ended? (END); What was the last completed production period for[TREE/PERM CROP]?(END MONTH),,32.79910187174574,32.79910187174574
Malawi,2010,harvest_year,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,,,
Malawi,2010,harvest_year_begin,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_p06b,What was the last completed production period for[TREE/PERM CROP]?(START YEAR),"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",54.02601548160562,88.84888604997774
Malawi,2010,harvest_year_end,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_p06d,What was the last completed production period for[TREE/PERM CROP]?(END YEAR),"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",54.02601548160562,88.84888604997774
Malawi,2010,hhID,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,case_id,Unique HH Identifier,,0.0,0.0
Malawi,2010,lat,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,lat_modified,EA Latitude Modified,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,0.0,0.0
Malawi,2010,localUnit_area,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_c04b; ag_j05b; ag_p02b,What is the area of this [PLOT]? (Unit); What is the area of this [PLOT]? (FARMER ESTIMATION/UNIT); What is the area of the plantation?(UNIT),,49.18528314362632,40.84160811412423
Malawi,2010,lon,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,lon_modified,EA Longitude Modified,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,0.0,0.0
Malawi,2010,planting_month,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_g05a; ag_m05a,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(MONTH),,24.833895533067565,43.065636916168245
Malawi,2010,planting_year,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_g05b; ag_m05b; ag_p04,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(YEAR); In what year were most of these plants/trees planted?,,35.22830652497919,35.22830652497919
Malawi,2010,plotID,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_c00; ag_g0b; ag_j00; ag_m0b; ag_p0b,Plot ID,,31.302928397849726,31.21576369935931
Malawi,2010,plot_area_measured_ha,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_c04c; ag_j05c,What is the area of this [PLOT]? (Area in Acres); What is the area of this [PLOT]? (GPS MEASURE/AREA IN ACRES),"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",34.06003689418078,41.505526198633454
Malawi,2010,plot_area_reported_ha,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_c04a; ag_j05a; ag_p02a,What is the area of this [PLOT]? (Area); What is the area of this [PLOT]? (FARMER ESTIMATION/AREA); What is the area of the plantation?(AREA),"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",49.104992207056156,40.85709308402532
Malawi,2010,plot_area_reported_localUnit,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,ag_c04a; ag_j05a; ag_p02a,What is the area of this [PLOT]? (Area); What is the area of this [PLOT]? (FARMER ESTIMATION/AREA); What is the area of the plantation?(AREA),,49.104992207056156,40.76031202214351
Malawi,2010,season,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,,,The type of season (major vs minor) has been identified based on the seasonal focus of the respective sections of the survey questionnaire. The IHS contains separate questionnaire sections for the major and minor growing season.,,
Malawi,2016,GPS_level,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,,,,,
Malawi,2016,adm1,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,region,IHS4 2016 Region location,,0.0,0.0
Malawi,2016,adm2,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,district,IHS4 2016 District Location,,0.0,0.0
Malawi,2016,adm3,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,,,,,
Malawi,2016,adm4,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,,,,,
Malawi,2016,country,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,,,,,
Malawi,2016,crop,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,crop_code_collapsed; crop_code; ag_p0_crops,"Collapsed CC maize,gn,tob,rice; Crop ID; FOR EACH PLOT, LIST ALL TREE/PERMANENT CROPS HARVESTED BY HH IN LAST 12MONTHS","Crop names were harmonized for spelling. Crop names in Chichewa for which the English translation was known, were converted to their English name.",2.3022291694984367,2.5502318392581143
Malawi,2016,crop_area_share,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,ag_g03; ag_m03,"Approximately, how much of the [PLOT] is under [CROP]?; Approximately, how much of the [PLOT] is under crop [CROP]?","The percentage of plot area cultivated by a crop was assumed as: 12.5 % if indicated ""less than 1/4"", 25 % if indicated ""1/4"", 37.5 % if indicated ""less than 1/2"", 50 % if indicated ""1/2"", 62.5 % if indicated ""less than 3/4"", 75 % if indicated ""3/4"", 87.5 % if indicated ""more than 3/4"", 100 % if indicated as fully occupied by a single crop. For many plots, any indication on whether the crop was fully cultivated by a single crop is missing: Whenever a plot is not intercropped and not indicated as only partially being cropped, then we assume that the plot is fully under the target crop.",30.09359763692658,39.27975270479134
Malawi,2016,dataset_doi,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,,,,,
Malawi,2016,dataset_name,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,,,,,
Malawi,2016,fieldID,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,gardenid,Garden ID,,0.08738435819988222,0.07109737248840803
Malawi,2016,harvest_month,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,,,,,
Malawi,2016,harvest_month_begin,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,ag_g12a; ag_m12a; ag_p06a,What months did the harvest start?;  What were the months when the harvest started and ended? (START); What was the last completed production period for the tree/permanent crop,,3.5950540958268933,3.5950540958268933
Malawi,2016,harvest_month_end,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,ag_g12b; ag_m12b; ag_p06c,What months did the harvest end?; What were the months when the harvest started and ended? (END);  END MONTH,,3.58887171561051,3.58887171561051
Malawi,2016,harvest_year,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,,,,,
Malawi,2016,harvest_year_begin,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,ag_p06b,BEGIN YEAR (4-DIGIT),"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",6.092684074335451,87.65996908809892
Malawi,2016,harvest_year_end,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,ag_p06d,END YEAR (4-DIGIT),"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",6.116207951070336,87.66306027820711
Malawi,2016,hhID,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,case_id,Unique Household Identifier,,0.0,0.0
Malawi,2016,lat,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,lat_modified,GPS Latitude Modified,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,0.024102193299590263,0.012364760432766615
Malawi,2016,localUnit_area,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,ag_c04b; ag_j05b; ag_o04b,Units of Area Reported; unit; unit,,3.7110048790103987,4.868624420401855
Malawi,2016,lon,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,lon_modified,GPS Longitude Modified,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,0.024102193299590263,0.012364760432766615
Malawi,2016,planting_month,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,ag_g05a; ag_m05a,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(MONTH),,2.4128972561301114,15.236476043276662
Malawi,2016,planting_year,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,ag_g05b; ag_m05b; ag_p04,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(YEAR);  YEAR (4 DIGIT); In what year were most of these plants/ trees planted?,,4.476043276661515,4.476043276661515
Malawi,2016,plotID,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,plotid,Plot ID,,1.3430595923329725,1.8918083462132922
Malawi,2016,plot_area_measured_ha,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,ag_c04c; ag_j05c; ag_o04c,Area of Plot Measured with GPS; What is the area of this plot (%rostertitle%)? ENUMERATOR: MEASURE THE ARE; What is the area of this [PLOT]?  [GPS],"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",14.513823862796313,13.894899536321484
Malawi,2016,plot_area_reported_ha,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,ag_c04a; ag_j05a; ag_o04a,Self Reported Area of Plot; What is the <u>area</u> of this plot (%rostertitle%)? ENUMERATOR: ASK THE;  What is the area of this [PLOT]?,"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",3.627223892366074,4.942812982998454
Malawi,2016,plot_area_reported_localUnit,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,ag_c04a; ag_j05a; ag_o04a,Self Reported Area of Plot; What is the <u>area</u> of this plot (%rostertitle%)? ENUMERATOR: ASK THE;  What is the area of this [PLOT]?,,3.627223892366074,4.800618238021638
Malawi,2016,season,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,,,The type of season (major vs minor) has been identified based on the seasonal focus of the respective sections of the survey questionnaire. The IHS contains separate questionnaire sections for the major and minor growing season.,,
Malawi,2019,GPS_level,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,,,,,
Malawi,2019,adm1,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,region,IHS5 2019 Region location,,0.0,0.0
Malawi,2019,adm2,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,district,IHS5 2019 District Location,,0.0,0.0
Malawi,2019,adm3,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,,,,,
Malawi,2019,adm4,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,,,,,
Malawi,2019,country,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,,,,,
Malawi,2019,crop,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,crop_code; ag_p0_crops,"Crop ID; FOR EACH PLOT, LIST ALL TREE/PERMANENT CROPS HARVESTED BY HH IN LAST 12MONTHS","Crop names were harmonized for spelling. Crop names in Chichewa for which the English translation was known, were converted to their English name.",0.07534418594031828,0.25799675791684745
Malawi,2019,crop_area_share,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ag_g03; ag_m03,"Approximately, how much of the [PLOT] is under [CROP]?; Approximately how much of the [PLOT] is under [CROP]?","The percentage of plot area cultivated by a crop was assumed as: 12.5 % if indicated ""less than 1/4"", 25 % if indicated ""1/4"", 37.5 % if indicated ""less than 1/2"", 50 % if indicated ""1/2"", 62.5 % if indicated ""less than 3/4"", 75 % if indicated ""3/4"", 87.5 % if indicated ""more than 3/4"", 100 % if indicated as fully occupied by a single crop. For many plots, any indication on whether the crop was fully cultivated by a single crop is missing: Whenever a plot is not intercropped and not indicated as only partially being cropped, then we assume that the plot is fully under the target crop.",24.39146660725227,38.01684969976484
Malawi,2019,dataset_doi,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,,,,,
Malawi,2019,dataset_name,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,,,,,
Malawi,2019,fieldID,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,gardenid,Garden ID,,0.03741976339195763,0.05936208589237197
Malawi,2019,harvest_month,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,,,,,
Malawi,2019,harvest_month_begin,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ag_g12a; ag_m12a; ag_p06a,What months did the harvest start?; What were the months when the harvest started and ended? (START); What was the last completed production period for the tree/permanent crop,,0.7762734309002489,0.7762734309002489
Malawi,2019,harvest_month_end,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ag_g12b; ag_m12b; ag_p06c,What months did the harvest end?; What were the months when the harvest started and ended? (END); END MONTH,,0.7785565880499554,0.7785565880499554
Malawi,2019,harvest_year,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,,,,,
Malawi,2019,harvest_year_begin,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ag_p06b,BEGIN YEAR (4-DIGIT),"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",0.25338907893069806,82.02470376035983
Malawi,2019,harvest_year_end,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ag_p06d,END YEAR (4-DIGIT),"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",0.25338907893069806,82.02470376035983
Malawi,2019,hhID,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,case_id,Unique Household Identifier,,0.0,0.0
Malawi,2019,lat,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ea_lat_mod,Latitude Modified,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,0.06996676578625152,0.8721660311879267
Malawi,2019,localUnit_area,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ag_c04b; ag_j05b; ag_o04b,Units of Self Reprted Area; UNIT; UNIT,,0.8760658801541875,1.0023059887212038
Malawi,2019,lon,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ea_lon_mod,Longitude Modified,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,0.06996676578625152,0.8721660311879267
Malawi,2019,planting_month,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ag_g05a; ag_m05a,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(MONTH),,0.1253272433576561,18.123701454371105
Malawi,2019,planting_year,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ag_g05b; ag_m05b; ag_p04,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(YEAR); YEAR; In what year were most of these plants/ trees planted?,,2.068540377634193,2.068540377634193
Malawi,2019,plotID,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,plotid,Plot ID,,0.03741976339195763,0.05936208589237197
Malawi,2019,plot_area_measured_ha,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ag_c04c; ag_j05c; ag_o04c,Area of Plot Measured with GPS; What is the area of this plot (%rostertitle%)? ENUMERATOR: MEASURE THE ARE; What is the area of this [PLOT]?  [GPS],"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",7.541953821594051,7.54583437978036
Malawi,2019,plot_area_reported_ha,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ag_c04a; ag_j05a; ag_o04a,Self Reported Area of Plot; What is the <u>area</u> of this plot (%rostertitle%)? ENUMERATOR: ASK THE; What is the area of this [PLOT]?,"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",0.8916403846902621,1.089065960410055
Malawi,2019,plot_area_reported_localUnit,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,ag_c04a; ag_j05a; ag_o04a,Self Reported Area of Plot; What is the <u>area</u> of this plot (%rostertitle%)? ENUMERATOR: ASK THE; What is the area of this [PLOT]?,,0.8916403846902621,1.0251375602182697
Malawi,2019,season,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,,,The type of season (major vs minor) has been identified based on the seasonal focus of the respective sections of the survey questionnaire. The IHS contains separate questionnaire sections for the major and minor growing season.,,
