ea_id,com_cg01,com_cg02,com_cg03,com_cg04,com_cg05,com_cg06,com_cg07,com_cg08,com_cg09,com_cg10,com_cg11,com_cg12,com_cg13,com_cg14,com_cg15,com_cg16,com_cg17,com_cg18,com_cg19,com_cg20,com_cg21,com_cg22,com_cg23,com_cg24,com_cg25,com_cg26,com_cg27,com_cg28,com_cg29,com_cg30,com_cg31,com_cg32,com_cg33,com_cg34
20908293,better,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,better,better,better,better,better,better,better,ABOUT THE SAME,better,better,worse,worse,NOT APPLICABLE,better,better,better,NOT APPLICABLE,worse,worse,better,better,better,worse,2
20908329,ABOUT THE SAME,better,better,better,NOT APPLICABLE,worse,worse,ABOUT THE SAME,better,better,better,worse,better,better,better,better,better,ABOUT THE SAME,better,better,worse,worse,NOT APPLICABLE,worse,worse,better,worse,worse,worse,worse,worse,worse,worse,2
20908538,better,better,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,worse,NOT APPLICABLE,worse,MUCH BETTER,MUCH BETTER,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,worse,ABOUT THE SAME,better,MUCH BETTER,worse,worse,NOT APPLICABLE,worse,worse,worse,better,worse,worse,worse,worse,better,better,2
20909113,better,better,better,better,NOT APPLICABLE,worse,worse,better,better,better,ABOUT THE SAME,worse,better,better,better,better,better,better,better,better,worse,worse,NOT APPLICABLE,worse,worse,better,NOT APPLICABLE,worse,worse,better,better,better,better,2
20920520,better,better,better,better,better,worse,worse,better,better,better,better,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,better,ABOUT THE SAME,NOT APPLICABLE,better,worse,worse,ABOUT THE SAME,worse,worse,better,better,better,better,4
21031643,better,better,better,better,better,worse,better,ABOUT THE SAME,better,better,better,better,better,better,better,better,better,MUCH WORSE,MUCH WORSE,MUCH WORSE,worse,better,NOT APPLICABLE,better,better,worse,ABOUT THE SAME,MUCH WORSE,MUCH WORSE,worse,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,1
21037030,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,MUCH WORSE,MUCH WORSE,MUCH WORSE,better,better,ABOUT THE SAME,ABOUT THE SAME,better,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,better,ABOUT THE SAME,ABOUT THE SAME,worse,worse,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,worse,better,worse,4
21037224,better,better,better,better,better,worse,worse,worse,better,better,worse,worse,better,better,better,better,ABOUT THE SAME,worse,better,worse,better,worse,NOT APPLICABLE,worse,worse,worse,worse,MUCH WORSE,worse,better,ABOUT THE SAME,ABOUT THE SAME,worse,2
21037536,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,MUCH WORSE,MUCH WORSE,MUCH WORSE,better,better,worse,worse,better,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,better,ABOUT THE SAME,ABOUT THE SAME,worse,worse,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,worse,better,worse,4
21038392,ABOUT THE SAME,better,better,better,better,worse,worse,worse,better,better,worse,better,better,better,better,better,better,MUCH WORSE,worse,worse,better,better,worse,better,better,better,worse,MUCH WORSE,better,worse,ABOUT THE SAME,better,better,1
21038763,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,worse,worse,better,better,ABOUT THE SAME,MUCH BETTER,better,better,better,better,better,worse,worse,worse,worse,ABOUT THE SAME,worse,better,worse,worse,ABOUT THE SAME,worse,worse,better,better,better,ABOUT THE SAME,2
21048764,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,worse,worse,NOT APPLICABLE,better,better,better,better,better,better,better,better,ABOUT THE SAME,better,ABOUT THE SAME,ABOUT THE SAME,better,better,worse,better,worse,better,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,2
21051203,better,better,better,better,better,worse,worse,worse,better,better,worse,better,better,better,better,better,worse,worse,MUCH WORSE,worse,worse,better,better,worse,MUCH WORSE,MUCH WORSE,ABOUT THE SAME,worse,MUCH WORSE,worse,better,better,ABOUT THE SAME,1
21051517,ABOUT THE SAME,better,better,better,ABOUT THE SAME,MUCH WORSE,MUCH WORSE,MUCH WORSE,better,better,worse,MUCH WORSE,better,better,better,better,better,better,better,MUCH WORSE,better,better,MUCH WORSE,worse,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,worse,ABOUT THE SAME,better,ABOUT THE SAME,1
21052427,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,worse,worse,ABOUT THE SAME,MUCH BETTER,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,worse,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,better,ABOUT THE SAME,better,better,ABOUT THE SAME,ABOUT THE SAME,better,worse,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,worse,worse,4
21052642,better,better,better,better,better,worse,worse,better,better,better,worse,better,better,better,better,better,better,MUCH WORSE,better,worse,worse,better,worse,better,better,ABOUT THE SAME,ABOUT THE SAME,worse,MUCH WORSE,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,1
21053430,better,better,better,better,ABOUT THE SAME,worse,worse,ABOUT THE SAME,better,better,worse,ABOUT THE SAME,ABOUT THE SAME,better,better,better,ABOUT THE SAME,ABOUT THE SAME,worse,better,better,better,worse,ABOUT THE SAME,better,better,better,worse,better,better,better,better,better,4
21053745,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,worse,ABOUT THE SAME,MUCH BETTER,MUCH BETTER,better,worse,better,better,better,better,worse,ABOUT THE SAME,worse,ABOUT THE SAME,better,better,worse,ABOUT THE SAME,better,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,2
21054673,better,better,better,better,worse,MUCH WORSE,MUCH WORSE,ABOUT THE SAME,better,better,worse,better,better,better,better,better,better,MUCH WORSE,MUCH WORSE,worse,MUCH WORSE,MUCH WORSE,NOT APPLICABLE,ABOUT THE SAME,MUCH WORSE,MUCH WORSE,ABOUT THE SAME,MUCH WORSE,worse,worse,better,ABOUT THE SAME,worse,1
21055165,better,better,better,better,better,MUCH WORSE,better,ABOUT THE SAME,better,better,MUCH WORSE,better,better,better,better,better,better,worse,MUCH WORSE,worse,better,better,MUCH WORSE,worse,worse,worse,MUCH WORSE,worse,MUCH WORSE,worse,worse,ABOUT THE SAME,ABOUT THE SAME,1
21055241,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,worse,MUCH WORSE,better,better,better,better,better,better,better,better,MUCH BETTER,better,better,better,better,better,worse,better,better,better,better,better,better,better,better,better,better,4
21055693,better,better,better,better,better,worse,worse,worse,better,better,ABOUT THE SAME,ABOUT THE SAME,better,better,better,better,better,ABOUT THE SAME,better,better,better,better,worse,better,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,worse,2
21056222,ABOUT THE SAME,better,better,better,MUCH WORSE,worse,NOT APPLICABLE,worse,better,better,worse,better,better,better,better,better,better,worse,NOT APPLICABLE,MUCH WORSE,worse,better,MUCH WORSE,better,ABOUT THE SAME,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,MUCH WORSE,1
21066096,better,better,better,better,better,worse,worse,worse,better,better,better,better,better,better,better,better,better,worse,worse,worse,worse,worse,worse,worse,better,worse,worse,worse,MUCH WORSE,worse,ABOUT THE SAME,ABOUT THE SAME,worse,1
21066339,better,better,better,better,better,worse,worse,worse,better,better,better,better,better,better,better,better,better,worse,worse,better,better,ABOUT THE SAME,ABOUT THE SAME,better,better,better,ABOUT THE SAME,worse,better,worse,ABOUT THE SAME,ABOUT THE SAME,worse,2
21066478,ABOUT THE SAME,better,better,better,better,MUCH WORSE,better,worse,better,better,worse,better,better,better,better,better,better,MUCH WORSE,MUCH WORSE,MUCH WORSE,worse,better,MUCH WORSE,better,MUCH WORSE,MUCH WORSE,worse,MUCH WORSE,MUCH WORSE,worse,ABOUT THE SAME,ABOUT THE SAME,worse,1
21069400,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,worse,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,better,better,better,better,better,better,ABOUT THE SAME,NOT APPLICABLE,worse,worse,worse,worse,better,better,better,ABOUT THE SAME,MUCH WORSE,worse,worse,worse,ABOUT THE SAME,worse,1
21074510,better,better,ABOUT THE SAME,better,better,MUCH WORSE,MUCH WORSE,MUCH WORSE,better,better,ABOUT THE SAME,worse,better,better,better,better,better,ABOUT THE SAME,better,better,ABOUT THE SAME,ABOUT THE SAME,worse,better,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,2
21077725,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,worse,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,better,worse,better,better,better,better,better,3
21079006,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,worse,ABOUT THE SAME,better,MUCH BETTER,better,better,better,better,better,better,better,ABOUT THE SAME,worse,better,better,better,worse,ABOUT THE SAME,better,better,ABOUT THE SAME,ABOUT THE SAME,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,4
21080308,better,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,better,ABOUT THE SAME,ABOUT THE SAME,better,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,ABOUT THE SAME,better,ABOUT THE SAME,worse,worse,ABOUT THE SAME,ABOUT THE SAME,worse,ABOUT THE SAME,worse,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,3
21080755,better,better,better,better,MUCH WORSE,MUCH WORSE,MUCH WORSE,ABOUT THE SAME,better,better,worse,better,better,better,better,better,better,worse,MUCH WORSE,worse,MUCH WORSE,worse,NOT APPLICABLE,better,better,better,worse,MUCH WORSE,MUCH WORSE,worse,ABOUT THE SAME,ABOUT THE SAME,worse,2
21081573,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,MUCH BETTER,MUCH BETTER,better,better,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,worse,ABOUT THE SAME,better,better,MUCH WORSE,ABOUT THE SAME,better,better,ABOUT THE SAME,ABOUT THE SAME,better,better,better,better,worse,4
21083535,ABOUT THE SAME,better,better,better,ABOUT THE SAME,worse,worse,ABOUT THE SAME,better,better,worse,MUCH BETTER,better,better,better,better,MUCH WORSE,worse,worse,MUCH WORSE,MUCH WORSE,MUCH WORSE,NOT APPLICABLE,worse,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,1
21085094,ABOUT THE SAME,better,better,better,MUCH WORSE,MUCH WORSE,MUCH WORSE,worse,better,better,worse,better,better,better,better,better,worse,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,better,MUCH WORSE,worse,worse,worse,worse,MUCH WORSE,MUCH WORSE,worse,worse,ABOUT THE SAME,worse,1
21086069,better,better,better,better,ABOUT THE SAME,worse,worse,worse,better,better,better,better,better,better,better,better,better,NOT APPLICABLE,NOT APPLICABLE,worse,worse,better,better,better,better,better,worse,worse,better,worse,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,2
21086436,better,better,better,better,better,worse,worse,ABOUT THE SAME,better,better,better,better,better,better,better,better,better,ABOUT THE SAME,better,better,better,better,better,better,better,better,worse,worse,ABOUT THE SAME,ABOUT THE SAME,better,better,worse,2
21087057,ABOUT THE SAME,better,better,better,ABOUT THE SAME,MUCH WORSE,ABOUT THE SAME,ABOUT THE SAME,better,better,worse,better,better,better,better,better,better,MUCH WORSE,MUCH WORSE,MUCH WORSE,better,better,NOT APPLICABLE,better,MUCH WORSE,MUCH WORSE,worse,MUCH WORSE,MUCH WORSE,MUCH WORSE,worse,ABOUT THE SAME,ABOUT THE SAME,1
21087531,better,better,better,better,better,worse,worse,MUCH WORSE,better,better,better,better,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,better,better,better,better,MUCH WORSE,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,ABOUT THE SAME,better,worse,ABOUT THE SAME,3
21087736,better,better,better,better,ABOUT THE SAME,worse,worse,worse,better,better,worse,better,better,better,better,better,better,worse,MUCH WORSE,worse,worse,better,worse,better,ABOUT THE SAME,better,worse,worse,worse,worse,ABOUT THE SAME,ABOUT THE SAME,worse,1
21088597,better,better,better,better,better,worse,worse,ABOUT THE SAME,better,better,ABOUT THE SAME,ABOUT THE SAME,better,better,better,better,better,NOT APPLICABLE,better,better,ABOUT THE SAME,ABOUT THE SAME,worse,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,better,ABOUT THE SAME,better,worse,2
30101280,ABOUT THE SAME,better,better,better,MUCH WORSE,worse,worse,better,better,better,ABOUT THE SAME,ABOUT THE SAME,better,MUCH BETTER,MUCH BETTER,better,better,ABOUT THE SAME,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,worse,worse,better,worse,MUCH WORSE,worse,worse,ABOUT THE SAME,better,4
30101545,better,better,better,better,ABOUT THE SAME,worse,worse,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,ABOUT THE SAME,better,better,worse,better,worse,MUCH WORSE,ABOUT THE SAME,ABOUT THE SAME,better,better,4
30101552,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,worse,worse,worse,better,better,better,MUCH BETTER,MUCH BETTER,better,better,better,worse,ABOUT THE SAME,worse,ABOUT THE SAME,better,better,NOT APPLICABLE,better,better,better,better,NOT APPLICABLE,better,worse,worse,better,NOT APPLICABLE,132
30102028,ABOUT THE SAME,better,better,better,ABOUT THE SAME,worse,worse,better,MUCH BETTER,MUCH BETTER,better,better,better,MUCH BETTER,MUCH BETTER,better,better,better,better,better,better,worse,ABOUT THE SAME,better,better,ABOUT THE SAME,ABOUT THE SAME,worse,worse,worse,better,better,better,4
30102540,worse,ABOUT THE SAME,ABOUT THE SAME,worse,NOT APPLICABLE,better,worse,worse,ABOUT THE SAME,better,worse,worse,better,better,better,ABOUT THE SAME,worse,worse,worse,better,better,better,NOT APPLICABLE,worse,better,better,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME,better,better,better,NOT APPLICABLE,67
30102632,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,worse,worse,worse,better,better,better,better,MUCH BETTER,better,better,better,MUCH BETTER,NOT APPLICABLE,ABOUT THE SAME,MUCH BETTER,better,better,NOT APPLICABLE,worse,better,better,better,better,better,better,better,better,NOT APPLICABLE,150
30102641,worse,worse,worse,worse,NOT APPLICABLE,better,better,worse,better,better,better,worse,better,worse,better,better,better,better,better,better,worse,worse,NOT APPLICABLE,worse,better,better,worse,NOT APPLICABLE,better,better,better,ABOUT THE SAME,NOT APPLICABLE,175
30103021,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,MUCH BETTER,NOT APPLICABLE,worse,better,better,worse,MUCH WORSE,MUCH BETTER,better,worse,better,MUCH BETTER,better,better,better,better,better,worse,ABOUT THE SAME,better,better,ABOUT THE SAME,better,worse,better,better,ABOUT THE SAME,NOT APPLICABLE,100
30103074,better,better,better,MUCH BETTER,NOT APPLICABLE,ABOUT THE SAME,ABOUT THE SAME,better,MUCH BETTER,MUCH BETTER,better,better,better,MUCH BETTER,MUCH BETTER,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,better,ABOUT THE SAME,ABOUT THE SAME,better,better,ABOUT THE SAME,worse,worse,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,4
30103420,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,ABOUT THE SAME,worse,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,better,worse,worse,ABOUT THE SAME,better,better,NOT APPLICABLE,better,better,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,150
30104022,worse,better,better,worse,NOT APPLICABLE,worse,worse,worse,better,better,worse,better,better,better,better,better,ABOUT THE SAME,worse,ABOUT THE SAME,better,better,better,worse,worse,better,better,worse,NOT APPLICABLE,better,better,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,60
30104040,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,worse,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,better,ABOUT THE SAME,better,better,better,better,NOT APPLICABLE,MUCH BETTER,better,better,ABOUT THE SAME,NOT APPLICABLE,better,better,better,better,worse,200
30104708,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,worse,worse,better,MUCH BETTER,MUCH BETTER,better,better,better,better,better,better,better,better,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,better,worse,worse,worse,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,4
30105325,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,worse,worse,better,better,better,MUCH BETTER,MUCH BETTER,better,better,better,ABOUT THE SAME,better,ABOUT THE SAME,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,ABOUT THE SAME,worse,MUCH WORSE,ABOUT THE SAME,ABOUT THE SAME,better,better,4
30105448,better,better,better,better,better,worse,worse,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,ABOUT THE SAME,better,worse,worse,better,worse,worse,worse,worse,better,ABOUT THE SAME,4
30106005,better,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,ABOUT THE SAME,better,MUCH BETTER,better,better,better,better,worse,ABOUT THE SAME,better,worse,better,NOT APPLICABLE,better,better,better,better,better,ABOUT THE SAME,better,better,better,worse,150
30106331,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,worse,worse,worse,better,better,better,better,MUCH BETTER,better,ABOUT THE SAME,ABOUT THE SAME,better,ABOUT THE SAME,better,better,ABOUT THE SAME,MUCH BETTER,NOT APPLICABLE,ABOUT THE SAME,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,ABOUT THE SAME,better,NOT APPLICABLE,180
30106750,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,better,ABOUT THE SAME,ABOUT THE SAME,better,better,better,better,better,better,better,better,better,better,worse,better,worse,ABOUT THE SAME,ABOUT THE SAME,worse,worse,worse,worse,worse,ABOUT THE SAME,4
30107395,better,better,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,worse,worse,better,MUCH BETTER,better,better,better,better,MUCH BETTER,MUCH BETTER,better,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,better,better,better,ABOUT THE SAME,ABOUT THE SAME,worse,worse,better,worse,worse,worse,ABOUT THE SAME,better,better,4
30107624,ABOUT THE SAME,better,better,worse,worse,worse,worse,worse,better,better,better,better,MUCH BETTER,better,better,better,worse,worse,worse,better,better,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME,better,better,ABOUT THE SAME,NOT APPLICABLE,better,better,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,60
30108117,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,worse,worse,better,better,worse,worse,MUCH BETTER,better,better,ABOUT THE SAME,better,better,worse,better,worse,worse,NOT APPLICABLE,better,MUCH BETTER,MUCH BETTER,worse,worse,better,better,better,ABOUT THE SAME,worse,112
30108401,ABOUT THE SAME,better,better,MUCH BETTER,worse,worse,worse,ABOUT THE SAME,better,better,better,better,MUCH BETTER,better,better,ABOUT THE SAME,MUCH BETTER,better,better,MUCH BETTER,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,ABOUT THE SAME,worse,worse,better,worse,better,better,4
30109724,better,better,better,better,ABOUT THE SAME,worse,worse,better,better,better,better,better,better,MUCH BETTER,better,better,better,better,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,better,better,ABOUT THE SAME,worse,worse,ABOUT THE SAME,ABOUT THE SAME,better,better,4
30120262,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,worse,better,better,worse,better,MUCH BETTER,worse,ABOUT THE SAME,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,better,better,worse,better,NOT APPLICABLE,ABOUT THE SAME,better,better,ABOUT THE SAME,worse,worse,better,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,110
30201076,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,worse,NOT APPLICABLE,worse,ABOUT THE SAME,better,better,better,MUCH BETTER,better,better,better,better,better,worse,worse,ABOUT THE SAME,better,NOT APPLICABLE,better,better,better,better,NOT APPLICABLE,better,better,ABOUT THE SAME,better,0,92
30201146,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,NOT APPLICABLE,worse,worse,ABOUT THE SAME,better,better,worse,worse,MUCH BETTER,better,better,better,worse,worse,better,better,worse,better,NOT APPLICABLE,worse,better,better,worse,worse,worse,worse,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,70
30201498,MUCH BETTER,better,better,better,ABOUT THE SAME,worse,worse,worse,better,better,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,worse,worse,worse,worse,worse,better,NOT APPLICABLE,better,better,better,MUCH WORSE,ABOUT THE SAME,better,MUCH BETTER,better,better,MUCH WORSE,150
30201587,ABOUT THE SAME,better,better,better,ABOUT THE SAME,worse,worse,ABOUT THE SAME,ABOUT THE SAME,better,better,better,better,MUCH BETTER,MUCH BETTER,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,worse,worse,ABOUT THE SAME,worse,worse,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,3
30202252,better,better,better,better,ABOUT THE SAME,worse,worse,better,better,better,better,better,better,better,better,better,ABOUT THE SAME,better,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,better,MUCH WORSE,MUCH WORSE,worse,worse,better,ABOUT THE SAME,4
30202403,worse,worse,ABOUT THE SAME,worse,NOT APPLICABLE,worse,worse,worse,better,better,ABOUT THE SAME,better,better,better,better,better,better,better,worse,better,better,better,NOT APPLICABLE,worse,better,better,worse,ABOUT THE SAME,better,better,better,better,MUCH WORSE,130
30203044,better,better,better,better,ABOUT THE SAME,MUCH WORSE,MUCH WORSE,better,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,better,better,better,better,ABOUT THE SAME,better,MUCH BETTER,worse,better,worse,worse,worse,worse,better,better,4
30203122,ABOUT THE SAME,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,better,better,better,better,better,better,ABOUT THE SAME,NOT APPLICABLE,worse,better,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,ABOUT THE SAME,ABOUT THE SAME,better,better,better,better,better,better,better,NOT APPLICABLE,200
30203142,worse,better,better,better,NOT APPLICABLE,worse,worse,NOT APPLICABLE,better,better,worse,better,better,better,better,better,worse,ABOUT THE SAME,ABOUT THE SAME,MUCH BETTER,better,better,NOT APPLICABLE,ABOUT THE SAME,better,better,better,better,better,better,better,better,MUCH WORSE,75
30203256,MUCH WORSE,worse,better,better,worse,worse,worse,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,ABOUT THE SAME,MUCH WORSE,MUCH WORSE,ABOUT THE SAME,ABOUT THE SAME,worse,worse,ABOUT THE SAME,better,better,better,better,better,worse,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,better,4
30203767,better,better,better,better,worse,worse,NOT APPLICABLE,ABOUT THE SAME,better,better,worse,worse,better,better,better,better,worse,worse,better,ABOUT THE SAME,worse,better,ABOUT THE SAME,ABOUT THE SAME,worse,better,worse,worse,worse,better,ABOUT THE SAME,ABOUT THE SAME,worse,2
30204126,better,better,better,better,worse,worse,ABOUT THE SAME,worse,better,better,worse,better,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,worse,better,better,better,NOT APPLICABLE,worse,better,better,ABOUT THE SAME,worse,better,better,better,better,MUCH WORSE,83
30205702,better,better,better,better,better,worse,NOT APPLICABLE,ABOUT THE SAME,better,better,better,better,better,better,better,better,worse,worse,better,better,worse,NOT APPLICABLE,NOT APPLICABLE,better,better,better,better,better,worse,better,better,better,NOT APPLICABLE,114
30206341,MUCH BETTER,MUCH BETTER,better,better,better,MUCH WORSE,worse,better,better,better,better,better,better,better,better,better,better,ABOUT THE SAME,better,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,worse,better,worse,MUCH WORSE,worse,worse,better,better,4
30206572,better,better,better,MUCH BETTER,ABOUT THE SAME,MUCH WORSE,MUCH WORSE,better,MUCH WORSE,better,better,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,worse,ABOUT THE SAME,better,better,better,ABOUT THE SAME,better,worse,worse,ABOUT THE SAME,better,MUCH WORSE,worse,worse,better,ABOUT THE SAME,4
30207060,better,better,better,NOT APPLICABLE,NOT APPLICABLE,worse,worse,worse,better,better,worse,worse,worse,worse,worse,better,ABOUT THE SAME,better,MUCH WORSE,better,worse,worse,NOT APPLICABLE,ABOUT THE SAME,better,better,better,better,better,better,better,better,NOT APPLICABLE,120
30207188,worse,better,better,better,ABOUT THE SAME,worse,worse,better,better,better,better,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,better,better,ABOUT THE SAME,ABOUT THE SAME,worse,better,better,better,ABOUT THE SAME,worse,worse,worse,better,better,ABOUT THE SAME,4
30207491,worse,better,better,worse,NOT APPLICABLE,worse,NOT APPLICABLE,NOT APPLICABLE,better,better,ABOUT THE SAME,worse,better,worse,worse,better,NOT APPLICABLE,ABOUT THE SAME,worse,better,ABOUT THE SAME,better,NOT APPLICABLE,ABOUT THE SAME,better,better,ABOUT THE SAME,ABOUT THE SAME,better,better,better,better,NOT APPLICABLE,4
