case_id,ea_id,visit,ag_c0a,ag_c00,ag_c01,ag_c02,ag_c04a,ag_c04b,ag_c04c,ag_c05d_os
101014700079,10101470,1,1,R1,Yes,LOCAL MAIZE,.5,Acre,.61000001,
101014700079,10101470,1,1,R2,Yes,HYBRID MAIZE,1,Acre,.68000001,
101014700079,10101470,1,1,R3,Yes,GROUNDNUTS,1,Acre,.19,
101014700079,10101470,1,1,R4,Yes,WOODLOT,.5,Acre,1.22,
101014700128,10101470,1,1,R1,Yes,LOCAL MAIZE,.5,Acre,.62,
101014700128,10101470,1,1,R2,Yes,HYBRID MAIZE,1,Acre,.74000001,
101014700128,10101470,1,1,R3,Yes,GROUNDNUTS,.5,Acre,.31999999,
101014700128,10101470,1,1,R4,Yes,SOYA BEANS,.5,Acre,.23999999,
101014700128,10101470,1,1,R5,Yes,WOODLOT,1,Acre,1.12,
101014700135,10101470,1,1,R1,Yes,MAIZE HYBRID,1,Acre,.40000001,
101014700135,10101470,1,1,R2,Yes,LOCAL MAIZE,1,Acre,.60000002,
101014700135,10101470,1,1,R3,Yes,BURLEY,1,Acre,.30000001,
101014700135,10101470,1,1,R4,Yes,FALLOW,.5,Acre,.25,
101014700148,10101470,1,1,R1,Yes,LOCAL MAIZE,.5,Acre,.49000001,
101014700148,10101470,1,1,R2,Yes,SOYA BEAN,.25,Acre,.28999999,
101014700148,10101470,1,1,R3,Yes,GROUNDNUTS,.25,Acre,.12,
101014700156,10101470,1,1,R1,Yes,HYBRID MAIZE,2.5,Acre,2.48,
101014700156,10101470,1,1,R2,Yes,GROUNDNUTS,.5,Acre,.43000001,
101014700156,10101470,1,1,R3,Yes,SWEET POTATOES,1,Acre,1.08,
101014700200,10101470,1,2,R1,Yes,LOCAL MAIZE,2.75,Acre,.25,
101014700200,10101470,1,2,R2,Yes,GROUNDNUTS,.25,Acre,.69999999,
101014700200,10101470,1,2,R3,Yes,SOYA BEANS,.5,Acre,.25,
101014700200,10101470,1,2,R4,Yes,BURLEY,1,Acre,1.1,
101014700200,10101470,1,2,R5,Yes,FALLOW,.5,Acre,1.6,
101014700214,10101470,1,1,R1,Yes,HYBRID MAIZE,1,Acre,.28999999,
101014700214,10101470,1,1,R2,Yes,HYBRID MAIZE,1,Acre,1.0599999,
101014700214,10101470,1,1,R3,Yes,FALLOW,.5,Acre,2.05,
101014700224,10101470,1,1,R1,Yes,LOCAL MAIZE,1.5,Acre,1.46,
101014700224,10101470,1,1,R2,Yes,FALLOW,.5,Acre,.56999999,
101014700227,10101470,1,1,R1,Yes,LOCAL MAIZE,.5,Acre,1.2,
101014700248,10101470,1,1,R1,Yes,HYBRID MAIZE,1,Acre,2.1300001,
101015620009,10101562,1,,R1,Yes,LOCAL MAIZE,1,Acre,2.4000001,
101015620009,10101562,1,,R2,Yes,SWEET POTATO,.25,Acre,.15000001,
101015620009,10101562,1,,R3,Yes,FINGER MILLET,.5,Acre,.60000002,
101015620009,10101562,1,,R4,Yes,CG7,.25,Acre,.25,
101015620009,10101562,1,,R5,Yes,SOYA BEANS,.25,Acre,.40000001,
101015620009,10101562,1,,R6,Yes,HYBRID MAIZE,.5,Acre,.40000001,
101015620020,10101562,1,,R1,Yes,LOCAL MAIZE,1,Acre,1.24,
101015620020,10101562,1,,R2,Yes,LOCAL MAIZE,.75,Acre,.93000001,
101015620020,10101562,1,,R3,Yes,G/NUTS,.5,Acre,.62,
101015620031,10101562,1,,R1,Yes,HYBRID MAIZE,1,Acre,2.5899999,
101015620031,10101562,1,,R2,Yes,G/NUTS,.25,Acre,.090000004,
101015620042,10101562,1,,R1,Yes,HYBRID MAIZE,1.5,Acre,1.67,
101015620042,10101562,1,,R2,Yes,FINGER MILLET,.75,Acre,.80000001,
101015620042,10101562,1,,R3,Yes,HYBRID RECYCLED,1,Acre,1.12,
101015620053,10101562,1,,R1,Yes,HYBRID MAIZE,1,Acre,1.5700001,
101015620053,10101562,1,,R2,Yes,SWEET POTATOES,.25,Acre,.31999999,
101015620064,10101562,1,,R1,Yes,MAIZE HYBRID,1,Acre,1.7,
101015620064,10101562,1,,R2,Yes,BEANS,.25,Acre,.15000001,
101015620064,10101562,1,,R3,Yes,SOYA BEANS,.25,Acre,.25,
101015620064,10101562,1,,R4,Yes,CG7 G/NUTS,.25,Acre,.15000001,
101015620064,10101562,1,,R5,Yes,FALLOW,1,Acre,2.7,
101015620075,10101562,1,,R1,Yes,LOCAL MAIZE,1,Acre,.60000002,
101015620075,10101562,1,,R2,Yes,HYBRID MAIZE,.75,Acre,.51999998,
101015620075,10101562,1,,R3,Yes,,,,,
101015620086,10101562,1,,R1,Yes,LOCAL MAIZE,2,Acre,1.85,
101015620086,10101562,1,,R2,Yes,RECYCLED HYBRID,1,Acre,.60000002,
101015620086,10101562,1,,R3,Yes,G/NUTS,.5,Acre,.31999999,
101015620096,10101562,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.36000001,
101015620096,10101562,1,,R2,Yes,HYBRID MAIZE,1,Acre,1.04,
101015620096,10101562,1,,R3,Yes,FINGER MILLET,.25,Acre,.11,
101015620096,10101562,1,,R4,Yes,WOODLOT,3,Acre,2.8299999,
101015620118,10101562,1,,R1,Yes,RECYLED HYBRID,1,Acre,.87,
101015620118,10101562,1,,R2,Yes,G/NUTS,.25,Acre,.16,
101015620118,10101562,1,,R3,Yes,WOODLOT,3,Acre,4.0599999,
101015620140,10101562,1,,R1,Yes,MAIZE LOCAL,2,Acre,2.0599999,
101015620140,10101562,1,,R2,Yes,G/NUTS CHALIMBANA,.5,Acre,.2,
101015620140,10101562,1,,R3,Yes,FALLOW,1,Acre,1.4,
101015620162,10101562,1,,R1,Yes,MAIZE LOCAL,1,Acre,.89999998,
101015620162,10101562,1,,R2,Yes,MAIZE HYBRID,1,Acre,.69999999,
101015620162,10101562,1,,R3,Yes,CG7 G/NUTS,.5,Acre,.80000001,
101015620162,10101562,1,,R4,Yes,BARLEY TOBACCO,1,Acre,1,
101015620162,10101562,1,,R5,Yes,KILOMBERO RICE,.25,Acre,.18000001,
101015620184,10101562,1,,R1,Yes,HYBRID & G/NUTS,1,Acre,1.64,
101015620184,10101562,1,,R2,Yes,SOYA BEAN,.25,Acre,.20999999,
101015620195,10101562,1,,R1,Yes,HYBRID MAIZE,.5,Acre,1.04,
101015620195,10101562,1,,R2,Yes,SOYA BEANS SUNFLOWER,.25,Acre,.33000001,
101015620205,10101562,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.62,
101015620227,10101562,1,,R1,Yes,LOCAL MAIZE,1,Acre,.85000002,
101015620227,10101562,1,,R2,Yes,G/NUTS,1.5,Acre,1.04,
101015680005,10101568,1,2,R1,Yes,HYBRID MAIZE,1,Acre,2.5799999,
101015680005,10101568,1,2,R2,Yes,GROUNDNUTS,.25,Acre,.94,
101015680005,10101568,1,2,R3,Yes,SOYA BEAN,.25,Acre,.38,
101015680012,10101568,1,2,R1,Yes,HYBRID MAIZE,2,Acre,1.78,
101015680012,10101568,1,2,R2,Yes,GROUNDNUTS,1,Acre,.82999998,
101015680019,10101568,1,2,R1,Yes,HYBRID MAIZE,1,Acre,.69,
101015680019,10101568,1,2,R2,Yes,GROUNDNUTS,.5,Acre,.31,
101015680026,10101568,1,2,R1,Yes,HYBRID MAIZE,1.5,Acre,1.5,
101015680026,10101568,1,2,R2,Yes,GROUNDNUTS,.5,Acre,.60000002,
101015680033,10101568,1,2,R1,Yes,HYBRID MAIZE,.5,Acre,.69999999,
101015680046,10101568,1,2,R1,Yes,LOCAL  MARKET,1.25,Acre,1.05,
101015680053,10101568,1,2,R1,Yes,LOCAL MAIZE,1.75,Acre,1.62,
101015680060,10101568,1,2,R1,Yes,HYBRID MAIZE RECYCLED,1.5,Acre,2.24,
101015680067,10101568,1,2,R1,Yes,LOCAL MAIZE,2,Acre,1.72,
101015680067,10101568,1,2,R2,Yes,GROUNDNUTS,.75,Acre,.68000001,
101015680067,10101568,1,2,R3,Yes,TOBACCO BARLEY,2,Acre,2.1800001,
101015680081,10101568,1,2,R1,Yes,LOCAL,2,Acre,1.08,
101015680081,10101568,1,2,R2,Yes,BURLEY,.75,Acre,.51999998,
101015680081,10101568,1,2,R3,Yes,FALLOW,3,Acre,5.0999999,
101015680088,10101568,1,2,R1,Yes,HYBRID MAIZE,2,Acre,1.99,
101015680088,10101568,1,2,R2,Yes,FALLOW,5,Acre,6.8699999,
101015680088,10101568,1,2,R3,Yes,FALLOW,5,Acre,8.8299999,
101015680095,10101568,1,2,R1,Yes,HYBRID MAIZE,1.5,Acre,.87,
101015680095,10101568,1,2,R2,Yes,FALLOW,2,Acre,3.8099999,
101015680102,10101568,1,2,R1,Yes,LOCAL,1.5,Acre,2.0599999,
101015680102,10101568,1,2,R2,Yes,FALLOW,3,Acre,5.4200001,
101015680116,10101568,1,2,R1,Yes,LOCAL,1.5,Acre,1.4,
101015680130,10101568,1,2,R1,Yes,LOCAL,.5,Acre,1.34,
101015680130,10101568,1,2,R2,Yes,BURLEY TOBACCO,.25,Acre,.44999999,
101015680130,10101568,1,2,R3,Yes,GROUNDNUTS,.25,Acre,.68000001,
101015680144,10101568,1,2,R1,Yes,LOCAL,.5,Acre,.64999998,
101015680144,10101568,1,2,R2,Yes,HYBRID MAIZE,.5,Acre,.75,
101013550014,10101355,1,2,R1,Yes,HYBRID MAIZE,.75,Acre,.81999999,
101013550014,10101355,1,2,R2,Yes,LOCAL MAIZE,1,Acre,1.0599999,
101013550014,10101355,1,2,R3,Yes,BURLEY TOBACCO,.5,Acre,.38,
101013550023,10101355,1,2,R1,Yes,HYBRID MAIZE,.5,Acre,.88999999,
101013550023,10101355,1,2,R2,Yes,GROUNDNUTS,1,Acre,.72000003,
101013550032,10101355,1,2,R1,Yes,HYBRID MAIZE,1,Acre,.98000002,
101013550032,10101355,1,2,R2,Yes,HYBRID MAIZE,.5,Acre,.47,
101013550032,10101355,1,2,R3,Yes,BURLEY TOBACCO,.75,Acre,.80000001,
101013550042,10101355,1,2,R1,Yes,LOCAL MAIZE,.5,Acre,.61000001,
101013550042,10101355,1,2,R2,Yes,GROUNDNUTS,.25,Acre,.38,
101013550060,10101355,1,2,R1,Yes,HYBRID MAIZE,1,Acre,1.17,
101013550060,10101355,1,2,R2,Yes,BURLEY,1,Acre,1.09,
101013550070,10101355,1,2,R1,Yes,LOCAL,2,Acre,2.72,
101013550070,10101355,1,2,R2,Yes,BURLEY,.5,Acre,.95999998,
101013550079,10101355,1,2,R1,Yes,LOCAL,1.5,Acre,1.0599999,
101013550079,10101355,1,2,R2,Yes,HYBRID MAIZE,.75,Acre,.66000003,
101013550079,10101355,1,2,R3,Yes,BURLEY,1,Acre,1.14,
101013550089,10101355,1,2,R1,Yes,LOCAL,1,Acre,1.65,
101013550089,10101355,1,2,R2,Yes,BURLEY,.25,Acre,.62,
101013550107,10101355,1,2,R1,Yes,HYBRID MAIZE RECY,2,Acre,2.0999999,
101013550117,10101355,1,2,R1,Yes,HYBRID MAIZE RECY,.75,Acre,1.24,
101013550126,10101355,1,2,R1,Yes,HYBRID MAIZE RECY,1.5,Acre,1.84,
101013550135,10101355,1,2,R1,Yes,LOCAL MAIZE,.25,Acre,.33000001,
101013550154,10101355,1,2,R1,Yes,LOCAL,.5,Acre,1.23,
101013550154,10101355,1,2,R2,Yes,HYBRID MAIZE,.5,Acre,1.53,
101013550164,10101355,1,2,R1,Yes,HYBRID MAIZE,.5,Acre,.66000003,
101013550173,10101355,1,2,R1,Yes,HYBRID MAIZE,.5,Acre,.69,
101013550192,10101355,1,2,R1,Yes,HYBRID MAIZE,1.5,Acre,1.11,
101013550192,10101355,1,2,R2,Yes,SOYA BEAN,.25,Acre,.28999999,
101013550192,10101355,1,2,R3,Yes,SWEET POTATO,1,Acre,1.1900001,
101010160009,10101016,1,,R1,Yes,MAIZE COMPOSITE,.75,Acre,.75,
101010160009,10101016,1,,R2,Yes,G/NUTS,.25,Acre,.30000001,
101010160009,10101016,1,,R3,Yes,TOBACCO,.75,Acre,.5,
101010160033,10101016,1,,R1,Yes,LOCAL MAIZE,1,Acre,.83999997,
101010160060,10101016,1,,R1,Yes,HYBRID MAIZE,1,Acre,.77999997,
101010160060,10101016,1,,R2,Yes,CG7,1,Acre,.80000001,
101010160068,10101016,1,,R1,Yes,MAIZE HYBRID,1,Acre,.5,
101010160068,10101016,1,,R2,Yes,LOCAL MAIZE,1,Acre,1.5,
101010160068,10101016,1,,R3,Yes,G/NUTS,1,Acre,1,
101010160068,10101016,1,,R4,Yes,FINGER MILLLET,.5,Acre,.2,
101010160068,10101016,1,,R5,Yes,GROUNDNUTS BEANS,.5,Acre,.1,
101010160068,10101016,1,,R6,Yes,TOBACCO,.050000001,Acre,.5,
101010160069,10101016,1,,R1,Yes,HYBRID MAIZE,.75,Acre,.22,
101010160069,10101016,1,,R2,Yes,G/NUTS/MANIPINTA,1.25,Acre,.77999997,
101010160069,10101016,1,,R3,Yes,SWEET POTATO,.5,Acre,.27000001,
101010160069,10101016,1,,R4,Yes,SUNFLOWER,.25,Acre,.98000002,
101010160070,10101016,1,,R1,Yes,LOCAL MAIZE,2.5,Acre,1.58,
101010160070,10101016,1,,R2,Yes,HYBRID KUMUSI,2,Acre,1,
101010160070,10101016,1,,R3,Yes,G/NUTS,1,Acre,.050000001,
101010160074,10101016,1,,R1,Yes,MNAIZE LOCAL,1,Acre,1,
101010160074,10101016,1,,R2,Yes,HYBRID MAIZE,1,Acre,.2,
101010160074,10101016,1,,R3,Yes,G/NUTS CG7,1,Acre,.80000001,
101010160074,10101016,1,,R4,Yes,SWEET POTATO,.5,Acre,.1,
101010160074,10101016,1,,R5,Yes,TOBACCO,.5,Acre,.80000001,
101010160086,10101016,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.75,
101010160086,10101016,1,,R2,Yes,P.PEAS,.25,Acre,.20999999,
101010160086,10101016,1,,R3,Yes,HYBRID RECYCLED,1,Acre,1.11,
101010160096,10101016,1,,R1,Yes,MAIZE LOCAL,.5,Acre,.60000002,
101010160096,10101016,1,,R2,Yes,G/NUTS,.5,Acre,.40000001,
101010160096,10101016,1,,R3,Yes,SOYA BEANS,.5,Acre,.2,
101010160096,10101016,1,,R4,Yes,BEANS,.5,Acre,.1,
101010160096,10101016,1,,R5,Yes,SWEET POATATO,.5,Acre,.1,
101010160143,10101016,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.87,
101010160143,10101016,1,,R2,Yes,TOBACCO,.1,Acre,.19,
101010160159,10101016,1,,R1,Yes,LOCAL MAIZE,1.5,Acre,1.37,
101010160180,10101016,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.13,
101010160180,10101016,1,,R2,Yes,CG7,.25,Acre,.34,
101010160180,10101016,1,,R3,Yes,SWEET POTATO,242,Square Meters,.40000001,
101010160207,10101016,1,,R1,Yes,MAIZE LOCAL,.5,Acre,.69999999,
101010160207,10101016,1,,R2,Yes,G/NUTS,.1,Acre,.1,
101010160207,10101016,1,,R3,Yes,GROUND BEANS,.1,Acre,.1,
101010160235,10101016,1,,R1,Yes,HYBRID MAIZE RECYCLED,1,Acre,.75,
101010160235,10101016,1,,R2,Yes,TOBACCO FLUE CURED,1,Acre,.73000002,
101010160254,10101016,1,,R1,Yes,HYBRID MAIZE,.75,Acre,.47999999,
101010160254,10101016,1,,R2,Yes,SWEET POTATOES,.25,Acre,.12,
101010160265,10101016,1,,R1,Yes,LOCAL MAIZE,1.3,Acre,1.75,
101010160265,10101016,1,,R2,Yes,FALLOW,1,Acre,.44,
101012040003,10101204,1,,R1,Yes,HYBRID RECYCLED,2,Acre,1.5,
101012040003,10101204,1,,R2,Yes,BARLEY,.25,Acre,.17,
101012040007,10101204,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.41999999,
101012040011,10101204,1,,R1,Yes,HYBRID MAIZE,1,Acre,.30000001,
101012040011,10101204,1,,R2,Yes,TOBACCO,.75,Acre,.20999999,
101012040020,10101204,1,,R1,Yes,HYBRID RECYCLED,.5,Acre,.38,
101012040020,10101204,1,,R2,Yes,TOBACCO BARLEY,.5,Acre,.20999999,
101012040024,10101204,1,,R1,Yes,LOCAL MAIZE,.25,Acre,.14,
