ea_id,com_cj0b,com_cj0b_os,com_cj01,com_cj02,com_cj03,com_cj03_os,com_cj04,com_cj05,com_cj06
10104351,Sports Group,,Yes,2,Other (Specify),TWICE A WEEK,35,0,0
10104351,Political Group,,No,,,,,,
10104351,Savings & Credit Coop,,No,,,,,,
10104351,Religious Group,,No,,,,,,
10104351,Village Development Committee,,Yes,2,Monthly,,10,5,4
10104351,Community Police/Watch Group,,Yes,1,Monthly,,10,2,4
10104440,Women's Group,,No,,,,,,
10104440,Religious Group,,No,,,,,,
10104440,Village Development Committee,,Yes,2,Other (Specify),BIWEEKLY,10,4,6
10104440,Community Police/Watch Group,,Yes,3,Monthly,,10,3,0
10104440,Savings & Credit Coop,,No,,,,,,
10104440,Parent-Teacher Assoc.,,Yes,1,Monthly,,9,3,2
10104440,Disabled Assoc.,,No,,,,,,
10104440,ngo,,No,,,,,,
10104440,Other (Specify),,No,,,,,,
10104440,Cultural Group,,No,,,,,,
10104440,School Committee,,Yes,1,Monthly,,9,3,1
10104440,Political Group,,Yes,4,Quartery,,80,20,25
10104440,Agricultural Coop,,No,,,,,,
10104440,Farmers' Group,,No,,,,,,
10104440,Health Committee,,Yes,1,Other (Specify),BIWEEKLY,10,3,0
10104440,Business Assoc.,,No,,,,,,
10104440,Sports Group,,Yes,1,Weekly,,60,0,30
10104440,Youth Group,,No,,,,,,
10105352,Savings & Credit Coop,,No,,,,,,
10105352,Community Police/Watch Group,,Yes,1,Monthly,,10,2,3
10105352,Political Group,,Yes,1,Semi-Annually,,150,75,30
10105352,ngo,,No,,,,,,
10105352,Cultural Group,,No,,,,,,
10105352,Sports Group,,Yes,1,Weekly,,30,0,28
10105352,Business Assoc.,,No,,,,,,
10105352,Parent-Teacher Assoc.,,No,,,,,,
10105352,Religious Group,,Yes,3,Weekly,,85,50,25
10105352,Disabled Assoc.,,No,,,,,,
10105352,Agricultural Coop,,No,,,,,,
10105352,Farmers' Group,,No,,,,,,
10105352,Youth Group,,No,,,,,,
10105352,Village Development Committee,,Yes,2,Other (Specify),BIWEEKLY,10,1,2
10105352,Women's Group,,No,,,,,,
10105352,Health Committee,,Yes,1,Monthly,,10,3,1
10105352,School Committee,,No,,,,,,
10105352,Other (Specify),,No,,,,,,
10105511,Savings & Credit Coop,,No,,,,,,
10105511,Business Assoc.,,No,,,,,,
10105511,Health Committee,,Yes,3,Monthly,,10,5,2
10105511,Village Development Committee,,Yes,1,Monthly,,6,3,0
10105511,Parent-Teacher Assoc.,,Yes,1,Quartery,,9,4,0
10105511,Community Police/Watch Group,,Yes,1,Monthly,,10,5,0
10105511,Political Group,,No,,,,,,
10105511,Disabled Assoc.,,No,,,,,,
10105511,Religious Group,,No,,,,,,
10105511,ngo,,No,,,,,,
10105511,Other (Specify),,No,,,,,,
10105511,Women's Group,,No,,,,,,
10105511,School Committee,,Yes,1,Monthly,,9,3,2
10105511,Cultural Group,,No,,,,,,
10105511,Agricultural Coop,,No,,,,,,
10105511,Youth Group,,No,,,,,,
10105511,Sports Group,,Yes,2,Other (Specify),TWICE A WEEK,33,0,12
10105511,Farmers' Group,,No,,,,,,
10105513,ngo,,No,,,,,,
10105513,Agricultural Coop,,No,,,,,,
10105513,Cultural Group,,No,,,,,,
10105513,Women's Group,,No,,,,,,
10105513,School Committee,,Yes,1,Monthly,,10,4,0
10105513,Political Group,,Yes,2,Quartery,,150,70,40
10105513,Village Development Committee,,Yes,1,Monthly,,10,3,5
10105513,Youth Group,,No,,,,,,
10105513,Business Assoc.,,No,,,,,,
10105513,Sports Group,,Yes,1,Weekly,,45,17,30
10105513,Parent-Teacher Assoc.,,Yes,1,Weekly,,10,3,0
10105513,Savings & Credit Coop,,No,,,,,,
10105513,Religious Group,,No,,,,,,
10105513,Community Police/Watch Group,,Yes,1,Monthly,,10,4,4
10105513,Health Committee,,Yes,2,Monthly,,10,4,5
10105513,Disabled Assoc.,,No,,,,,,
10105513,Other (Specify),,No,,,,,,
10105513,Farmers' Group,,No,,,,,,
10120286,Health Committee,,Yes,3,Monthly,,10,7,0
10120286,School Committee,,No,,,,,,
10120286,ngo,,No,,,,,,
10120286,Agricultural Coop,,No,,,,,,
10120286,Religious Group,,No,,,,,,
10120286,Political Group,,Yes,4,Quartery,,200,120,50
10120286,Sports Group,,No,,,,,,
10120286,Business Assoc.,,No,,,,,,
10120286,Village Development Committee,,Yes,3,Quartery,,10,4,0
10120286,Disabled Assoc.,,No,,,,,,
10120286,Parent-Teacher Assoc.,,No,,,,,,
10120286,Farmers' Group,,No,,,,,,
10120286,Community Police/Watch Group,,Yes,3,Monthly,,10,2,0
10120286,Youth Group,,No,,,,,,
10120286,Savings & Credit Coop,,No,,,,,,
10120286,Cultural Group,,No,,,,,,
10120286,Other (Specify),,No,,,,,,
10120286,Women's Group,,Yes,1,Monthly,,150,150,60
10120288,Community Police/Watch Group,,No,,,,,,
10120288,Parent-Teacher Assoc.,,Yes,1,Monthly,,10,5,1
10120288,Political Group,,Yes,2,Quartery,,200,100,90
10120288,Youth Group,,No,,,,,,
10120288,Village Development Committee,,Yes,2,Monthly,,10,3,2
10120288,Disabled Assoc.,,No,,,,,,
10120288,Savings & Credit Coop,,No,,,,,,
10120288,Farmers' Group,,No,,,,,,
10120288,Health Committee,,No,,,,,,
10120288,Agricultural Coop,,No,,,,,,
10120288,ngo,,No,,,,,,
10120288,School Committee,,Yes,1,Monthly,,10,4,2
10120288,Women's Group,,No,,,,,,
10120288,Sports Group,,No,,,,,,
10120288,Other (Specify),,No,,,,,,
10120288,Business Assoc.,,Yes,1,Weekly,,15,13,0
10120288,Cultural Group,,No,,,,,,
10120288,Religious Group,,No,,,,,,
10201137,ngo,,No,,,,,,
10201137,School Committee,,Yes,1,Monthly,,10,3,0
10201137,Village Development Committee,,Yes,3,Monthly,,10,5,0
10201137,Cultural Group,,No,,,,,,
10201137,Sports Group,,No,,,,,,
10201137,Other (Specify),,No,,,,,,
10201137,Business Assoc.,,No,,,,,,
10201137,Political Group,,Yes,2,Quartery,,600,200,120
10201137,Savings & Credit Coop,,No,,,,,,
10201137,Religious Group,,No,,,,,,
10201137,Women's Group,,No,,,,,,
10201137,Farmers' Group,,No,,,,,,
10201137,Youth Group,,No,,,,,,
10201137,Agricultural Coop,,No,,,,,,
10201137,Community Police/Watch Group,,Yes,3,Monthly,,8,0,0
10201137,Disabled Assoc.,,No,,,,,,
10201137,Health Committee,,Yes,3,Monthly,,10,4,1
10201137,Parent-Teacher Assoc.,,Yes,1,Monthly,,10,4,3
10201210,Political Group,,Yes,3,Semi-Annually,,300,220,150
10201210,Other (Specify),,No,,,,,,
10201210,Religious Group,,No,,,,,,
10201210,Agricultural Coop,,No,,,,,,
10201210,Sports Group,,No,,,,,,
10201210,ngo,,No,,,,,,
10201210,Savings & Credit Coop,,No,,,,,,
10201210,Youth Group,,No,,,,,,
10201210,Disabled Assoc.,,No,,,,,,
10201210,Community Police/Watch Group,,Yes,2,Monthly,,10,5,0
10201210,Parent-Teacher Assoc.,,No,,,,,,
10201210,Cultural Group,,No,,,,,,
10201210,Health Committee,,Yes,2,Other (Specify),BIWEEKLY,10,4,5
10201210,Business Assoc.,,No,,,,,,
10201210,Farmers' Group,,No,,,,,,
10201210,Village Development Committee,,Yes,2,Monthly,,10,5,0
10201210,School Committee,,No,,,,,,
10201210,Women's Group,,No,,,,,,
10201247,Farmers' Group,,No,,,,,,
10201247,School Committee,,No,,,,,,
10201247,Other (Specify),,No,,,,,,
10201247,Religious Group,,Yes,4,Weekly,,200,130,90
10201247,Disabled Assoc.,,No,,,,,,
10201247,Sports Group,,No,,,,,,
10201247,ngo,,No,,,,,,
10201247,Women's Group,,No,,,,,,
10201247,Community Police/Watch Group,,Yes,5,Monthly,,10,0,4
10201247,Political Group,,Yes,2,Quartery,,250,150,140
10201247,Health Committee,,Yes,3,Weekly,,10,4,3
10201247,Cultural Group,,No,,,,,,
10201247,Business Assoc.,,No,,,,,,
10201247,Savings & Credit Coop,,No,,,,,,
10201247,Youth Group,,No,,,,,,
10201247,Agricultural Coop,,No,,,,,,
10201247,Parent-Teacher Assoc.,,No,,,,,,
10201247,Village Development Committee,,Yes,5,Other (Specify),TWICE A WEEK,10,5,4
10201442,Savings & Credit Coop,,No,,,,,,
10201442,Other (Specify),,No,,,,,,
10201442,Business Assoc.,,No,,,,,,
10201442,Sports Group,,Yes,1,Other (Specify),TWICE A WEEK,30,0,1
10201442,Women's Group,,Yes,1,Monthly,,9,9,0
10201442,Religious Group,,Yes,5,Weekly,,500,300,150
10201442,Youth Group,,No,,,,,,
10201442,School Committee,,Yes,1,Monthly,,9,4,1
10201442,Disabled Assoc.,,No,,,,,,
10201442,Health Committee,,Yes,2,Monthly,,5,3,0
10201442,Parent-Teacher Assoc.,,Yes,1,Monthly,,9,3,1
10201442,Cultural Group,,No,,,,,,
10201442,Community Police/Watch Group,,Yes,2,Monthly,,10,4,4
10201442,Political Group,,Yes,3,Monthly,,250,150,40
10201442,ngo,,No,,,,,,
10201442,Village Development Committee,,Yes,2,Other (Specify),TWICE A WEEK,10,4,0
10201442,Farmers' Group,,No,,,,,,
10201442,Agricultural Coop,,No,,,,,,
10201688,Savings & Credit Coop,,No,,,,,,
10201688,Village Development Committee,,Yes,2,Weekly,,10,4,3
10201688,Women's Group,,No,,,,,,
10201688,Agricultural Coop,,No,,,,,,
10201688,Business Assoc.,,No,,,,,,
10201688,Other (Specify),,No,,,,,,
10201688,Health Committee,,Yes,1,Monthly,,10,4,0
10201688,Sports Group,,Yes,3,Weekly,,30,0,25
10201688,Youth Group,,No,,,,,,
10201688,Political Group,,Yes,3,Annually,,30,20,5
10201688,ngo,,No,,,,,,
10201688,Religious Group,,No,,,,,,
10201688,Community Police/Watch Group,,Yes,2,Weekly,,10,0,1
10201688,Cultural Group,,Yes,5,Weekly,,50,47,20
10201688,Disabled Assoc.,,No,,,,,,
10201688,School Committee,,Yes,1,Quartery,,9,4,1
10201688,Parent-Teacher Assoc.,,Yes,1,Monthly,,8,2,1
10201688,Farmers' Group,,No,,,,,,
10202195,Women's Group,,No,,,,,,
10202195,Youth Group,,No,,,,,,
10202195,Savings & Credit Coop,,No,,,,,,
10202195,School Committee,,Yes,1,Monthly,,10,4,0
10202195,Farmers' Group,,No,,,,,,
10202195,Religious Group,,No,,,,,,
10202195,Health Committee,,No,,,,,,
10202195,Sports Group,,Yes,1,Weekly,,35,0,25
10202195,Disabled Assoc.,,No,,,,,,
10202195,Political Group,,Yes,2,Quartery,,350,200,35
10202195,Community Police/Watch Group,,Yes,1,Weekly,,10,0,2
10202195,Other (Specify),,No,,,,,,
10202195,Village Development Committee,,Yes,1,Monthly,,10,3,0
10202195,Business Assoc.,,No,,,,,,
10202195,ngo,,No,,,,,,
10202195,Cultural Group,,Yes,1,Monthly,,20,20,8
10202195,Agricultural Coop,,No,,,,,,
10202195,Parent-Teacher Assoc.,,Yes,1,Monthly,,10,3,0
10202514,Village Development Committee,,Yes,2,Monthly,,10,4,0
10202514,Community Police/Watch Group,,Yes,2,Monthly,,10,2,0
10202514,Cultural Group,,No,,,,,,
10202514,Agricultural Coop,,No,,,,,,
10202514,Parent-Teacher Assoc.,,No,,,,,,
10202514,Disabled Assoc.,,No,,,,,,
10202514,Sports Group,,No,,,,,,
10202514,School Committee,,No,,,,,,
10202514,Religious Group,,No,,,,,,
10202514,Other (Specify),,No,,,,,,
10202514,Savings & Credit Coop,,No,,,,,,
10202514,Political Group,,No,,,,,,
10202514,Farmers' Group,,No,,,,,,
10202514,Business Assoc.,,No,,,,,,
10202514,Youth Group,,No,,,,,,
10202514,ngo,,No,,,,,,
10202514,Women's Group,,Yes,3,Monthly,,300,140,200
10202514,Health Committee,,Yes,2,Monthly,,10,3,0
10203013,Political Group,,Yes,3,Semi-Annually,,80,50,25
10203013,Farmers' Group,,No,,,,,,
10203013,Sports Group,,No,,,,,,
10203013,Village Development Committee,,Yes,1,Monthly,,12,11,2
10203013,Business Assoc.,,No,,,,,,
10203013,School Committee,,No,,,,,,
10203013,Health Committee,,No,,,,,,
10203013,Women's Group,,No,,,,,,
10203013,Disabled Assoc.,,No,,,,,,
10203013,Cultural Group,,No,,,,,,
10203013,Religious Group,,No,,,,,,
