case_id,visit,ea_id,ag_j00,ag_j03,ag_j05a,ag_j05b,ag_j05b_os,ag_j05c,ag_j06d_os
101015620075,2,10101562,,,,,,,
101015620086,2,10101562,,,,,,,
101015620096,2,10101562,,,,,,,
101015620118,2,10101562,,,,,,,
101015620140,2,10101562,,,,,,,
101015620162,2,10101562,,,,,,,
101015620184,2,10101562,,,,,,,
101015620195,2,10101562,,,,,,,
101015620205,2,10101562,,,,,,,
101015620227,2,10101562,,,,,,,
101015680005,1,10101568,,,,,,,
101015680012,1,10101568,,,,,,,
101015680019,1,10101568,,,,,,,
101015680026,1,10101568,,,,,,,
101015680033,1,10101568,,,,,,,
101015680046,1,10101568,,,,,,,
101015680053,1,10101568,,,,,,,
101015680060,1,10101568,,,,,,,
101015680067,1,10101568,,,,,,,
101015680081,1,10101568,,,,,,,
101015680088,1,10101568,,,,,,,
101015680095,1,10101568,,,,,,,
101015680102,1,10101568,,,,,,,
101015680116,1,10101568,,,,,,,
101015680130,1,10101568,,,,,,,
101015680144,1,10101568,,,,,,,
101013550014,1,10101355,,,,,,,
101013550023,1,10101355,,,,,,,
101013550032,1,10101355,,,,,,,
101013550042,1,10101355,,,,,,,
101013550060,1,10101355,,,,,,,
101013550070,1,10101355,,,,,,,
101013550079,1,10101355,,,,,,,
101013550089,1,10101355,,,,,,,
101013550107,1,10101355,,,,,,,
101013550117,1,10101355,,,,,,,
101013550126,1,10101355,,,,,,,
101013550135,1,10101355,,,,,,,
101013550154,1,10101355,,,,,,,
101013550164,1,10101355,,,,,,,
101013550173,1,10101355,,,,,,,
101013550192,1,10101355,,,,,,,
101010160009,2,10101016,,,,,,,
101010160033,2,10101016,,,,,,,
101010160060,2,10101016,,,,,,,
101010160068,2,10101016,,,,,,,
101010160069,2,10101016,,,,,,,
101010160070,2,10101016,,,,,,,
101010160074,2,10101016,,,,,,,
101010160086,2,10101016,,,,,,,
101010160096,2,10101016,,,,,,,
101010160143,2,10101016,,,,,,,
101010160159,2,10101016,,,,,,,
101010160180,2,10101016,,,,,,,
101010160207,2,10101016,,,,,,,
101010160235,2,10101016,,,,,,,
101010160254,2,10101016,,,,,,,
101010160265,2,10101016,,,,,,,
101012040003,2,10101204,,,,,,,
101012040007,2,10101204,,,,,,,
101012040011,2,10101204,,,,,,,
101012040020,2,10101204,,,,,,,
101012040024,2,10101204,,,,,,,
101012040028,2,10101204,,,,,,,
101012040037,2,10101204,,,,,,,
101012040041,2,10101204,,,,,,,
101012040045,2,10101204,,,,,,,
101012040054,2,10101204,D1,HYBRID RECYCLED,.25,acre,,.1,
101012040058,2,10101204,,,,,,,
101012040062,2,10101204,D1,RAPE,.25,acre,,.090000004,
101012040062,2,10101204,D2,TOMATO,.25,acre,,.07,
101012040071,2,10101204,,,,,,,
101012040075,2,10101204,,,,,,,
101012040079,2,10101204,,,,,,,
101012040087,2,10101204,,,,,,,
101023790001,1,10102379,,,,,,,
101023790005,1,10102379,,,,,,,
101023790008,1,10102379,,,,,,,
101023790012,1,10102379,,,,,,,
101023790015,1,10102379,,,,,,,
101023790026,1,10102379,,,,,,,
101023790029,1,10102379,,,,,,,
101023790033,1,10102379,,,,,,,
101023790040,1,10102379,,,,,,,
101023790043,1,10102379,,,,,,,
101023790047,1,10102379,,,,,,,
101023790051,1,10102379,,,,,,,
101023790058,1,10102379,,,,,,,
101023790061,1,10102379,,,,,,,
101023790065,1,10102379,,,,,,,
101023790072,1,10102379,,,,,,,
101026210012,1,10102621,,,,,,,
101026210018,1,10102621,,,,,,,
101026210024,1,10102621,,,,,,,
101026210030,1,10102621,,,,,,,
101026210042,1,10102621,D1,TOMATO,.25,acre,,.16,
101026210048,1,10102621,,,,,,,
101026210054,1,10102621,,,,,,,
101026210061,1,10102621,,,,,,,
101026210073,1,10102621,,,,,,,
101026210079,1,10102621,,,,,,,
101026210085,1,10102621,,,,,,,
101026210091,1,10102621,D1,HYBRID MAIZE RECYCLED,.25,acre,,.15000001,
101026210103,1,10102621,,,,,,,
101026210109,1,10102621,,,,,,,
101026210115,1,10102621,,,,,,,
101026210128,1,10102621,,,,,,,
101020040001,2,10102004,,,,,,,
101020040008,2,10102004,,,,,,,
101020040012,2,10102004,,,,,,,
101020040015,2,10102004,,,,,,,
101020040028,2,10102004,,,,,,,
101020040031,2,10102004,,,,,,,
101020040034,2,10102004,,,,,,,
101020040039,2,10102004,,,,,,,
101020040042,2,10102004,,,,,,,
101020040059,2,10102004,,,,,,,
101020040061,2,10102004,,,,,,,
101020040093,2,10102004,,,,,,,
101020040101,2,10102004,,,,,,,
101020040104,2,10102004,,,,,,,
101020040121,2,10102004,,,,,,,
101020040128,2,10102004,,,,,,,
101034140003,2,10103414,,,,,,,
101034140009,2,10103414,,,,,,,
101034140020,2,10103414,,,,,,,
101034140025,2,10103414,,,,,,,
101034140031,2,10103414,,,,,,,
101034140042,2,10103414,,,,,,,
101034140047,2,10103414,,,,,,,
101034140053,2,10103414,,,,,,,
101034140064,2,10103414,,,,,,,
101034140069,2,10103414,,,,,,,
101034140075,2,10103414,,,,,,,
101034140086,2,10103414,,,,,,,
101034140091,2,10103414,,,,,,,
101034140097,2,10103414,,,,,,,
101034140108,2,10103414,,,,,,,
101034140114,2,10103414,,,,,,,
101034520001,1,10103452,,,,,,,
101034520003,1,10103452,,,,,,,
101034520005,1,10103452,,,,,,,
101034520007,1,10103452,,,,,,,
101034520009,1,10103452,,,,,,,
101034520011,1,10103452,,,,,,,
101034520015,1,10103452,,,,,,,
101034520017,1,10103452,,,,,,,
101034520019,1,10103452,,,,,,,
101034520023,1,10103452,,,,,,,
101034520025,1,10103452,,,,,,,
101034520029,1,10103452,,,,,,,
101034520033,1,10103452,,,,,,,
101034520035,1,10103452,,,,,,,
101034520037,1,10103452,,,,,,,
101034520041,1,10103452,,,,,,,
101036810007,1,10103681,,,,,,,
101036810011,1,10103681,,,,,,,
101036810015,1,10103681,,,,,,,
101036810019,1,10103681,,,,,,,
101036810027,1,10103681,,,,,,,
101036810031,1,10103681,,,,,,,
101036810036,1,10103681,,,,,,,
101036810040,1,10103681,,,,,,,
101036810048,1,10103681,,,,,,,
101036810052,1,10103681,,,,,,,
101036810056,1,10103681,,,,,,,
101036810060,1,10103681,,,,,,,
101036810068,1,10103681,,,,,,,
101036810072,1,10103681,,,,,,,
101036810077,1,10103681,,,,,,,
101036810085,1,10103681,,,,,,,
101041500004,2,10104150,,,,,,,
101041500006,2,10104150,,,,,,,
101041500012,2,10104150,,,,,,,
101041500013,2,10104150,,,,,,,
101041500015,2,10104150,,,,,,,
101041500023,2,10104150,,,,,,,
101041500027,2,10104150,,,,,,,
101041500045,2,10104150,,,,,,,
101041500048,2,10104150,,,,,,,
101041500053,2,10104150,,,,,,,
101041500054,2,10104150,,,,,,,
101041500057,2,10104150,,,,,,,
101041500063,2,10104150,,,,,,,
101041500067,2,10104150,,,,,,,
101041500076,2,10104150,,,,,,,
101041500079,2,10104150,,,,,,,
101043510001,1,10104351,,,,,,,
101043510007,1,10104351,,,,,,,
101043510012,1,10104351,,,,,,,
101043510018,1,10104351,,,,,,,
101043510024,1,10104351,,,,,,,
101043510036,1,10104351,,,,,,,
101043510042,1,10104351,,,,,,,
101043510048,1,10104351,,,,,,,
101043510054,1,10104351,,,,,,,
101043510066,1,10104351,,,,,,,
101043510078,1,10104351,,,,,,,
101043510084,1,10104351,,,,,,,
101043510096,1,10104351,,,,,,,
101043510102,1,10104351,,,,,,,
101043510108,1,10104351,,,,,,,
101043510120,1,10104351,,,,,,,
101044400008,1,10104440,,,,,,,
101044400015,1,10104440,,,,,,,
101044400021,1,10104440,,,,,,,
101044400028,1,10104440,,,,,,,
101044400042,1,10104440,,,,,,,
101044400049,1,10104440,,,,,,,
101044400055,1,10104440,,,,,,,
101044400062,1,10104440,,,,,,,
101044400076,1,10104440,,,,,,,
101044400083,1,10104440,,,,,,,
101044400089,1,10104440,,,,,,,
101044400096,1,10104440,,,,,,,
101044400110,1,10104440,,,,,,,
101044400117,1,10104440,,,,,,,
101044400123,1,10104440,,,,,,,
101044400137,1,10104440,,,,,,,
101055110011,1,10105511,,,,,,,
101055110021,1,10105511,,,,,,,
101055110031,1,10105511,,,,,,,
101055110041,1,10105511,,,,,,,
101055110061,1,10105511,,,,,,,
101055110071,1,10105511,,,,,,,
101055110081,1,10105511,,,,,,,
101055110091,1,10105511,,,,,,,
101055110111,1,10105511,,,,,,,
101055110121,1,10105511,,,,,,,
101055110131,1,10105511,,,,,,,
101055110141,1,10105511,,,,,,,
101055110161,1,10105511,,,,,,,
101055110171,1,10105511,,,,,,,
101055110181,1,10105511,,,,,,,
101055110201,1,10105511,,,,,,,
101055130005,1,10105513,,,,,,,
101055130017,1,10105513,,,,,,,
101055130037,1,10105513,,,,,,,
101055130040,1,10105513,D1,TOMATO,.25,acre,,.059999999,
101055130040,1,10105513,D2,CHINESE,.1,acre,,.029999999,
101055130049,1,10105513,,,,,,,
101055130082,1,10105513,,,,,,,
101055130084,1,10105513,,,,,,,
101055130099,1,10105513,,,,,,,
101055130116,1,10105513,,,,,,,
101055130133,1,10105513,,,,,,,
101055130136,1,10105513,,,,,,,
101055130137,1,10105513,,,,,,,
101055130138,1,10105513,,,,,,,
101055130140,1,10105513,,,,,,,
101055130161,1,10105513,,,,,,,
101055130170,1,10105513,,,,,,,
101053520010,1,10105352,,,,,,,
101053520015,1,10105352,,,,,,,
101053520022,1,10105352,,,,,,,
101053520029,1,10105352,,,,,,,
101053520044,1,10105352,,,,,,,
101053520051,1,10105352,,,,,,,
101053520059,1,10105352,,,,,,,
101053520066,1,10105352,,,,,,,
101053520081,1,10105352,,,,,,,
101053520088,1,10105352,D1,HYBRID MAIZE,1,acre,,1.13,
101053520095,1,10105352,,,,,,,
101053520103,1,10105352,,,,,,,
101053520117,1,10105352,,,,,,,
101053520125,1,10105352,,,,,,,
101053520132,1,10105352,,,,,,,
101053520147,1,10105352,,,,,,,
101202880006,1,10120288,D1,HYBRID MAIZE,2,acre,,1.64,
101202880006,1,10120288,D2,CABBAGE,.5,acre,,.13,
101202880006,1,10120288,D3,TOMATOES,1,acre,,.19,
101202880013,1,10120288,,,,,,,
101202880020,1,10120288,,,,,,,
101202880027,1,10120288,,,,,,,
101202880034,1,10120288,,,,,,,
101202880041,1,10120288,,,,,,,
101202880048,1,10120288,,,,,,,
101202880090,1,10120288,,,,,,,
101202880097,1,10120288,,,,,,,
101202880104,1,10120288,,,,,,,
101202880118,1,10120288,,,,,,,
101202880125,1,10120288,,,,,,,
101202880132,1,10120288,,,,,,,
101202880146,1,10120288,,,,,,,
101202860016,1,10120286,,,,,,,
101202860027,1,10120286,,,,,,,
101202860039,1,10120286,,,,,,,
101202860050,1,10120286,,,,,,,
101202860074,1,10120286,,,,,,,
101202860085,1,10120286,,,,,,,
101202860097,1,10120286,,,,,,,
101202860131,1,10120286,,,,,,,
101202860143,1,10120286,,,,,,,
101202860155,1,10120286,,,,,,,
101202860166,1,10120286,,,,,,,
101202860189,1,10120286,,,,,,,
101202860201,1,10120286,,,,,,,
101202860212,1,10120286,,,,,,,
101202860236,1,10120286,,,,,,,
102014420002,1,10201442,,,,,,,
102014420010,1,10201442,,,,,,,
102014420019,1,10201442,,,,,,,
102014420027,1,10201442,,,,,,,
102014420036,1,10201442,,,,,,,
102014420052,1,10201442,,,,,,,
102014420061,1,10201442,,,,,,,
102014420069,1,10201442,,,,,,,
102014420078,1,10201442,,,,,,,
102014420094,1,10201442,,,,,,,
102014420111,1,10201442,,,,,,,
102014420119,1,10201442,,,,,,,
102014420136,1,10201442,,,,,,,
102014420145,1,10201442,,,,,,,
102014420153,1,10201442,,,,,,,
102014420170,1,10201442,,,,,,,
102012100001,1,10201210,,,,,,,
102012100005,1,10201210,,,,,,,
102012100010,1,10201210,,,,,,,
102012100015,1,10201210,,,,,,,
102012100021,1,10201210,,,,,,,
102012100036,1,10201210,,,,,,,
102012100041,1,10201210,,,,,,,
102012100046,1,10201210,,,,,,,
102012100056,1,10201210,,,,,,,
102012100061,1,10201210,,,,,,,
102012100066,1,10201210,,,,,,,
102012100072,1,10201210,,,,,,,
102012100082,1,10201210,,,,,,,
102012100087,1,10201210,,,,,,,
102012100092,1,10201210,,,,,,,
102012100102,1,10201210,,,,,,,
102011370013,1,10201137,,,,,,,
102011370027,1,10201137,,,,,,,
102011370035,1,10201137,D1,SINGA,.5,acre,,.36000001,
102011370036,1,10201137,,,,,,,
102011370045,1,10201137,,,,,,,
102011370076,1,10201137,,,,,,,
102011370087,1,10201137,,,,,,,
102011370099,1,10201137,,,,,,,
102011370109,1,10201137,,,,,,,
102011370126,1,10201137,,,,,,,
102011370142,1,10201137,,,,,,,
102011370143,1,10201137,,,,,,,
102011370151,1,10201137,,,,,,,
102011370175,1,10201137,,,,,,,
102011370184,1,10201137,,,,,,,
102016880002,2,10201688,,,,,,,
102016880010,2,10201688,,,,,,,
102016880018,2,10201688,,,,,,,
102016880033,2,10201688,,,,,,,
102016880041,2,10201688,,,,,,,
102016880049,2,10201688,,,,,,,
102016880064,2,10201688,,,,,,,
102016880072,2,10201688,,,,,,,
102016880080,2,10201688,,,,,,,
102016880095,2,10201688,,,,,,,
102016880103,2,10201688,,,,,,,
102016880111,2,10201688,,,,,,,
102016880126,2,10201688,,,,,,,
102016880134,2,10201688,,,,,,,
102016880142,2,10201688,,,,,,,
102016880157,2,10201688,,,,,,,
102012470006,1,10201247,,,,,,,
102012470012,1,10201247,,,,,,,
102012470017,1,10201247,,,,,,,
102012470022,1,10201247,D1,RICE,.5,acre,,.31999999,
102012470033,1,10201247,,,,,,,
102012470038,1,10201247,,,,,,,
102012470043,1,10201247,,,,,,,
102012470049,1,10201247,,,,,,,
102012470059,1,10201247,,,,,,,
102012470064,1,10201247,,,,,,,
102012470070,1,10201247,,,,,,,
102012470075,1,10201247,,,,,,,
102012470086,1,10201247,,,,,,,
102012470091,1,10201247,,,,,,,
102012470096,1,10201247,,,,,,,
102012470107,1,10201247,,,,,,,
102021950007,1,10202195,,,,,,,
102021950014,1,10202195,,,,,,,
102021950022,1,10202195,,,,,,,
102021950029,1,10202195,,,,,,,
102021950043,1,10202195,,,,,,,
102021950050,1,10202195,,,,,,,
102021950058,1,10202195,,,,,,,
102021950065,1,10202195,,,,,,,
102021950079,1,10202195,,,,,,,
102021950086,1,10202195,,,,,,,
102021950094,1,10202195,,,,,,,
102021950101,1,10202195,,,,,,,
102021950115,1,10202195,,,,,,,
102021950122,1,10202195,,,,,,,
102021950130,1,10202195,,,,,,,
102021950144,1,10202195,,,,,,,
102025140004,2,10202514,,,,,,,
102025140019,2,10202514,,,,,,,
102025140060,2,10202514,,,,,,,
102025140064,2,10202514,,,,,,,
102025140068,2,10202514,,,,,,,
102025140087,2,10202514,,,,,,,
102025140089,2,10202514,,,,,,,
102025140104,2,10202514,,,,,,,
102025140122,2,10202514,,,,,,,
102025140144,2,10202514,,,,,,,
102025140145,2,10202514,,,,,,,
102025140149,2,10202514,,,,,,,
102025140151,2,10202514,,,,,,,
102025140160,2,10202514,,,,,,,
102025140161,2,10202514,,,,,,,
102025140169,2,10202514,,,,,,,
102031760004,2,10203176,,,,,,,
102031760009,2,10203176,,,,,,,
102031760014,2,10203176,,,,,,,
102031760024,2,10203176,,,,,,,
102031760029,2,10203176,,,,,,,
102031760033,2,10203176,,,,,,,
102031760043,2,10203176,,,,,,,
102031760048,2,10203176,,,,,,,
102031760053,2,10203176,,,,,,,
102031760063,2,10203176,,,,,,,
102031760067,2,10203176,,,,,,,
102031760072,2,10203176,,,,,,,
102031760082,2,10203176,,,,,,,
102031760087,2,10203176,,,,,,,
102031760092,2,10203176,,,,,,,
102031760101,2,10203176,,,,,,,
102030850004,1,10203085,,,,,,,
102030850011,1,10203085,,,,,,,
102030850018,1,10203085,,,,,,,
102030850032,1,10203085,,,,,,,
102030850046,1,10203085,,,,,,,
102030850053,1,10203085,,,,,,,
102030850059,1,10203085,,,,,,,
102030850066,1,10203085,,,,,,,
102030850080,1,10203085,,,,,,,
102030850087,1,10203085,,,,,,,
102030850094,1,10203085,,,,,,,
102030850115,1,10203085,,,,,,,
102030850122,1,10203085,,,,,,,
102030850129,1,10203085,,,,,,,
102030850143,1,10203085,,,,,,,
102032210001,1,10203221,,,,,,,
102032210014,1,10203221,,,,,,,
102032210028,1,10203221,,,,,,,
102032210042,1,10203221,,,,,,,
102032210055,1,10203221,,,,,,,
102032210083,1,10203221,,,,,,,
102032210110,1,10203221,,,,,,,
102032210124,1,10203221,,,,,,,
102032210152,1,10203221,,,,,,,
102032210166,1,10203221,,,,,,,
102032210179,1,10203221,,,,,,,
102032210193,1,10203221,,,,,,,
102032210221,1,10203221,,,,,,,
102032210234,1,10203221,,,,,,,
102032210248,1,10203221,,,,,,,
102032210276,1,10203221,,,,,,,
102030130002,1,10203013,,,,,,,
102030130005,1,10203013,,,,,,,
102030130006,1,10203013,,,,,,,
102030130008,1,10203013,,,,,,,
102030130011,1,10203013,,,,,,,
102030130012,1,10203013,,,,,,,
102030130013,1,10203013,,,,,,,
102030130015,1,10203013,,,,,,,
102030130016,1,10203013,,,,,,,
102030130017,1,10203013,,,,,,,
102030130020,1,10203013,,,,,,,
102030130023,1,10203013,,,,,,,
102030130024,1,10203013,,,,,,,
102030130030,1,10203013,,,,,,,
102030130034,1,10203013,,,,,,,
102037440001,2,10203744,,,,,,,
102037440006,2,10203744,,,,,,,
102037440017,2,10203744,,,,,,,
102037440023,2,10203744,,,,,,,
102037440029,2,10203744,,,,,,,
102037440040,2,10203744,,,,,,,
102037440045,2,10203744,,,,,,,
102037440051,2,10203744,,,,,,,
102037440062,2,10203744,,,,,,,
102037440068,2,10203744,,,,,,,
102037440073,2,10203744,,,,,,,
102037440084,2,10203744,D1,SWEET POTATO,.25,acre,,.090000004,
102037440090,2,10203744,,,,,,,
102037440095,2,10203744,,,,,,,
102037440107,2,10203744,,,,,,,
102037440112,2,10203744,,,,,,,
102036230001,1,10203623,,,,,,,
102036230002,1,10203623,,,,,,,
102036230004,1,10203623,,,,,,,
102036230005,1,10203623,,,,,,,
102036230006,1,10203623,,,,,,,
102036230008,1,10203623,,,,,,,
102036230009,1,10203623,,,,,,,
102036230010,1,10203623,,,,,,,
102036230012,1,10203623,,,,,,,
102036230013,1,10203623,,,,,,,
102036230014,1,10203623,,,,,,,
102036230016,1,10203623,,,,,,,
102036230018,1,10203623,,,,,,,
102036230020,1,10203623,,,,,,,
102036230022,1,10203623,,,,,,,
102036230028,1,10203623,,,,,,,
102044530019,1,10204453,,,,,,,
102044530030,1,10204453,,,,,,,
102044530041,1,10204453,,,,,,,
102044530052,1,10204453,,,,,,,
102044530074,1,10204453,,,,,,,
102044530085,1,10204453,,,,,,,
102044530096,1,10204453,,,,,,,
102044530106,1,10204453,,,,,,,
102044530128,1,10204453,,,,,,,
102044530139,1,10204453,,,,,,,
102044530150,1,10204453,,,,,,,
102044530161,1,10204453,,,,,,,
102044530183,1,10204453,,,,,,,
102044530194,1,10204453,,,,,,,
102044530205,1,10204453,,,,,,,
102044530226,1,10204453,,,,,,,
102045860004,2,10204586,,,,,,,
102045860010,2,10204586,,,,,,,
102045860012,2,10204586,,,,,,,
102045860025,2,10204586,,,,,,,
102045860049,2,10204586,,,,,,,
102045860053,2,10204586,,,,,,,
102045860054,2,10204586,,,,,,,
102045860070,2,10204586,,,,,,,
102045860107,2,10204586,,,,,,,
102045860112,2,10204586,,,,,,,
102045860115,2,10204586,,,,,,,
102045860122,2,10204586,,,,,,,
102045860123,2,10204586,,,,,,,
102045860161,2,10204586,,,,,,,
102045860164,2,10204586,,,,,,,
102043220004,2,10204322,,,,,,,
102043220009,2,10204322,,,,,,,
102043220019,2,10204322,,,,,,,
102043220023,2,10204322,,,,,,,
102043220028,2,10204322,,,,,,,
102043220038,2,10204322,,,,,,,
102043220043,2,10204322,,,,,,,
102043220047,2,10204322,,,,,,,
102043220057,2,10204322,,,,,,,
102043220062,2,10204322,,,,,,,
102043220067,2,10204322,,,,,,,
102043220081,2,10204322,,,,,,,
102043220086,2,10204322,D1,SENGA,.5,acre,,.44999999,
102043220095,2,10204322,D1,SENGA RICE,.5,acre,,.40000001,
102043220100,2,10204322,D1,SWEET POTATO,.25,acre,,.30000001,
102047230006,1,10204723,,,,,,,
102047230012,1,10204723,,,,,,,
102047230019,1,10204723,,,,,,,
102047230026,1,10204723,,,,,,,
102047230032,1,10204723,,,,,,,
102047230046,1,10204723,,,,,,,
102047230052,1,10204723,,,,,,,
102047230059,1,10204723,,,,,,,
102047230065,1,10204723,,,,,,,
102047230079,1,10204723,,,,,,,
102047230085,1,10204723,,,,,,,
102047230092,1,10204723,,,,,,,
102047230099,1,10204723,,,,,,,
102047230112,1,10204723,,,,,,,
102047230125,1,10204723,,,,,,,
102047230138,1,10204723,,,,,,,
102041010007,1,10204101,,,,,,,
102041010014,1,10204101,,,,,,,
102041010022,1,10204101,,,,,,,
102041010030,1,10204101,,,,,,,
102041010037,1,10204101,,,,,,,
102041010068,1,10204101,,,,,,,
102041010076,1,10204101,,,,,,,
102041010091,1,10204101,,,,,,,
102041010099,1,10204101,,,,,,,
102041010106,1,10204101,,,,,,,
102041010114,1,10204101,,,,,,,
102041010129,1,10204101,,,,,,,
102041010137,1,10204101,,,,,,,
102041010145,1,10204101,,,,,,,
102041010160,1,10204101,,,,,,,
102052020010,1,10205202,,,,,,,
102052020057,1,10205202,,,,,,,
102052020086,1,10205202,,,,,,,
102052020106,1,10205202,,,,,,,
102052020110,1,10205202,,,,,,,
102052020173,1,10205202,,,,,,,
102052020221,1,10205202,,,,,,,
102052020253,1,10205202,,,,,,,
102052020264,1,10205202,,,,,,,
102052020272,1,10205202,,,,,,,
102052020299,1,10205202,,,,,,,
102052020308,1,10205202,,,,,,,
102052020370,1,10205202,,,,,,,
102052020388,1,10205202,,,,,,,
102052020438,1,10205202,,,,,,,
102055070002,1,10205507,,,,,,,
102055070006,1,10205507,D1,HYBRID,.5,acre,,.1,
102055070009,1,10205507,D1,HYBRID,.5,acre,,.54000002,
102055070009,1,10205507,D2,CHINESE,.25,acre,,.050000001,
102055070013,1,10205507,,,,,,,
102055070018,1,10205507,,,,,,,
102055070022,1,10205507,,,,,,,
102055070027,1,10205507,,,,,,,
102055070036,1,10205507,,,,,,,
102055070040,1,10205507,,,,,,,
102055070049,1,10205507,,,,,,,
102055070054,1,10205507,,,,,,,
102055070063,1,10205507,,,,,,,
102055070072,1,10205507,,,,,,,
102055070076,1,10205507,D1,HYBRID RECYCLED,.5,acre,,.31999999,
102055070081,1,10205507,,,,,,,
102055070090,1,10205507,,,,,,,
102205210003,1,10220521,,,,,,,
102205210009,1,10220521,,,,,,,
102205210020,1,10220521,,,,,,,
102205210025,1,10220521,D1,TOMATO,.5,acre,,.30000001,
102205210036,1,10220521,,,,,,,
102205210041,1,10220521,D1,SWEET POTATO,.25,acre,,.30000001,
102205210047,1,10220521,,,,,,,
102205210052,1,10220521,,,,,,,
102205210063,1,10220521,,,,,,,
102205210069,1,10220521,,,,,,,
102205210074,1,10220521,,,,,,,
102205210080,1,10220521,,,,,,,
102205210096,1,10220521,D1,BEANS,.2,acre,,.1,
102205210102,1,10220521,,,,,,,
102205210113,1,10220521,,,,,,,
102200270009,1,10220027,,,,,,,
102200270016,1,10220027,,,,,,,
102200270024,1,10220027,,,,,,,
102200270032,1,10220027,,,,,,,
102200270047,1,10220027,,,,,,,
102200270055,1,10220027,,,,,,,
102200270063,1,10220027,,,,,,,
102200270093,1,10220027,,,,,,,
102200270124,1,10220027,,,,,,,
102200270140,1,10220027,,,,,,,
102207050044,2,10220705,,,,,,,
102207050054,2,10220705,,,,,,,
102207050056,2,10220705,D1,CHINESE CABBAGE,.25,acre,,.050000001,
102207050084,2,10220705,,,,,,,
102207050090,2,10220705,,,,,,,
102207050112,2,10220705,,,,,,,
102207050206,2,10220705,,,,,,,
102207050298,2,10220705,,,,,,,
102207050344,2,10220705,,,,,,,
102207050359,2,10220705,,,,,,,
102201030013,2,10220103,,,,,,,
102201030021,2,10220103,,,,,,,
102201030028,2,10220103,,,,,,,
102201030035,2,10220103,,,,,,,
102201030050,2,10220103,,,,,,,
102201030058,2,10220103,,,,,,,
102201030065,2,10220103,,,,,,,
102201030073,2,10220103,,,,,,,
102201030088,2,10220103,,,,,,,
102201030095,2,10220103,,,,,,,
102201030103,2,10220103,,,,,,,
102201030110,2,10220103,,,,,,,
102201030125,2,10220103,,,,,,,
102201030133,2,10220103,,,,,,,
102201030140,2,10220103,,,,,,,
