ea_id,com_ch0b,com_ch0b_os,com_ch01,com_ch02,com_ch03,com_ch04,com_ch05,com_ch05a,com_ch06,com_ch07a,com_ch07b,com_ch07c,com_ch07d,com_ch07e,com_ch07f,com_ch07g,com_ch07h,com_ch07i,com_ch07i_os,com_ch08,com_ch09,com_ch10,com_ch11,com_ch12,com_ch12_os,com_ch13a,com_ch13b,com_ch13c,com_ch13d,com_ch13d_os,com_ch14,com_ch14_os,com_ch15,com_ch16a,com_ch16a_os,com_ch16b,com_ch16b_os,com_ch16c,com_ch16c_os
10101016,Public Transportation: Initiation/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101016,Agricultural/Fishery/ Livestock Extension Services,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101016,Law Enforcement: Initiation/ Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101016,Other (Specify),,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Road: Construction,,yes,yes,yes,no,,,,no,no,no,no,no,no,no,no,no,,no,,,,,,,,,,,,,no,,,,,,
10101204,Road: Maintenance,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Bridge: Construction,,yes,no,yes,no,,,,no,no,yes,yes,yes,no,no,no,no,,yes,Promised but not addressed,,,,,,,,,,,,,,,,,,
10101204,Bridge: Maintenance,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Primary School: Construction,,yes,yes,yes,no,,,,no,no,no,no,yes,no,no,no,no,,yes,Promised but not addressed,,,,,,,,,,,,,,,,,,
10101204,Primary School: Maintenance/Improvement,,no,yes,yes,no,,,,no,no,no,no,yes,yes,no,no,no,,yes,Promised but not addressed,,,,,,,,,,,,,,,,,,
10101204,Secondary School: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Secondary School: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Health Center/Clinic/Dispensary: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Health Center/Clinic/Dispensary: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Piped Water/Boreholes/Wells: Construction,,yes,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,no,no,no,yes,yes,yes,no,no,no,,yes,Not addressed; response pending,,,,,,,,,,,,,,,,,,
10101204,Piped Water/Boreholes/Wells: Maintenance/Improvement,,no,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,no,no,no,no,yes,no,no,no,no,,yes,Promised but not addressed,,,,,,,,,,,,,,,,,,
10101204,Orphanage: Construction/ Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Maize Mill: Construction/ Maintenance/Improvement,,yes,yes,yes,yes,GROUP VILLAGE HEADMAN,,no,no,no,no,no,yes,no,no,no,no,,yes,Not addressed; attempts failed,,,,,,,,,,,,,,,,,,
10101204,Public Transportation: Initiation/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Agricultural/Fishery/ Livestock Extension Services,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Law Enforcement: Initiation/ Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101204,Other (Specify),,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Road: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Road: Maintenance,,yes,yes,yes,no,,,,yes,no,no,no,no,yes,no,no,no,,yes,Promised but not addressed,,,,,,,,,,,,,,,,,,
10101215,Bridge: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Bridge: Maintenance,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Primary School: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Primary School: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Secondary School: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Secondary School: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Health Center/Clinic/Dispensary: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Health Center/Clinic/Dispensary: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Piped Water/Boreholes/Wells: Construction,,yes,yes,yes,no,,,,yes,no,no,no,no,no,no,no,no,,no,,,,,,,,,,,,,yes,ngo,,,,,
10101215,Piped Water/Boreholes/Wells: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Orphanage: Construction/ Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Maize Mill: Construction/ Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Public Transportation: Initiation/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Agricultural/Fishery/ Livestock Extension Services,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Law Enforcement: Initiation/ Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101215,Other (Specify),,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101219,Road: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101219,Road: Maintenance,,yes,yes,yes,yes,VILLAGE HEADMAN,,yes,no,no,no,no,no,yes,no,no,no,,yes,Not addressed; response pending,,,,,,,,,,,,,,,,,,
10101219,Bridge: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101219,Bridge: Maintenance,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101219,Primary School: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101219,Primary School: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101219,Secondary School: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101219,Secondary School: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101219,Health Center/Clinic/Dispensary: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101219,Health Center/Clinic/Dispensary: Maintenance/Improvement,,yes,no,yes,no,,,,no,no,no,no,no,no,no,no,no,,no,,,,,,,,,,,,,yes,ngo,,,,,
10101219,Piped Water/Boreholes/Wells: Construction,,yes,yes,yes,yes,VILLAGE HEADMAN,,yes,no,no,yes,no,no,yes,no,no,no,,yes,Not addressed; response pending,,,,,,,,,,,,,,,,,,
10101219,Piped Water/Boreholes/Wells: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101219,Orphanage: Construction/ Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101219,Maize Mill: Construction/ Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101219,Public Transportation: Initiation/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101219,Agricultural/Fishery/ Livestock Extension Services,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101219,Law Enforcement: Initiation/ Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101219,Other (Specify),,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101355,Road: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101355,Road: Maintenance,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101355,Bridge: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101355,Bridge: Maintenance,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101355,Primary School: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101355,Primary School: Maintenance/Improvement,,yes,yes,yes,yes,VILLAGE HEADMAN,,yes,yes,no,yes,no,no,yes,no,yes,no,,yes,Addressed being adressed,400000,0,,0,no,yes,yes,no,,VILLAGE RESIDENTS,,,ngo,,,,,
10101355,Secondary School: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101355,Secondary School: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101355,Health Center/Clinic/Dispensary: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101355,Health Center/Clinic/Dispensary: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101355,Piped Water/Boreholes/Wells: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101355,Piped Water/Boreholes/Wells: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101355,Orphanage: Construction/ Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101355,Maize Mill: Construction/ Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101355,Public Transportation: Initiation/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101355,Agricultural/Fishery/ Livestock Extension Services,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101355,Law Enforcement: Initiation/ Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101355,Other (Specify),,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101374,Road: Construction,,yes,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,no,no,no,yes,no,yes,no,no,no,,yes,Promised but not addressed,,,,,,,,,,,,,,,,,,
10101374,Road: Maintenance,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101374,Bridge: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101374,Bridge: Maintenance,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101374,Primary School: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101374,Primary School: Maintenance/Improvement,,yes,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,no,no,no,yes,no,yes,no,no,no,,yes,Promised but not addressed,,,,,,,,,,,,,,,,,,
10101374,Secondary School: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101374,Secondary School: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101374,Health Center/Clinic/Dispensary: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101374,Health Center/Clinic/Dispensary: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101374,Piped Water/Boreholes/Wells: Construction,,yes,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,no,no,no,yes,no,yes,no,no,no,,yes,Not addressed; response pending,,,,,,,,,,,,,,,,,,
10101374,Piped Water/Boreholes/Wells: Maintenance/Improvement,,yes,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,no,no,no,no,no,no,no,no,no,,no,,,,,,,,,,,,,no,,,,,,
10101374,Orphanage: Construction/ Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101374,Maize Mill: Construction/ Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101374,Public Transportation: Initiation/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101374,Agricultural/Fishery/ Livestock Extension Services,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101374,Law Enforcement: Initiation/ Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101374,Other (Specify),,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101470,Road: Construction,,yes,yes,yes,no,,,,no,no,no,no,no,no,no,no,no,,no,,,,,,,,,,,,,no,,,,,,
10101470,Road: Maintenance,,yes,no,yes,yes,VILLAGE HEADMAN,,yes,yes,no,no,no,no,yes,no,no,no,,yes,Not addressed; response pending,,,,,,,,,,,,,,,,,,
10101470,Bridge: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101470,Bridge: Maintenance,,yes,yes,yes,yes,VILLAGE HEADMAN,,no,no,no,no,no,no,yes,no,no,no,,yes,Promised but not addressed,,,,,,,,,,,,,,,,,,
10101470,Primary School: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101470,Primary School: Maintenance/Improvement,,yes,yes,yes,yes,VILLAGE HEADMAN,,yes,yes,yes,yes,no,yes,yes,no,yes,no,,yes,To be addressed; response positive,221441,13500,0,02,yes,yes,yes,no,,VILLAGE RESIDENTS,,,masaf,,,,,
10101470,Secondary School: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101470,Secondary School: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101470,Health Center/Clinic/Dispensary: Construction,,yes,yes,yes,yes,VILLAGE HEADMAN,,yes,no,yes,no,no,no,yes,no,no,no,,yes,Not addressed; response pending,,,,,,,,,,,,,,,,,,
10101470,Health Center/Clinic/Dispensary: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101470,Piped Water/Boreholes/Wells: Construction,,yes,yes,yes,yes,VILLAGE HEADMAN,,yes,yes,no,no,no,no,yes,no,no,no,,yes,To be addressed; response positive,45000,0,,0,yes,yes,yes,no,,VILLAGE RESIDENTS,,,ngo,,,,,
10101470,Piped Water/Boreholes/Wells: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101470,Orphanage: Construction/ Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101470,Maize Mill: Construction/ Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101470,Public Transportation: Initiation/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101470,Agricultural/Fishery/ Livestock Extension Services,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101470,Law Enforcement: Initiation/ Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101470,Other (Specify),,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Road: Construction,,yes,yes,yes,yes,VILLAGE HEADMAN,,yes,yes,no,no,yes,yes,yes,no,no,no,,yes,Promised but not addressed,,,,,,,,,,,,,,,,,,
10101562,Road: Maintenance,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Bridge: Construction,,yes,yes,yes,yes,VILLAGE HEADMAN,,yes,yes,no,no,no,no,yes,no,yes,no,,yes,Addressed being adressed,100000,0,,0,yes,yes,yes,no,,VILLAGE RESIDENTS,,,ngo,,,,,
10101562,Bridge: Maintenance,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Primary School: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Primary School: Maintenance/Improvement,,yes,yes,yes,yes,VILLAGE HEADMAN,,yes,no,no,no,no,no,no,no,no,no,,no,,,,,,,,,,,,,yes,ngo,,,,,
10101562,Secondary School: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Secondary School: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Health Center/Clinic/Dispensary: Construction,,yes,yes,yes,yes,VILLAGE HEADMAN,,yes,no,no,no,no,no,no,no,no,no,,no,,,,,,,,,,,,,no,,,,,,
10101562,Health Center/Clinic/Dispensary: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Piped Water/Boreholes/Wells: Construction,,yes,yes,yes,yes,VILLAGE HEADMAN,,yes,no,no,no,no,no,yes,no,no,no,,yes,Addressed being adressed,6000,0,,0,yes,yes,yes,no,,VILLAGE RESIDENTS,,,ngo,,,,,
10101562,Piped Water/Boreholes/Wells: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Orphanage: Construction/ Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Maize Mill: Construction/ Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Public Transportation: Initiation/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Agricultural/Fishery/ Livestock Extension Services,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Law Enforcement: Initiation/ Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101562,Other (Specify),,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101568,Road: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101568,Road: Maintenance,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101568,Bridge: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101568,Bridge: Maintenance,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101568,Primary School: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101568,Primary School: Maintenance/Improvement,,yes,yes,yes,yes,SCHOOL COMMITTEE,,yes,no,no,yes,no,yes,yes,no,yes,no,,yes,Addressed being adressed,80000,1200,0,01,yes,yes,yes,no,,VILLAGE RESIDENTS,,,masaf,,,,,
10101568,Secondary School: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101568,Secondary School: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101568,Health Center/Clinic/Dispensary: Construction,,yes,yes,yes,yes,VILLAGE HEADMAN,,yes,no,no,no,no,no,yes,no,no,no,,yes,Not addressed; response pending,,,,,,,,,,,,,,,,,,
10101568,Health Center/Clinic/Dispensary: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101568,Piped Water/Boreholes/Wells: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101568,Piped Water/Boreholes/Wells: Maintenance/Improvement,,yes,yes,yes,yes,VILLAGE HEADMAN,,yes,no,no,no,no,no,no,no,yes,no,,yes,Addressed being adressed,45000,0,,0,yes,yes,yes,no,,VILLAGE RESIDENTS,,,ngo,,,,,
10101568,Orphanage: Construction/ Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101568,Maize Mill: Construction/ Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101568,Public Transportation: Initiation/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101568,Agricultural/Fishery/ Livestock Extension Services,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101568,Law Enforcement: Initiation/ Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101568,Other (Specify),,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101706,Road: Construction,,yes,yes,yes,yes,VILLAGE HEADMAN,,yes,no,no,no,no,no,yes,no,no,no,,yes,Not addressed; response pending,,,,,,,,,,,,,,,,,,
10101706,Road: Maintenance,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101706,Bridge: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101706,Bridge: Maintenance,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101706,Primary School: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101706,Primary School: Maintenance/Improvement,,yes,yes,yes,yes,SCHOOL COMMITTEE,,yes,yes,yes,yes,no,yes,yes,no,no,no,,yes,Addressed being adressed,400000,150,0,01,yes,yes,yes,no,,VILLAGE RESIDENTS,,,DISTRICT/CITY ASSEMBLY,,ngo,,,
10101706,Secondary School: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101706,Secondary School: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101706,Health Center/Clinic/Dispensary: Construction,,yes,yes,yes,yes,VILLAGE HEADMAN,,yes,no,no,yes,no,yes,no,no,no,no,,yes,Not addressed; response pending,,,,,,,,,,,,,,,,,,
10101706,Health Center/Clinic/Dispensary: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101706,Piped Water/Boreholes/Wells: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101706,Piped Water/Boreholes/Wells: Maintenance/Improvement,,yes,yes,yes,yes,mp,,yes,yes,yes,yes,no,yes,yes,no,yes,no,,yes,Addressed being adressed,14000,20,0,01,yes,yes,yes,no,,VILLAGE RESIDENTS,,,RELIGIOUS ORGANIZATION/INSTITUTION,,,,,
10101706,Orphanage: Construction/ Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101706,Maize Mill: Construction/ Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101706,Public Transportation: Initiation/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101706,Agricultural/Fishery/ Livestock Extension Services,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101706,Law Enforcement: Initiation/ Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101706,Other (Specify),,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102004,Road: Construction,,no,yes,yes,yes,VILLAGE HEADMAN,,yes,yes,no,yes,no,no,yes,no,no,no,,yes,Not addressed; response pending,,,,,,,,,,,,,,,,,,
10102004,Road: Maintenance,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102004,Bridge: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102004,Bridge: Maintenance,,no,yes,yes,yes,VILLAGE HEADMAN,,no,no,no,no,no,no,no,no,no,no,,no,,,,,,,,,,,,,no,,,,,,
10102004,Primary School: Construction,,no,yes,yes,yes,VILLAGE HEADMAN,,no,no,no,no,no,no,no,no,no,no,,no,,,,,,,,,,,,,no,,,,,,
10102004,Primary School: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102004,Secondary School: Construction,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102004,Secondary School: Maintenance/Improvement,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102004,Health Center/Clinic/Dispensary: Construction,,yes,yes,yes,yes,VILLAGE HEADMAN,,no,no,no,no,no,no,yes,no,no,no,,yes,Promised but not addressed,,,,,,,,,,,,,,,,,,
