case_id,ea_id,ag_nr00,ag_nr02,ag_nr02_os,ag_nr03
101010160180,10101016,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101010160180,10101016,N03,relative,,WITHIN THE VILLAGE
101010160180,10101016,N04,LOCAL MARKET,,NEAR THE VILLAGE
101010160180,10101016,N05,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101010160207,10101016,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
101010160207,10101016,N02,relative,,WITHIN THE VILLAGE
101010160207,10101016,N03,MOBILE MARKET,,OUTSIDE THE DISTRICT
101010160207,10101016,N04,LOCAL MARKET,,NEAR THE VILLAGE
101010160235,10101016,N01,MOBILE MARKET,,NEAR THE TOWN
101010160235,10101016,N02,GOVERNMENT AGENCY,,NEAR THE TOWN
101010160235,10101016,N03,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101010160254,10101016,N01,relative,,WITHIN THE VILLAGE
101010160254,10101016,N02,relative,,WITHIN THE VILLAGE
101010160265,10101016,N01,relative,,WITHIN THE VILLAGE
101010160265,10101016,N02,relative,,WITHIN THE VILLAGE
101010160265,10101016,N03,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101010160265,10101016,N04,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012040003,10101204,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012040003,10101204,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012040003,10101204,N03,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
101012040003,10101204,N04,relative,,WITHIN THE VILLAGE
101012040003,10101204,N05,LOCAL MARKET,,NEAR THE VILLAGE
101012040003,10101204,N06,MOBILE MARKET,,OUTSIDE THE DISTRICT
101012040007,10101204,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012040007,10101204,N02,LOCAL MARKET,,NEAR THE VILLAGE
101012040011,10101204,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012040011,10101204,N02,MOBILE MARKET,,WITHIN THE VILLAGE
101012040011,10101204,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
101012040011,10101204,N04,trust,,NEAR THE VILLAGE
101012040011,10101204,N05,LOCAL MARKET,,WITHIN THE VILLAGE
101012040011,10101204,N06,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101012040020,10101204,N01,LOCAL MARKET,,WITHIN THE VILLAGE
101012040020,10101204,N02,FRIEND/NEIGHBOR,,NEAR THE TOWN
101012040020,10101204,N03,trust,,NEAR THE TOWN
101012040020,10101204,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012040020,10101204,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101012040024,10101204,N01,LOCAL MARKET,,NEAR THE VILLAGE
101012040024,10101204,N02,trust,,NEAR THE TOWN
101012040024,10101204,N03,LOCAL MARKET,,NEAR THE VILLAGE
101012040024,10101204,N04,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101012040028,10101204,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012040028,10101204,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012040028,10101204,N03,AGRICULTURAL COOPERATIVE,,NEAR THE DISTRICT/URBAN CENTER
101012040028,10101204,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012040028,10101204,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101012040037,10101204,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012040037,10101204,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
101012040037,10101204,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012040037,10101204,N04,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
101012040037,10101204,N05,LOCAL MARKET,,NEAR THE VILLAGE
101012040037,10101204,N06,relative,,WITHIN THE VILLAGE
101012040037,10101204,N07,LOCAL MARKET,,NEAR THE VILLAGE
101012040037,10101204,N08,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101012040041,10101204,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012040041,10101204,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012040041,10101204,N03,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE DISTRICT/URBAN CENTER
101012040041,10101204,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012040041,10101204,N05,MOBILE MARKET,,OUTSIDE THE DISTRICT
101012040041,10101204,N06,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101012040045,10101204,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012040045,10101204,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012040045,10101204,N03,PARASTATAL ORGANIZATION,,NEAR THE TOWN
101012040045,10101204,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012040054,10101204,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012040054,10101204,N02,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
101012040054,10101204,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012040054,10101204,N04,ngo,,NEAR THE DISTRICT/URBAN CENTER
101012040054,10101204,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101012040054,10101204,N06,LOCAL MARKET,,WITHIN THE VILLAGE
101012040058,10101204,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012040058,10101204,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012040058,10101204,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012040058,10101204,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012040058,10101204,N05,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
101012040058,10101204,N06,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012040058,10101204,N07,LOCAL MARKET,,NEAR THE VILLAGE
101012040058,10101204,N08,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012040058,10101204,N09,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101012040058,10101204,N10,roadside,,NEAR THE VILLAGE
101012040062,10101204,N01,relative,,WITHIN THE VILLAGE
101012040062,10101204,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012040062,10101204,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012040062,10101204,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012040062,10101204,N05,LOCAL MARKET,,NEAR THE VILLAGE
101012040062,10101204,N06,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012040062,10101204,N07,relative,,WITHIN THE VILLAGE
101012040062,10101204,N08,LOCAL MARKET,,NEAR THE VILLAGE
101012040062,10101204,N09,AUCTION IN MAIN MARKET,,OUTSIDE THE REGION
101012040062,10101204,N10,relative,,WITHIN THE VILLAGE
101012040062,10101204,N11,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012040071,10101204,N01,OTHER (SPECIFY),SCHOOL LAND,WITHIN THE VILLAGE
101012040071,10101204,N02,PRIVATE TRADER IN MAIN MARKET,,NEAR THE DISTRICT/URBAN CENTER
101012040071,10101204,N03,PRIVATE COMPANY/BUSINESS PERSON,,WITHIN THE VILLAGE
101012040071,10101204,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012040071,10101204,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101012040075,10101204,N01,PRIVATE TRADER IN LOCAL MARKET,,WITHIN THE VILLAGE
101012040075,10101204,N02,LOCAL MERCHANT/GROCERY,,WITHIN THE VILLAGE
101012040075,10101204,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012040075,10101204,N04,LOCAL MARKET,,NEAR THE VILLAGE
101012040079,10101204,N01,PRIVATE TRADER IN MAIN MARKET,,NEAR THE DISTRICT/URBAN CENTER
101012040079,10101204,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012040079,10101204,N03,relative,,WITHIN THE VILLAGE
101012040079,10101204,N04,MAIN MARKET,,NEAR THE DISTRICT/URBAN CENTER
101012040087,10101204,N01,relative,,WITHIN THE VILLAGE
101012040087,10101204,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012040087,10101204,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012040087,10101204,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
101012040087,10101204,N05,LOCAL MERCHANT/GROCERY,,WITHIN THE VILLAGE
101012150001,10101215,N01,RELIGIOUS GROUP/INSTITUTION,,WITHIN THE VILLAGE
101012150001,10101215,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012150001,10101215,N03,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
101012150001,10101215,N04,relative,,OUTSIDE THE REGION
101012150001,10101215,N05,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE REGION
101012150004,10101215,N01,PRIVATE TRADER IN LOCAL MARKET,,WITHIN THE VILLAGE
101012150004,10101215,N02,relative,,WITHIN THE VILLAGE
101012150004,10101215,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012150004,10101215,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012150004,10101215,N05,DISTRICT VETERINARY,,WITHIN THE VILLAGE
101012150021,10101215,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012150021,10101215,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012150021,10101215,N03,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
101012150021,10101215,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012150021,10101215,N05,MOBILE MARKET,,WITHIN THE VILLAGE
101012150022,10101215,N01,RELIGIOUS GROUP/INSTITUTION,,WITHIN THE VILLAGE
101012150022,10101215,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012150022,10101215,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012150022,10101215,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012150022,10101215,N05,OTHER (SPECIFY),KUCHIGAYO,WITHIN THE VILLAGE
101012150022,10101215,N06,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE REGION
101012150026,10101215,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
101012150026,10101215,N02,MOBILE MARKET,,NEAR THE VILLAGE
101012150026,10101215,N03,PRIVATE VETERINARY,,NEAR THE VILLAGE
101012150028,10101215,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012150028,10101215,N02,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
101012150028,10101215,N03,relative,,WITHIN THE VILLAGE
101012150034,10101215,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012150034,10101215,N02,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
101012150034,10101215,N03,FARMER BASED CLUB/ASSOCIATION,,NEAR THE DISTRICT/URBAN CENTER
101012150034,10101215,N04,DISTRICT VETERINARY,,WITHIN THE VILLAGE
101012150034,10101215,N05,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012150038,10101215,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012150038,10101215,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012150038,10101215,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012150038,10101215,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
101012150038,10101215,N05,LOCAL MARKET,,OUTSIDE THE REGION
101012150040,10101215,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012150040,10101215,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012150040,10101215,N03,relative,,WITHIN THE VILLAGE
101012150040,10101215,N04,LOCAL MARKET,,NEAR THE VILLAGE
101012150040,10101215,N05,MOBILE MARKET,,WITHIN THE VILLAGE
101012150045,10101215,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012150045,10101215,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012150045,10101215,N03,LOCAL MARKET,,NEAR THE VILLAGE
101012150045,10101215,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012150045,10101215,N05,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012150048,10101215,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012150048,10101215,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012150048,10101215,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
101012150048,10101215,N04,relative,,WITHIN THE VILLAGE
101012150048,10101215,N05,MOBILE MARKET,,NEAR THE VILLAGE
101012150049,10101215,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012150049,10101215,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012150049,10101215,N03,PRIVATE MICROFINANCE INSTITUTION,,NEAR THE TOWN
101012150049,10101215,N04,MOBILE MARKET,,NEAR THE VILLAGE
101012150049,10101215,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101012150053,10101215,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012150053,10101215,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012150053,10101215,N03,MOBILE MARKET,,WITHIN THE VILLAGE
101012150059,10101215,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012150059,10101215,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012150059,10101215,N03,relative,,WITHIN THE VILLAGE
101012150059,10101215,N04,LOCAL MARKET,,NEAR THE VILLAGE
101012150059,10101215,N05,MOBILE MARKET,,NEAR THE VILLAGE
101012150060,10101215,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012150060,10101215,N02,MOBILE MARKET,,NEAR THE VILLAGE
101012150074,10101215,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012150074,10101215,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012150074,10101215,N03,relative,,NEAR THE VILLAGE
101012150074,10101215,N04,LOCAL MARKET,,NEAR THE VILLAGE
101012150074,10101215,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101012150074,10101215,N06,LOCAL MARKET,,WITHIN THE VILLAGE
101012190012,10101219,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012190012,10101219,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
101012190012,10101219,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
101012190018,10101219,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012190018,10101219,N02,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
101012190018,10101219,N03,relative,,WITHIN THE VILLAGE
101012190018,10101219,N04,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012190018,10101219,N05,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
101012190018,10101219,N06,LOCAL MARKET,,NEAR THE VILLAGE
101012190018,10101219,N07,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012190018,10101219,N08,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
101012190018,10101219,N09,LOCAL MARKET,,WITHIN THE VILLAGE
101012190018,10101219,N10,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101012190025,10101219,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012190025,10101219,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012190025,10101219,N03,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
101012190025,10101219,N04,LOCAL MARKET,,WITHIN THE VILLAGE
101012190032,10101219,N01,relative,,WITHIN THE VILLAGE
101012190032,10101219,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012190032,10101219,N03,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
101012190032,10101219,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
101012190032,10101219,N05,MAIN MARKET,,NEAR THE DISTRICT/URBAN CENTER
101012190032,10101219,N06,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101012190032,10101219,N07,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101012190045,10101219,N01,relative,,WITHIN THE VILLAGE
101012190045,10101219,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012190045,10101219,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
101012190045,10101219,N04,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012190045,10101219,N05,relative,,WITHIN THE VILLAGE
101012190045,10101219,N06,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
101012190045,10101219,N07,MOBILE MARKET,,WITHIN THE VILLAGE
101012190052,10101219,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012190052,10101219,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
101012190052,10101219,N03,MOBILE MARKET,,WITHIN THE VILLAGE
101012190059,10101219,N01,relative,,WITHIN THE VILLAGE
101012190059,10101219,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012190059,10101219,N03,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
101012190065,10101219,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012190065,10101219,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
101012190065,10101219,N03,MOBILE MARKET,,WITHIN THE VILLAGE
101012190079,10101219,N01,relative,,NEAR THE VILLAGE
101012190079,10101219,N02,MAIN MARKET,,NEAR THE TOWN
101012190079,10101219,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
101012190086,10101219,N01,relative,,WITHIN THE VILLAGE
101012190086,10101219,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012190086,10101219,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012190086,10101219,N04,LOCAL MARKET,,NEAR THE VILLAGE
101012190092,10101219,N01,LOCAL MARKET,,NEAR THE VILLAGE
101012190092,10101219,N02,LOCAL MARKET,,NEAR THE VILLAGE
101012190092,10101219,N03,MOBILE MARKET,,WITHIN THE VILLAGE
101012190099,10101219,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012190099,10101219,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012190099,10101219,N03,LOCAL MARKET,,NEAR THE VILLAGE
101012190099,10101219,N04,MOBILE MARKET,,NEAR THE VILLAGE
101012190112,10101219,N01,RELIGIOUS GROUP/INSTITUTION,,WITHIN THE VILLAGE
101012190112,10101219,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012190112,10101219,N03,PARASTATAL ORGANIZATION,,NEAR THE TOWN
101012190112,10101219,N04,LOCAL MARKET,,WITHIN THE VILLAGE
101012190119,10101219,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012190119,10101219,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012190119,10101219,N03,LOCAL MARKET,,NEAR THE TOWN
101012190126,10101219,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012190126,10101219,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012190126,10101219,N03,LOCAL MARKET,,NEAR THE TOWN
101012190139,10101219,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101012190139,10101219,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101012190139,10101219,N03,LOCAL MARKET,,NEAR THE TOWN
101012190139,10101219,N04,LOCAL MARKET,,NEAR THE VILLAGE
101012190139,10101219,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101013550014,10101355,N01,relative,,WITHIN THE VILLAGE
101013550014,10101355,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
101013550014,10101355,N03,MAIN MARKET,,NEAR THE DISTRICT/URBAN CENTER
101013550014,10101355,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
101013550014,10101355,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101013550014,10101355,N06,roadside,,WITHIN THE VILLAGE
101013550014,10101355,N07,LOCAL MARKET,,NEAR THE VILLAGE
101013550023,10101355,N01,LOCAL MARKET,,NEAR THE VILLAGE
101013550023,10101355,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
101013550023,10101355,N03,LOCAL MARKET,,NEAR THE VILLAGE
101013550032,10101355,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101013550032,10101355,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
101013550032,10101355,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
101013550032,10101355,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
101013550032,10101355,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101013550032,10101355,N06,MOBILE MARKET,,NEAR THE DISTRICT/URBAN CENTER
101013550032,10101355,N07,LOCAL MARKET,,NEAR THE VILLAGE
101013550042,10101355,N01,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
101013550042,10101355,N02,LOCAL MARKET,,NEAR THE VILLAGE
101013550042,10101355,N03,MAIN MARKET,,NEAR THE DISTRICT/URBAN CENTER
101013550060,10101355,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101013550060,10101355,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
101013550060,10101355,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
101013550060,10101355,N04,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101013550060,10101355,N05,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
101013550070,10101355,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
101013550070,10101355,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
101013550070,10101355,N03,MOBILE MARKET,,NEAR THE TOWN
101013550070,10101355,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
101013550070,10101355,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101013550079,10101355,N01,relative,,WITHIN THE VILLAGE
101013550079,10101355,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101013550079,10101355,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
101013550079,10101355,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
101013550079,10101355,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101013550079,10101355,N06,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
101013550089,10101355,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
101013550089,10101355,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
101013550089,10101355,N03,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
101013550089,10101355,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
