case_id,visit,ea_id,ag_p0a,ag_p0b,ag_p0d,ag_p0d_os,ag_p01,ag_p02a,ag_p02b,ag_p02b_os,ag_p03,ag_p04,ag_p05,ag_p06a,ag_p06b,ag_p06c,ag_p06d,ag_p07,ag_p08a,ag_p08a_os,ag_p08b,ag_p08b_os,ag_p09a,ag_p09b,ag_p09b_os
101012190126,1,10101219,no,,,,,,,,,,,,,,,,,,,,,,
101012190139,1,10101219,no,,,,,,,,,,,,,,,,,,,,,,
101014700012,1,10101470,yes,T1,banana,,scattered,,,,999,1997,0,December,2010,March,2010,no,,,,,3,bunch,
101014700012,1,10101470,yes,T2,PAWPAW/PAPAYA,,scattered,,,,1,1996,0,September,2009,October,2009,no,,,,,6,piece,
101014700012,1,10101470,yes,T3,mango,,scattered,,,,3,9999,0,December,2009,February,2010,no,,,,,99,piece,
101014700026,1,10101470,no,,,,,,,,,,,,,,,,,,,,,,
101014700029,1,10101470,yes,T1,banana,,scattered,,,,37,2006,0,June,2009,August,2009,no,,,,,24,bunch,
101014700032,1,10101470,no,,,,,,,,,,,,,,,,,,,,,,
101014700034,1,10101470,no,,,,,,,,,,,,,,,,,,,,,,
101014700055,1,10101470,yes,T1,cassava,,plantation,.5,acre,,,,,October,2009,January,2010,no,,,,,50,BASKET (DENGU),
101014700079,1,10101470,no,,,,,,,,,,,,,,,,,,,,,,
101014700128,1,10101470,no,,,,,,,,,,,,,,,,,,,,,,
101014700135,1,10101470,yes,T1,cassava,,plantation,.5,acre,,,,,February,2010,May,2010,no,,,,,7,90 KG BAG,
101014700148,1,10101470,no,,,,,,,,,,,,,,,,,,,,,,
101014700156,1,10101470,no,,,,,,,,,,,,,,,,,,,,,,
101014700200,1,10101470,yes,T1,cassava,,plantation,1,acre,,,,,July,2009,December,2009,no,,,,,3,90 KG BAG,
101014700200,1,10101470,yes,T2,banana,,plantation,.25,acre,,999,2006,6,July,2009,May,2010,no,,,,,8,bunch,
101014700214,1,10101470,no,,,,,,,,,,,,,,,,,,,,,,
101014700224,1,10101470,no,,,,,,,,,,,,,,,,,,,,,,
101014700227,1,10101470,yes,R1,cassava,,plantation,.25,acre,,,,,March,2009,December,2009,no,,,,,3,90 KG BAG,
101014700248,1,10101470,yes,R1,cassava,,plantation,1,acre,,,,,June,2010,December,2010,no,,,,,1,BASKET (DENGU),
101015620009,2,10101562,yes,T1,cassava,,plantation,1,acre,,,,,July,2010,September,2010,no,,,,,40,BASKET (DENGU),
101015620020,2,10101562,no,,,,,,,,,,,,,,,,,,,,,,
101015620031,2,10101562,yes,T1,cassava,,plantation,.25,acre,,,,,October,2009,September,2010,no,,,,,30,BASKET (DENGU),
101015620042,2,10101562,yes,T1,banana,,scattered,,,,45,2006,0,November,2009,June,2010,no,,,,,20,OTHER (SPECIFY),MKOKO
101015620053,2,10101562,yes,T1,cassava,,plantation,.5,acre,,,,,November,2009,January,2010,yes,Drought,,Rains,,15,BASKET (DENGU),
101015620064,2,10101562,yes,T1,cassava,,plantation,1,acre,,,,,August,2010,October,2010,yes,Animals,,,,65,BASKET (DENGU),
101015620075,2,10101562,no,,,,,,,,,,,,,,,,,,,,,,
101015620086,2,10101562,no,,,,,,,,,,,,,,,,,,,,,,
101015620096,2,10101562,no,,,,,,,,,,,,,,,,,,,,,,
101015620118,2,10101562,yes,T1,mango,,scattered,,,,2,1995,0,December,2009,January,2010,no,,,,,4,BASKET (DENGU),
101015620140,2,10101562,yes,T1,cassava,,plantation,.5,acre,,,,,July,2010,October,2010,yes,Animals,,,,40,BASKET (DENGU),
101015620162,2,10101562,yes,T1,cassava,,plantation,.25,acre,,,,,August,2010,October,2010,yes,Animals,,,,14,BASKET (DENGU),
101015620184,2,10101562,no,,,,,,,,,,,,,,,,,,,,,,
101015620195,2,10101562,yes,T1,cassava,,plantation,.25,acre,,,,,February,2010,April,2010,no,,,,,8,BASKET (DENGU),
101015620205,2,10101562,no,,,,,,,,,,,,,,,,,,,,,,
101015620227,2,10101562,no,,,,,,,,,,,,,,,,,,,,,,
101015680005,1,10101568,no,,,,,,,,,,,,,,,,,,,,,,
101015680012,1,10101568,no,,,,,,,,,,,,,,,,,,,,,,
101015680019,1,10101568,yes,T1,banana,,scattered,,,,2,,0,November,2009,October,2010,no,,,,,6,OTHER (SPECIFY),MKOKO
101015680026,1,10101568,yes,T1,banana,,plantation,.15000001,acre,,13,1988,0,October,2009,September,2010,no,,,,,10,OTHER (SPECIFY),MKOKO
101015680033,1,10101568,no,,,,,,,,,,,,,,,,,,,,,,
101015680046,1,10101568,yes,T1,cassava,,scattered,,,,,,,December,2009,February,2010,yes,Rains,,,,12,BASKET (DENGU),
101015680053,1,10101568,no,,,,,,,,,,,,,,,,,,,,,,
101015680060,1,10101568,no,,,,,,,,,,,,,,,,,,,,,,
101015680067,1,10101568,no,,,,,,,,,,,,,,,,,,,,,,
101015680081,1,10101568,no,,,,,,,,,,,,,,,,,,,,,,
101015680088,1,10101568,yes,T1,cassava,,plantation,.25,acre,,,,,July,2010,October,2010,no,,,,,21,BASKET (DENGU),
101015680095,1,10101568,yes,T1,cassava,,plantation,.25,acre,,,,,August,2010,October,2010,no,,,,,18,BASKET (DENGU),
101015680102,1,10101568,no,,,,,,,,,,,,,,,,,,,,,,
101015680116,1,10101568,no,,,,,,,,,,,,,,,,,,,,,,
101015680130,1,10101568,no,,,,,,,,,,,,,,,,,,,,,,
101015680144,1,10101568,no,,,,,,,,,,,,,,,,,,,,,,
101013550014,1,10101355,yes,T1,banana,,scattered,,,,4,1993,0,January,2010,December,2010,no,,,,,16,OTHER (SPECIFY),MKOKO
101013550023,1,10101355,no,,,,,,,,,,,,,,,,,,,,,,
101013550032,1,10101355,no,,,,,,,,,,,,,,,,,,,,,,
101013550042,1,10101355,yes,T1,banana,,scattered,,,,3,1995,0,February,2010,September,2010,no,,,,,6,OTHER (SPECIFY),MKOKO
101013550060,1,10101355,no,,,,,,,,,,,,,,,,,,,,,,
101013550070,1,10101355,no,,,,,,,,,,,,,,,,,,,,,,
101013550079,1,10101355,no,,,,,,,,,,,,,,,,,,,,,,
101013550089,1,10101355,no,,,,,,,,,,,,,,,,,,,,,,
101013550107,1,10101355,no,,,,,,,,,,,,,,,,,,,,,,
101013550117,1,10101355,no,,,,,,,,,,,,,,,,,,,,,,
101013550126,1,10101355,yes,T1,banana,,scattered,,,,999,2004,4,March,2010,June,2010,no,,,,,12,OTHER (SPECIFY),MKOKO
101013550135,1,10101355,no,,,,,,,,,,,,,,,,,,,,,,
101013550154,1,10101355,no,,,,,,,,,,,,,,,,,,,,,,
101013550164,1,10101355,no,,,,,,,,,,,,,,,,,,,,,,
101013550173,1,10101355,no,,,,,,,,,,,,,,,,,,,,,,
101013550192,1,10101355,no,,,,,,,,,,,,,,,,,,,,,,
101010160009,2,10101016,no,,,,,,,,,,,,,,,,,,,,,,
101010160033,2,10101016,no,,,,,,,,,,,,,,,,,,,,,,
101010160060,2,10101016,yes,T1,cassava,,plantation,.5,acre,,,,,July,2009,March,2010,no,,,,,40,BASKET (DENGU),
101010160060,2,10101016,yes,T2,banana,,scattered,,,,999,1997,7,April,2009,June,2010,no,,,,,10,OTHER (SPECIFY),MKOKO
101010160068,2,10101016,yes,T1,cassava,,plantation,.25,acre,,,,,September,2009,February,2010,no,,,,,40,BASKET (DENGU),
101010160069,2,10101016,no,,,,,,,,,,,,,,,,,,,,,,
101010160070,2,10101016,no,,,,,,,,,,,,,,,,,,,,,,
101010160074,2,10101016,yes,T1,cassava,,plantation,.5,acre,,,,,July,2010,July,2010,yes,Animals,,,,3,PAIL (LARGE),
101010160074,2,10101016,yes,T2,banana,,scattered,,,,999,1981,0,August,2009,July,2010,no,,,,,20,OTHER (SPECIFY),MKOKO
101010160074,2,10101016,yes,T3,mango,,scattered,,,,15,1981,0,December,2009,February,2010,yes,Rains,,,,35,BASKET (DENGU),
101010160086,2,10101016,yes,T1,cassava,,plantation,.25,acre,,,,,September,2009,September,2009,no,,,,,1,90 KG BAG,
101010160096,2,10101016,yes,T1,cassava,,plantation,.5,acre,,,,,March,2010,July,2010,no,,,,,30,PAIL (LARGE),
101010160143,2,10101016,yes,T1,cassava,,plantation,.16,acre,,,,,July,2010,July,2010,no,,,,,2,BASKET (DENGU),
101010160159,2,10101016,no,,,,,,,,,,,,,,,,,,,,,,
101010160180,2,10101016,no,,,,,,,,,,,,,,,,,,,,,,
101010160207,2,10101016,yes,T1,cassava,,plantation,.25,acre,,,,,June,2010,June,2010,no,,,,,2,BASKET (DENGU),
101010160235,2,10101016,no,,,,,,,,,,,,,,,,,,,,,,
101010160254,2,10101016,yes,T1,banana,,scattered,,,,12,2006,2,June,2010,July,2010,no,,,,,2,OTHER (SPECIFY),MKOKO
101010160265,2,10101016,no,,,,,,,,,,,,,,,,,,,,,,
101012040003,2,10101204,yes,T1,cassava,,scattered,,,,,,,May,2010,July,2010,no,,,,,6,BASKET (DENGU),
101012040003,2,10101204,yes,T2,banana,,scattered,,,,13,2001,3,May,2010,June,2010,no,,,,,4,OTHER (SPECIFY),MKOKO
101012040007,2,10101204,yes,T1,banana,,scattered,,,,78,2003,12,April,2010,July,2010,no,,,,,11,OTHER (SPECIFY),MKOKO
101012040011,2,10101204,yes,R1,cassava,,plantation,.5,acre,,,,,November,2009,June,2010,no,,,,,10,BASKET (DENGU),
101012040020,2,10101204,no,,,,,,,,,,,,,,,,,,,,,,
101012040024,2,10101204,no,,,,,,,,,,,,,,,,,,,,,,
101012040028,2,10101204,yes,T1,cassava,,plantation,.25,acre,,,,,November,2009,January,2010,no,,,,,2,90 KG BAG,
101012040037,2,10101204,yes,R1,cassava,,plantation,.5,acre,,,,,June,2009,March,2010,yes,Diseases,,,,40,BASKET (DENGU),
101012040037,2,10101204,yes,R2,banana,,scattered,,,,6,1987,2,August,2009,July,2010,no,,,,,24,OTHER (SPECIFY),MKOKO
101012040041,2,10101204,yes,T1,cassava,,plantation,.25,acre,,,,,February,2010,April,2010,no,,,,,15,BASKET (DENGU),
101012040045,2,10101204,yes,T1,mango,,scattered,,,,5,1980,0,January,2010,March,2010,no,,,,,40,BASKET (DENGU),
101012040054,2,10101204,yes,T1,mango,,scattered,,,,7,1985,0,January,2010,February,2010,no,,,,,49,BASKET (DENGU),
101012040058,2,10101204,yes,R1,cassava,,plantation,.25,acre,,,,,August,2009,March,2010,no,,,,,35,BASKET (DENGU),
101012040062,2,10101204,no,,,,,,,,,,,,,,,,,,,,,,
101012040071,2,10101204,yes,T1,cassava,,plantation,.25,acre,,,,,February,2010,July,2010,no,,,,,8,BASKET (DENGU),
101012040075,2,10101204,no,,,,,,,,,,,,,,,,,,,,,,
101012040079,2,10101204,no,,,,,,,,,,,,,,,,,,,,,,
101012040087,2,10101204,no,,,,,,,,,,,,,,,,,,,,,,
101023790001,1,10102379,yes,T1,banana,,scattered,,,,999,1995,0,November,2009,October,2010,no,,,,,15,OTHER (SPECIFY),MKOKO
101023790005,1,10102379,yes,T1,banana,,scattered,,,,15,1990,0,November,2009,October,2010,yes,Animals,,,,30,OTHER (SPECIFY),MKOKO
101023790008,1,10102379,no,,,,,,,,,,,,,,,,,,,,,,
101023790012,1,10102379,no,,,,,,,,,,,,,,,,,,,,,,
101023790015,1,10102379,no,,,,,,,,,,,,,,,,,,,,,,
101023790026,1,10102379,no,,,,,,,,,,,,,,,,,,,,,,
101023790029,1,10102379,no,,,,,,,,,,,,,,,,,,,,,,
101023790033,1,10102379,yes,T1,banana,,scattered,,,,999,1989,0,November,2009,October,2010,yes,Animals,,,,23,OTHER (SPECIFY),MKOKO
101023790040,1,10102379,no,,,,,,,,,,,,,,,,,,,,,,
101023790043,1,10102379,no,,,,,,,,,,,,,,,,,,,,,,
101023790047,1,10102379,no,,,,,,,,,,,,,,,,,,,,,,
101023790051,1,10102379,no,,,,,,,,,,,,,,,,,,,,,,
101023790058,1,10102379,no,,,,,,,,,,,,,,,,,,,,,,
101023790061,1,10102379,yes,T1,banana,,scattered,,,,999,1999,5,November,2009,August,2010,yes,Rains,,,,17,OTHER (SPECIFY),MKOKO
101023790065,1,10102379,no,,,,,,,,,,,,,,,,,,,,,,
101023790072,1,10102379,no,,,,,,,,,,,,,,,,,,,,,,
101026210012,1,10102621,yes,T1,banana,,scattered,,,,999,1996,0,February,2010,January,2011,yes,Crop theft,,,,40,OTHER (SPECIFY),MKOKO
101026210018,1,10102621,no,,,,,,,,,,,,,,,,,,,,,,
101026210024,1,10102621,yes,T1,banana,,scattered,,,,999,1990,17,February,2010,January,2011,no,,,,,74,OTHER (SPECIFY),MKOKO
101026210030,1,10102621,yes,T1,banana,,scattered,,,,999,1985,0,February,2010,January,2011,no,,,,,15,OTHER (SPECIFY),MKOKO
101026210030,1,10102621,yes,T2,avocado,,scattered,,,,4,1989,0,March,2010,April,2010,no,,,,,40,BASKET (DENGU),
101026210042,1,10102621,no,,,,,,,,,,,,,,,,,,,,,,
101026210048,1,10102621,no,,,,,,,,,,,,,,,,,,,,,,
101026210054,1,10102621,no,,,,,,,,,,,,,,,,,,,,,,
101026210061,1,10102621,no,,,,,,,,,,,,,,,,,,,,,,
101026210073,1,10102621,no,,,,,,,,,,,,,,,,,,,,,,
101026210079,1,10102621,no,,,,,,,,,,,,,,,,,,,,,,
101026210085,1,10102621,no,,,,,,,,,,,,,,,,,,,,,,
101026210091,1,10102621,no,,,,,,,,,,,,,,,,,,,,,,
101026210103,1,10102621,no,,,,,,,,,,,,,,,,,,,,,,
101026210109,1,10102621,no,,,,,,,,,,,,,,,,,,,,,,
101026210115,1,10102621,no,,,,,,,,,,,,,,,,,,,,,,
101026210128,1,10102621,no,,,,,,,,,,,,,,,,,,,,,,
101020040001,2,10102004,yes,T1,cassava,,plantation,.27000001,acre,,,,,September,2009,January,2010,no,,,,,10,BASKET (DENGU),
101020040008,2,10102004,yes,T1,banana,,scattered,,,,999,2002,7,September,2009,August,2010,no,,,,,16,OTHER (SPECIFY),MKOKO
101020040012,2,10102004,yes,T1,banana,,scattered,,,,125,1994,0,September,2009,November,2009,no,,,,,17,OTHER (SPECIFY),MKOKO
101020040015,2,10102004,yes,T1,mango,,scattered,,,,4,1976,0,December,2009,February,2010,no,,,,,12,BASKET (DENGU),
101020040028,2,10102004,yes,T1,mango,,scattered,,,,8,1979,0,December,2009,February,2010,no,,,,,18,BASKET (DENGU),
101020040031,2,10102004,no,,,,,,,,,,,,,,,,,,,,,,
101020040034,2,10102004,yes,T1,cassava,,plantation,.5,acre,,,,,June,2010,August,2010,no,,,,,16,BASKET (DENGU),
101020040039,2,10102004,yes,T1,cassava,,plantation,.25,acre,,,,,June,2010,August,2010,no,,,,,3,BASKET (DENGU),
101020040042,2,10102004,yes,T1,banana,,scattered,,,,150,1996,0,September,2009,December,2009,yes,Insects,,,,50,OTHER (SPECIFY),MKOKO
101020040059,2,10102004,no,,,,,,,,,,,,,,,,,,,,,,
101020040061,2,10102004,yes,T1,cassava,,plantation,.5,acre,,,,,September,2009,March,2010,no,,,,,20,BASKET (DENGU),
101020040061,2,10102004,yes,T2,banana,,scattered,,,,999,1979,8,September,2009,August,2010,no,,,,,50,OTHER (SPECIFY),MKOKO
101020040093,2,10102004,yes,T1,banana,,scattered,,,,35,2007,0,September,2009,December,2009,yes,Insects,,,,7,OTHER (SPECIFY),MKOKO
101020040101,2,10102004,yes,T1,banana,,scattered,,,,999,2006,2,December,2009,June,2010,no,,,,,9,OTHER (SPECIFY),MKOKO
101020040104,2,10102004,yes,T1,cassava,,plantation,.25,acre,,,,,March,2010,August,2010,no,,,,,10,BASKET (DENGU),
101020040121,2,10102004,yes,T1,banana,,scattered,,,,999,2006,7,September,2009,August,2010,yes,Insects,,,,34,OTHER (SPECIFY),MKOKO
101020040128,2,10102004,yes,T1,banana,,scattered,,,,999,1998,0,September,2009,August,2010,no,,,,,20,OTHER (SPECIFY),MKOKO
101020040128,2,10102004,yes,T2,cassava,,plantation,.5,acre,,,,,September,2009,August,2010,no,,,,,22,BASKET (DENGU),
101034140003,2,10103414,yes,T1,cassava,,scattered,,,,,,,December,2009,February,2010,no,,,,,9,BASKET (DENGU),
101034140009,2,10103414,yes,T1,cassava,,plantation,.1,acre,,,,,September,2009,December,2009,no,,,,,5,BASKET (DENGU),
101034140020,2,10103414,yes,T1,mango,,scattered,,,,1,1998,0,October,2009,November,2009,no,,,,,1,BASKET (DENGU),
101034140025,2,10103414,no,,,,,,,,,,,,,,,,,,,,,,
101034140031,2,10103414,no,,,,,,,,,,,,,,,,,,,,,,
101034140042,2,10103414,no,,,,,,,,,,,,,,,,,,,,,,
101034140047,2,10103414,yes,T1,banana,,scattered,,,,999,2007,0,October,2009,August,2010,no,,,,,6,OTHER (SPECIFY),MKOKO
101034140053,2,10103414,yes,T1,cassava,,plantation,.25,acre,,,,,July,2010,August,2010,no,,,,,19,BASKET (DENGU),
101034140064,2,10103414,yes,T1,banana,,scattered,,,,999,2008,3,September,2009,June,2010,no,,,,,5,OTHER (SPECIFY),MKOKO
101034140064,2,10103414,yes,T2,cassava,,plantation,.25,acre,,,,,November,2009,March,2010,no,,,,,12,BASKET (DENGU),
101034140069,2,10103414,yes,T1,mango,,scattered,,,,5,1980,0,February,2009,April,2010,no,,,,,28,BASKET (DENGU),
101034140075,2,10103414,yes,T1,mango,,scattered,,,,5,1989,0,January,2010,March,2010,no,,,,,45,BASKET (DENGU),
101034140075,2,10103414,yes,T2,PAWPAW/PAPAYA,,scattered,,,,7,2008,0,October,2009,August,2010,no,,,,,40,piece,
101034140075,2,10103414,yes,T3,banana,,scattered,,,,999,2007,0,July,2010,August,2010,no,,,,,15,OTHER (SPECIFY),MKOKO
101034140086,2,10103414,yes,T1,banana,,scattered,,,,63,2002,47,September,2009,December,2009,no,,,,,11,OTHER (SPECIFY),MKOKO
101034140091,2,10103414,yes,T1,banana,,scattered,,,,50,2004,35,October,2009,January,2010,no,,,,,20,OTHER (SPECIFY),MKOKO
101034140097,2,10103414,no,,,,,,,,,,,,,,,,,,,,,,
101034140108,2,10103414,yes,T1,banana,,scattered,,,,27,2004,18,September,2009,November,2009,no,,,,,10,OTHER (SPECIFY),MKOKO
101034140114,2,10103414,yes,T1,banana,,scattered,,,,999,2001,7,September,2009,August,2010,yes,Rains,,,,15,OTHER (SPECIFY),MKOKO
101034520001,1,10103452,no,,,,,,,,,,,,,,,,,,,,,,
101034520003,1,10103452,no,,,,,,,,,,,,,,,,,,,,,,
101034520005,1,10103452,yes,T1,banana,,scattered,,,,999,1996,0,January,2010,December,2010,no,,,,,28,OTHER (SPECIFY),MKOKO
101034520007,1,10103452,no,,,,,,,,,,,,,,,,,,,,,,
101034520009,1,10103452,no,,,,,,,,,,,,,,,,,,,,,,
101034520011,1,10103452,no,,,,,,,,,,,,,,,,,,,,,,
101034520015,1,10103452,no,,,,,,,,,,,,,,,,,,,,,,
101034520017,1,10103452,yes,T1,banana,,scattered,,,,12,1998,0,November,2009,October,2010,no,,,,,25,OTHER (SPECIFY),MKOKO
101034520019,1,10103452,no,,,,,,,,,,,,,,,,,,,,,,
101034520023,1,10103452,no,,,,,,,,,,,,,,,,,,,,,,
101034520025,1,10103452,no,,,,,,,,,,,,,,,,,,,,,,
101034520029,1,10103452,yes,T1,cassava,,plantation,.5,acre,,,,,October,2010,November,2010,yes,Rains,,,,4,BASKET (DENGU),
101034520033,1,10103452,no,,,,,,,,,,,,,,,,,,,,,,
101034520035,1,10103452,no,,,,,,,,,,,,,,,,,,,,,,
101034520037,1,10103452,no,,,,,,,,,,,,,,,,,,,,,,
101034520041,1,10103452,no,,,,,,,,,,,,,,,,,,,,,,
101036810007,1,10103681,no,,,,,,,,,,,,,,,,,,,,,,
101036810011,1,10103681,no,,,,,,,,,,,,,,,,,,,,,,
101036810015,1,10103681,no,,,,,,,,,,,,,,,,,,,,,,
101036810019,1,10103681,no,,,,,,,,,,,,,,,,,,,,,,
101036810027,1,10103681,no,,,,,,,,,,,,,,,,,,,,,,
101036810031,1,10103681,no,,,,,,,,,,,,,,,,,,,,,,
101036810036,1,10103681,no,,,,,,,,,,,,,,,,,,,,,,
101036810040,1,10103681,yes,T1,banana,,scattered,,,,999,1976,0,June,2010,August,2010,yes,Rains,,,,20,OTHER (SPECIFY),MKOKO
101036810048,1,10103681,no,,,,,,,,,,,,,,,,,,,,,,
101036810052,1,10103681,yes,T1,cassava,,plantation,1,acre,,,,,October,2010,February,2011,no,,,,,25,BASKET (DENGU),
101036810056,1,10103681,no,,,,,,,,,,,,,,,,,,,,,,
101036810060,1,10103681,yes,T1,cassava,,plantation,1,acre,,,,,November,2010,February,2011,no,,,,,30,BASKET (DENGU),
101036810060,1,10103681,yes,T2,banana,,scattered,,,,999,2000,0,March,2010,February,2011,no,,,,,80,OTHER (SPECIFY),MKOKO
101036810068,1,10103681,yes,T1,cassava,,plantation,1,acre,,,,,October,2010,February,2011,no,,,,,20,BASKET (DENGU),
101036810072,1,10103681,no,,,,,,,,,,,,,,,,,,,,,,
101036810077,1,10103681,yes,T1,cassava,,plantation,1,acre,,,,,November,2010,February,2011,yes,Animals,,,,12,BASKET (DENGU),
101036810085,1,10103681,no,,,,,,,,,,,,,,,,,,,,,,
101041500004,2,10104150,yes,T1,cassava,,plantation,.25,acre,,,,,December,2009,March,2010,yes,Drought,,,,10,BASKET (DENGU),
101041500006,2,10104150,yes,T1,cassava,,plantation,.5,acre,,,,,August,2010,October,2010,no,,,,,18,BASKET (DENGU),
101041500012,2,10104150,yes,T1,cassava,,plantation,.5,acre,,,,,November,2009,February,2010,no,,,,,16,BASKET (DENGU),
101041500013,2,10104150,no,,,,,,,,,,,,,,,,,,,,,,
101041500015,2,10104150,no,,,,,,,,,,,,,,,,,,,,,,
101041500023,2,10104150,yes,T1,banana,,scattered,,,,999,1985,5,June,2010,September,2010,no,,,,,8,OTHER (SPECIFY),MKOKO
101041500027,2,10104150,no,,,,,,,,,,,,,,,,,,,,,,
101041500045,2,10104150,yes,T1,banana,,plantation,.15000001,acre,,999,1980,0,October,2009,September,2010,yes,Diseases,,,,8,OTHER (SPECIFY),MKOKO
101041500048,2,10104150,no,,,,,,,,,,,,,,,,,,,,,,
