case_id,visit,ea_id,ag_e0a,ag_e0c,ag_e0d,ag_e0d_os,ag_e01,ag_e02a,ag_e02b,ag_e03,ag_e04,ag_e05a,ag_e05b,ag_e06,ag_e07,ag_e07_os,ag_e08a,ag_e08b,ag_e08b_os,ag_e09,ag_e10a,ag_e10b,ag_e10b_os,ag_e10c,ag_e10c_os,ag_e10d,ag_e10e,ag_e10e_os,ag_e11,ag_e12a,ag_e12b,ag_e12b_os,ag_e13,ag_e13_os,ag_e14,ag_e15,ag_e16a,ag_e16b,ag_e17,ag_e18,ag_e19,ag_e20,ag_e21a,ag_e21b,ag_e22,ag_e23,ag_e24,ag_e25,ag_e26a,ag_e26b
101012150060,1,10101215,Yes,1,Urea,,1,N01,,No,,November,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Yes,1,No,,Other (Specify),
101012150074,1,10101215,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101012150074,1,10101215,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101012150074,1,10101215,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
101017060006,1,10101706,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101017060007,1,10101706,Yes,1,23:21:0+4S/Chitowe,,1,N02,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N03,,Yes,,,,,,,,,,,
101017060007,1,10101706,Yes,1,Urea,,1,N02,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N03,,Yes,,,,,,,,,,,
101017060007,1,10101706,Yes,1,Maize seed,,1,N02,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N03,,Yes,,,,,,,,,,,
101017060011,1,10101706,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101017060015,1,10101706,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
101017060015,1,10101706,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
101017060015,1,10101706,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,2 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,0,N02,,Yes,,,,,,,,,,,
101017060022,1,10101706,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101017060026,1,10101706,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,kilogram,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101017060026,1,10101706,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,kilogram,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101017060030,1,10101706,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,kilogram,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101017060030,1,10101706,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,kilogram,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101017060033,1,10101706,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,kilogram,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101017060033,1,10101706,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,kilogram,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101017060041,1,10101706,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101017060041,1,10101706,Yes,1,Urea,,1,N01,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101017060041,1,10101706,Yes,1,Maize seed,,1,N01,,No,,December,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
101017060048,1,10101706,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101017060052,1,10101706,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101017060052,1,10101706,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101017060059,1,10101706,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101017060063,1,10101706,Yes,1,23:21:0+4S/Chitowe,,1,N03,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,kilogram,,No,,,,,,,,,Yes,25,kilogram,,Bicycle Taxi,,0,500,N04,,Yes,,,,,,,,,,,
101017060063,1,10101706,Yes,1,Urea,,1,N03,,No,,November,2009,1,Urea,,50,kilogram,,No,,,,,,,,,Yes,25,kilogram,,Bicycle Taxi,,0,500,N04,,Yes,,,,,,,,,,,
101017060063,1,10101706,Yes,1,Maize seed,,1,N03,,No,,November,2009,1,Maize seed,,5,kilogram,,No,,,,,,,,,Yes,2.5,kilogram,,Bicycle Taxi,,0,100,N04,,Yes,,,,,,,,,,,
101017060063,1,10101706,Yes,1,Flexi voucher,,1,N03,,No,,November,2009,1,Other chemical (specify),SOY BEANS SEED,2,kilogram,,No,,,,,,,,,Yes,1,kilogram,,Bicycle Taxi,,0,0,N04,,Yes,,,,,,,,,,,
101017060067,1,10101706,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,kilogram,,No,,,,,,,,,Yes,25,kilogram,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101017060067,1,10101706,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,kilogram,,No,,,,,,,,,Yes,25,kilogram,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101017060067,1,10101706,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,5,kilogram,,No,,,,,,,,,Yes,2.5,kilogram,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
101017060067,1,10101706,Yes,1,Flexi voucher,,1,N01,,No,,November,2009,1,Other chemical (specify),BEANS SEED,2,kilogram,,No,,,,,,,,,Yes,1,kilogram,,Own Bicycle or Oxcart,,0,0,N02,,Yes,,,,,,,,,,,
101017060074,1,10101706,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,kilogram,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101017060074,1,10101706,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,kilogram,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101017060074,1,10101706,Yes,1,Maize seed,,1,N01,,No,,November,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,,Accessible input supplier did not have the input,
101013740013,1,10101374,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,300,500,N02,,Yes,,,,,,,,,,,
101013740020,1,10101374,Yes,1,23:21:0+4S/Chitowe,,1,N02,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N03,,Yes,,,,,,,,,,,
101013740020,1,10101374,Yes,1,23:21:0+4S/Chitowe,,1,N02,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N03,,Yes,,,,,,,,,,,
101013740020,1,10101374,Yes,1,Maize seed,,1,N02,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N03,,Yes,,,,,,,,,,,
101013740028,1,10101374,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101013740028,1,10101374,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101013740028,1,10101374,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
101013740035,1,10101374,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101013740050,1,10101374,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101013740050,1,10101374,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101013740050,1,10101374,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,2 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,0,N02,,Yes,,,,,,,,,,,
101013740057,1,10101374,Yes,1,23:21:0+4S/Chitowe,,1,N02,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,Yes,25,kilogram,,Own Bicycle or Oxcart,,0,500,N03,,Yes,,,,,,,,,,,
101013740057,1,10101374,Yes,1,Urea,,1,N02,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,Yes,25,kilogram,,Own Bicycle or Oxcart,,0,500,N03,,Yes,,,,,,,,,,,
101013740057,1,10101374,Yes,1,Maize seed,,1,N02,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,Yes,2,kilogram,,Own Bicycle or Oxcart,,0,100,N03,,Yes,,,,,,,,,,,
101013740064,1,10101374,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101013740072,1,10101374,Yes,1,23:21:0+4S/Chitowe,,1,N02,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,Yes,25,kilogram,,Own Bicycle or Oxcart,,200,500,N03,,Yes,,,,,,,,,,,
101013740072,1,10101374,Yes,1,Urea,,1,N02,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,Yes,25,kilogram,,Own Bicycle or Oxcart,,200,500,N03,,Yes,,,,,,,,,,,
101013740072,1,10101374,Yes,1,Maize seed,,1,N02,,No,,November,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,,Accessible input supplier did not have the input,
101013740094,1,10101374,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,kilogram,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
101013740101,1,10101374,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101013740108,1,10101374,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101013740123,1,10101374,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101013740130,1,10101374,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,October,2009,1,23:21:0+4s/Chitowe,,50,kilogram,,No,,,,,,,,,Yes,25,kilogram,,Bicycle Taxi,,100,500,N02,,Yes,,,,,,,,,,,
101013740130,1,10101374,Yes,1,Urea,,1,N01,,No,,October,2009,1,Urea,,50,kilogram,,No,,,,,,,,,Yes,25,kilogram,,Bicycle Taxi,,100,500,N02,,Yes,,,,,,,,,,,
101013740130,1,10101374,Yes,1,Maize seed,,1,N01,,No,,October,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,,Accessible input supplier did not have the input,
101013740138,1,10101374,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101013740152,1,10101374,Yes,1,23:21:0+4S/Chitowe,,1,N02,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,kilogram,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N03,,Yes,,,,,,,,,,,
101013740152,1,10101374,Yes,1,Urea,,1,N02,,No,,November,2009,1,Urea,,50,kilogram,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N03,,Yes,,,,,,,,,,,
101013740152,1,10101374,Yes,1,Maize seed,,1,N02,,No,,November,2009,1,Maize seed,,2,kilogram,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N03,,Yes,,,,,,,,,,,
101012190012,1,10101219,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101012190018,1,10101219,Yes,2,23:21:0+4S/Chitowe,,1,N04,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N05,,Yes,,,,,,,,,,,
101012190018,1,10101219,Yes,2,Urea,,1,N04,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N05,,Yes,,,,,,,,,,,
101012190018,1,10101219,Yes,2,Maize seed,,1,N04,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N05,,Yes,,,,,,,,,,,
101012190025,1,10101219,Yes,1,23:21:0+4S/Chitowe,,1,N02,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N03,,Yes,,,,,,,,,,,
101012190025,1,10101219,Yes,1,Urea,,1,N02,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N03,,Yes,,,,,,,,,,,
101012190025,1,10101219,Yes,1,Maize seed,,1,N02,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,100,N03,,Yes,,,,,,,,,,,
101012190032,1,10101219,Yes,2,23:21:0+4S/Chitowe,,1,N02,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N03,,Yes,,,,,,,,,,,
101012190032,1,10101219,Yes,2,Urea,,1,N02,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N03,,Yes,,,,,,,,,,,
101012190032,1,10101219,Yes,2,Maize seed,,1,N02,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,100,N03,,Yes,,,,,,,,,,,
101012190045,1,10101219,Yes,1,23:21:0+4S/Chitowe,,1,N02,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,200,500,N03,,Yes,,,,,,,,,,,
101012190045,1,10101219,Yes,1,Urea,,1,N02,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,200,500,N03,,Yes,,,,,,,,,,,
101012190045,1,10101219,Yes,1,Maize seed,,1,N02,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,0,100,N03,,Yes,,,,,,,,,,,
101012190052,1,10101219,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,600,500,N02,,Yes,,,,,,,,,,,
101012190052,1,10101219,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,600,500,N02,,Yes,,,,,,,,,,,
101012190052,1,10101219,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,0,100,N02,,Yes,,,,,,,,,,,
101012190059,1,10101219,Yes,1,23:21:0+4S/Chitowe,,1,N02,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,Yes,25,kilogram,,Own Bicycle or Oxcart,,0,500,N03,,Yes,,,,,,,,,,,
