ea_id,com_cb01,com_cb03,com_cb04,com_cb05a,com_cb05a_os,com_cb06,com_cb07,com_cb08
10101355,4,male,63,COUNSELOR TO HEADMAN,,13,pslc,lambya
10101355,5,male,25,COUNSELOR TO HEADMAN,,6,jce,lambya
10101355,6,male,38,headman,,38,pslc,lambya
10101355,7,male,34,COUNSELOR TO HEADMAN,,34,jce,lambya
10101355,8,male,60,headman,,5,pslc,lambya
10101374,1,male,28,BUSINESS MAN/WOMAN,,28,none,lambya
10101374,2,male,41,HEALTH WORKER,,3,jce,lambya
10101374,3,male,49,headman,,49,none,lambya
10101374,4,male,49,SCHOOL TEACHER,,20,jce,nkhonde
10101374,5,female,48,SCHOOL TEACHER,,18,msce,sukwa
10101374,6,male,57,headman,,57,none,lambya
10101374,7,male,46,headman,,45,none,lambya
10101470,1,male,35,SCHOOL TEACHER,,3,msce,tumbuka
10101470,2,male,39,COUNSELOR TO HEADMAN,,39,jce,lambya
10101470,3,male,40,SCHOOL TEACHER,,10,jce,tumbuka
10101470,4,male,73,headman,,60,none,lambya
10101470,5,female,48,SPOUSE OF HEADMAN,,35,none,lambya
10101470,6,male,25,BUSINESS MAN/WOMAN,,11,msce,tumbuka
10101562,1,male,40,BUSINESS MAN/WOMAN,,40,pslc,lambya
10101562,2,female,22,BUSINESS MAN/WOMAN,,20,pslc,lambya
10101562,3,male,56,SCHOOL HEADMASTER,,5,jce,lambya
10101562,4,male,81,COUNSELOR TO HEADMAN,,81,none,lambya
10101562,5,male,46,COUNSELOR TO HEADMAN,,38,jce,lambya
10101562,6,male,77,headman,,60,jce,lambya
10101568,1,male,43,COUNSELOR TO HEADMAN,,15,none,lambya
10101568,2,male,41,COUNSELOR TO HEADMAN,,40,pslc,lambya
10101568,3,male,49,COUNSELOR TO HEADMAN,,26,jce,chewa
10101568,4,male,24,COUNSELOR TO HEADMAN,,11,pslc,lambya
10101568,5,male,33,COUNSELOR TO HEADMAN,,33,none,lambya
10101568,6,male,47,SCHOOL HEADMASTER,,10,jce,tumbuka
10101568,7,female,42,BUSINESS MAN/WOMAN,,23,pslc,lambya
10101706,1,male,50,SCHOOL HEADMASTER,,11,jce,sukwa
10101706,2,male,25,HEALTH WORKER,,1,msce,sukwa
10101706,3,male,35,SCHOOL TEACHER,,10,msce,sukwa
10101706,4,male,35,headman,,35,jce,lambya
10101706,5,male,26,COUNSELOR TO HEADMAN,,26,none,lambya
10101706,6,female,26,SPOUSE OF HEADMAN,,26,pslc,lambya
10101706,7,male,66,headman,,66,none,lambya
10101706,8,male,39,COUNSELOR TO HEADMAN,,39,none,lambya
10102004,1,male,81,headman,,77,none,sukwa
10102004,2,male,27,COUNSELOR TO HEADMAN,,10,none,sukwa
10102004,3,male,26,OTHER (SPECIFY),FARMER,26,msce,sukwa
10102004,4,male,26,OTHER (SPECIFY),FARMER,26,none,sukwa
10102004,5,male,46,headman,,46,pslc,sukwa
10102004,6,male,50,COUNSELOR TO HEADMAN,,50,none,sukwa
10102004,7,female,56,SPOUSE OF HEADMAN,,30,none,sukwa
10102379,1,male,56,SCHOOL HEADMASTER,,2,jce,sukwa
10102379,2,male,74,headman,,50,none,sukwa
10102379,3,male,58,headman,,48,pslc,sukwa
10102379,4,male,35,COUNSELOR TO HEADMAN,,35,none,sukwa
10102379,5,male,40,COUNSELOR TO HEADMAN,,14,jce,sukwa
10102379,6,female,37,BUSINESS MAN/WOMAN,,37,none,sukwa
10102621,1,male,70,COUNSELOR TO HEADMAN,,70,pslc,sukwa
10102621,2,male,35,headman,,30,pslc,sukwa
10102621,3,male,43,OTHER (SPECIFY),FARMER,43,pslc,sukwa
10102621,4,female,40,BUSINESS MAN/WOMAN,,20,none,sukwa
10102621,5,male,42,COUNSELOR TO HEADMAN,,42,jce,sukwa
10102621,6,male,39,COUNSELOR TO HEADMAN,,39,none,sukwa
10102621,7,male,31,COUNSELOR TO HEADMAN,,31,pslc,sukwa
10103414,1,male,68,headman,,68,none,lambya
10103414,2,male,46,OTHER (SPECIFY),FARMER,43,pslc,lambya
10103414,3,female,65,SPOUSE OF HEADMAN,,48,none,lambya
10103414,4,male,42,headman,,42,jce,lambya
10103414,5,male,53,headman,,53,jce,lambya
10103414,6,male,64,COUNSELOR TO HEADMAN,,64,none,lambya
10103452,1,male,53,SCHOOL HEADMASTER,,9,jce,tumbuka
10103452,2,male,38,headman,,38,none,lambya
10103452,3,male,62,headman,,15,none,lambya
10103452,4,male,38,COUNSELOR TO HEADMAN,,38,none,lambya
10103452,5,male,48,COUNSELOR TO HEADMAN,,48,pslc,lambya
10103452,6,male,49,COUNSELOR TO HEADMAN,,49,pslc,lambya
10103452,7,male,44,OTHER (SPECIFY),FARMER,49,pslc,lambya
10103452,8,male,48,COUNSELOR TO HEADMAN,,48,none,lambya
10103452,9,male,39,COUNSELOR TO HEADMAN,,16,pslc,lambya
10103452,10,female,42,SPOUSE OF HEADMAN,,42,none,lambya
10103681,1,male,60,headman,,39,pslc,tumbuka
10103681,2,male,63,COUNSELOR TO HEADMAN,,37,pslc,tumbuka
10103681,3,female,50,SPOUSE OF HEADMAN,,34,pslc,tumbuka
10103681,4,male,65,COUNSELOR TO HEADMAN,,65,none,tumbuka
10103681,5,male,84,headman,,8,none,tumbuka
10104150,1,male,18,BUSINESS MAN/WOMAN,,18,none,tumbuka
10104150,2,male,30,SCHOOL TEACHER,,5,msce,tumbuka
10104150,3,male,54,SCHOOL HEADMASTER,,1,jce,tumbuka
10104150,4,male,34,RELIGIOUS LEADER,,10,jce,tumbuka
10104150,5,male,47,headman,,47,pslc,tumbuka
10104150,6,female,44,SPOUSE OF HEADMAN,,22,pslc,tumbuka
10104150,7,male,68,headman,,68,none,tumbuka
10104351,1,female,48,BUSINESS MAN/WOMAN,,20,jce,tumbuka
10104351,2,male,57,SCHOOL HEADMASTER,,6,jce,tumbuka
10104351,3,female,48,COUNSELOR TO HEADMAN,,28,none,tumbuka
10104351,4,male,74,COUNSELOR TO HEADMAN,,50,none,tumbuka
10104351,5,male,72,COUNSELOR TO HEADMAN,,50,none,tumbuka
10104351,6,male,36,COUNSELOR TO HEADMAN,,36,jce,tumbuka
10104351,7,male,72,headman,,53,none,tumbuka
10104351,8,male,56,COUNSELOR TO HEADMAN,,50,jce,tumbuka
10104440,1,male,57,headman,,12,jce,tumbuka
10104440,2,male,52,SCHOOL HEADMASTER,,3,jce,tumbuka
10104440,3,male,39,SCHOOL TEACHER,,5,msce,tumbuka
10104440,4,male,55,headman,,55,pslc,tumbuka
10104440,5,male,75,COUNSELOR TO HEADMAN,,34,none,tumbuka
10104440,6,female,46,SPOUSE OF HEADMAN,,30,none,tumbuka
10105352,1,female,25,BUSINESS MAN/WOMAN,,25,pslc,lambya
10105352,2,male,47,headman,,47,none,lambya
10105352,3,male,40,COUNSELOR TO HEADMAN,,24,pslc,lambya
10105352,4,male,32,COUNSELOR TO HEADMAN,,32,none,lambya
10105352,5,male,26,COUNSELOR TO HEADMAN,,24,pslc,lambya
10105352,6,female,52,COUNSELOR TO HEADMAN,,36,none,lambya
10105352,7,male,27,HEALTH WORKER,,3,msce,lambya
10105352,8,male,38,COUNSELOR TO HEADMAN,,17,none,lambya
10105352,9,male,30,COUNSELOR TO HEADMAN,,30,pslc,lambya
10105352,10,male,78,COUNSELOR TO HEADMAN,,78,none,lambya
10105352,11,male,70,COUNSELOR TO HEADMAN,,68,none,lambya
10105352,12,male,26,COUNSELOR TO HEADMAN,,26,msce,lambya
10105511,1,male,43,HEALTH WORKER,,11,jce,lambya
10105511,2,male,47,SCHOOL HEADMASTER,,20,jce,lambya
10105511,3,male,86,headman,,86,none,lambya
10105511,4,male,59,headman,,18,none,lambya
10105511,5,male,53,headman,,29,none,lambya
10105511,6,male,45,headman,,3,jce,lambya
10105511,7,male,34,COUNSELOR TO HEADMAN,,30,none,lambya
10105511,8,male,47,COUNSELOR TO HEADMAN,,36,none,lambya
10105511,9,male,53,COUNSELOR TO HEADMAN,,53,none,lambya
10105511,10,male,24,COUNSELOR TO HEADMAN,,24,none,lambya
10105513,1,male,40,headman,,40,pslc,lambya
10105513,2,male,52,COUNSELOR TO HEADMAN,,52,none,lambya
10105513,3,male,40,RELIGIOUS LEADER,,8,jce,lambya
10105513,4,male,45,SCHOOL HEADMASTER,,8,msce,lambya
10105513,5,male,30,COUNSELOR TO HEADMAN,,15,none,lambya
10120286,1,male,24,BUSINESS MAN/WOMAN,,6,jce,sukwa
10120286,2,male,52,COUNSELOR TO HEADMAN,,8,pslc,sukwa
10120286,3,male,43,COUNSELOR TO HEADMAN,,6,msce,tumbuka
10120286,4,male,33,COUNSELOR TO HEADMAN,,33,pslc,lambya
10120286,5,male,45,COUNSELOR TO HEADMAN,,11,jce,sukwa
10120286,6,male,37,COUNSELOR TO HEADMAN,,37,pslc,lambya
10120286,7,male,57,COUNSELOR TO HEADMAN,,13,jce,lambya
10120288,1,female,70,COUNSELOR TO HEADMAN,,50,none,lambya
10120288,2,female,57,OTHER (SPECIFY),FARMER,7,none,sukwa
10120288,3,male,58,COUNSELOR TO HEADMAN,,4,msce,sukwa
10120288,4,female,46,OTHER (SPECIFY),FARMER,4,jce,sukwa
10120288,5,male,33,COUNSELOR TO HEADMAN,,33,jce,lambya
10201137,1,male,21,BUSINESS MAN/WOMAN,,21,jce,nkhonde
10201137,2,male,54,SCHOOL HEADMASTER,,29,msce,nkhonde
10201137,3,male,78,headman,,78,none,nkhonde
10201137,4,female,62,SPOUSE OF HEADMAN,,50,none,nkhonde
10201137,5,male,51,headman,,51,pslc,nkhonde
10201210,1,female,44,BUSINESS MAN/WOMAN,,44,none,nkhonde
10201210,2,male,54,COUNSELOR TO HEADMAN,,35,pslc,nkhonde
10201210,3,male,35,headman,,35,jce,tumbuka
10201210,4,male,61,COUNSELOR TO HEADMAN,,50,none,sukwa
10201210,5,male,46,COUNSELOR TO HEADMAN,,46,none,tumbuka
10201247,1,male,38,COUNSELOR TO HEADMAN,,30,pslc,nkhonde
10201247,2,male,37,COUNSELOR TO HEADMAN,,33,pslc,nkhonde
10201247,3,male,55,headman,,55,none,nkhonde
10201247,4,male,39,COUNSELOR TO HEADMAN,,39,none,nkhonde
10201247,5,male,50,COUNSELOR TO HEADMAN,,6,none,nkhonde
10201247,6,female,53,SPOUSE OF HEADMAN,,34,none,nkhonde
10201442,1,male,33,BUSINESS MAN/WOMAN,,33,pslc,nyakyusa
10201442,2,male,40,headman,,40,none,nyakyusa
10201442,3,female,30,SPOUSE OF HEADMAN,,30,none,nyakyusa
10201442,4,male,43,SCHOOL TEACHER,,3,msce,tumbuka
10201442,5,male,44,SCHOOL TEACHER,,5,jce,nyakyusa
10201442,6,male,64,headman,,59,none,nyakyusa
10201442,7,female,39,SPOUSE OF HEADMAN,,21,pslc,nyakyusa
10201688,1,male,50,headman,,1,none,nkhonde
10201688,2,male,45,COUNSELOR TO HEADMAN,,45,none,nkhonde
10201688,3,male,28,COUNSELOR TO HEADMAN,,28,none,nkhonde
10201688,4,male,37,SCHOOL HEADMASTER,,1,msce,nkhonde
10201688,5,male,42,COUNSELOR TO HEADMAN,,42,pslc,nkhonde
10201688,6,male,50,COUNSELOR TO HEADMAN,,50,pslc,nkhonde
10201688,7,male,52,COUNSELOR TO HEADMAN,,52,pslc,nkhonde
10201688,8,male,35,OTHER (SPECIFY),SCHOOL COMMITTEE CHAIR,35,pslc,nkhonde
10201688,9,male,48,COUNSELOR TO HEADMAN,,48,none,nkhonde
10202195,1,male,38,SCHOOL HEADMASTER,,2,msce,sukwa
10202195,2,male,30,SCHOOL TEACHER,,1,msce,nkhonde
10202195,3,male,42,COUNSELOR TO HEADMAN,,38,pslc,sukwa
10202195,4,male,38,COUNSELOR TO HEADMAN,,38,none,sukwa
10202195,5,male,46,OTHER (SPECIFY),FARMER,33,pslc,nkhonde
10202195,6,male,49,headman,,49,none,nkhonde
10202195,7,female,37,SPOUSE OF HEADMAN,,37,none,nkhonde
10202195,8,male,43,COUNSELOR TO HEADMAN,,3,none,sukwa
10202195,9,male,25,BUSINESS MAN/WOMAN,,25,none,sukwa
10202514,1,male,54,headman,,54,pslc,nyakyusa
10202514,2,male,68,OTHER (SPECIFY),FARMER,68,none,nyakyusa
10202514,3,male,77,COUNSELOR TO HEADMAN,,77,none,nyakyusa
10202514,4,male,29,COUNSELOR TO HEADMAN,,29,none,nyakyusa
10202514,5,male,44,RELIGIOUS LEADER,,44,none,nyakyusa
10202514,6,male,30,BUSINESS MAN/WOMAN,,30,none,nyakyusa
10202514,7,female,35,BUSINESS MAN/WOMAN,,35,none,nyakyusa
10203013,1,male,51,headman,,24,pslc,tumbuka
10203013,2,male,45,COUNSELOR TO HEADMAN,,40,none,tumbuka
10203013,3,male,65,COUNSELOR TO HEADMAN,,22,none,lambya
10203013,4,female,41,SPOUSE OF HEADMAN,,24,none,tumbuka
10203013,5,male,64,COUNSELOR TO HEADMAN,,64,none,tumbuka
10203085,1,male,36,BUSINESS MAN/WOMAN,,10,pslc,nkhonde
10203085,2,male,40,COUNSELOR TO HEADMAN,,40,jce,tumbuka
10203085,3,male,76,headman,,35,pslc,tumbuka
10203085,4,male,78,OTHER (SPECIFY),FARMER,46,none,tumbuka
10203085,5,male,78,headman,,57,msce,tumbuka
10203085,6,female,72,headman,,72,none,tumbuka
10203176,1,male,43,SCHOOL HEADMASTER,,1,msce,chewa
10203176,2,female,38,SCHOOL TEACHER,,11,jce,tumbuka
10203176,3,male,35,headman,,35,pslc,sukwa
10203176,4,male,57,COUNSELOR TO HEADMAN,,11,pslc,sukwa
10203176,5,male,32,COUNSELOR TO HEADMAN,,28,jce,sukwa
10203176,6,male,27,COUNSELOR TO HEADMAN,,10,none,sukwa
10203176,7,male,21,COUNSELOR TO HEADMAN,,21,pslc,sukwa
10203221,1,male,50,SCHOOL HEADMASTER,,10,msce,tumbuka
10203221,2,male,21,BUSINESS MAN/WOMAN,,5,none,nkhonde
10203221,3,male,49,COUNSELOR TO HEADMAN,,44,jce,nkhonde
10203221,4,male,48,COUNSELOR TO HEADMAN,,13,none,nkhonde
10203221,5,male,65,headman,,64,pslc,nkhonde
10203221,6,female,56,SPOUSE OF HEADMAN,,31,none,nkhonde
10203623,1,male,77,headman,,34,none,tumbuka
10203623,2,female,67,SPOUSE OF HEADMAN,,34,none,tumbuka
10203623,3,male,48,COUNSELOR TO HEADMAN,,4,none,tumbuka
10203623,4,male,48,COUNSELOR TO HEADMAN,,34,none,tumbuka
10203623,5,female,65,SPOUSE OF HEADMAN,,34,none,tumbuka
10203744,1,male,52,BUSINESS MAN/WOMAN,,20,none,tumbuka
10203744,2,male,59,SCHOOL HEADMASTER,,8,jce,tumbuka
10203744,3,male,54,COUNSELOR TO HEADMAN,,17,none,nkhonde
10203744,4,male,56,COUNSELOR TO HEADMAN,,56,none,nkhonde
10203744,5,male,60,SCHOOL TEACHER,,56,jce,tumbuka
10203744,6,female,30,BUSINESS MAN/WOMAN,,30,none,tumbuka
10204101,1,male,32,BUSINESS MAN/WOMAN,,2,pslc,tumbuka
10204101,2,male,54,COUNSELOR TO HEADMAN,,54,pslc,tumbuka
10204101,3,male,74,headman,,74,none,tumbuka
10204101,4,male,57,COUNSELOR TO HEADMAN,,57,pslc,tumbuka
10204101,5,male,61,COUNSELOR TO HEADMAN,,38,pslc,tumbuka
10204101,6,male,45,COUNSELOR TO HEADMAN,,45,pslc,tumbuka
10204101,7,female,45,SPOUSE OF HEADMAN,,20,none,tumbuka
10204322,1,female,36,BUSINESS MAN/WOMAN,,20,pslc,sukwa
10204322,2,male,34,COUNSELOR TO HEADMAN,,10,pslc,sukwa
10204322,3,male,35,OTHER (SPECIFY),FARMER,35,none,tumbuka
10204322,4,male,75,COUNSELOR TO HEADMAN,,75,msce,tumbuka
10204322,5,male,83,OTHER (SPECIFY),FARMER,51,none,sukwa
10204453,1,male,63,COUNSELOR TO HEADMAN,,63,none,tumbuka
10204453,2,male,58,COUNSELOR TO HEADMAN,,58,none,tumbuka
10204453,3,male,39,COUNSELOR TO HEADMAN,,39,none,tumbuka
10204453,4,male,46,COUNSELOR TO HEADMAN,,46,none,tumbuka
10204453,5,male,49,COUNSELOR TO HEADMAN,,49,none,tumbuka
10204453,6,female,52,BUSINESS MAN/WOMAN,,52,none,tumbuka
10204453,7,male,60,COUNSELOR TO HEADMAN,,12,none,tumbuka
10204586,1,male,80,headman,,51,none,tumbuka
10204586,2,female,72,SPOUSE OF HEADMAN,,43,none,tumbuka
10204586,3,male,54,OTHER (SPECIFY),FARMER,25,pslc,tumbuka
10204586,4,female,25,BUSINESS MAN/WOMAN,,3,none,tumbuka
10204586,5,male,58,headman,,52,none,tumbuka
10204586,6,female,50,COUNSELOR TO HEADMAN,,50,jce,tumbuka
10204723,1,female,42,BUSINESS MAN/WOMAN,,8,none,tumbuka
10204723,2,female,30,HEALTH WORKER,,4,jce,tumbuka
10204723,3,male,58,SCHOOL HEADMASTER,,52,jce,tumbuka
10204723,4,male,34,headman,,28,msce,tumbuka
10204723,5,male,45,headman,,25,pslc,tumbuka
10204723,6,female,42,SPOUSE OF HEADMAN,,20,msce,tumbuka
10205202,1,male,38,COUNSELOR TO HEADMAN,,38,none,tumbuka
10205202,2,male,50,RELIGIOUS LEADER,,50,none,tumbuka
10205202,3,male,23,SCHOOL TEACHER,,23,jce,tumbuka
10205202,4,male,22,BUSINESS MAN/WOMAN,,22,none,tumbuka
10205202,5,male,50,BUSINESS MAN/WOMAN,,30,jce,tumbuka
10205507,1,male,54,BUSINESS MAN/WOMAN,,54,pslc,tumbuka
10205507,2,female,42,BUSINESS MAN/WOMAN,,42,none,tumbuka
10205507,3,female,27,BUSINESS MAN/WOMAN,,16,none,tumbuka
10205507,4,male,32,SCHOOL HEADMASTER,,10,msce,tumbuka
10205507,5,male,82,headman,,77,none,tumbuka
10205507,6,male,63,headman,,63,none,tumbuka
10205507,7,male,49,headman,,39,jce,tumbuka
10205507,8,male,59,COUNSELOR TO HEADMAN,,59,none,tumbuka
10205507,9,male,66,COUNSELOR TO HEADMAN,,7,pslc,tumbuka
10220027,1,male,30,BUSINESS MAN/WOMAN,,1,none,sukwa
10220027,2,male,73,headman,,73,none,nkhonde
10220027,3,male,57,COUNSELOR TO HEADMAN,,57,none,nkhonde
10220027,4,male,50,COUNSELOR TO HEADMAN,,50,none,nkhonde
10220027,5,male,53,COUNSELOR TO HEADMAN,,53,msce,nkhonde
10220027,6,male,55,COUNSELOR TO HEADMAN,,30,none,sukwa
10220027,7,male,50,OTHER (SPECIFY),FARMER,50,jce,nkhonde
10220027,8,male,50,COUNSELOR TO HEADMAN,,50,none,nkhonde
10220103,1,male,53,COUNSELOR TO HEADMAN,,30,pslc,nkhonde
10220103,2,male,51,COUNSELOR TO HEADMAN,,20,pslc,nkhonde
10220103,3,female,52,OTHER (SPECIFY),FARMER,52,none,tumbuka
10220103,4,female,45,OTHER (SPECIFY),FARMER,36,pslc,nkhonde
10220103,5,male,63,OTHER (SPECIFY),FARMER,63,none,tumbuka
10220103,6,male,88,OTHER (SPECIFY),FARMER,88,none,tumbuka
10220103,7,male,63,COUNSELOR TO HEADMAN,,63,none,tumbuka
10220521,1,male,65,headman,,10,jce,nkhonde
10220521,2,female,50,SPOUSE OF HEADMAN,,10,none,nkhonde
10220521,3,male,32,BUSINESS MAN/WOMAN,,1,none,lambya
10220521,4,male,50,SCHOOL HEADMASTER,,2,msce,nkhonde
10220521,5,male,52,COUNSELOR TO HEADMAN,,52,none,nkhonde
10220521,6,male,64,COUNSELOR TO HEADMAN,,64,none,nkhonde
10220521,7,male,64,COUNSELOR TO HEADMAN,,39,none,nkhonde
10220521,8,male,61,COUNSELOR TO HEADMAN,,61,none,nkhonde
10220521,9,male,38,COUNSELOR TO HEADMAN,,8,pslc,nkhonde
10220705,1,male,71,headman,,71,msce,nkhonde
10220705,2,male,72,COUNSELOR TO HEADMAN,,46,jce,nkhonde
10220705,3,male,68,headman,,60,none,nkhonde
10220705,4,male,74,COUNSELOR TO HEADMAN,,30,jce,nkhonde
10220705,5,male,79,headman,,47,none,nkhonde
10220705,6,male,60,COUNSELOR TO HEADMAN,,43,jce,nkhonde
10220705,7,female,64,SPOUSE OF HEADMAN,,45,none,nkhonde
10301026,1,male,58,BUSINESS MAN/WOMAN,,5,none,lomwe
10301026,2,male,31,BUSINESS MAN/WOMAN,,3,none,lomwe
10301026,3,male,31,OTHER (SPECIFY),SOYAL,2,none,lomwe
10301026,4,male,33,OTHER (SPECIFY),SOYAL,2,none,lomwe
10301026,5,male,33,OTHER (SPECIFY),SOYAL,1,none,lomwe
10301306,1,male,35,headman,,25,pslc,tumbuka
10301306,2,female,27,ASSIST. AGRICULTURAL EXTENSION DEVELOPMENT OFFICER,,1,NON-UNIV. DIPLOMA,lomwe
10301306,3,male,60,COUNSELOR TO HEADMAN,,60,jce,tumbuka
10301306,4,male,37,OTHER (SPECIFY),VDC SECRETARY,2,msce,tumbuka
10301306,5,male,64,COUNSELOR TO HEADMAN,,64,jce,tumbuka
10301306,6,male,48,SCHOOL HEADMASTER,,2,msce,tonga
10301306,7,male,44,SCHOOL TEACHER,,3,UNIVER. DIPLOMA,tonga
10301347,1,male,46,headman,,46,none,tumbuka
10301347,2,male,50,headman,,50,none,tumbuka
10301347,3,male,53,headman,,53,none,tumbuka
10301347,4,male,32,OTHER (SPECIFY),SCHOOL COMMITTEE MEMBER,32,pslc,tonga
10301347,5,male,27,SCHOOL TEACHER,,27,msce,tonga
10301347,6,female,53,COUNSELOR TO HEADMAN,,53,none,tonga
10301347,7,female,35,OTHER (SPECIFY),SELF MOTHER HOOD,35,none,tonga
10301347,8,male,60,COUNSELOR TO HEADMAN,,60,pslc,tonga
10301347,9,male,57,ASSIST. AGRICULTURAL EXTENSION DEVELOPMENT OFFICER,,4,NON-UNIV. DIPLOMA,tonga
10301663,1,male,80,headman,,80,pslc,tonga
10301663,2,male,39,ASSIST. AGRICULTURAL EXTENSION DEVELOPMENT OFFICER,,5,NON-UNIV. DIPLOMA,tumbuka
10301663,3,male,53,COUNSELOR TO HEADMAN,,53,pslc,tonga
10301663,4,male,38,police,,38,msce,tonga
10301663,5,male,43,HEALTH WORKER,,15,msce,chewa
10301741,1,male,67,headman,,67,jce,tonga
10301741,2,female,56,SPOUSE OF HEADMAN,,56,none,tonga
10301741,3,male,50,headman,,50,pslc,tonga
10301741,4,male,58,COUNSELOR TO HEADMAN,,58,none,tonga
10301741,5,male,62,SCHOOL HEADMASTER,,4,msce,tonga
10301741,6,male,45,SCHOOL TEACHER,,35,msce,tonga
10301741,7,male,37,BUSINESS MAN/WOMAN,,37,none,tonga
10302010,1,male,74,headman,,74,pslc,tonga
10302010,2,male,64,COUNSELOR TO HEADMAN,,64,none,tonga
10302010,3,male,55,BUSINESS MAN/WOMAN,,55,none,tonga
10302010,4,male,47,RELIGIOUS LEADER,,47,pslc,tonga
10302010,5,male,55,police,,55,none,tonga
10303454,1,male,58,headman,,38,pslc,tonga
10303454,2,male,40,SPOUSE OF HEADMAN,,35,pslc,tonga
10303454,3,male,22,COUNSELOR TO HEADMAN,,20,msce,tonga
10303454,4,male,38,SCHOOL TEACHER,,17,msce,tonga
10303454,5,male,27,COUNSELOR TO HEADMAN,,20,msce,tonga
10304012,1,male,58,headman,,37,pslc,tonga
10304012,2,male,46,HEALTH WORKER,,20,msce,tonga
10304012,3,male,27,COUNSELOR TO HEADMAN,,20,msce,tonga
10304012,4,male,41,police,,25,pslc,tonga
10304012,5,male,40,headman,,35,pslc,tonga
10304012,6,male,38,SCHOOL TEACHER,,16,msce,tonga
10304012,7,male,29,police,,20,none,tonga
10304012,8,male,56,COUNSELOR TO HEADMAN,,53,pslc,tonga
10304012,9,male,22,COUNSELOR TO HEADMAN,,20,msce,tonga
10304012,10,male,45,COUNSELOR TO HEADMAN,,30,jce,tonga
10304360,1,male,51,headman,,34,msce,tonga
10304360,2,male,46,COUNSELOR TO HEADMAN,,46,jce,tonga
10304360,3,female,31,BUSINESS MAN/WOMAN,,3,pslc,tonga
10304360,4,female,30,COUNSELOR TO HEADMAN,,30,none,tonga
10304360,5,female,84,OTHER (SPECIFY),MOTHER TO VH,66,none,tonga
10304360,6,female,26,BUSINESS MAN/WOMAN,,26,none,tonga
10304360,7,female,31,COUNSELOR TO HEADMAN,,31,none,tonga
10304625,1,female,83,headman,,38,pslc,tonga
10304625,2,male,81,COUNSELOR TO HEADMAN,,50,pslc,tonga
10304625,3,male,40,police,,31,jce,tonga
10304625,4,male,33,SCHOOL HEADMASTER,,10,msce,tonga
10304625,5,male,52,COUNSELOR TO HEADMAN,,52,none,tonga
10305446,1,male,49,headman,,49,pslc,tonga
10305446,2,male,38,COUNSELOR TO HEADMAN,,38,pslc,tonga
10305446,3,male,43,headman,,43,jce,tonga
10305446,4,male,56,SCHOOL TEACHER,,56,jce,tonga
10305446,5,male,52,ASSIST. AGRICULTURAL EXTENSION DEVELOPMENT OFFICER,,13,NON-UNIV. DIPLOMA,ngoni
10305446,6,male,40,HEALTH WORKER,,10,msce,chewa
10306417,1,male,61,headman,,61,jce,tonga
10306417,2,male,26,RELIGIOUS LEADER,,26,msce,tonga
10306417,3,male,81,COUNSELOR TO HEADMAN,,54,pslc,tonga
10306417,4,male,59,OTHER (SPECIFY),FARMER,59,jce,tonga
10306417,5,male,77,COUNSELOR TO HEADMAN,,77,pslc,tonga
10306431,1,female,58,headman,,58,pslc,tonga
10306431,2,male,64,COUNSELOR TO HEADMAN,,48,jce,tonga
10306431,3,male,48,COUNSELOR TO HEADMAN,,48,msce,tonga
10306431,4,male,59,SCHOOL HEADMASTER,,2,msce,ngoni
10306431,5,male,44,SCHOOL TEACHER,,6,NON-UNIV. DIPLOMA,tumbuka
