case_id,visit,ea_id,ag_s0a,ag_s0a_os,ag_s01,ag_s02,ag_s03a,ag_s03b,ag_s03b_os,ag_s04,ag_s05a,ag_s05b,ag_s05b_os,ag_s06,ag_s07a,ag_s07b,ag_s08a,ag_s08b,ag_s09a,ag_s09b,ag_s09b_os,ag_s10a,ag_s10b,ag_s10b_os,ag_s11a,ag_s11b,ag_s11b_os,ag_s12,ag_s13
101012150026,1,10101215,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150026,1,10101215,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150026,1,10101215,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150026,1,10101215,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150026,1,10101215,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150026,1,10101215,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150026,1,10101215,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150026,1,10101215,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150028,1,10101215,Cow milk,,Yes,4,22,Litre,,No,,,,,,,,,22,Litre,,0,,,0,,,No,
101012150028,1,10101215,Chicken eggs,,Yes,3,26,Piece,,No,,,,,,,,,10,Piece,,0,,,0,,,No,
101012150028,1,10101215,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150028,1,10101215,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150028,1,10101215,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150028,1,10101215,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150028,1,10101215,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150028,1,10101215,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150034,1,10101215,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150034,1,10101215,Chicken eggs,,Yes,2,30,Piece,,Yes,15,Piece,,300,1,2,N01,,5,Piece,,0,,,0,,,No,
101012150034,1,10101215,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150034,1,10101215,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150034,1,10101215,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150034,1,10101215,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150034,1,10101215,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150034,1,10101215,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150038,1,10101215,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150038,1,10101215,Chicken eggs,,Yes,3,46,Piece,,No,,,,,,,,,9,Piece,,0,,,0,,,No,
101012150038,1,10101215,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150038,1,10101215,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150038,1,10101215,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150038,1,10101215,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150038,1,10101215,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150038,1,10101215,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150040,1,10101215,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150040,1,10101215,Chicken eggs,,Yes,2,20,Piece,,Yes,5,Piece,,100,2,,N04,,6,Piece,,0,,,0,,,No,
101012150040,1,10101215,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150040,1,10101215,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150040,1,10101215,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150040,1,10101215,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150040,1,10101215,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150040,1,10101215,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150045,1,10101215,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150045,1,10101215,Chicken eggs,,Yes,1,15,Piece,,Yes,3,Piece,,60,1,2,N05,,0,,,0,,,0,,,No,
101012150045,1,10101215,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150045,1,10101215,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150045,1,10101215,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150045,1,10101215,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150045,1,10101215,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150045,1,10101215,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150048,1,10101215,,,,,,,,,,,,,,,,,,,,,,,,,,,
101012150049,1,10101215,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150049,1,10101215,Chicken eggs,,Yes,2,23,Piece,,No,,,,,,,,,10,Piece,,0,,,0,,,No,
101012150049,1,10101215,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150049,1,10101215,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150049,1,10101215,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150049,1,10101215,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150049,1,10101215,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150049,1,10101215,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150053,1,10101215,Cow milk,,Yes,2,20,Litre,,No,,,,,,,,,30,Litre,,10,Litre,,0,,,No,
101012150053,1,10101215,Chicken eggs,,Yes,2,13,Piece,,No,,,,,,,,,11,Piece,,0,,,0,,,No,
101012150053,1,10101215,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150053,1,10101215,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150053,1,10101215,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150053,1,10101215,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150053,1,10101215,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150053,1,10101215,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150059,1,10101215,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150059,1,10101215,Chicken eggs,,Yes,1,36,Piece,,Yes,4,Piece,,80,1,2,N04,,8,Piece,,0,,,0,,,No,
101012150059,1,10101215,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150059,1,10101215,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150059,1,10101215,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150059,1,10101215,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150059,1,10101215,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150059,1,10101215,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150060,1,10101215,,,,,,,,,,,,,,,,,,,,,,,,,,,
101012150074,1,10101215,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150074,1,10101215,Chicken eggs,,Yes,2,25,Piece,,Yes,7,Piece,,110,1,2,N04,,12,Piece,,0,,,0,,,No,
101012150074,1,10101215,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150074,1,10101215,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150074,1,10101215,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150074,1,10101215,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150074,1,10101215,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101012150074,1,10101215,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060006,1,10101706,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060006,1,10101706,Chicken eggs,,Yes,2,15,Piece,,No,,,,,,,,,10,Piece,,0,,,0,,,No,
101017060006,1,10101706,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060006,1,10101706,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060006,1,10101706,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060006,1,10101706,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060006,1,10101706,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060006,1,10101706,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060007,1,10101706,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060007,1,10101706,Chicken eggs,,Yes,2,13,Piece,,No,,,,,,,,,8,Piece,,0,,,0,,,No,
101017060007,1,10101706,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060007,1,10101706,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060007,1,10101706,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060007,1,10101706,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060007,1,10101706,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060007,1,10101706,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060011,1,10101706,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060011,1,10101706,Chicken eggs,,Yes,2,11,Piece,,No,,,,,,,,,5,Piece,,0,,,0,,,No,
101017060011,1,10101706,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060011,1,10101706,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060011,1,10101706,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060011,1,10101706,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060011,1,10101706,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060011,1,10101706,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060015,1,10101706,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060015,1,10101706,Chicken eggs,,Yes,2,11,Piece,,No,,,,,,,,,8,Piece,,0,,,0,,,No,
101017060015,1,10101706,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060015,1,10101706,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060015,1,10101706,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060015,1,10101706,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060015,1,10101706,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060015,1,10101706,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060022,1,10101706,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060022,1,10101706,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060022,1,10101706,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060022,1,10101706,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060022,1,10101706,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060022,1,10101706,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060022,1,10101706,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060022,1,10101706,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060026,1,10101706,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060026,1,10101706,Chicken eggs,,Yes,1,38,Piece,,No,,,,,,,,,24,Piece,,5,Piece,,0,,,No,
101017060026,1,10101706,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060026,1,10101706,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060026,1,10101706,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060026,1,10101706,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060026,1,10101706,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060026,1,10101706,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060030,1,10101706,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060030,1,10101706,Chicken eggs,,Yes,1,26,Piece,,No,,,,,,,,,12,Piece,,0,,,0,,,No,
101017060030,1,10101706,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060030,1,10101706,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060030,1,10101706,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060030,1,10101706,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060030,1,10101706,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060030,1,10101706,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060033,1,10101706,Cow milk,,Yes,4,80,Litre,,No,,,,,,,,,70,Litre,,10,Litre,,0,,,No,
101017060033,1,10101706,Chicken eggs,,Yes,3,85,Piece,,No,,,,,,,,,40,Piece,,10,Piece,,0,,,No,
101017060033,1,10101706,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060033,1,10101706,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060033,1,10101706,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060033,1,10101706,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060033,1,10101706,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060033,1,10101706,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060041,1,10101706,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060041,1,10101706,Chicken eggs,,Yes,3,13,Piece,,No,,,,,,,,,8,Piece,,0,,,0,,,No,
101017060041,1,10101706,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060041,1,10101706,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060041,1,10101706,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060041,1,10101706,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060041,1,10101706,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060041,1,10101706,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060048,1,10101706,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060048,1,10101706,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060048,1,10101706,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060048,1,10101706,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060048,1,10101706,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060048,1,10101706,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060048,1,10101706,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060048,1,10101706,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060052,1,10101706,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060052,1,10101706,Chicken eggs,,Yes,2,10,Piece,,No,,,,,,,,,6,Piece,,0,,,0,,,No,
101017060052,1,10101706,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060052,1,10101706,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060052,1,10101706,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060052,1,10101706,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060052,1,10101706,Manure,,Yes,1,4,Bucket,,No,,,,,,,,,4,Bucket,,0,,,0,,,No,
101017060052,1,10101706,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060059,1,10101706,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060059,1,10101706,Chicken eggs,,Yes,2,8,Piece,,No,,,,,,,,,0,,,0,,,0,,,No,
101017060059,1,10101706,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060059,1,10101706,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060059,1,10101706,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060059,1,10101706,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060059,1,10101706,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060059,1,10101706,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060063,1,10101706,,,,,,,,,,,,,,,,,,,,,,,,,,,
101017060067,1,10101706,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060067,1,10101706,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060067,1,10101706,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060067,1,10101706,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060067,1,10101706,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060067,1,10101706,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060067,1,10101706,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060067,1,10101706,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060074,1,10101706,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060074,1,10101706,Chicken eggs,,Yes,1,10,Piece,,No,,,,,,,,,0,,,0,,,0,,,No,
101017060074,1,10101706,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060074,1,10101706,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060074,1,10101706,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060074,1,10101706,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060074,1,10101706,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101017060074,1,10101706,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740013,1,10101374,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740013,1,10101374,Chicken eggs,,Yes,4,15,Piece,,No,,,,,,,,,12,Piece,,0,,,0,,,No,
101013740013,1,10101374,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740013,1,10101374,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740013,1,10101374,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740013,1,10101374,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740013,1,10101374,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740013,1,10101374,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740020,1,10101374,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740020,1,10101374,Chicken eggs,,Yes,2,12,Piece,,No,,,,,,,,,5,Piece,,0,,,0,,,No,
101013740020,1,10101374,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740020,1,10101374,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740020,1,10101374,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740020,1,10101374,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740020,1,10101374,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740020,1,10101374,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740028,1,10101374,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740028,1,10101374,Chicken eggs,,Yes,3,10,Piece,,No,,,,,,,,,5,Piece,,0,,,0,,,No,
101013740028,1,10101374,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740028,1,10101374,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740028,1,10101374,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740028,1,10101374,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740028,1,10101374,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740028,1,10101374,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740035,1,10101374,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740035,1,10101374,Chicken eggs,,Yes,4,15,Piece,,No,,,,,,,,,16,Piece,,0,,,0,,,No,
101013740035,1,10101374,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740035,1,10101374,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740035,1,10101374,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740035,1,10101374,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740035,1,10101374,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740035,1,10101374,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740050,1,10101374,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740050,1,10101374,Chicken eggs,,Yes,2,11,Piece,,No,,,,,,,,,6,Piece,,0,,,0,,,No,
101013740050,1,10101374,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740050,1,10101374,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740050,1,10101374,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740050,1,10101374,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740050,1,10101374,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740050,1,10101374,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740057,1,10101374,Cow milk,,Yes,3,50,Litre,,Yes,20,Litre,,1000,1,,N08,,20,Litre,,10,Litre,,0,,,No,
101013740057,1,10101374,Chicken eggs,,Yes,2,13,Piece,,No,,,,,,,,,10,Piece,,0,,,0,,,No,
101013740057,1,10101374,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740057,1,10101374,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740057,1,10101374,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740057,1,10101374,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740057,1,10101374,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740057,1,10101374,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740064,1,10101374,,,,,,,,,,,,,,,,,,,,,,,,,,,
101013740072,1,10101374,,,,,,,,,,,,,,,,,,,,,,,,,,,
101013740094,1,10101374,Cow milk,,Yes,2,4,Litre,,No,,,,,,,,,4,Litre,,0,,,0,,,No,
101013740094,1,10101374,Chicken eggs,,Yes,2,18,Piece,,No,,,,,,,,,10,Piece,,0,,,0,,,No,
101013740094,1,10101374,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740094,1,10101374,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740094,1,10101374,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740094,1,10101374,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740094,1,10101374,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740094,1,10101374,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740101,1,10101374,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740101,1,10101374,Chicken eggs,,Yes,4,20,Piece,,Yes,8,Piece,,160,1,2,N01,,18,Piece,,0,,,0,,,No,
101013740101,1,10101374,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740101,1,10101374,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740101,1,10101374,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740101,1,10101374,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740101,1,10101374,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740101,1,10101374,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740108,1,10101374,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740108,1,10101374,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740108,1,10101374,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740108,1,10101374,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740108,1,10101374,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
101013740108,1,10101374,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
