case_id,visit,ea_id,ag_t0c,ag_t0e,ag_t05a,ag_t05b,ag_t05c,ag_t05d,ag_t06a,ag_t06b,ag_t07,ag_t08,ag_t09,ag_t10,ag_t11
101012150021,2,10101215,Gov. Fishery Extension Service,,,,,,,,,,,,
101012150021,2,10101215,ngo,,,,,,,,,,,,
101012150021,2,10101215,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101012150021,2,10101215,Fishing Coop,,,,,,,,,,,,
101012150021,2,10101215,Farmer Field Days/Field School,,,,,,,,,,,,
101012150021,2,10101215,Village Agricultural Extension Meeting,,,,,,,,,,,,
101012150021,2,10101215,Agricultural Extension Course,,,,,,,,,,,,
101012150021,2,10101215,Lead Farmer,,,,,,,,,,,,
101012150021,2,10101215,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101012150021,2,10101215,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101012150021,2,10101215,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101012150021,2,10101215,Other (Specify),,,,,,,,,,,,
101012150022,2,10101215,Gov. Agricultural Extension Service,,,,,,,,,,,,
101012150022,2,10101215,Private Agricultural Extension Service,,,,,,,,,,,,
101012150022,2,10101215,Gov. Fishery Extension Service,,,,,,,,,,,,
101012150022,2,10101215,ngo,,,,,,,,,,,,
101012150022,2,10101215,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101012150022,2,10101215,Fishing Coop,,,,,,,,,,,,
101012150022,2,10101215,Farmer Field Days/Field School,,,,,,,,,,,,
101012150022,2,10101215,Village Agricultural Extension Meeting,,,,,,,,,,,,
101012150022,2,10101215,Agricultural Extension Course,,,,,,,,,,,,
101012150022,2,10101215,Lead Farmer,,,,,,,,,,,,
101012150022,2,10101215,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101012150022,2,10101215,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101012150022,2,10101215,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101012150022,2,10101215,Other (Specify),,,,,,,,,,,,
101012150026,2,10101215,Gov. Agricultural Extension Service,,,,,,,,,,,,
101012150026,2,10101215,Private Agricultural Extension Service,,,,,,,,,,,,
101012150026,2,10101215,Gov. Fishery Extension Service,,,,,,,,,,,,
101012150026,2,10101215,ngo,,,,,,,,,,,,
101012150026,2,10101215,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101012150026,2,10101215,Fishing Coop,,,,,,,,,,,,
101012150026,2,10101215,Farmer Field Days/Field School,,,,,,,,,,,,
101012150026,2,10101215,Village Agricultural Extension Meeting,,,,,,,,,,,,
101012150026,2,10101215,Agricultural Extension Course,,,,,,,,,,,,
101012150026,2,10101215,Lead Farmer,,,,,,,,,,,,
101012150026,2,10101215,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101012150026,2,10101215,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101012150026,2,10101215,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101012150026,2,10101215,Other (Specify),,,,,,,,,,,,
101012150028,2,10101215,Gov. Agricultural Extension Service,X,1,2,,,3,2,1,,no,,
101012150028,2,10101215,Private Agricultural Extension Service,,,,,,,,,,,,
101012150028,2,10101215,Gov. Fishery Extension Service,,,,,,,,,,,,
101012150028,2,10101215,ngo,,,,,,,,,,,,
101012150028,2,10101215,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101012150028,2,10101215,Fishing Coop,,,,,,,,,,,,
101012150028,2,10101215,Farmer Field Days/Field School,,,,,,,,,,,,
101012150028,2,10101215,Village Agricultural Extension Meeting,,,,,,,,,,,,
101012150028,2,10101215,Agricultural Extension Course,,,,,,,,,,,,
101012150028,2,10101215,Lead Farmer,,,,,,,,,,,,
101012150028,2,10101215,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101012150028,2,10101215,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101012150028,2,10101215,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101012150028,2,10101215,Other (Specify),,,,,,,,,,,,
101012150034,2,10101215,Gov. Agricultural Extension Service,X,1,,,,2,0,2,,no,,
101012150034,2,10101215,Private Agricultural Extension Service,,,,,,,,,,,,
101012150034,2,10101215,Gov. Fishery Extension Service,,,,,,,,,,,,
101012150034,2,10101215,ngo,,,,,,,,,,,,
101012150034,2,10101215,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101012150034,2,10101215,Fishing Coop,,,,,,,,,,,,
101012150034,2,10101215,Farmer Field Days/Field School,,,,,,,,,,,,
101012150034,2,10101215,Village Agricultural Extension Meeting,,,,,,,,,,,,
101012150034,2,10101215,Agricultural Extension Course,,,,,,,,,,,,
101012150034,2,10101215,Lead Farmer,,,,,,,,,,,,
101012150034,2,10101215,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101012150034,2,10101215,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101012150034,2,10101215,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101012150034,2,10101215,Other (Specify),,,,,,,,,,,,
101012150038,2,10101215,Gov. Agricultural Extension Service,,,,,,,,,,,,
101012150038,2,10101215,Private Agricultural Extension Service,,,,,,,,,,,,
101012150038,2,10101215,Gov. Fishery Extension Service,,,,,,,,,,,,
101012150038,2,10101215,ngo,,,,,,,,,,,,
101012150038,2,10101215,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101012150038,2,10101215,Fishing Coop,,,,,,,,,,,,
101012150038,2,10101215,Farmer Field Days/Field School,,,,,,,,,,,,
101012150038,2,10101215,Village Agricultural Extension Meeting,,,,,,,,,,,,
101012150038,2,10101215,Agricultural Extension Course,,,,,,,,,,,,
101012150038,2,10101215,Lead Farmer,,,,,,,,,,,,
101012150038,2,10101215,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101012150038,2,10101215,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101012150038,2,10101215,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101012150038,2,10101215,Other (Specify),,,,,,,,,,,,
101012150040,2,10101215,Gov. Agricultural Extension Service,,,,,,,,,,,,
101012150040,2,10101215,Private Agricultural Extension Service,,,,,,,,,,,,
101012150040,2,10101215,Gov. Fishery Extension Service,,,,,,,,,,,,
101012150040,2,10101215,ngo,,,,,,,,,,,,
101012150040,2,10101215,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101012150040,2,10101215,Fishing Coop,,,,,,,,,,,,
101012150040,2,10101215,Farmer Field Days/Field School,,,,,,,,,,,,
101012150040,2,10101215,Village Agricultural Extension Meeting,X,1,2,,,,,,2,no,,
101012150040,2,10101215,Agricultural Extension Course,,,,,,,,,,,,
101012150040,2,10101215,Lead Farmer,,,,,,,,,,,,
101012150040,2,10101215,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101012150040,2,10101215,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101012150040,2,10101215,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101012150040,2,10101215,Other (Specify),,,,,,,,,,,,
101012150045,2,10101215,Gov. Agricultural Extension Service,X,1,,,,1,,1,,no,,
101012150045,2,10101215,Private Agricultural Extension Service,,,,,,,,,,,,
101012150045,2,10101215,Gov. Fishery Extension Service,,,,,,,,,,,,
101012150045,2,10101215,ngo,,,,,,,,,,,,
101012150045,2,10101215,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101012150045,2,10101215,Fishing Coop,,,,,,,,,,,,
101012150045,2,10101215,Farmer Field Days/Field School,,,,,,,,,,,,
101012150045,2,10101215,Village Agricultural Extension Meeting,,,,,,,,,,,,
101012150045,2,10101215,Agricultural Extension Course,,,,,,,,,,,,
101012150045,2,10101215,Lead Farmer,,,,,,,,,,,,
101012150045,2,10101215,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101012150045,2,10101215,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101012150045,2,10101215,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101012150045,2,10101215,Other (Specify),,,,,,,,,,,,
101012150048,2,10101215,Gov. Agricultural Extension Service,,,,,,,,,,,,
101012150048,2,10101215,Private Agricultural Extension Service,,,,,,,,,,,,
101012150048,2,10101215,Gov. Fishery Extension Service,,,,,,,,,,,,
101012150048,2,10101215,ngo,,,,,,,,,,,,
101012150048,2,10101215,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101012150048,2,10101215,Fishing Coop,,,,,,,,,,,,
101012150048,2,10101215,Farmer Field Days/Field School,,,,,,,,,,,,
101012150048,2,10101215,Village Agricultural Extension Meeting,X,1,,,,,,,2,no,,
101012150048,2,10101215,Agricultural Extension Course,,,,,,,,,,,,
101012150048,2,10101215,Lead Farmer,,,,,,,,,,,,
101012150048,2,10101215,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101012150048,2,10101215,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101012150048,2,10101215,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101012150048,2,10101215,Other (Specify),,,,,,,,,,,,
101012150049,2,10101215,Gov. Agricultural Extension Service,,,,,,,,,,,,
101012150049,2,10101215,Private Agricultural Extension Service,,,,,,,,,,,,
101012150049,2,10101215,Gov. Fishery Extension Service,,,,,,,,,,,,
101012150049,2,10101215,ngo,,,,,,,,,,,,
101012150049,2,10101215,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101012150049,2,10101215,Fishing Coop,,,,,,,,,,,,
101012150049,2,10101215,Farmer Field Days/Field School,X,1,2,,,,,,7,no,,
101012150049,2,10101215,Village Agricultural Extension Meeting,X,1,2,,,,,,5,no,,
101012150049,2,10101215,Agricultural Extension Course,,,,,,,,,,,,
101012150049,2,10101215,Lead Farmer,,,,,,,,,,,,
101012150049,2,10101215,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101012150049,2,10101215,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101012150049,2,10101215,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101012150049,2,10101215,Other (Specify),,,,,,,,,,,,
101012150053,2,10101215,Gov. Agricultural Extension Service,,,,,,,,,,,,
101012150053,2,10101215,Private Agricultural Extension Service,,,,,,,,,,,,
101012150053,2,10101215,Gov. Fishery Extension Service,,,,,,,,,,,,
101012150053,2,10101215,ngo,,,,,,,,,,,,
101012150053,2,10101215,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101012150053,2,10101215,Fishing Coop,,,,,,,,,,,,
101012150053,2,10101215,Farmer Field Days/Field School,,,,,,,,,,,,
101012150053,2,10101215,Village Agricultural Extension Meeting,,,,,,,,,,,,
101012150053,2,10101215,Agricultural Extension Course,,,,,,,,,,,,
101012150053,2,10101215,Lead Farmer,,,,,,,,,,,,
101012150053,2,10101215,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101012150053,2,10101215,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101012150053,2,10101215,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101012150053,2,10101215,Other (Specify),,,,,,,,,,,,
101012150059,2,10101215,Gov. Agricultural Extension Service,X,1,2,,,1,0,1,,no,,
101012150059,2,10101215,Private Agricultural Extension Service,,,,,,,,,,,,
101012150059,2,10101215,Gov. Fishery Extension Service,,,,,,,,,,,,
101012150059,2,10101215,ngo,,,,,,,,,,,,
101012150059,2,10101215,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101012150059,2,10101215,Fishing Coop,,,,,,,,,,,,
101012150059,2,10101215,Farmer Field Days/Field School,,,,,,,,,,,,
101012150059,2,10101215,Village Agricultural Extension Meeting,,,,,,,,,,,,
101012150059,2,10101215,Agricultural Extension Course,,,,,,,,,,,,
101012150059,2,10101215,Lead Farmer,,,,,,,,,,,,
101012150059,2,10101215,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101012150059,2,10101215,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101012150059,2,10101215,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101012150059,2,10101215,Other (Specify),,,,,,,,,,,,
101012150060,2,10101215,Gov. Agricultural Extension Service,,,,,,,,,,,,
101012150060,2,10101215,Private Agricultural Extension Service,,,,,,,,,,,,
101012150060,2,10101215,Gov. Fishery Extension Service,,,,,,,,,,,,
101012150060,2,10101215,ngo,,,,,,,,,,,,
101012150060,2,10101215,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101012150060,2,10101215,Fishing Coop,,,,,,,,,,,,
101012150060,2,10101215,Farmer Field Days/Field School,,,,,,,,,,,,
101012150060,2,10101215,Village Agricultural Extension Meeting,X,1,,,,,,,1,no,,
101012150060,2,10101215,Agricultural Extension Course,,,,,,,,,,,,
101012150060,2,10101215,Lead Farmer,,,,,,,,,,,,
101012150060,2,10101215,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101012150060,2,10101215,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101012150060,2,10101215,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101012150060,2,10101215,Other (Specify),,,,,,,,,,,,
101012150074,2,10101215,Gov. Agricultural Extension Service,X,1,2,,,3,0,3,,no,,
101012150074,2,10101215,Private Agricultural Extension Service,,,,,,,,,,,,
101012150074,2,10101215,Gov. Fishery Extension Service,,,,,,,,,,,,
101012150074,2,10101215,ngo,,,,,,,,,,,,
101012150074,2,10101215,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101012150074,2,10101215,Fishing Coop,,,,,,,,,,,,
101012150074,2,10101215,Farmer Field Days/Field School,,,,,,,,,,,,
101012150074,2,10101215,Village Agricultural Extension Meeting,,,,,,,,,,,,
101012150074,2,10101215,Agricultural Extension Course,,,,,,,,,,,,
101012150074,2,10101215,Lead Farmer,,,,,,,,,,,,
101012150074,2,10101215,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101012150074,2,10101215,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101012150074,2,10101215,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101012150074,2,10101215,Other (Specify),,,,,,,,,,,,
101015620009,2,10101562,Gov. Agricultural Extension Service,,,,,,,,,,,,
101015620009,2,10101562,Private Agricultural Extension Service,,,,,,,,,,,,
101015620009,2,10101562,Gov. Fishery Extension Service,,,,,,,,,,,,
101015620009,2,10101562,ngo,,,,,,,,,,,,
101015620009,2,10101562,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101015620009,2,10101562,Fishing Coop,,,,,,,,,,,,
101015620009,2,10101562,Farmer Field Days/Field School,,,,,,,,,,,,
101015620009,2,10101562,Village Agricultural Extension Meeting,,,,,,,,,,,,
101015620009,2,10101562,Agricultural Extension Course,,,,,,,,,,,,
101015620009,2,10101562,Lead Farmer,,,,,,,,,,,,
101015620009,2,10101562,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101015620009,2,10101562,"Electronic Media (TV, Radio, Etc…)",X,2,3,,,,,,,,,Useful
101015620009,2,10101562,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101015620009,2,10101562,Other (Specify),,,,,,,,,,,,
101015620020,2,10101562,Gov. Agricultural Extension Service,,,,,,,,,,,,
101015620020,2,10101562,Private Agricultural Extension Service,,,,,,,,,,,,
101015620020,2,10101562,Gov. Fishery Extension Service,,,,,,,,,,,,
101015620020,2,10101562,ngo,,,,,,,,,,,,
101015620020,2,10101562,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101015620020,2,10101562,Fishing Coop,,,,,,,,,,,,
101015620020,2,10101562,Farmer Field Days/Field School,,,,,,,,,,,,
101015620020,2,10101562,Village Agricultural Extension Meeting,,,,,,,,,,,,
101015620020,2,10101562,Agricultural Extension Course,,,,,,,,,,,,
101015620020,2,10101562,Lead Farmer,,,,,,,,,,,,
101015620020,2,10101562,Other Farmer (Neighbor/Relative),X,1,,,,,,,,no,,Useful
101015620020,2,10101562,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101015620020,2,10101562,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101015620020,2,10101562,Other (Specify),,,,,,,,,,,,
101015620031,2,10101562,Gov. Agricultural Extension Service,,,,,,,,,,,,
101015620031,2,10101562,Private Agricultural Extension Service,,,,,,,,,,,,
101015620031,2,10101562,Gov. Fishery Extension Service,,,,,,,,,,,,
101015620031,2,10101562,ngo,,,,,,,,,,,,
101015620031,2,10101562,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101015620031,2,10101562,Fishing Coop,,,,,,,,,,,,
101015620031,2,10101562,Farmer Field Days/Field School,,,,,,,,,,,,
101015620031,2,10101562,Village Agricultural Extension Meeting,X,1,2,,,,,,1,no,,Useful
101015620031,2,10101562,Agricultural Extension Course,,,,,,,,,,,,
101015620031,2,10101562,Lead Farmer,,,,,,,,,,,,
101015620031,2,10101562,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101015620031,2,10101562,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101015620031,2,10101562,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101015620031,2,10101562,Other (Specify),,,,,,,,,,,,
101015620042,2,10101562,Gov. Agricultural Extension Service,,,,,,,,,,,,
101015620042,2,10101562,Private Agricultural Extension Service,,,,,,,,,,,,
101015620042,2,10101562,Gov. Fishery Extension Service,,,,,,,,,,,,
101015620042,2,10101562,ngo,,,,,,,,,,,,
101015620042,2,10101562,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101015620042,2,10101562,Fishing Coop,,,,,,,,,,,,
101015620042,2,10101562,Farmer Field Days/Field School,,,,,,,,,,,,
101015620042,2,10101562,Village Agricultural Extension Meeting,X,1,,,,,,,2,no,,Useful
101015620042,2,10101562,Agricultural Extension Course,,,,,,,,,,,,
101015620042,2,10101562,Lead Farmer,,,,,,,,,,,,
101015620042,2,10101562,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101015620042,2,10101562,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101015620042,2,10101562,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101015620042,2,10101562,Other (Specify),,,,,,,,,,,,
101015620053,2,10101562,Gov. Agricultural Extension Service,,,,,,,,,,,,
101015620053,2,10101562,Private Agricultural Extension Service,,,,,,,,,,,,
101015620053,2,10101562,Gov. Fishery Extension Service,,,,,,,,,,,,
101015620053,2,10101562,ngo,,,,,,,,,,,,
101015620053,2,10101562,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101015620053,2,10101562,Fishing Coop,,,,,,,,,,,,
101015620053,2,10101562,Farmer Field Days/Field School,,,,,,,,,,,,
101015620053,2,10101562,Village Agricultural Extension Meeting,,,,,,,,,,,,
101015620053,2,10101562,Agricultural Extension Course,,,,,,,,,,,,
101015620053,2,10101562,Lead Farmer,,,,,,,,,,,,
101015620053,2,10101562,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101015620053,2,10101562,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101015620053,2,10101562,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101015620053,2,10101562,Other (Specify),,,,,,,,,,,,
101015620064,2,10101562,Gov. Agricultural Extension Service,,,,,,,,,,,,
101015620064,2,10101562,Private Agricultural Extension Service,,,,,,,,,,,,
101015620064,2,10101562,Gov. Fishery Extension Service,,,,,,,,,,,,
101015620064,2,10101562,ngo,,,,,,,,,,,,
101015620064,2,10101562,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101015620064,2,10101562,Fishing Coop,,,,,,,,,,,,
101015620064,2,10101562,Farmer Field Days/Field School,,,,,,,,,,,,
101015620064,2,10101562,Village Agricultural Extension Meeting,,,,,,,,,,,,
101015620064,2,10101562,Agricultural Extension Course,,,,,,,,,,,,
101015620064,2,10101562,Lead Farmer,,,,,,,,,,,,
101015620064,2,10101562,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101015620064,2,10101562,"Electronic Media (TV, Radio, Etc…)",X,1,2,,,,,,,,,Very useful
101015620064,2,10101562,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101015620064,2,10101562,Other (Specify),,,,,,,,,,,,
101015620075,2,10101562,Gov. Agricultural Extension Service,,,,,,,,,,,,
101015620075,2,10101562,Private Agricultural Extension Service,,,,,,,,,,,,
101015620075,2,10101562,Gov. Fishery Extension Service,,,,,,,,,,,,
101015620075,2,10101562,ngo,,,,,,,,,,,,
101015620075,2,10101562,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101015620075,2,10101562,Fishing Coop,,,,,,,,,,,,
101015620075,2,10101562,Farmer Field Days/Field School,,,,,,,,,,,,
101015620075,2,10101562,Village Agricultural Extension Meeting,X,1,2,,,,,,3,no,,Useful
101015620075,2,10101562,Agricultural Extension Course,,,,,,,,,,,,
101015620075,2,10101562,Lead Farmer,,,,,,,,,,,,
101015620075,2,10101562,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101015620075,2,10101562,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101015620075,2,10101562,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101015620075,2,10101562,Other (Specify),,,,,,,,,,,,
101015620086,2,10101562,Gov. Agricultural Extension Service,,,,,,,,,,,,
101015620086,2,10101562,Private Agricultural Extension Service,,,,,,,,,,,,
101015620086,2,10101562,Gov. Fishery Extension Service,,,,,,,,,,,,
101015620086,2,10101562,ngo,,,,,,,,,,,,
101015620086,2,10101562,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101015620086,2,10101562,Fishing Coop,,,,,,,,,,,,
101015620086,2,10101562,Farmer Field Days/Field School,,,,,,,,,,,,
101015620086,2,10101562,Village Agricultural Extension Meeting,,,,,,,,,,,,
101015620086,2,10101562,Agricultural Extension Course,,,,,,,,,,,,
101015620086,2,10101562,Lead Farmer,,,,,,,,,,,,
101015620086,2,10101562,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101015620086,2,10101562,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101015620086,2,10101562,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101015620086,2,10101562,Other (Specify),,,,,,,,,,,,
101015620096,2,10101562,Gov. Agricultural Extension Service,,,,,,,,,,,,
101015620096,2,10101562,Private Agricultural Extension Service,,,,,,,,,,,,
101015620096,2,10101562,Gov. Fishery Extension Service,,,,,,,,,,,,
101015620096,2,10101562,ngo,,,,,,,,,,,,
101015620096,2,10101562,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101015620096,2,10101562,Fishing Coop,,,,,,,,,,,,
101015620096,2,10101562,Farmer Field Days/Field School,,,,,,,,,,,,
101015620096,2,10101562,Village Agricultural Extension Meeting,,,,,,,,,,,,
101015620096,2,10101562,Agricultural Extension Course,,,,,,,,,,,,
101015620096,2,10101562,Lead Farmer,,,,,,,,,,,,
101015620096,2,10101562,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101015620096,2,10101562,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101015620096,2,10101562,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101015620096,2,10101562,Other (Specify),,,,,,,,,,,,
101015620118,2,10101562,Gov. Agricultural Extension Service,,,,,,,,,,,,
101015620118,2,10101562,Private Agricultural Extension Service,,,,,,,,,,,,
101015620118,2,10101562,Gov. Fishery Extension Service,,,,,,,,,,,,
101015620118,2,10101562,ngo,,,,,,,,,,,,
101015620118,2,10101562,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101015620118,2,10101562,Fishing Coop,,,,,,,,,,,,
101015620118,2,10101562,Farmer Field Days/Field School,,,,,,,,,,,,
101015620118,2,10101562,Village Agricultural Extension Meeting,X,1,,,,,,,1,no,,Useful
101015620118,2,10101562,Agricultural Extension Course,,,,,,,,,,,,
101015620118,2,10101562,Lead Farmer,,,,,,,,,,,,
101015620118,2,10101562,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101015620118,2,10101562,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
101015620118,2,10101562,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101015620118,2,10101562,Other (Specify),,,,,,,,,,,,
101015620140,2,10101562,Gov. Agricultural Extension Service,,,,,,,,,,,,
101015620140,2,10101562,Private Agricultural Extension Service,,,,,,,,,,,,
101015620140,2,10101562,Gov. Fishery Extension Service,,,,,,,,,,,,
101015620140,2,10101562,ngo,,,,,,,,,,,,
101015620140,2,10101562,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
101015620140,2,10101562,Fishing Coop,,,,,,,,,,,,
101015620140,2,10101562,Farmer Field Days/Field School,,,,,,,,,,,,
101015620140,2,10101562,Village Agricultural Extension Meeting,,,,,,,,,,,,
101015620140,2,10101562,Agricultural Extension Course,,,,,,,,,,,,
101015620140,2,10101562,Lead Farmer,,,,,,,,,,,,
101015620140,2,10101562,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
101015620140,2,10101562,"Electronic Media (TV, Radio, Etc…)",X,1,2,,,,,,,,,Useful
101015620140,2,10101562,Paper Media (Handouts / Flyers),,,,,,,,,,,,
101015620140,2,10101562,Other (Specify),,,,,,,,,,,,
101015620162,2,10101562,Gov. Agricultural Extension Service,X,1,2,3,4,0,0,2,,no,,Very useful
101015620162,2,10101562,Private Agricultural Extension Service,,,,,,,,,,,,
