case_id,visit,ea_id,hh_s01,hh_s02,hh_s03,hh_s04,hh_s05a,hh_s05b,hh_s06,hh_s06_os,hh_s07,hh_s08a,hh_s08b,hh_s09,hh_s10a,hh_s10b,hh_s11
101034520005,1,10103452,No,,,,,,,,,,,,,,
101034520007,1,10103452,No,,,,,,,,,,,,,,
101034520009,1,10103452,No,,,,,,,,,,,,,,
101034520011,1,10103452,Yes,1,CHISENGA T.D.C,Other (specify),1,,"Other, specify",FEES,15000,Aug,2010,Yes,,,18000
101034520015,1,10103452,No,,,,,,,,,,,,,,
101034520017,1,10103452,No,,,,,,,,,,,,,,
101034520019,1,10103452,No,,,,,,,,,,,,,,
101034520023,1,10103452,No,,,,,,,,,,,,,,
101034520025,1,10103452,No,,,,,,,,,,,,,,
101034520029,1,10103452,No,,,,,,,,,,,,,,
101034520033,1,10103452,No,,,,,,,,,,,,,,
101034520035,1,10103452,No,,,,,,,,,,,,,,
101034520037,1,10103452,No,,,,,,,,,,,,,,
101034520041,1,10103452,No,,,,,,,,,,,,,,
101036810007,1,10103681,No,,,,,,,,,,,,,,
101036810011,1,10103681,No,,,,,,,,,,,,,,
101036810015,1,10103681,No,,,,,,,,,,,,,,
101036810019,1,10103681,No,,,,,,,,,,,,,,
101036810027,1,10103681,No,,,,,,,,,,,,,,
101036810031,1,10103681,No,,,,,,,,,,,,,,
101036810036,1,10103681,No,,,,,,,,,,,,,,
101036810040,1,10103681,No,,,,,,,,,,,,,,
101036810048,1,10103681,No,,,,,,,,,,,,,,
101036810052,1,10103681,No,,,,,,,,,,,,,,
101036810056,1,10103681,No,,,,,,,,,,,,,,
101036810060,1,10103681,No,,,,,,,,,,,,,,
101036810068,1,10103681,No,,,,,,,,,,,,,,
101036810072,1,10103681,No,,,,,,,,,,,,,,
101036810077,1,10103681,No,,,,,,,,,,,,,,
101036810085,1,10103681,No,,,,,,,,,,,,,,
101041500004,1,10104150,No,,,,,,,,,,,,,,
101041500006,1,10104150,No,,,,,,,,,,,,,,
101041500012,1,10104150,No,,,,,,,,,,,,,,
101041500013,1,10104150,Yes,1,MUNYENYEMBE,Grocery/local merchant,1,2,Purchase agricultural inputs for food crops,,5000,Nov,2009,No,9,2010,6000
101041500015,1,10104150,No,,,,,,,,,,,,,,
101041500023,1,10104150,No,,,,,,,,,,,,,,
101041500027,1,10104150,No,,,,,,,,,,,,,,
101041500045,1,10104150,No,,,,,,,,,,,,,,
101041500048,1,10104150,No,,,,,,,,,,,,,,
101041500053,1,10104150,No,,,,,,,,,,,,,,
101041500054,1,10104150,No,,,,,,,,,,,,,,
101041500057,1,10104150,No,,,,,,,,,,,,,,
101041500063,1,10104150,No,,,,,,,,,,,,,,
101041500067,1,10104150,No,,,,,,,,,,,,,,
101041500076,1,10104150,No,,,,,,,,,,,,,,
101041500079,1,10104150,No,,,,,,,,,,,,,,
101043510001,1,10104351,Yes,1,KAPILINKHONDO T.D.C,Other (specify),1,,Purchase agricultural inputs for food crops,,12000,Jan,2010,Yes,,,14200
101043510007,1,10104351,No,,,,,,,,,,,,,,
101043510012,1,10104351,No,,,,,,,,,,,,,,
101043510018,1,10104351,No,,,,,,,,,,,,,,
101043510024,1,10104351,No,,,,,,,,,,,,,,
101043510036,1,10104351,No,,,,,,,,,,,,,,
101043510042,1,10104351,Yes,1,CHITEMWANO CLUB,Neighbour,2,,Puchase non-farm inputs,,6000,Sep,2010,Yes,,,7300
101043510048,1,10104351,No,,,,,,,,,,,,,,
101043510054,1,10104351,No,,,,,,,,,,,,,,
101043510066,1,10104351,No,,,,,,,,,,,,,,
101043510078,1,10104351,No,,,,,,,,,,,,,,
101043510084,1,10104351,No,,,,,,,,,,,,,,
101043510096,1,10104351,No,,,,,,,,,,,,,,
101043510102,1,10104351,No,,,,,,,,,,,,,,
101043510108,1,10104351,No,,,,,,,,,,,,,,
101043510120,1,10104351,No,,,,,,,,,,,,,,
101044400008,1,10104440,Yes,1,MRFC,Mrfc,1,,Purchase inputs for tobacco,,80000,Nov,2009,No,8,2010,104000
101044400015,1,10104440,No,,,,,,,,,,,,,,
101044400021,1,10104440,No,,,,,,,,,,,,,,
101044400028,1,10104440,Yes,1,MRFC,Mrfc,1,,Purchase inputs for tobacco,,24500,Oct,2009,Yes,,,34000
101044400042,1,10104440,No,,,,,,,,,,,,,,
101044400049,1,10104440,No,,,,,,,,,,,,,,
101044400055,1,10104440,No,,,,,,,,,,,,,,
101044400062,1,10104440,No,,,,,,,,,,,,,,
101044400076,1,10104440,No,,,,,,,,,,,,,,
101044400083,1,10104440,No,,,,,,,,,,,,,,
101044400089,1,10104440,Yes,1,MARDEF,Mardef,2,,Business start-up capital,,15000,Nov,2009,No,11,2009,18200
101044400096,1,10104440,No,,,,,,,,,,,,,,
101044400110,1,10104440,No,,,,,,,,,,,,,,
101044400117,1,10104440,No,,,,,,,,,,,,,,
101044400123,1,10104440,No,,,,,,,,,,,,,,
101044400137,1,10104440,No,,,,,,,,,,,,,,
101053520010,1,10105352,No,,,,,,,,,,,,,,
101053520015,1,10105352,No,,,,,,,,,,,,,,
101053520022,1,10105352,No,,,,,,,,,,,,,,
101053520029,1,10105352,No,,,,,,,,,,,,,,
101053520044,1,10105352,No,,,,,,,,,,,,,,
101053520051,1,10105352,No,,,,,,,,,,,,,,
101053520059,1,10105352,No,,,,,,,,,,,,,,
101053520066,1,10105352,No,,,,,,,,,,,,,,
101053520081,1,10105352,No,,,,,,,,,,,,,,
101053520088,1,10105352,No,,,,,,,,,,,,,,
101053520095,1,10105352,No,,,,,,,,,,,,,,
101053520103,1,10105352,No,,,,,,,,,,,,,,
101053520117,1,10105352,No,,,,,,,,,,,,,,
101053520125,1,10105352,No,,,,,,,,,,,,,,
101053520132,1,10105352,No,,,,,,,,,,,,,,
101053520147,1,10105352,No,,,,,,,,,,,,,,
101055110011,1,10105511,No,,,,,,,,,,,,,,
101055110021,1,10105511,No,,,,,,,,,,,,,,
101055110031,1,10105511,No,,,,,,,,,,,,,,
101055110041,1,10105511,No,,,,,,,,,,,,,,
101055110061,1,10105511,No,,,,,,,,,,,,,,
101055110071,1,10105511,No,,,,,,,,,,,,,,
101055110081,1,10105511,No,,,,,,,,,,,,,,
101055110091,1,10105511,No,,,,,,,,,,,,,,
101055110111,1,10105511,No,,,,,,,,,,,,,,
101055110121,1,10105511,No,,,,,,,,,,,,,,
101055110131,1,10105511,No,,,,,,,,,,,,,,
101055110141,1,10105511,No,,,,,,,,,,,,,,
101055110161,1,10105511,No,,,,,,,,,,,,,,
101055110171,1,10105511,No,,,,,,,,,,,,,,
101055110181,1,10105511,No,,,,,,,,,,,,,,
101055110201,1,10105511,No,,,,,,,,,,,,,,
101055130005,1,10105513,No,,,,,,,,,,,,,,
101055130017,1,10105513,No,,,,,,,,,,,,,,
101055130037,1,10105513,No,,,,,,,,,,,,,,
101055130040,1,10105513,No,,,,,,,,,,,,,,
101055130049,1,10105513,No,,,,,,,,,,,,,,
101055130082,1,10105513,No,,,,,,,,,,,,,,
101055130084,1,10105513,No,,,,,,,,,,,,,,
101055130099,1,10105513,No,,,,,,,,,,,,,,
101055130116,1,10105513,No,,,,,,,,,,,,,,
101055130133,1,10105513,No,,,,,,,,,,,,,,
101055130136,1,10105513,No,,,,,,,,,,,,,,
101055130137,1,10105513,No,,,,,,,,,,,,,,
101055130138,1,10105513,No,,,,,,,,,,,,,,
101055130140,1,10105513,No,,,,,,,,,,,,,,
101055130161,1,10105513,No,,,,,,,,,,,,,,
101055130170,1,10105513,Yes,1,CRINGTON HUNGER,Ngo,1,,Purchase agricultural inputs for food crops,,8000,Dec,2008,Yes,,,11000
101202860016,1,10120286,No,,,,,,,,,,,,,,
101202860027,1,10120286,No,,,,,,,,,,,,,,
101202860039,1,10120286,No,,,,,,,,,,,,,,
101202860050,1,10120286,No,,,,,,,,,,,,,,
101202860074,1,10120286,No,,,,,,,,,,,,,,
101202860085,1,10120286,No,,,,,,,,,,,,,,
101202860097,1,10120286,No,,,,,,,,,,,,,,
101202860108,1,10120286,No,,,,,,,,,,,,,,
101202860131,1,10120286,No,,,,,,,,,,,,,,
101202860143,1,10120286,No,,,,,,,,,,,,,,
101202860155,1,10120286,No,,,,,,,,,,,,,,
101202860166,1,10120286,No,,,,,,,,,,,,,,
101202860189,1,10120286,No,,,,,,,,,,,,,,
101202860201,1,10120286,No,,,,,,,,,,,,,,
101202860212,1,10120286,No,,,,,,,,,,,,,,
101202860236,1,10120286,No,,,,,,,,,,,,,,
101202880006,1,10120288,No,,,,,,,,,,,,,,
101202880013,1,10120288,No,,,,,,,,,,,,,,
101202880020,1,10120288,No,,,,,,,,,,,,,,
101202880027,1,10120288,No,,,,,,,,,,,,,,
101202880034,1,10120288,No,,,,,,,,,,,,,,
101202880041,1,10120288,No,,,,,,,,,,,,,,
101202880048,1,10120288,No,,,,,,,,,,,,,,
101202880055,1,10120288,No,,,,,,,,,,,,,,
101202880069,1,10120288,No,,,,,,,,,,,,,,
101202880090,1,10120288,No,,,,,,,,,,,,,,
101202880097,1,10120288,No,,,,,,,,,,,,,,
101202880104,1,10120288,Yes,1,WATER BOARD GROUP,Other (specify),2,,Business start-up capital,,3000,Aug,2010,Yes,,,3900
101202880118,1,10120288,No,,,,,,,,,,,,,,
101202880125,1,10120288,Yes,1,OIBM,Bank (commercial),2,,Business start-up capital,,35000,Mar,2010,No,11,2010,37688
101202880132,1,10120288,No,,,,,,,,,,,,,,
101202880146,1,10120288,No,,,,,,,,,,,,,,
102011370001,1,10201137,No,,,,,,,,,,,,,,
102011370013,1,10201137,No,,,,,,,,,,,,,,
102011370027,1,10201137,No,,,,,,,,,,,,,,
102011370035,1,10201137,No,,,,,,,,,,,,,,
102011370036,1,10201137,No,,,,,,,,,,,,,,
102011370045,1,10201137,No,,,,,,,,,,,,,,
102011370076,1,10201137,Yes,1,MWANAWUWO MWAMBOWE,Neighbour,1,,Consumption,,2000,Feb,2010,No,6,2010,2000
102011370087,1,10201137,No,,,,,,,,,,,,,,
102011370099,1,10201137,No,,,,,,,,,,,,,,
102011370109,1,10201137,Yes,1,MR KASAMBALA,Money lender (katapila),1,,Purchase agricultural inputs for food crops,,1000,Jan,2010,No,6,2010,2100
102011370126,1,10201137,No,,,,,,,,,,,,,,
102011370142,1,10201137,No,,,,,,,,,,,,,,
102011370143,1,10201137,No,,,,,,,,,,,,,,
102011370151,1,10201137,No,,,,,,,,,,,,,,
102011370175,1,10201137,No,,,,,,,,,,,,,,
102011370184,1,10201137,No,,,,,,,,,,,,,,
102012100001,1,10201210,No,,,,,,,,,,,,,,
102012100005,1,10201210,No,,,,,,,,,,,,,,
102012100010,1,10201210,No,,,,,,,,,,,,,,
102012100015,1,10201210,No,,,,,,,,,,,,,,
102012100021,1,10201210,No,,,,,,,,,,,,,,
102012100036,1,10201210,No,,,,,,,,,,,,,,
102012100041,1,10201210,No,,,,,,,,,,,,,,
102012100046,1,10201210,Yes,1,MR KIYOKWA,Neighbour,1,,Consumption,,2000,Apr,2010,Yes,,,2000
102012100056,1,10201210,No,,,,,,,,,,,,,,
102012100061,1,10201210,No,,,,,,,,,,,,,,
102012100066,1,10201210,No,,,,,,,,,,,,,,
102012100072,1,10201210,No,,,,,,,,,,,,,,
102012100082,1,10201210,No,,,,,,,,,,,,,,
102012100087,1,10201210,No,,,,,,,,,,,,,,
102012100092,1,10201210,No,,,,,,,,,,,,,,
102012100102,1,10201210,No,,,,,,,,,,,,,,
102012470006,1,10201247,No,,,,,,,,,,,,,,
102012470012,1,10201247,No,,,,,,,,,,,,,,
102012470017,1,10201247,No,,,,,,,,,,,,,,
102012470022,1,10201247,No,,,,,,,,,,,,,,
102012470033,1,10201247,No,,,,,,,,,,,,,,
102012470038,1,10201247,No,,,,,,,,,,,,,,
102012470043,1,10201247,No,,,,,,,,,,,,,,
102012470049,1,10201247,No,,,,,,,,,,,,,,
102012470059,1,10201247,No,,,,,,,,,,,,,,
102012470064,1,10201247,No,,,,,,,,,,,,,,
102012470070,1,10201247,No,,,,,,,,,,,,,,
102012470075,1,10201247,No,,,,,,,,,,,,,,
102012470086,1,10201247,No,,,,,,,,,,,,,,
102012470091,1,10201247,No,,,,,,,,,,,,,,
102012470096,1,10201247,Yes,1,NEIGHBOURS,Neighbour,1,2,Puchase non-farm inputs,,4000,Feb,2010,Yes,,,5000
102012470107,1,10201247,No,,,,,,,,,,,,,,
102014420002,1,10201442,Yes,1,MAKANGA,Neighbour,1,,Purchase agricultural inputs for food crops,,3000,Sep,2010,No,11,2010,3000
102014420010,1,10201442,No,,,,,,,,,,,,,,
102014420019,1,10201442,No,,,,,,,,,,,,,,
102014420027,1,10201442,No,,,,,,,,,,,,,,
102014420036,1,10201442,No,,,,,,,,,,,,,,
102014420052,1,10201442,No,,,,,,,,,,,,,,
102014420061,1,10201442,No,,,,,,,,,,,,,,
102014420069,1,10201442,No,,,,,,,,,,,,,,
102014420078,1,10201442,No,,,,,,,,,,,,,,
102014420094,1,10201442,Yes,1,MWASULAMA,Neighbour,1,,Puchase non-farm inputs,,4000,Sep,2010,No,6,2011,4000
102014420111,1,10201442,No,,,,,,,,,,,,,,
102014420119,1,10201442,No,,,,,,,,,,,,,,
102014420136,1,10201442,No,,,,,,,,,,,,,,
102014420145,1,10201442,No,,,,,,,,,,,,,,
102014420153,1,10201442,No,,,,,,,,,,,,,,
102014420170,1,10201442,No,,,,,,,,,,,,,,
102016880002,2,10201688,No,,,,,,,,,,,,,,
102016880010,2,10201688,No,,,,,,,,,,,,,,
102016880018,2,10201688,No,,,,,,,,,,,,,,
102016880033,2,10201688,No,,,,,,,,,,,,,,
102016880041,2,10201688,No,,,,,,,,,,,,,,
102016880049,2,10201688,No,,,,,,,,,,,,,,
