position,name,type,isnumeric,format,vallab,varlab
57,ag_i36b,byte,1,%15.0g,AG_M29B,How much of the the harvested [CROP] during the 2012/2013 rainy season was lost
58,ag_i36c,byte,1,%14.0g,AG_M29C,How much of the the harvested [CROP] during the 2012/2013 rainy season was lost
59,ag_i36d,byte,1,%8.0g,,How much of the the harvested [CROP] during the 2012/2013 rainy season was lost
60,ag_i37a,byte,1,%15.0g,AG_M30A,What was the reason for loss? (1ST)
61,ag_i37b,byte,1,%15.0g,AG_M30B,What was the reason for loss? (2ND)
62,ag_i38,byte,1,%8.0g,AG_M31,Do you have any of the harvested [CROP] in storage now?
63,ag_i39,byte,1,%19.0g,AG_M32,What is your main method of storage for this crop?
64,ag_i40a,float,1,%9.0g,,How much of the harvested [CROP] during the [LAST COMPLETED RAINY SEASON] is bei
65,ag_i40b,byte,1,%15.0g,AG_M33B,How much of the harvested [CROP] during the [LAST COMPLETED RAINY SEASON] is bei
66,ag_i40c,byte,1,%14.0g,AG_M33C,How much of the harvested [CROP] during the [LAST COMPLETED RAINY SEASON] is bei
67,ag_i41a,byte,1,%17.0g,AG_M34A,What did you do to protect the stored [CROP]? (1ST)
68,ag_i41b,byte,1,%17.0g,AG_M34B,What did you do to protect the stored [CROP]? (2ND)
69,ag_i42a,byte,1,%29.0g,AG_M35A,"In general, when you store [CROP], what is usually the main purpose for storing"
70,ag_i42b,byte,1,%29.0g,AG_M35B,"In general, when you store [CROP], what is usually the main purpose for storing"
